player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
401,15,1,True,Alexander Isak,14,se SWE,FW,25-042,90,28,0,4,11,13,3,28,3,1,33.3,2,66.7,14,71,19,1,1,1,3,0,20,4,10
403,15,1,True,Joelinton,7,br BRA,LW,28-080,90,35,3,8,20,7,1,35,0,0,,0,,21,68,20,0,0,0,3,2,24,0,10
398,15,1,True,Anthony Gordon,10,eng ENG,RW,23-252,84,38,2,9,8,21,2,38,0,0,,0,,25,175,113,4,1,2,0,1,21,7,10
392,15,1,True,Harvey Barnes,11,eng ENG,"RW,RM",26-329,6,5,0,1,1,3,1,5,0,0,,0,,2,3,1,0,0,0,0,0,2,1,10
420,15,1,True,Joe Willock,28,eng ENG,LM,25-074,64,24,2,3,12,9,4,24,1,1,100.0,0,0.0,15,83,56,2,2,2,1,2,15,4,10
417,15,1,True,Sandro Tonali,8,it ITA,"LM,CM",24-178,26,13,1,4,2,7,0,13,2,0,0.0,1,50.0,3,20,15,1,1,0,0,0,6,1,10
394,15,1,True,Bruno Guimarães,39,br BRA,CM,26-352,89,51,4,16,24,11,1,51,2,2,100.0,0,0.0,34,220,103,1,0,0,1,7,34,2,10
404,15,1,True,Lloyd Kelly,25,eng ENG,"CB,CM",26-027,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,10
410,15,1,True,Sean Longstaff,36,eng ENG,RM,27-003,90,29,3,14,10,6,3,29,0,0,,0,,16,64,32,0,0,0,1,0,16,1,10
399,15,1,True,Lewis Hall,20,eng ENG,LB,20-055,90,57,10,31,19,7,0,57,0,0,,0,,16,66,38,0,0,0,0,2,19,0,10
395,15,1,True,Dan Burn,33,eng ENG,CB,32-177,90,26,3,17,9,0,0,26,0,0,,0,,8,38,7,0,0,0,0,0,12,0,10
415,15,1,True,Fabian Schär,5,ch SUI,CB,32-318,90,46,11,25,15,6,1,46,1,1,100.0,0,0.0,21,115,65,0,1,0,0,0,24,1,10
409,15,1,True,Valentino Livramento,21,eng ENG,RB,21-356,90,44,2,25,13,6,0,44,1,1,100.0,0,0.0,20,82,30,1,0,0,0,0,16,3,10
413,15,1,True,Nick Pope,22,eng ENG,GK,32-197,90,28,23,28,0,0,0,28,0,0,,0,,13,103,13,0,0,0,0,0,6,0,10
23,1,15,False,Leandro Trossard,19,be BEL,FW,29-334,70,34,1,8,15,13,5,34,2,0,0.0,2,100.0,20,115,58,2,2,0,4,1,19,4,10
2,1,15,False,Gabriel Jesus,9,br BRA,"FW,LW",27-213,20,19,0,2,3,14,1,19,1,0,0.0,1,100.0,12,69,35,1,1,1,0,2,16,5,10
4,1,15,False,Kai Havertz,29,de GER,FW,25-144,90,29,2,7,10,12,2,29,0,0,,0,,17,84,16,0,2,0,2,1,22,4,10
9,1,15,False,Gabriel Martinelli,11,br BRA,LM,23-137,60,30,0,2,8,21,5,30,7,1,14.3,4,57.1,18,184,73,3,4,1,1,1,22,9,10
12,1,15,False,Ethan Nwaneri,53,eng ENG,"LM,RW",17-226,30,8,0,0,4,4,0,8,0,0,,0,,7,58,24,1,1,0,0,1,8,1,10
633,1,15,False,Mikel Merino,23,es ESP,CM,28-133,60,29,3,4,15,10,1,29,0,0,,0,,14,71,31,0,0,0,0,0,18,4,10
25,1,15,False,Oleksandr Zinchenko,17,ua UKR,"CM,LM",27-323,30,38,1,3,26,9,1,38,0,0,,0,,26,141,88,0,0,0,1,0,29,1,10
16,1,15,False,Declan Rice,41,eng ENG,CM,25-293,90,76,3,13,38,25,3,76,1,0,0.0,1,100.0,32,203,87,1,0,1,0,1,46,4,10
17,1,15,False,Bukayo Saka,7,eng ENG,RM,23-058,90,47,1,4,10,33,5,47,4,0,0.0,2,50.0,36,222,100,3,1,2,1,4,40,18,10
6,1,15,False,Jurriën Timber,12,nl NED,LB,23-138,70,46,2,8,23,15,2,46,1,1,100.0,0,0.0,27,124,71,2,0,0,1,2,31,3,10
24,1,15,False,Ben White,4,eng ENG,"LB,CB",27-025,20,35,0,5,12,18,1,35,0,0,,0,,17,64,46,2,2,0,1,0,26,2,10
3,1,15,False,Gabriel Magalhães,6,br BRA,CB,26-319,90,76,8,26,39,12,1,76,0,0,,0,,44,199,126,0,2,0,0,0,59,0,10
18,1,15,False,William Saliba,2,fr FRA,CB,23-223,90,75,3,31,40,4,1,75,0,0,,0,,34,169,71,0,1,0,1,0,47,0,10
20,1,15,False,Thomas Partey,5,gh GHA,RB,31-142,85,78,1,14,44,22,1,78,1,1,100.0,0,0.0,39,183,100,0,1,0,1,0,54,0,10
7,1,15,False,Jorginho,20,it ITA,CM,32-318,5,7,0,2,4,1,0,7,0,0,,0,,4,29,27,0,0,0,0,0,5,0,10
15,1,15,False,David Raya,22,es ESP,GK,29-048,90,32,20,30,2,0,0,32,0,0,,0,,25,121,69,0,0,0,0,0,18,0,10
316,12,5,True,Darwin Núñez,9,uy URU,FW,25-131,76,19,0,0,6,14,6,19,3,2,66.7,1,33.3,12,48,20,1,1,0,3,3,15,7,10
320,12,5,True,Wataru Endo,3,jp JPN,DM,31-267,14,10,1,6,4,0,0,10,0,0,,0,,4,17,4,0,0,0,1,1,6,0,10
321,12,5,True,Cody Gakpo,18,nl NED,"LW,FW",25-179,90,36,1,5,12,20,3,36,1,1,100.0,0,0.0,27,239,80,4,1,0,3,0,29,13,10
328,12,5,True,Mohamed Salah,11,eg EGY,RW,32-140,89,29,0,2,13,14,6,29,2,1,50.0,1,50.0,23,186,101,5,1,4,0,3,29,8,10
313,12,5,True,Conor Bradley,84,nir NIR,RW,21-116,1,2,0,1,1,0,0,2,0,0,,0,,1,6,6,0,0,0,0,0,0,0,10
