player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
453.0,17,15,True,Adam Armstrong,9,eng ENG,FW,27-350,59,17,1,4,8,5,0,17,0,0,,0,,13,98,40,1,0,0,1,0,14,2,23
27.0,17,15,True,Cameron Archer,19,eng ENG,FW,23-188,31,11,0,1,5,5,2,11,2,1,50.0,1,50.0,7,49,27,2,0,2,0,0,5,1,23
470.0,17,15,True,Paul Onuachu,32,ng NGA,FW,30-242,90,36,3,4,22,10,3,36,3,1,33.3,1,33.3,18,75,28,1,0,0,2,5,27,5,23
623.0,17,15,True,Mateus Fernandes,18,pt POR,AM,20-199,90,62,0,6,38,21,2,62,5,4,80.0,1,20.0,36,194,87,3,2,1,2,1,37,2,23
452.0,17,15,True,Joe Aribo,7,ng NGA,CM,28-188,88,68,2,8,52,8,0,68,2,0,0.0,2,100.0,53,275,102,0,0,0,0,0,55,5,23
463.0,17,15,True,Adam Lallana,10,eng ENG,CM,36-260,2,3,0,0,0,3,0,3,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,2,0,23
188.0,17,15,True,Lesley Ugochukwu,26,fr FRA,CM,20-305,78,55,1,7,37,11,0,55,2,1,50.0,0,0.0,36,183,74,0,0,0,0,1,39,0,23
471.0,17,15,True,William Smallbone,8,ie IRL,CM,24-339,12,5,0,1,4,0,0,5,0,0,,0,,2,4,1,0,0,0,0,0,4,0,23
467.0,17,15,True,Ryan Manning,3,ie IRL,WB,28-225,59,37,5,8,15,14,0,37,2,0,0.0,2,100.0,22,54,19,0,0,0,0,1,26,6,23
474.0,17,15,True,Yukinari Sugawara,16,jp JPN,WB,24-211,31,18,0,2,8,8,1,18,0,0,,0,,12,51,15,1,0,0,0,0,13,1,23
476.0,17,15,True,Kyle Walker-Peters,2,eng ENG,WB,27-287,90,56,1,12,14,30,2,56,1,1,100.0,0,0.0,37,296,152,6,7,1,1,2,38,6,23
461.0,17,15,True,Taylor Harwood-Bellis,6,eng ENG,CB,22-361,90,84,10,25,39,20,2,84,0,0,,0,,55,267,168,1,5,0,0,0,66,0,23
455.0,17,15,True,Jan Bednarek,35,pl POL,CB,28-288,90,61,11,23,37,2,1,61,0,0,,0,,26,95,24,0,0,0,0,1,26,0,23
457.0,17,15,True,James Bree,14,eng ENG,CB,27-106,87,61,9,20,23,18,1,61,1,1,100.0,0,0.0,47,196,65,0,1,0,2,0,47,5,23
397.0,17,15,True,Ryan Fraser,24,sct SCO,CB,30-336,3,1,0,0,0,1,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0,23
