player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
11.0,7,12,True,Eddie Nketiah,9,eng ENG,"FW,RW,RM",25-128,90,21,0,3,9,9,0,21,0,0,,0,,15,88,19,0,1,0,1,0,17,3,7
199.0,7,12,True,Eberechi Eze,10,eng ENG,"LW,LM",26-098,90,38,0,6,20,14,2,38,5,1,20.0,4,80.0,21,172,78,1,0,0,1,1,27,4,7
585.0,7,12,True,Ismaila Sarr,7,sn SEN,"RW,RM,RB",26-223,90,29,1,5,13,12,2,29,0,0,,0,,14,85,25,1,2,1,2,1,13,3,7
210.0,7,12,True,Tyrick Mitchell,3,eng ENG,LM,25-034,59,27,3,9,11,7,0,27,0,0,,0,,10,70,36,2,0,0,0,0,13,3,7
207.0,7,12,True,Jean-Philippe Mateta,14,fr FRA,FW,27-099,31,8,0,0,1,7,0,8,0,0,,0,,6,43,17,1,1,1,1,1,6,2,7
206.0,7,12,True,Jefferson Lerma,8,co COL,"CM,DM",29-346,90,40,5,16,17,8,0,40,1,0,0.0,1,100.0,16,98,28,0,1,0,0,2,21,2,7
216.0,7,12,True,Adam Wharton,20,eng ENG,CM,20-125,59,24,1,10,11,3,0,24,0,0,,0,,12,74,39,0,2,0,0,1,12,0,7
203.0,7,12,True,Will Hughes,19,eng ENG,CM,29-171,31,20,2,6,9,6,0,20,2,0,0.0,2,100.0,9,81,47,1,0,0,1,0,9,1,7
211.0,7,12,True,Daniel Muñoz,12,co COL,RM,28-132,16,5,1,2,2,1,1,5,1,1,100.0,0,0.0,2,16,2,0,0,0,0,0,2,1,7
196.0,7,12,True,Nathaniel Clyne,17,eng ENG,"RM,LM,LB",33-183,74,29,3,10,11,8,0,29,0,0,,0,,9,33,10,0,0,0,2,0,11,4,7
159.0,7,12,True,Trevoh Chalobah,27,eng ENG,CB,25-092,87,35,4,16,14,5,2,35,0,0,,0,,16,90,51,1,1,0,0,0,17,1,7
205.0,7,12,True,Daichi Kamada,18,jp JPN,CM,28-061,3,5,0,3,2,0,0,5,0,0,,0,,2,6,3,0,0,0,0,0,3,0,7
200.0,7,12,True,Marc Guéhi,6,eng ENG,CB,24-084,90,59,20,43,15,1,0,59,0,0,,0,,23,142,75,0,0,0,1,0,33,0,7
650.0,7,12,True,Maxence Lacroix,5,fr FRA,CB,24-182,90,46,5,26,19,1,0,46,2,2,100.0,0,0.0,23,151,91,0,0,0,2,0,25,0,7
201.0,7,12,True,Dean Henderson,1,eng ENG,GK,27-207,90,37,31,37,0,0,0,37,0,0,,0,,17,90,39,0,0,0,0,0,10,0,7
317.0,12,7,False,Diogo Jota,20,pt POR,FW,27-306,90,38,0,2,18,18,6,38,0,0,,0,,16,63,25,2,0,1,6,2,33,10,7
321.0,12,7,False,Cody Gakpo,18,nl NED,LW,25-151,90,60,2,9,22,33,3,60,3,2,66.7,0,0.0,40,278,120,3,2,2,1,1,43,16,7
328.0,12,7,False,Mohamed Salah,11,eg EGY,RW,32-112,72,31,1,3,11,17,7,31,0,0,,0,,20,98,28,1,0,2,2,1,28,11,7
327.0,12,7,False,Luis Díaz,7,co COL,RW,27-266,18,12,1,1,4,7,3,12,0,0,,0,,11,88,54,3,1,2,0,1,11,2,7
324.0,12,7,False,Curtis Jones,17,eng ENG,"AM,DM",23-249,88,55,1,8,32,15,1,55,1,1,100.0,0,0.0,34,203,78,0,1,0,0,1,46,2,7
320.0,12,7,False,Wataru Endo,3,jp JPN,DM,31-239,2,8,0,0,3,5,0,8,0,0,,0,,4,29,6,0,0,0,1,0,4,0,7
329.0,12,7,False,Alexis Mac Allister,10,ar ARG,DM,25-286,45,26,0,0,15,11,1,26,0,0,,0,,12,54,39,1,2,0,0,0,20,4,7
336.0,12,7,False,Dominik Szoboszlai,8,hu HUN,AM,23-346,45,33,0,3,14,17,1,33,2,2,100.0,0,0.0,19,95,63,2,1,1,0,0,25,2,7
323.0,12,7,False,Ryan Gravenberch,38,nl NED,DM,22-142,90,88,1,12,61,15,1,88,1,1,100.0,0,0.0,53,254,117,1,0,1,3,1,74,1,7
337.0,12,7,False,Kostas Tsimikas,21,gr GRE,LB,28-146,78,94,2,19,50,25,0,94,1,1,100.0,0,0.0,48,253,170,4,3,0,1,0,62,2,7
335.0,12,7,False,Andrew Robertson,26,sct SCO,LB,30-208,12,13,0,6,3,4,0,13,0,0,,0,,6,66,45,2,1,0,0,0,8,0,7
339.0,12,7,False,Virgil van Dijk,4,nl NED,CB,33-089,90,117,14,54,63,1,1,117,1,1,100.0,0,0.0,67,376,221,0,0,0,0,0,82,0,7
326.0,12,7,False,Ibrahima Konaté,5,fr FRA,CB,25-133,90,68,6,32,35,1,0,68,0,0,,0,,40,237,126,0,0,0,0,0,52,0,7
311.0,12,7,False,Trent Alexander-Arnold,66,eng ENG,RB,25-364,90,84,1,18,36,30,2,84,0,0,,0,,41,182,69,1,1,1,2,1,57,4,7
,12,7,False,Alisson,1,br BRA,GK,32-003,78,43,35,42,1,0,0,43,0,0,,0,,30,115,53,0,0,0,0,0,28,0,7
660.0,12,7,False,Vitezslav Jaros,56,cz CZE,GK,23-074,12,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,0,5,0,7
106.0,4,20,True,Kevin Schade,7,de GER,FW,22-313,76,21,0,4,10,8,3,21,2,0,0.0,2,100.0,8,51,16,1,0,1,4,0,12,1,7
314.0,4,20,True,Fabio Carvalho,14,pt POR,LW,22-036,14,10,0,2,2,7,2,10,0,0,,0,,6,26,11,0,0,0,1,0,7,2,7
98.0,4,20,True,Keane Lewis-Potter,23,eng ENG,"LW,RW",23-226,90,43,2,7,12,25,10,43,4,1,25.0,2,50.0,26,231,110,7,5,5,3,1,26,6,7
99.0,4,20,True,Bryan Mbeumo,19,cm CMR,"RW,FW",25-059,90,48,0,7,15,26,4,47,4,1,25.0,1,25.0,32,175,74,3,0,2,3,2,35,9,7
89.0,4,20,True,Mikkel Damsgaard,24,dk DEN,"AM,RM",24-094,89,50,0,13,16,21,1,50,1,0,0.0,1,100.0,19,70,26,0,0,0,1,1,22,7,7
97.0,4,20,True,Yunus Emre Konak,26,tr TUR,RM,18-269,1,3,0,1,0,2,0,3,0,0,,0,,1,3,0,0,0,1,1,1,2,1,7
101.0,4,20,True,Christian Nørgaard,6,dk DEN,DM,30-209,76,45,6,20,15,11,6,45,0,0,,0,,25,136,56,1,0,0,1,1,31,3,7
111.0,4,20,True,Yehor Yarmoliuk,18,ua UKR,LM,20-218,14,11,0,5,4,2,0,11,1,1,100.0,0,0.0,5,32,5,0,0,0,1,0,6,0,7
94.0,4,20,True,Vitaly Janelt,27,de GER,"DM,CM",26-148,90,49,3,14,24,11,1,49,1,1,100.0,0,0.0,19,89,44,1,1,0,0,0,24,1,7
86.0,4,20,True,Kristoffer Ajer,20,no NOR,LB,26-171,89,38,7,16,12,10,3,38,1,0,0.0,1,100.0,12,81,40,2,3,0,0,1,17,1,7
105.0,4,20,True,Mads Roerslev,30,dk DEN,LB,25-103,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,7
104.0,4,20,True,Ethan Pinnock,5,jm JAM,CB,31-129,90,48,9,24,14,10,4,48,2,1,50.0,1,50.0,16,73,38,0,0,0,0,1,21,1,7
88.0,4,20,True,Nathan Collins,22,ie IRL,CB,23-158,90,75,15,45,22,8,5,75,0,0,,0,,30,145,74,0,0,0,0,0,46,1,7
