player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
4.0,1,5,True,Kai Havertz,29,de GER,FW,25-081,90,26,1,7,11,9,4,26,2,0,0.0,1,50.0,13,117,87,3,3,2,2,2,16,2,3
23.0,1,5,True,Leandro Trossard,19,be BEL,"LW,LM",29-271,58,23,0,1,9,14,3,23,2,0,0.0,2,100.0,16,97,30,3,2,1,1,1,13,4,3
578.0,1,5,True,Riccardo Calafiori,33,it ITA,"LB,CB",22-104,32,8,2,5,3,0,0,8,0,0,,0,,2,3,0,0,0,0,0,0,2,1,3
17.0,1,5,True,Bukayo Saka,7,eng ENG,"RW,CM,RM",22-361,90,41,0,9,10,23,9,41,7,4,57.1,3,42.9,25,159,80,3,1,3,1,2,23,6,3
16.0,1,5,True,Declan Rice,41,eng ENG,LM,25-230,48,19,0,1,7,11,2,19,1,1,100.0,0,0.0,11,43,20,1,0,0,1,1,10,0,3
20.0,1,5,True,Thomas Partey,5,gh GHA,CM,31-079,90,34,3,15,18,2,0,34,1,1,100.0,0,0.0,16,85,43,0,0,0,0,1,13,0,3
13.0,1,5,True,Martin Ødegaard,8,no NOR,"RM,CM",25-258,73,24,1,4,13,8,5,24,1,1,100.0,0,0.0,16,61,28,2,0,1,0,3,17,3,3
9.0,1,5,True,Gabriel Martinelli,11,br BRA,CM,23-074,17,5,0,1,1,3,0,5,0,0,,0,,4,10,4,0,0,0,1,0,4,0,3
6.0,1,5,True,Jurriën Timber,12,nl NED,"LB,CB,RB",23-075,79,31,4,12,14,6,2,31,1,0,0.0,1,100.0,12,45,30,0,0,0,0,1,9,1,3
25.0,1,5,True,Oleksandr Zinchenko,17,ua UKR,LB,27-260,11,3,0,0,3,0,0,3,0,0,,0,,1,2,1,0,0,0,0,0,1,0,3
3.0,1,5,True,Gabriel Magalhães,6,br BRA,CB,26-256,90,45,7,19,23,3,2,45,1,1,100.0,0,0.0,28,107,37,0,0,0,0,0,28,0,3
18.0,1,5,True,William Saliba,2,fr FRA,CB,23-160,90,62,4,28,30,4,0,62,0,0,,0,,45,188,60,1,0,0,0,0,43,0,3
24.0,1,5,True,Ben White,4,eng ENG,"RB,CB",26-328,90,44,8,19,18,7,1,44,0,0,,0,,18,42,13,0,0,0,1,0,16,1,3
15.0,1,5,True,David Raya,22,es ESP,GK,28-351,90,43,27,40,3,0,0,43,0,0,,0,,26,176,129,0,0,0,0,0,16,0,3
148.0,5,1,False,Danny Welbeck,18,eng ENG,FW,33-279,84,21,0,1,11,9,2,21,2,0,0.0,2,100.0,9,30,0,0,0,0,4,0,13,3,3
121.0,5,1,False,Julio Enciso,10,py PAR,AM,20-221,6,9,0,0,3,6,0,9,0,0,,0,,4,25,16,1,0,0,0,0,5,3,3
136.0,5,1,False,Kaoru Mitoma,22,jp JPN,LW,27-103,84,43,1,6,9,29,5,43,7,4,57.1,3,42.9,26,259,203,6,2,3,1,0,32,14,3
113.0,5,1,False,Simon Adingra,24,ci CIV,LW,22-243,6,8,0,0,1,7,0,8,2,0,0.0,2,100.0,5,36,16,0,0,0,0,0,6,5,3
135.0,5,1,False,Yankuba Minteh,17,gm GAM,RW,20-040,71,19,0,2,8,11,3,19,3,1,33.3,1,33.3,11,56,25,0,0,0,1,1,11,3,3
618.0,5,1,False,Georginio Rutter,14,fr FRA,RW,22-133,19,6,0,0,2,4,3,6,0,0,,0,,3,18,7,0,0,0,0,0,3,1,3
129.0,5,1,False,João Pedro,9,br BRA,"AM,FW",22-340,90,60,3,7,18,37,8,60,7,4,57.1,3,42.9,43,247,148,7,4,5,3,1,45,7,3
115.0,5,1,False,Carlos Baleba,20,cm CMR,DM,20-241,90,49,3,6,30,15,0,49,1,0,0.0,1,100.0,26,178,75,2,3,0,1,1,28,2,3
134.0,5,1,False,James Milner,6,eng ENG,DM,38-240,16,4,0,0,4,0,0,4,0,0,,0,,2,6,2,0,0,0,0,0,2,0,3
600.0,5,1,False,Yasin Ayari,26,se SWE,DM,20-330,74,36,0,5,19,12,2,36,1,0,0.0,0,0.0,15,115,20,0,0,0,2,1,21,2,3
126.0,5,1,False,Jack Hinshelwood,41,eng ENG,"LB,RB",19-142,90,70,5,20,29,22,3,70,0,0,,0,,33,130,89,2,1,0,0,0,48,5,3
120.0,5,1,False,Lewis Dunk,5,eng ENG,CB,32-284,90,111,6,38,55,19,1,111,0,0,,0,,71,331,196,2,3,0,0,0,90,0,3
144.0,5,1,False,Jan Paul van Hecke,29,nl NED,CB,24-084,90,79,9,23,42,14,1,79,0,0,,0,,49,307,196,3,5,0,0,0,52,0,3
145.0,5,1,False,Joël Veltman,34,nl NED,RB,32-229,71,45,2,15,20,10,1,45,1,1,100.0,0,0.0,18,95,57,2,1,1,0,1,26,1,3
122.0,5,1,False,Pervis Estupiñán,30,ec ECU,LB,26-223,19,24,0,1,14,10,2,24,0,0,,0,,16,114,100,3,1,2,0,0,22,4,3
146.0,5,1,False,Bart Verbruggen,1,nl NED,GK,22-013,90,36,26,34,2,0,0,36,0,0,,0,,27,103,48,0,0,0,0,0,21,0,3
268.0,10,9,True,Liam Delap,19,eng ENG,FW,21-205,80,18,1,2,7,9,2,18,1,1,100.0,0,0.0,7,73,54,2,2,0,1,3,13,3,3
260.0,10,9,True,Ali Al Hamadi,16,iq IRQ,FW,22-183,10,5,0,0,0,5,1,5,0,0,,0,,1,2,0,0,0,0,1,0,3,3,3
611.0,10,9,True,Sammie Szmodics,23,ie IRL,LW,28-342,80,21,1,3,9,9,2,21,1,1,100.0,0,0.0,10,89,24,2,0,1,1,0,15,3,3
631.0,10,9,True,Jack Clarke,47,eng ENG,LW,23-282,10,7,0,0,0,7,1,7,0,0,,0,,5,34,11,0,0,0,1,0,5,2,3
632.0,10,9,True,Chiedozie Ogbene,21,ie IRL,RW,27-122,87,24,2,4,5,15,3,24,1,0,0.0,0,0.0,12,96,40,1,1,0,1,2,16,8,3
265.0,10,9,True,Conor Chaplin,10,eng ENG,"AM,RW",27-197,3,4,0,1,3,1,0,4,0,0,,0,,1,2,1,0,0,0,0,0,3,0,3
