player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
156.0,8,13,True,Armando Broja,22,al ALB,FW,23-221,62,19,0,2,14,3,0,19,0,0,,0,,7,13,2,0,0,0,5,1,15,1,33
218.0,8,13,True,Beto,14,gw GNB,FW,27-078,28,9,0,0,7,2,1,9,0,0,,0,,1,3,3,0,0,0,2,0,4,0,33
232.0,8,13,True,Iliman Ndiaye,10,sn SEN,LW,25-044,78,28,0,4,17,8,2,28,2,2,100.0,0,0.0,17,121,58,2,1,0,3,0,19,2,33
450.0,8,13,True,Carlos Alcaraz,24,ar ARG,LW,22-140,12,4,0,0,2,2,0,4,0,0,,0,,3,26,19,1,1,0,1,0,4,1,33
224.0,8,13,True,Jack Harrison,11,eng ENG,RW,28-150,78,43,0,6,15,22,3,43,3,1,33.3,1,33.3,19,166,78,4,2,0,2,1,27,8,33
230.0,8,13,True,Dwight McNeil,7,eng ENG,RW,25-148,12,4,1,3,0,1,1,4,1,1,100.0,0,0.0,1,5,0,0,0,0,0,1,2,1,33
217.0,8,13,True,Abdoulaye Doucouré,16,ml MLI,AM,32-108,90,32,1,3,16,14,6,32,5,5,100.0,0,0.0,19,88,40,2,0,2,0,2,22,1,33
222.0,8,13,True,Idrissa Gana Gueye,27,sn SEN,DM,35-205,78,35,0,13,16,8,0,35,0,0,,0,,13,90,45,2,1,0,0,0,15,0,33
226.0,8,13,True,Tim Iroegbunam,42,eng ENG,DM,21-293,12,7,1,1,5,1,0,7,1,0,0.0,1,100.0,2,15,0,0,0,0,0,0,2,0,33
223.0,8,13,True,James Garner,37,eng ENG,DM,24-037,90,49,0,16,23,10,0,49,1,1,100.0,0,0.0,19,127,61,2,2,0,1,0,26,0,33
231.0,8,13,True,Vitaliy Mykolenko,19,ua UKR,LB,25-325,90,50,6,20,19,12,2,50,2,2,100.0,0,0.0,18,85,61,1,1,0,0,0,22,2,33
219.0,8,13,True,Jarrad Branthwaite,32,eng ENG,CB,22-296,90,42,5,21,19,2,2,42,0,0,,0,,21,69,22,0,0,0,0,0,30,0,33
236.0,8,13,True,James Tarkowski,6,eng ENG,CB,32-151,51,39,5,19,17,3,3,39,0,0,,0,,16,74,27,0,0,0,0,0,26,0,33
228.0,8,13,True,Michael Keane,5,eng ENG,CB,32-098,39,17,7,15,2,0,0,17,0,0,,0,,2,17,2,0,0,0,1,0,4,0,33
582.0,8,13,True,Jake O'Brien,15,ie IRL,RB,23-339,90,40,4,20,14,6,0,40,0,0,,0,,10,21,8,0,0,0,0,0,18,0,33
235.0,8,13,True,Jordan Pickford,1,eng ENG,GK,31-043,90,48,31,46,2,0,0,48,0,0,,0,,34,228,140,0,0,0,0,0,33,0,33
755.0,13,8,False,Omar Marmoush,7,eg EGY,FW,26-071,90,29,0,0,10,19,6,29,7,5,71.4,2,28.6,20,121,42,1,0,1,2,3,26,9,33
571.0,13,8,False,Sávio,26,br BRA,LW,21-009,77,40,2,3,18,21,3,40,2,1,50.0,1,50.0,22,186,108,4,2,0,1,0,27,13,33
