web_name,gw,shots,player_id
Lacroix,2,0.0,650
Højlund,2,0.0,375
Nkunku,2,0.0,181
Kamaldeen,2,0.0,462
Ayari,2,1.0,600
Gündogan,2,0.0,625
Justin,2,0.0,295
Lerma,2,1.0,206
Doku,2,0.0,346
C.Soler,2,0.0,654
Tete,2,2.0,257
Thomas,2,2.0,20
Dalot,2,1.0,369
Sancho,2,0.0,386
Murillo,2,0.0,436
Virgil,2,1.0,339
McNeil,2,1.0,230
El Khannouss,2,0.0,635
Cucurella,2,0.0,163
Gabriel,2,0.0,3
Nwaneri,2,0.0,12
Gusto,2,0.0,171
Brooks,2,0.0,62
Jota Silva,2,0.0,596
Estupiñan,2,0.0,122
Bentancur,2,0.0,480
Szmodics,2,1.0,611
G.Jesus,2,0.0,2
Ndidi,2,1.0,300
Walker-Peters,2,3.0,476
Alcaraz,2,0.0,450
João Félix,2,2.0,621
O'Riley,2,0.0,629
Bellegarde,2,0.0,535
Antonio,2,2.0,512
Guedes,2,0.0,548
Enes Ünal,2,0.0,65
O'Shea,2,0.0,630
M.Asensio,2,0.0,762
Tel,2,0.0,768
Harwood-Bellis,2,0.0,461
Jaden,2,0.0,569
Hughes,2,0.0,203
Dominguez,2,1.0,431
Caicedo,2,0.0,157
Mavropanos,2,0.0,528
Burn,2,2.0,395
Gravenberch,2,0.0,323
Ugarte,2,0.0,652
De Ligt,2,0.0,593
Konaté,2,2.0,326
Ramsey,2,1.0,53
Kerkez,2,0.0,70
Martinez,2,0.0,47
Chalobah,2,0.0,159
Aribo,2,0.0,452
Rúben,2,0.0,361
Mario Jr.,2,1.0,557
Collins,2,2.0,88
Kamada,2,0.0,205
Taylor,2,0.0,281
Sarabia,2,1.0,565
Onana,2,2.0,233
Andersen,2,0.0,191
Willock,2,1.0,420
Colwill,2,0.0,162
Huijsen,2,0.0,580
Van Hecke,2,0.0,144
Emerson,2,0.0,520
Robinson,2,0.0,255
Romero,2,3.0,498
Mangala,2,0.0,651
Maatsen,2,0.0,45
Grealish,2,1.0,349
Van den Berg,2,0.0,338
Wan-Bissaka,2,0.0,388
Richarlison,2,0.0,497
N.Semedo,2,0.0,559
Daka,2,0.0,289
Munetsi,2,0.0,770
Barkley,2,1.0,29
Lukić,2,0.0,249
Tarkowski,2,3.0,236
Hinshelwood,2,0.0,126
Bassey,2,0.0,241
Summerville,2,0.0,587
Cook,2,0.0,64
Janelt,2,0.0,94
J.Clarke,2,0.0,631
J.Timber,2,0.0,6
Davis,2,0.0,267
Ings,2,0.0,523
Guéhi,2,0.0,200
A.Fatawu,2,3.0,570
Füllkrug,2,2.0,589
Sugawara,2,1.0,474
Mazraoui,2,0.0,594
Robertson,2,2.0,335
Digne,2,0.0,36
Mainoo,2,0.0,378
Sinisterra,2,1.0,80
Scott,2,1.0,77
Sessegnon,2,0.0,579
Ferguson,2,0.0,123
Chaplin,2,0.0,265
Maguire,2,1.0,377
Malen,2,0.0,725
Mykolenko,2,0.0,231
Dunk,2,0.0,120
Carvalho,2,0.0,314
McAtee,2,0.0,357
