web_name,gw,tpa,player_id
Hinshelwood,2,2.0,126
Guedes,2,0.0,548
Richarlison,2,0.0,497
Emerson,2,0.0,520
Kamada,2,0.0,205
R.Gomes,2,1.0,563
Doherty,2,3.0,543
Lerma,2,0.0,206
Mazraoui,2,2.0,594
El Khannouss,2,0.0,635
A.Fatawu,2,2.0,570
Thomas,2,0.0,20
P.M.Sarr,2,1.0,499
Mykolenko,2,0.0,231
Enes Ünal,2,0.0,65
Dominguez,2,0.0,431
Munetsi,2,0.0,770
Faes,2,3.0,291
Daka,2,0.0,289
Bentancur,2,0.0,480
Pinnock,2,0.0,104
Mavropanos,2,1.0,528
N.Semedo,2,0.0,559
Hee Chan,2,1.0,550
Sarabia,2,2.0,565
Romero,2,3.0,498
Spence,2,1.0,504
Dorgu,2,0.0,766
Chalobah,2,0.0,159
M.Asensio,2,0.0,762
Sinisterra,2,2.0,80
Gravenberch,2,0.0,323
Konaté,2,2.0,326
Hirst,2,0.0,272
Carvalho,2,1.0,314
Ugochukwu,2,0.0,188
