web_name,gw,SoT,player_id
Mepham,16,0.0,72
Hill,16,0.0,68
H.Traorè,16,0.0,67
Faivre,16,0.0,66
Senesi,16,0.0,79
Marc Guiu,16,0.0,178
Ahamada,16,0.0,190
Edozie,16,0.0,459
Cundle,16,0.0,540
Chiwome,16,0.0,539
M.Sarr,16,0.0,176
Lukaku,16,0.0,175
Lavia,16,0.0,174
Kellyman,16,0.0,173
Gilchrist,16,0.0,170
Gallagher,16,0.0,169
Petrović,16,0.0,183
Bazunu,16,0.0,454
Amo-Ameyaw,16,0.0,451
Larios,16,0.0,464
Lallana,16,0.0,463
Edwards,16,0.0,460
W.Fofana,16,0.0,189
Lascelles,16,0.0,407
Cozier-Duberry,16,0.0,118
Barco,16,0.0,116
Baker-Boaitey,16,0.0,114
Igor,16,0.0,128
I.Osman,16,0.0,127
Gross,16,0.0,125
Gilmour,16,0.0,124
A.Murphy,16,0.0,390
Onyeka,16,0.0,102
Mee,16,0.0,100
Konak,16,0.0,97
Zanka,16,0.0,112
Omobamidele,16,0.0,440
Toney,16,0.0,108
Thiago,16,0.0,107
Dahoud,16,0.0,119
Edmundson,16,0.0,269
Slicker,16,0.0,280
Ndaba,16,0.0,279
Luongo,16,0.0,277
Ladapo,16,0.0,276
Pellistri,16,0.0,384
Onana,16,0.0,233
Doak,16,0.0,318
Clark,16,0.0,315
Baggott,16,0.0,261
Valdimarsson,16,0.0,109
O'Brien,16,0.0,582
O.Richards,16,0.0,438
Mighten,16,0.0,435
Wood,16,0.0,447
Taylor,16,0.0,281
Stewart,16,0.0,473
Wilson,16,0.0,259
White,16,0.0,24
Trippier,16,0.0,418
Haaland,17,0.0,351
M.Salah,17,3.0,328
Palmer,17,0.0,182
Isak,17,5.0,401
Cunha,17,1.0,541
Semenyo,17,2.0,78
Mbeumo,17,1.0,99
Wissa,17,0.0,110
Watkins,17,1.0,58
Wood,17,2.0,447
N.Jackson,17,2.0,180
Strand Larsen,17,0.0,566
Bowen,17,2.0,514
Raúl,17,0.0,252
Madueke,17,0.0,177
Delap,17,0.0,268
Evanilson,17,1.0,617
Garnacho,17,1.0,372
Kluivert,17,1.0,71
B.Fernandes,17,3.0,366
Luis Díaz,17,5.0,327
Mateta,17,2.0,207
Iwobi,17,3.0,247
Son,17,0.0,503
Eze,17,0.0,199
Mitoma,17,1.0,136
Solanke,17,1.0,82
I.Sarr,17,3.0,585
Vardy,17,2.0,306
Havertz,17,1.0,4
Savinho,17,0.0,571
Szoboszlai,17,1.0,336
Kudus,17,1.0,525
Trossard,17,0.0,23
Saka,17,0.0,17
João Pedro,17,0.0,129
Welbeck,17,0.0,148
Johnson,17,1.0,275
Schade,17,0.0,106
O.Dango,17,0.0,74
Gakpo,17,0.0,321
Rogers,17,1.0,54
Martinelli,17,1.0,9
Muniz,17,0.0,251
Elanga,17,2.0,432
Gordon,17,1.0,398
Enzo,17,1.0,168
Beto,17,0.0,218
Enciso,17,1.0,121
Gibbs-White,17,0.0,433
Hudson-Odoi,17,0.0,434
Calvert-Lewin,17,0.0,220
Maddison,17,1.0,494
Kulusevski,17,1.0,492
Foden,17,4.0,348
Barnes,17,0.0,392
Marmoush,17,,755
Hutchinson,17,0.0,274
Neto,17,1.0,73
Tavernier,17,0.0,83
J.Murphy,17,1.0,402
Ndiaye,17,0.0,232
Duran,17,3.0,38
Rashford,17,0.0,385
Lewis-Potter,17,0.0,98
Onuachu,17,0.0,470
Ødegaard,17,0.0,13
Souček,17,0.0,530
M.Fernandes,17,0.0,623
P.M.Sarr,17,1.0,499
Minteh,17,0.0,135
De Bruyne,17,0.0,345
Diogo J.,17,0.0,317
Mac Allister,17,1.0,329
Amad,17,1.0,364
Joelinton,17,0.0,403
Muñoz,17,0.0,211
Szmodics,17,1.0,611
Jones,17,0.0,324
Nketiah,17,0.0,11
Georginio,17,0.0,618
Christie,17,0.0,63
Tielemans,17,0.0,57
Kovačić,17,1.0,354
Darwin,17,0.0,316
Gvardiol,17,0.0,350
Nørgaard,17,0.0,101
Zirkzee,17,0.0,389
Nkunku,17,0.0,181
Adama,17,0.0,239
Baleba,17,0.0,115
Merino,17,0.0,633
Bernardo,17,0.0,342
Lindstrøm,17,0.0,577
Brooks,17,0.0,62
Buonanotte,17,0.0,117
Schär,17,0.0,415
M.Asensio,17,,762
Tonali,17,0.0,417
Smith Rowe,17,0.0,19
Archer,17,0.0,27
Højlund,17,1.0,375
Rice,17,1.0,16
Bruno G.,17,0.0,394
Dibling,17,0.0,608
De Ligt,17,0.0,593
A.Doucoure,17,0.0,217
Cucurella,17,0.0,163
Doku,17,0.0,346
Wilson,17,1.0,259
McNeil,17,0.0,230
Andreas,17,0.0,240
Yates,17,0.0,449
Nwaneri,17,0.0,12
Ndidi,17,0.0,300
J.Ayew,17,0.0,192
Pedro Porro,17,0.0,495
Romero,17,0.0,498
Armstrong,17,1.0,603
Kamaldeen,17,0.0,462
Sarabia,17,0.0,565
Aït-Nouri,17,0.0,533
Malen,17,,725
Alexander-Arnold,17,1.0,311
Casemiro,17,0.0,368
Damsgaard,17,1.0,89
Tel,17,,768
J.Gomes,17,1.0,553
Richarlison,17,0.0,497
Virgil,17,0.0,339
Jota Silva,17,0.0,596
Ayari,17,2.0,600
Guedes,17,1.0,548
Sessegnon,17,0.0,579
C.Soler,17,0.0,654
Milenković,17,1.0,573
Emerson,17,0.0,520
Enes Ünal,17,0.0,65
Lerma,17,1.0,206
G.Jesus,17,3.0,2
Aribo,17,0.0,452
Harwood-Bellis,17,0.0,461
Sancho,17,0.0,386
Thomas,17,0.0,20
Mavididi,17,1.0,298
Guéhi,17,0.0,200
Anderson,17,0.0,423
Dominguez,17,0.0,431
Adingra,17,0.0,113
Alcaraz,17,0.0,450
Estupiñan,17,0.0,122
Mangala,17,2.0,651
O'Riley,17,0.0,629
El Khannouss,17,0.0,635
N.Semedo,17,0.0,559
Calafiori,17,0.0,578
Pinnock,17,0.0,104
Hinshelwood,17,0.0,126
Collins,17,0.0,88
Sinisterra,17,0.0,80
Walker-Peters,17,0.0,476
N.Williams,17,0.0,437
Chalobah,17,0.0,159
Martinez,17,0.0,47
Broadhead,17,1.0,262
Justin,17,1.0,295
Harrison,17,1.0,224
Onana,17,0.0,233
Nelson,17,0.0,10
Bailey,17,0.0,28
Munetsi,17,,770
Maatsen,17,0.0,45
Wharton,17,0.0,216
McGinn,17,0.0,48
Gana,17,0.0,222
Gündogan,17,0.0,625
Mario Jr.,17,0.0,557
Füllkrug,17,0.0,589
Lacroix,17,0.0,650
João Félix,17,0.0,621
Sosa,17,0.0,620
Gabriel,17,0.0,3
Scott,17,0.0,77
Van Hecke,17,0.0,144
Dalot,17,0.0,369
Maguire,17,0.0,377
Van den Berg,17,0.0,338
Barkley,17,0.0,29
Gravenberch,17,0.0,323
Andersen,17,0.0,191
L.Paquetá,17,0.0,527
Mavropanos,17,0.0,528
Bellegarde,17,0.0,535
Kerkez,17,0.0,70
A.Fatawu,17,0.0,570
Ings,17,0.0,523
Jaden,17,0.0,569
C.Richards,17,0.0,194
Carvalho,17,0.0,314
Bentancur,17,0.0,480
Murillo,17,0.0,436
Rúben,17,0.0,361
Wan-Bissaka,17,0.0,388
Sugawara,17,0.0,474
Grealish,17,1.0,349
Ramsey,17,0.0,53
Bissouma,17,0.0,482
Awoniyi,17,0.0,424
Burn,17,0.0,395
Bassey,17,0.0,241
Taylor,17,0.0,281
Kamada,17,0.0,205
Summerville,17,0.0,587
J.Timber,17,0.0,6
Cash,17,0.0,32
Tarkowski,17,0.0,236
Daka,17,0.0,289
Wieffer,17,1.0,149
Greaves,17,0.0,270
Gusto,17,0.0,171
Janelt,17,0.0,94
Cook,17,0.0,64
Devenny,17,0.0,645
Hirst,17,0.0,272
Antonio,17,0.0,512
Winks,17,0.0,309
McAtee,17,0.0,357
Digne,17,0.0,36
Konaté,17,0.0,326
Konsa,17,0.0,44
De Cordova-Reid,17,0.0,290
Caicedo,17,0.0,157
S.Bueno,17,0.0,564
Johnson,17,0.0,275
Colwill,17,0.0,162
Downes,17,0.0,518
Castagne,17,0.0,244
R.Gomes,17,1.0,563
O'Brien,17,0.0,582
Doherty,17,0.0,543
James,17,0.0,172
Keane,17,0.0,228
Young,17,1.0,656
Branthwaite,17,0.0,219
Hee Chan,17,0.0,550
Ugarte,17,0.0,652
Ferguson,17,0.0,123
Antony,17,0.0,365
Matheus N.,17,0.0,356
Bradley,17,0.0,313
McAteer,17,0.0,299
Mount,17,0.0,382
Mazraoui,17,0.0,594
Chaplin,17,0.0,265
Willock,17,0.0,420
Dunk,17,1.0,120
Werner,17,0.0,509
Spence,17,0.0,504
Ajer,17,1.0,86
Garner,17,0.0,223
Pau,17,1.0,52
M.França,17,0.0,208
Odobert,17,0.0,612
J.Clarke,17,0.0,631
Saliba,17,0.0,18
Adams,17,0.0,60
Mitchell,17,0.0,210
Schlupp,17,0.0,214
Toti,17,0.0,567
Irving,17,0.0,576
Robinson,17,0.0,255
Lukić,17,0.0,249
O'Shea,17,0.0,630
Huijsen,17,1.0,580
O’Reilly,17,0.0,607
Chiesa,17,0.0,636
Gruda,17,0.0,595
Tosin,17,0.0,187
Ward-Prowse,17,0.0,531
Kilman,17,0.0,524
Doyle,17,0.0,544
Cairney,17,0.0,243
Reed,17,0.0,254
Diop,17,0.0,245
Roerslev,17,0.0,105
Yarmoliuk,17,0.0,111
Van de Ven,17,0.0,506
Bednarek,17,0.0,455
Aina,17,1.0,422
Bergvall,17,0.0,481
Stephens,17,0.0,472
Almirón,17,0.0,391
Phillips,17,0.0,359
Miley,17,0.0,411
Stones,17,0.0,362
Lewis,17,0.0,355
Walker,17,0.0,363
Tete,17,0.0,257
Vestergaard,17,0.0,307
Elliott,17,0.0,319
Morsy,17,0.0,278
Davis,17,0.0,267
Mainoo,17,0.0,378
Gomez,17,0.0,714
Lamptey,17,0.0,131
Robertson,17,0.0,335
Okoli,17,0.0,301
Tsimikas,17,0.0,337
Dorgu,17,,766
Danso,17,,767
Davies,17,0.0,669
Faes,17,0.0,291
Ricardo,17,0.0,302
Udogie,17,0.0,505
Kamara,17,0.0,42
F.Kadıoğlu,17,0.0,628
Disasi,17,0.0,167
Eriksen,17,0.0,370
André,17,0.0,642
Scarlett,17,0.0,500
Skipp,17,0.0,501
Hughes,17,0.0,203
Bree,17,0.0,457
White,17,0.0,24
Longstaff,17,0.0,410
Vinicius,17,1.0,258
Cajuste,17,0.0,619
Akanji,17,0.0,340
Edouard,17,0.0,198
Chilwell,17,0.0,160
Veltman,17,0.0,145
Webster,17,0.0,147
Boly,17,0.0,425
Y. Chermiti,17,0.0,237
George,17,0.0,696
Sangaré,17,0.0,442
Mings,17,0.0,49
Manning,17,0.0,467
Dragusin,17,0.0,486
Bogarde,17,0.0,598
Butler-Oyedeji,17,0.0,665
Jensen,17,0.0,95
Gray,17,0.0,489
Livramento,17,0.0,409
Diego Carlos,17,0.0,35
Agbadou,17,,720
Smallbone,17,0.0,471
Lewis-Skelly,17,0.0,597
Philip,17,0.0,76
G.Rodríguez,17,0.0,588
Esse,17,,730
Yoro,17,1.0,572
Jebbison,17,0.0,69
Coleman,17,0.0,221
Pedro Lima,17,0.0,561
Brereton Díaz,17,0.0,584
Álvarez,17,1.0,511
H.Clarke,17,0.0,266
Obi,17,,776
Ugochukwu,17,0.0,188
Mheuka,17,,781
Dawson,17,0.0,542
L.Guilherme,17,0.0,526
Kiwior,17,0.0,8
Burgess,17,0.0,263
Burns,17,0.0,264
Coady,17,0.0,288
Renato Veiga,17,0.0,184
Hall,17,0.0,399
Fraser,17,0.0,397
Osula,17,0.0,590
Morato,17,0.0,653
Coulibaly,17,,726
Coufal,17,0.0,516
Mudryk,17,0.0,179
Alves,17,0.0,606
Dixon,17,0.0,627
Ream,17,0.0,253
Ogbene,17,0.0,632
Kaboré,17,0.0,626
Stansfield,17,0.0,256
Benda,17,0.0,242
J.Araujo,17,0.0,592
Harris,17,0.0,702
Godo,17,0.0,605
Leno,17,0.0,248
King,17,0.0,604
Berge,17,0.0,622
Todibo,17,0.0,591
Lankshear,17,0.0,609
Swinkels,17,0.0,640
Jørgensen,17,0.0,581
Moore,17,0.0,610
Meupiyou,17,0.0,637
Collyer,17,0.0,613
Metcalfe,17,0.0,614
Rushworth,17,0.0,615
G.Nunes,17,0.0,634
Setford,17,0.0,639
Nelson,17,0.0,10
Mbabu,17,0.0,250
Townsend,17,0.0,583
Oulad M'hand,17,0.0,638
Begovic,17,0.0,624
Dewsbury-Hall,17,0.0,166
Deivid,17,0.0,165
D.D.Fofana,17,0.0,164
Chukwuemeka,17,0.0,161
B.Traore,17,0.0,534
Zouma,17,0.0,532
N.Aguerd,17,0.0,529
Humphreys,17,0.0,273
Choudhury,17,0.0,287
Cannon,17,0.0,286
B.Soumaré,17,0.0,285
Cresswell,17,0.0,517
Sterling,17,0.0,186
Areola,17,0.0,513
Foderingham,17,0.0,522
Fabianski,17,0.0,521
Bentley,17,0.0,536
Clyne,17,0.0,196
Chadi Riad,17,0.0,195
Podence,17,0.0,562
Wiley,17,0.0,575
Pivas,17,0.0,574
Earthy,17,0.0,519
Paulsen,17,0.0,75
Brierley,17,0.0,87
Cornet,17,0.0,515
Ebiowei,17,0.0,197
Mykolenko,17,0.0,231
Maupay,17,0.0,229
J.Virginia,17,0.0,227
Iroegbunam,17,0.0,226
Holgate,17,0.0,225
Pickford,17,0.0,235
Patterson,17,0.0,234
Fábio Silva,17,0.0,545
Mosquera,17,0.0,558
King,17,0.0,604
Kalajdžić,17,0.0,555
Tuanzebe,17,0.0,282
Muric,17,0.0,568
Sánchez,17,0.0,185
Armstrong,17,0.0,603
Trevitt,17,0.0,602
Moran,17,0.0,601
Hoever,17,0.0,552
Hodge,17,0.0,551
H.Bueno,17,0.0,549
Gonzalez,17,0.0,547
Fraser,17,0.0,397
Woolfenden,17,0.0,284
Walton,17,0.0,283
José Sá,17,0.0,554
Frank,17,,752
Jorginho,17,0.0,7
Hein,17,0.0,5
Fábio Vieira,17,0.0,1
Raya,17,0.0,15
Ramsdale,17,0.0,14
Johnstone,17,0.0,204
Holding,17,0.0,202
Henderson,17,0.0,201
Ward,17,0.0,215
Rak-Sakyi,17,0.0,695
Ozoh,17,0.0,212
Matthews,17,0.0,209
Neto,17,0.0,73
Sousa,17,0.0,56
Sinisalo,17,0.0,55
Olsen,17,0.0,51
Nedeljkovic,17,0.0,50
C.Doucouré,17,0.0,193
Dobbin,17,0.0,37
Diaby,17,0.0,34
Dendoncker,17,0.0,33
Martinez,17,0.0,47
Marschall,17,0.0,46
Kesler-Hayden,17,0.0,43
O'Brien-Whitmarsh,17,0.0,693
Nallo,17,0.0,692
Kukonki,17,0.0,691
Iling Jr,17,0.0,41
Cashin,17,,763
Vitor Reis,17,,733
Khusanov,17,,732
A. Garcia,17,,731
Ajayi,17,,729
Hause,17,0.0,40
Monga,17,,792
Charlie Tasker,17,,791
Gower,17,,790
Neave,17,,789
Dermot Mee,17,,788
Adu-Adjei,17,,722
Hennessey,17,,721
Djiga,17,,769
Mané,17,,784
Graczyk,17,,783
Samuels-Smith,17,,782
Morgan,17,,780
Koné,17,,779
Moorhouse,17,,778
Fredricson,17,,777
Gauci,17,0.0,39
Coby Ebere,17,,775
Anselmino,17,,774
Heath,17,,773
Willian,17,,772
Amougou,17,,771
Harrison,17,,224
Guardiola,17,,736
Davies,17,0.0,669
Cahill,17,0.0,668
Fletcher,17,0.0,667
Kporha,17,0.0,666
Pond,17,0.0,664
Samuels,17,0.0,663
Nichols,17,0.0,662
Yogane,17,0.0,661
Jaros,17,0.0,660
Kabia,17,0.0,659
Heaven,17,0.0,658
Kacurri,17,0.0,657
Umeh-Chibueze,17,0.0,644
Amissah,17,0.0,690
Zych,17,0.0,641
Young,17,0.0,656
Forbs,17,0.0,655
Meghoma,17,0.0,649
Orford,17,0.0,701
King,17,0.0,604
Dorrington,17,0.0,699
Mubama,17,0.0,698
Acheampong,17,0.0,697
Wheatley,17,0.0,648
Rodney,17,0.0,647
Agbinone,17,0.0,646
J.Cuenca,17,0.0,586
Dennis,17,0.0,599
Casey,17,0.0,643
Williams-Barnett,17,0.0,689
Brits,17,,704
Alleyne,17,,703
Harris,17,,702
Slater,17,0.0,685
Hardy,17,0.0,684
Olusesi,17,0.0,683
Edozie,17,0.0,459
McConville,17,0.0,681
Rak-Sakyi,17,0.0,695
Cartwright,17,0.0,694
Scarles,17,0.0,677
Marsh,17,0.0,676
Wilson-Esbrand,17,0.0,675
Amass,17,0.0,670
Fitzgerald,17,0.0,673
Nyoni,17,0.0,688
Winterburn,17,0.0,687
Mayers,17,0.0,686
Tomiyasu,17,0.0,22
Tierney,17,0.0,21
Buendia,17,0.0,31
Anthony,17,0.0,61
Aarons,17,0.0,59
Kinsey,17,0.0,680
Broggio,17,0.0,679
Bates,17,0.0,678
Simpson-Pusey,17,0.0,672
Wright,17,0.0,671
Maghoma,17,0.0,674
Sarmiento,17,0.0,141
Peupion,17,0.0,140
Offiah,17,0.0,139
O’Mahony,17,0.0,138
Moder,17,0.0,137
Arrizabalaga,17,0.0,152
Ângelo,17,0.0,151
Andrey Santos,17,0.0,150
McTominay,17,0.0,381
Malacia,17,0.0,379
Milner,17,0.0,134
Mazilu,17,0.0,133
March,17,0.0,132
Grønbæk,17,,734
Undav,17,0.0,143
Steele,17,0.0,142
Akinmboni,17,,712
Okoduwa,17,,711
Jimoh,17,,710
Danns,17,,709
Wilson-Brown,17,,708
Rees-Dottin,17,,707
Abbott,17,,706
Arthur,17,,705
Tom Taylor,17,,800
Boniface,17,,799
Jay Robinson,17,,798
Kozlowski,17,0.0,130
Harness,17,0.0,271
Evans,17,0.0,371
Marcal,17,0.0,297
Bajcetic,17,0.0,312
A.Becker,17,0.0,310
Ward,17,0.0,215
Thomas,17,0.0,20
Endo,17,0.0,320
Rodrigo,17,0.0,360
Ortega Moreno,17,0.0,358
João Cancelo,17,0.0,353
Bayindir,17,0.0,367
Lindelof,17,0.0,376
Bergström,17,0.0,154
Hannibal,17,0.0,373
B.Badiashile,17,0.0,153
Kelleher,17,0.0,325
R.Williams,17,0.0,334
Quansah,17,0.0,333
N.Phillips,17,0.0,332
Morton,17,0.0,331
McConnell,17,0.0,330
Carson,17,0.0,344
Verbruggen,17,0.0,146
Casadei,17,0.0,158
Broja,17,0.0,156
Bettinelli,17,0.0,155
Heaton,17,0.0,374
Maresca,17,,740
Hürzeler,17,,739
Iraola,17,,738
Emery,17,,737
Silcott-Duberry,17,,728
McKenna,17,,727
Sherif,17,,724
Sadi,17,,723
Barrenechea,17,0.0,30
Alex Moreno,17,0.0,26
Zinchenko,17,0.0,25
Kayi Sanda,17,,719
Welington,17,,718
Jake Evans,17,,797
Kinsky,17,,716
Godfrey,17,,715
Gómez,17,,714
Soler,17,,713
Cassanova,17,,760
Eyestone,17,,759
Knight,17,,758
Kayode,17,,757
Porter,17,,756
Van Nistelrooy,17,,754
Silva,17,,753
N.Gonzalez,17,,765
Palmer,17,,182
Yang,17,,717
Olabade Aluko,17,,796
Harry Howell,17,,795
Freddie Simmonds,17,,794
Jack Henry-Francis,17,,793
Golding,17,0.0,292
Stolarczyk,17,0.0,304
Souttar,17,0.0,303
Genesis Antwi,17,,787
Benjamin Fredrick,17,,786
Echeverri,17,,785
Bobb,17,0.0,343
Aké,17,0.0,341
J.Alvarez,17,0.0,352
Glasner,17,,741
Kristiansen,17,0.0,296
Iversen,17,0.0,294
Hermansen,17,0.0,293
Arteta,17,,735
Pereira,17,,751
Potter,17,,750
Postecoglou,17,,749
Rusk,17,,748
Nuno,17,,747
Howe,17,,746
Amorim,17,,745
Slot,17,,744
McKenna,17,,727
Moyes,17,,742
Ederson M.,17,0.0,347
Charles,17,0.0,458
Whiteman,17,0.0,510
Vicario,17,0.0,508
Veliz,17,0.0,507
Bella-Kotchap,17,0.0,456
Devine,17,0.0,485
Bryan,17,0.0,483
Reguilón,17,0.0,496
Lo Celso,17,0.0,493
Højbjerg,17,0.0,490
Solomon,17,0.0,502
Hickey,17,0.0,93
Henry,17,0.0,92
Al-Hamadi,17,0.0,260
Dasilva,17,0.0,90
Forster,17,0.0,488
E.Royal,17,0.0,487
Worrall,17,0.0,448
Ui-jo,17,0.0,446
Turner,17,0.0,445
Toffolo,17,0.0,444
Sels,17,0.0,443
Panzo,17,0.0,441
Peart-Harris,17,0.0,103
Da Silva Moreira,17,0.0,428
C.Miguel,17,0.0,427
Bowler,17,0.0,426
Flekken,17,0.0,91
Zabarnyi,17,0.0,85
Travers,17,0.0,84
Smith,17,0.0,81
Ji-soo,17,0.0,96
Chirewa,17,0.0,538
Chiquinho,17,0.0,537
Mepham,17,0.0,72
Hill,17,0.0,68
H.Traorè,17,0.0,67
Faivre,17,0.0,66
Senesi,17,0.0,79
Marc Guiu,17,0.0,178
Ahamada,17,0.0,190
Edozie,17,0.0,459
Cundle,17,0.0,540
Chiwome,17,0.0,539
M.Sarr,17,0.0,176
Lukaku,17,0.0,175
Lavia,17,0.0,174
Kellyman,17,0.0,173
Gilchrist,17,0.0,170
Gallagher,17,0.0,169
Petrović,17,0.0,183
Bazunu,17,0.0,454
Amo-Ameyaw,17,0.0,451
Larios,17,0.0,464
Lallana,17,0.0,463
Edwards,17,0.0,460
W.Fofana,17,0.0,189
Lascelles,17,0.0,407
Cozier-Duberry,17,0.0,118
Barco,17,0.0,116
Baker-Boaitey,17,0.0,114
Igor,17,0.0,128
I.Osman,17,0.0,127
Gross,17,0.0,125
Gilmour,17,0.0,124
A.Murphy,17,0.0,390
Onyeka,17,0.0,102
Mee,17,0.0,100
Konak,17,0.0,97
Zanka,17,0.0,112
Omobamidele,17,0.0,440
Toney,17,0.0,108
Thiago,17,0.0,107
Dahoud,17,0.0,119
Edmundson,17,0.0,269
Slicker,17,0.0,280
Ndaba,17,0.0,279
Luongo,17,0.0,277
Ladapo,17,0.0,276
Pellistri,17,0.0,384
Onana,17,0.0,233
Doak,17,0.0,318
Clark,17,0.0,315
Baggott,17,0.0,261
Valdimarsson,17,0.0,109
O'Brien,17,0.0,582
O.Richards,17,0.0,438
Mighten,17,0.0,435
Wood,17,0.0,447
Taylor,17,0.0,281
Stewart,17,0.0,473
Wilson,17,0.0,259
White,17,0.0,24
Trippier,17,0.0,418
Haaland,18,1.0,351
M.Salah,18,3.0,328
Palmer,18,3.0,182
Isak,18,2.0,401
Cunha,18,2.0,541
Semenyo,18,0.0,78
Mbeumo,18,0.0,99
Wissa,18,1.0,110
Watkins,18,0.0,58
Wood,18,0.0,447
N.Jackson,18,1.0,180
Strand Larsen,18,1.0,566
Bowen,18,1.0,514
Raúl,18,1.0,252
Madueke,18,0.0,177
Delap,18,0.0,268
Evanilson,18,1.0,617
Garnacho,18,0.0,372
Kluivert,18,0.0,71
B.Fernandes,18,0.0,366
Luis Díaz,18,0.0,327
Mateta,18,0.0,207
Iwobi,18,0.0,247
Son,18,1.0,503
Eze,18,1.0,199
Mitoma,18,0.0,136
Solanke,18,0.0,82
I.Sarr,18,1.0,585
Vardy,18,0.0,306
Havertz,18,2.0,4
Savinho,18,3.0,571
Szoboszlai,18,0.0,336
Kudus,18,1.0,525
Trossard,18,0.0,23
Saka,18,0.0,17
João Pedro,18,1.0,129
Welbeck,18,0.0,148
Johnson,18,3.0,275
Schade,18,0.0,106
O.Dango,18,0.0,74
Gakpo,18,2.0,321
Rogers,18,0.0,54
Martinelli,18,0.0,9
Muniz,18,2.0,251
Elanga,18,2.0,432
Gordon,18,1.0,398
Enzo,18,1.0,168
Beto,18,0.0,218
Enciso,18,3.0,121
Gibbs-White,18,1.0,433
Hudson-Odoi,18,0.0,434
Calvert-Lewin,18,0.0,220
Maddison,18,0.0,494
Kulusevski,18,0.0,492
Foden,18,0.0,348
Barnes,18,0.0,392
Marmoush,18,,755
Hutchinson,18,0.0,274
Neto,18,0.0,73
Tavernier,18,0.0,83
J.Murphy,18,0.0,402
Ndiaye,18,1.0,232
Duran,18,0.0,38
Rashford,18,0.0,385
Lewis-Potter,18,1.0,98
Onuachu,18,2.0,470
Ødegaard,18,1.0,13
Souček,18,0.0,530
M.Fernandes,18,1.0,623
P.M.Sarr,18,0.0,499
Minteh,18,0.0,135
De Bruyne,18,0.0,345
Diogo J.,18,0.0,317
Mac Allister,18,0.0,329
Amad,18,0.0,364
Joelinton,18,2.0,403
Muñoz,18,1.0,211
Szmodics,18,0.0,611
Jones,18,1.0,324
Nketiah,18,0.0,11
Georginio,18,0.0,618
Christie,18,0.0,63
Tielemans,18,0.0,57
Kovačić,18,0.0,354
Darwin,18,1.0,316
Gvardiol,18,0.0,350
Nørgaard,18,0.0,101
Zirkzee,18,0.0,389
Nkunku,18,1.0,181
Adama,18,0.0,239
Baleba,18,1.0,115
Merino,18,1.0,633
Bernardo,18,1.0,342
Lindstrøm,18,0.0,577
Brooks,18,0.0,62
Buonanotte,18,0.0,117
Schär,18,1.0,415
M.Asensio,18,,762
Tonali,18,1.0,417
Smith Rowe,18,0.0,19
Archer,18,0.0,27
Højlund,18,0.0,375
Rice,18,0.0,16
Bruno G.,18,0.0,394
Dibling,18,0.0,608
De Ligt,18,0.0,593
A.Doucoure,18,0.0,217
Cucurella,18,1.0,163
Doku,18,0.0,346
Wilson,18,1.0,259
McNeil,18,0.0,230
Andreas,18,1.0,240
Yates,18,0.0,449
Nwaneri,18,0.0,12
Ndidi,18,0.0,300
J.Ayew,18,1.0,192
Pedro Porro,18,0.0,495
Romero,18,0.0,498
Armstrong,18,0.0,603
Kamaldeen,18,0.0,462
Sarabia,18,0.0,565
Aït-Nouri,18,0.0,533
Malen,18,,725
Alexander-Arnold,18,0.0,311
Casemiro,18,1.0,368
Damsgaard,18,1.0,89
Tel,18,,768
J.Gomes,18,0.0,553
Richarlison,18,0.0,497
Virgil,18,0.0,339
Jota Silva,18,0.0,596
Ayari,18,0.0,600
Guedes,18,0.0,548
Sessegnon,18,0.0,579
C.Soler,18,0.0,654
Milenković,18,0.0,573
Emerson,18,0.0,520
Enes Ünal,18,1.0,65
Lerma,18,1.0,206
G.Jesus,18,0.0,2
Aribo,18,0.0,452
Harwood-Bellis,18,0.0,461
Sancho,18,1.0,386
Thomas,18,0.0,20
Mavididi,18,0.0,298
Guéhi,18,0.0,200
Anderson,18,0.0,423
Dominguez,18,0.0,431
Adingra,18,0.0,113
Alcaraz,18,0.0,450
Estupiñan,18,0.0,122
Mangala,18,0.0,651
O'Riley,18,1.0,629
El Khannouss,18,0.0,635
N.Semedo,18,0.0,559
Calafiori,18,0.0,578
Pinnock,18,0.0,104
Hinshelwood,18,0.0,126
Collins,18,0.0,88
Sinisterra,18,0.0,80
Walker-Peters,18,2.0,476
N.Williams,18,0.0,437
Chalobah,18,0.0,159
Martinez,18,1.0,47
Broadhead,18,0.0,262
Justin,18,0.0,295
Harrison,18,0.0,224
Onana,18,0.0,233
Nelson,18,0.0,10
Bailey,18,0.0,28
Munetsi,18,,770
Maatsen,18,0.0,45
Wharton,18,0.0,216
McGinn,18,0.0,48
Gana,18,1.0,222
Gündogan,18,0.0,625
Mario Jr.,18,0.0,557
Füllkrug,18,0.0,589
Lacroix,18,0.0,650
João Félix,18,0.0,621
Sosa,18,0.0,620
Gabriel,18,0.0,3
Scott,18,0.0,77
Van Hecke,18,0.0,144
Dalot,18,1.0,369
Maguire,18,1.0,377
Van den Berg,18,0.0,338
Barkley,18,0.0,29
Gravenberch,18,0.0,323
Andersen,18,0.0,191
L.Paquetá,18,0.0,527
Mavropanos,18,0.0,528
Bellegarde,18,0.0,535
Kerkez,18,1.0,70
A.Fatawu,18,0.0,570
Ings,18,0.0,523
Jaden,18,0.0,569
C.Richards,18,0.0,194
Carvalho,18,0.0,314
Bentancur,18,0.0,480
