web_name,gw,SoT,player_id
Taylor,6,0.0,281
Stewart,6,0.0,473
Wilson,6,0.0,259
White,6,0.0,24
Trippier,6,0.0,418
Haaland,7,2.0,351
M.Salah,7,1.0,328
Palmer,7,2.0,182
Isak,7,0.0,401
Cunha,7,1.0,541
Semenyo,7,0.0,78
Mbeumo,7,1.0,99
Wissa,7,0.0,110
Watkins,7,0.0,58
Wood,7,1.0,447
N.Jackson,7,1.0,180
Strand Larsen,7,1.0,566
Bowen,7,3.0,514
Raúl,7,0.0,252
Madueke,7,2.0,177
Delap,7,2.0,268
Evanilson,7,0.0,617
Garnacho,7,1.0,372
Kluivert,7,1.0,71
B.Fernandes,7,0.0,366
Luis Díaz,7,0.0,327
Mateta,7,0.0,207
Iwobi,7,0.0,247
Son,7,0.0,503
Eze,7,2.0,199
Mitoma,7,1.0,136
Solanke,7,0.0,82
I.Sarr,7,1.0,585
Vardy,7,0.0,306
Havertz,7,2.0,4
Savinho,7,0.0,571
Szoboszlai,7,1.0,336
Kudus,7,4.0,525
Trossard,7,0.0,23
Saka,7,2.0,17
João Pedro,7,0.0,129
Welbeck,7,1.0,148
Johnson,7,1.0,275
Schade,7,2.0,106
O.Dango,7,0.0,74
Gakpo,7,0.0,321
Rogers,7,0.0,54
Martinelli,7,1.0,9
Muniz,7,1.0,251
Elanga,7,0.0,432
Gordon,7,1.0,398
Enzo,7,1.0,168
Beto,7,0.0,218
Enciso,7,0.0,121
Gibbs-White,7,1.0,433
Hudson-Odoi,7,0.0,434
Calvert-Lewin,7,2.0,220
Maddison,7,1.0,494
Kulusevski,7,0.0,492
Foden,7,0.0,348
Barnes,7,0.0,392
Marmoush,7,,755
Hutchinson,7,0.0,274
Neto,7,0.0,73
Tavernier,7,0.0,83
J.Murphy,7,1.0,402
Ndiaye,7,0.0,232
Duran,7,0.0,38
Rashford,7,2.0,385
Lewis-Potter,7,1.0,98
Onuachu,7,0.0,470
Ødegaard,7,0.0,13
Souček,7,0.0,530
M.Fernandes,7,0.0,623
P.M.Sarr,7,0.0,499
Minteh,7,1.0,135
De Bruyne,7,0.0,345
Diogo J.,7,1.0,317
Mac Allister,7,0.0,329
Amad,7,0.0,364
Joelinton,7,0.0,403
Muñoz,7,0.0,211
Szmodics,7,0.0,611
Jones,7,0.0,324
Nketiah,7,1.0,11
Georginio,7,1.0,618
Christie,7,1.0,63
Tielemans,7,1.0,57
Kovačić,7,2.0,354
Darwin,7,0.0,316
Gvardiol,7,1.0,350
Nørgaard,7,2.0,101
Zirkzee,7,0.0,389
Nkunku,7,1.0,181
Adama,7,2.0,239
Baleba,7,0.0,115
Merino,7,0.0,633
Bernardo,7,1.0,342
Lindstrøm,7,0.0,577
Brooks,7,0.0,62
Buonanotte,7,2.0,117
Schär,7,0.0,415
M.Asensio,7,,762
Tonali,7,0.0,417
Smith Rowe,7,0.0,19
Archer,7,1.0,27
Højlund,7,0.0,375
Rice,7,0.0,16
Bruno G.,7,0.0,394
Dibling,7,0.0,608
De Ligt,7,0.0,593
A.Doucoure,7,0.0,217
Cucurella,7,0.0,163
Doku,7,1.0,346
Wilson,7,0.0,259
McNeil,7,0.0,230
Andreas,7,1.0,240
Yates,7,1.0,449
Nwaneri,7,0.0,12
Ndidi,7,0.0,300
J.Ayew,7,0.0,192
Pedro Porro,7,0.0,495
Romero,7,0.0,498
Armstrong,7,0.0,603
Kamaldeen,7,0.0,462
Sarabia,7,0.0,565
Aït-Nouri,7,1.0,533
Malen,7,,725
Alexander-Arnold,7,1.0,311
Casemiro,7,0.0,368
Damsgaard,7,0.0,89
Tel,7,,768
J.Gomes,7,0.0,553
Richarlison,7,0.0,497
Virgil,7,0.0,339
Jota Silva,7,1.0,596
Ayari,7,0.0,600
Guedes,7,0.0,548
Sessegnon,7,0.0,579
C.Soler,7,0.0,654
Milenković,7,0.0,573
Emerson,7,0.0,520
Enes Ünal,7,0.0,65
Lerma,7,0.0,206
G.Jesus,7,0.0,2
Aribo,7,0.0,452
Harwood-Bellis,7,0.0,461
Sancho,7,0.0,386
Thomas,7,1.0,20
Mavididi,7,0.0,298
Guéhi,7,0.0,200
Anderson,7,1.0,423
Dominguez,7,0.0,431
Adingra,7,0.0,113
Alcaraz,7,0.0,450
Estupiñan,7,0.0,122
Mangala,7,0.0,651
O'Riley,7,0.0,629
El Khannouss,7,0.0,635
N.Semedo,7,0.0,559
Calafiori,7,0.0,578
Pinnock,7,2.0,104
Hinshelwood,7,0.0,126
Collins,7,1.0,88
Sinisterra,7,0.0,80
Walker-Peters,7,1.0,476
N.Williams,7,2.0,437
Chalobah,7,1.0,159
Martinez,7,0.0,47
Broadhead,7,0.0,262
Justin,7,0.0,295
Harrison,7,0.0,224
Onana,7,0.0,233
Nelson,7,0.0,10
Bailey,7,0.0,28
Munetsi,7,,770
Maatsen,7,0.0,45
Wharton,7,0.0,216
McGinn,7,0.0,48
Gana,7,0.0,222
Gündogan,7,0.0,625
Mario Jr.,7,1.0,557
Füllkrug,7,0.0,589
Lacroix,7,0.0,650
João Félix,7,0.0,621
Sosa,7,0.0,620
Gabriel,7,0.0,3
Scott,7,0.0,77
Van Hecke,7,0.0,144
Dalot,7,0.0,369
Maguire,7,0.0,377
Van den Berg,7,1.0,338
Barkley,7,0.0,29
Gravenberch,7,0.0,323
Andersen,7,0.0,191
L.Paquetá,7,2.0,527
Mavropanos,7,0.0,528
Bellegarde,7,0.0,535
Kerkez,7,0.0,70
A.Fatawu,7,0.0,570
Ings,7,0.0,523
Jaden,7,0.0,569
C.Richards,7,0.0,194
Carvalho,7,1.0,314
Bentancur,7,0.0,480
Murillo,7,1.0,436
Rúben,7,0.0,361
Wan-Bissaka,7,1.0,388
Sugawara,7,0.0,474
Grealish,7,0.0,349
Ramsey,7,0.0,53
Bissouma,7,0.0,482
Awoniyi,7,0.0,424
Burn,7,0.0,395
Bassey,7,0.0,241
Taylor,7,0.0,281
Kamada,7,0.0,205
Summerville,7,0.0,587
J.Timber,7,0.0,6
Cash,7,0.0,32
Tarkowski,7,0.0,236
Daka,7,0.0,289
Wieffer,7,0.0,149
Greaves,7,0.0,270
Gusto,7,1.0,171
Janelt,7,1.0,94
Cook,7,0.0,64
Devenny,7,0.0,645
Hirst,7,0.0,272
Antonio,7,2.0,512
Winks,7,0.0,309
McAtee,7,0.0,357
Digne,7,0.0,36
Konaté,7,0.0,326
Konsa,7,0.0,44
De Cordova-Reid,7,0.0,290
Caicedo,7,0.0,157
S.Bueno,7,0.0,564
Johnson,7,0.0,275
Colwill,7,0.0,162
Downes,7,0.0,518
Castagne,7,0.0,244
R.Gomes,7,0.0,563
O'Brien,7,0.0,582
Doherty,7,0.0,543
James,7,0.0,172
Keane,7,0.0,228
Young,7,0.0,656
Branthwaite,7,0.0,219
Hee Chan,7,0.0,550
Ugarte,7,0.0,652
Ferguson,7,0.0,123
Antony,7,1.0,365
Matheus N.,7,0.0,356
Bradley,7,0.0,313
McAteer,7,0.0,299
Mount,7,0.0,382
Mazraoui,7,0.0,594
Chaplin,7,0.0,265
Willock,7,0.0,420
Dunk,7,0.0,120
Werner,7,0.0,509
Spence,7,0.0,504
Ajer,7,0.0,86
Garner,7,0.0,223
Pau,7,0.0,52
M.França,7,0.0,208
Odobert,7,0.0,612
J.Clarke,7,0.0,631
Saliba,7,0.0,18
Adams,7,0.0,60
Mitchell,7,0.0,210
Schlupp,7,0.0,214
Toti,7,0.0,567
Irving,7,0.0,576
Robinson,7,0.0,255
Lukić,7,0.0,249
O'Shea,7,0.0,630
Huijsen,7,0.0,580
O’Reilly,7,0.0,607
Chiesa,7,0.0,636
Gruda,7,0.0,595
Tosin,7,0.0,187
Ward-Prowse,7,1.0,531
Kilman,7,0.0,524
Doyle,7,0.0,544
Cairney,7,0.0,243
Reed,7,0.0,254
Diop,7,0.0,245
Roerslev,7,0.0,105
Yarmoliuk,7,0.0,111
Van de Ven,7,0.0,506
Bednarek,7,0.0,455
Aina,7,0.0,422
Bergvall,7,0.0,481
Stephens,7,0.0,472
Almirón,7,0.0,391
Phillips,7,0.0,359
Miley,7,0.0,411
Stones,7,0.0,362
Lewis,7,0.0,355
Walker,7,0.0,363
Tete,7,0.0,257
Vestergaard,7,0.0,307
Elliott,7,0.0,319
Morsy,7,0.0,278
Davis,7,0.0,267
Mainoo,7,0.0,378
Gomez,7,0.0,714
Lamptey,7,0.0,131
Robertson,7,0.0,335
Okoli,7,0.0,301
Tsimikas,7,0.0,337
Dorgu,7,,766
Danso,7,,767
Davies,7,0.0,669
Faes,7,0.0,291
Ricardo,7,0.0,302
Udogie,7,1.0,505
Kamara,7,0.0,42
F.Kadıoğlu,7,0.0,628
Disasi,7,0.0,167
Eriksen,7,0.0,370
André,7,1.0,642
Scarlett,7,0.0,500
Skipp,7,0.0,501
Hughes,7,0.0,203
Bree,7,0.0,457
White,7,0.0,24
Longstaff,7,0.0,410
Vinicius,7,0.0,258
Cajuste,7,0.0,619
Akanji,7,0.0,340
Edouard,7,0.0,198
Chilwell,7,0.0,160
Veltman,7,0.0,145
Webster,7,0.0,147
Boly,7,0.0,425
Y. Chermiti,7,0.0,237
George,7,,696
Sangaré,7,0.0,442
Mings,7,0.0,49
Manning,7,0.0,467
Dragusin,7,0.0,486
Bogarde,7,0.0,598
Butler-Oyedeji,7,0.0,665
Jensen,7,0.0,95
Gray,7,0.0,489
Livramento,7,0.0,409
Diego Carlos,7,0.0,35
Agbadou,7,,720
Smallbone,7,0.0,471
Lewis-Skelly,7,0.0,597
Philip,7,0.0,76
G.Rodríguez,7,0.0,588
Esse,7,,730
Yoro,7,0.0,572
Jebbison,7,0.0,69
Coleman,7,0.0,221
Pedro Lima,7,0.0,561
Brereton Díaz,7,0.0,584
Álvarez,7,0.0,511
H.Clarke,7,0.0,266
Obi,7,,776
Ugochukwu,7,0.0,188
Mheuka,7,,781
Dawson,7,1.0,542
L.Guilherme,7,0.0,526
Kiwior,7,0.0,8
Burgess,7,0.0,263
Burns,7,0.0,264
Coady,7,0.0,288
Renato Veiga,7,0.0,184
Hall,7,0.0,399
Fraser,7,0.0,397
Osula,7,0.0,590
Morato,7,0.0,653
Coulibaly,7,,726
Coufal,7,0.0,516
Mudryk,7,0.0,179
Alves,7,0.0,606
Dixon,7,0.0,627
Ream,7,0.0,253
Ogbene,7,0.0,632
Kaboré,7,0.0,626
Stansfield,7,0.0,256
Benda,7,0.0,242
J.Araujo,7,0.0,592
Harris,7,0.0,702
Godo,7,0.0,605
Leno,7,0.0,248
King,7,0.0,604
Berge,7,0.0,622
Todibo,7,0.0,591
Lankshear,7,0.0,609
Swinkels,7,0.0,640
Jørgensen,7,0.0,581
Moore,7,0.0,610
Meupiyou,7,0.0,637
Collyer,7,0.0,613
Metcalfe,7,0.0,614
Rushworth,7,0.0,615
G.Nunes,7,0.0,634
Setford,7,0.0,639
Nelson,7,0.0,10
Mbabu,7,0.0,250
Townsend,7,0.0,583
Oulad M'hand,7,0.0,638
Begovic,7,0.0,624
Dewsbury-Hall,7,0.0,166
Deivid,7,0.0,165
D.D.Fofana,7,0.0,164
Chukwuemeka,7,0.0,161
B.Traore,7,0.0,534
Zouma,7,0.0,532
N.Aguerd,7,0.0,529
Humphreys,7,0.0,273
Choudhury,7,0.0,287
Cannon,7,0.0,286
B.Soumaré,7,0.0,285
Cresswell,7,0.0,517
Sterling,7,0.0,186
Areola,7,0.0,513
Foderingham,7,0.0,522
Fabianski,7,0.0,521
Bentley,7,0.0,536
Clyne,7,0.0,196
Chadi Riad,7,0.0,195
Podence,7,0.0,562
Wiley,7,0.0,575
Pivas,7,0.0,574
Earthy,7,0.0,519
Paulsen,7,0.0,75
Brierley,7,0.0,87
Cornet,7,0.0,515
Ebiowei,7,0.0,197
Mykolenko,7,0.0,231
Maupay,7,0.0,229
J.Virginia,7,0.0,227
Iroegbunam,7,0.0,226
Holgate,7,0.0,225
Pickford,7,0.0,235
Patterson,7,0.0,234
Fábio Silva,7,0.0,545
Mosquera,7,0.0,558
King,7,0.0,604
Kalajdžić,7,0.0,555
Tuanzebe,7,0.0,282
Muric,7,0.0,568
Sánchez,7,0.0,185
Armstrong,7,0.0,603
Trevitt,7,0.0,602
Moran,7,0.0,601
Hoever,7,0.0,552
Hodge,7,0.0,551
H.Bueno,7,0.0,549
Gonzalez,7,0.0,547
Fraser,7,0.0,397
Woolfenden,7,0.0,284
Walton,7,0.0,283
José Sá,7,0.0,554
Frank,7,,752
Jorginho,7,0.0,7
Hein,7,0.0,5
Fábio Vieira,7,0.0,1
Raya,7,0.0,15
Ramsdale,7,0.0,14
Johnstone,7,0.0,204
Holding,7,0.0,202
Henderson,7,0.0,201
Ward,7,0.0,215
Rak-Sakyi,7,0.0,695
Ozoh,7,0.0,212
Matthews,7,0.0,209
Neto,7,0.0,73
Sousa,7,0.0,56
Sinisalo,7,0.0,55
Olsen,7,0.0,51
Nedeljkovic,7,0.0,50
C.Doucouré,7,0.0,193
Dobbin,7,0.0,37
Diaby,7,0.0,34
Dendoncker,7,0.0,33
Martinez,7,0.0,47
Marschall,7,0.0,46
Kesler-Hayden,7,0.0,43
O'Brien-Whitmarsh,7,,693
Nallo,7,,692
Kukonki,7,,691
Iling Jr,7,0.0,41
Cashin,7,,763
Vitor Reis,7,,733
Khusanov,7,,732
A. Garcia,7,,731
Ajayi,7,,729
Hause,7,0.0,40
Monga,7,,792
Charlie Tasker,7,,791
Gower,7,,790
Neave,7,,789
Dermot Mee,7,,788
Adu-Adjei,7,,722
Hennessey,7,,721
Djiga,7,,769
Mané,7,,784
Graczyk,7,,783
Samuels-Smith,7,,782
Morgan,7,,780
Koné,7,,779
Moorhouse,7,,778
Fredricson,7,,777
Gauci,7,0.0,39
Coby Ebere,7,,775
Anselmino,7,,774
Heath,7,,773
Willian,7,,772
Amougou,7,,771
Harrison,7,,224
Guardiola,7,,736
Davies,7,,669
Cahill,7,,668
Fletcher,7,,667
Kporha,7,0.0,666
Pond,7,0.0,664
Samuels,7,0.0,663
Nichols,7,0.0,662
Yogane,7,0.0,661
Jaros,7,0.0,660
Kabia,7,0.0,659
Heaven,7,0.0,658
Kacurri,7,0.0,657
Umeh-Chibueze,7,0.0,644
Amissah,7,,690
Zych,7,0.0,641
Young,7,0.0,656
Forbs,7,0.0,655
Meghoma,7,0.0,649
Orford,7,,701
King,7,,604
Dorrington,7,,699
Mubama,7,,698
Acheampong,7,,697
Wheatley,7,0.0,648
Rodney,7,0.0,647
Agbinone,7,0.0,646
J.Cuenca,7,0.0,586
Dennis,7,0.0,599
Casey,7,0.0,643
Williams-Barnett,7,,689
Brits,7,,704
Alleyne,7,,703
Harris,7,,702
Slater,7,,685
Hardy,7,,684
Olusesi,7,,683
Edozie,7,,459
McConville,7,,681
Rak-Sakyi,7,,695
Cartwright,7,,694
Scarles,7,,677
Marsh,7,,676
Wilson-Esbrand,7,,675
Amass,7,,670
Fitzgerald,7,,673
Nyoni,7,,688
Winterburn,7,,687
Mayers,7,,686
Tomiyasu,7,0.0,22
Tierney,7,0.0,21
Buendia,7,0.0,31
Anthony,7,0.0,61
Aarons,7,0.0,59
Kinsey,7,,680
Broggio,7,,679
Bates,7,,678
Simpson-Pusey,7,,672
Wright,7,,671
Maghoma,7,,674
Sarmiento,7,0.0,141
Peupion,7,0.0,140
Offiah,7,0.0,139
O’Mahony,7,0.0,138
Moder,7,0.0,137
Arrizabalaga,7,0.0,152
Ângelo,7,0.0,151
Andrey Santos,7,0.0,150
McTominay,7,0.0,381
Malacia,7,0.0,379
Milner,7,0.0,134
Mazilu,7,0.0,133
March,7,0.0,132
Grønbæk,7,,734
Undav,7,0.0,143
Steele,7,0.0,142
Akinmboni,7,,712
Okoduwa,7,,711
Jimoh,7,,710
Danns,7,,709
Wilson-Brown,7,,708
Rees-Dottin,7,,707
Abbott,7,,706
Arthur,7,,705
Tom Taylor,7,,800
Boniface,7,,799
Jay Robinson,7,,798
Kozlowski,7,0.0,130
Harness,7,0.0,271
Evans,7,0.0,371
Marcal,7,0.0,297
Bajcetic,7,0.0,312
A.Becker,7,0.0,310
Ward,7,0.0,215
Thomas,7,0.0,20
Endo,7,0.0,320
Rodrigo,7,0.0,360
Ortega Moreno,7,0.0,358
João Cancelo,7,0.0,353
Bayindir,7,0.0,367
Lindelof,7,0.0,376
Bergström,7,0.0,154
Hannibal,7,0.0,373
B.Badiashile,7,0.0,153
Kelleher,7,0.0,325
R.Williams,7,0.0,334
Quansah,7,0.0,333
N.Phillips,7,0.0,332
Morton,7,0.0,331
McConnell,7,0.0,330
Carson,7,0.0,344
Verbruggen,7,0.0,146
Casadei,7,0.0,158
Broja,7,0.0,156
Bettinelli,7,0.0,155
Heaton,7,0.0,374
Maresca,7,,740
Hürzeler,7,,739
Iraola,7,,738
Emery,7,,737
Silcott-Duberry,7,,728
McKenna,7,,727
Sherif,7,,724
Sadi,7,,723
Barrenechea,7,0.0,30
Alex Moreno,7,0.0,26
Zinchenko,7,0.0,25
Kayi Sanda,7,,719
Welington,7,,718
Jake Evans,7,,797
Kinsky,7,,716
Godfrey,7,,715
Gómez,7,,714
Soler,7,,713
Cassanova,7,,760
Eyestone,7,,759
Knight,7,,758
Kayode,7,,757
Porter,7,,756
Van Nistelrooy,7,,754
Silva,7,,753
N.Gonzalez,7,,765
Palmer,7,,182
Yang,7,,717
Olabade Aluko,7,,796
Harry Howell,7,,795
Freddie Simmonds,7,,794
Jack Henry-Francis,7,,793
Golding,7,0.0,292
Stolarczyk,7,0.0,304
Souttar,7,0.0,303
Genesis Antwi,7,,787
Benjamin Fredrick,7,,786
Echeverri,7,,785
Bobb,7,0.0,343
Aké,7,0.0,341
J.Alvarez,7,0.0,352
Glasner,7,,741
Kristiansen,7,0.0,296
Iversen,7,0.0,294
Hermansen,7,0.0,293
Arteta,7,,735
Pereira,7,,751
Potter,7,,750
Postecoglou,7,,749
Rusk,7,,748
Nuno,7,,747
Howe,7,,746
Amorim,7,,745
Slot,7,,744
McKenna,7,,727
Moyes,7,,742
Ederson M.,7,0.0,347
Charles,7,0.0,458
Whiteman,7,0.0,510
Vicario,7,0.0,508
Veliz,7,0.0,507
Bella-Kotchap,7,0.0,456
Devine,7,0.0,485
Bryan,7,0.0,483
Reguilón,7,0.0,496
Lo Celso,7,0.0,493
Højbjerg,7,0.0,490
Solomon,7,0.0,502
Hickey,7,0.0,93
Henry,7,0.0,92
Al-Hamadi,7,0.0,260
Dasilva,7,0.0,90
Forster,7,0.0,488
E.Royal,7,0.0,487
Worrall,7,0.0,448
Ui-jo,7,0.0,446
Turner,7,0.0,445
Toffolo,7,0.0,444
Sels,7,0.0,443
Panzo,7,0.0,441
Peart-Harris,7,0.0,103
Da Silva Moreira,7,0.0,428
C.Miguel,7,0.0,427
Bowler,7,0.0,426
Flekken,7,0.0,91
Zabarnyi,7,0.0,85
Travers,7,0.0,84
Smith,7,0.0,81
Ji-soo,7,0.0,96
Chirewa,7,0.0,538
Chiquinho,7,0.0,537
Mepham,7,0.0,72
Hill,7,0.0,68
H.Traorè,7,0.0,67
Faivre,7,0.0,66
Senesi,7,0.0,79
Marc Guiu,7,0.0,178
Ahamada,7,0.0,190
Edozie,7,0.0,459
Cundle,7,0.0,540
Chiwome,7,0.0,539
M.Sarr,7,0.0,176
Lukaku,7,0.0,175
Lavia,7,0.0,174
Kellyman,7,0.0,173
Gilchrist,7,0.0,170
Gallagher,7,0.0,169
Petrović,7,0.0,183
Bazunu,7,0.0,454
Amo-Ameyaw,7,0.0,451
Larios,7,0.0,464
Lallana,7,0.0,463
Edwards,7,0.0,460
W.Fofana,7,0.0,189
Lascelles,7,0.0,407
Cozier-Duberry,7,0.0,118
Barco,7,0.0,116
Baker-Boaitey,7,0.0,114
Igor,7,0.0,128
I.Osman,7,0.0,127
Gross,7,0.0,125
Gilmour,7,0.0,124
A.Murphy,7,0.0,390
Onyeka,7,0.0,102
Mee,7,0.0,100
Konak,7,0.0,97
Zanka,7,0.0,112
Omobamidele,7,0.0,440
Toney,7,0.0,108
Thiago,7,0.0,107
Dahoud,7,0.0,119
Edmundson,7,0.0,269
Slicker,7,0.0,280
Ndaba,7,0.0,279
Luongo,7,0.0,277
Ladapo,7,0.0,276
Pellistri,7,0.0,384
Onana,7,0.0,233
Doak,7,0.0,318
Clark,7,0.0,315
Baggott,7,0.0,261
Valdimarsson,7,0.0,109
O'Brien,7,0.0,582
O.Richards,7,0.0,438
Mighten,7,0.0,435
Wood,7,0.0,447
Taylor,7,0.0,281
Stewart,7,0.0,473
Wilson,7,0.0,259
White,7,0.0,24
Trippier,7,0.0,418
Haaland,8,0.0,351
M.Salah,8,1.0,328
Palmer,8,0.0,182
Isak,8,4.0,401
Cunha,8,0.0,541
Semenyo,8,1.0,78
Mbeumo,8,0.0,99
Wissa,8,0.0,110
Watkins,8,2.0,58
Wood,8,2.0,447
N.Jackson,8,1.0,180
Strand Larsen,8,1.0,566
Bowen,8,0.0,514
Raúl,8,2.0,252
Madueke,8,1.0,177
Delap,8,0.0,268
Evanilson,8,0.0,617
Garnacho,8,5.0,372
Kluivert,8,1.0,71
B.Fernandes,8,2.0,366
Luis Díaz,8,1.0,327
Mateta,8,1.0,207
Iwobi,8,0.0,247
Son,8,2.0,503
Eze,8,2.0,199
Mitoma,8,1.0,136
Solanke,8,0.0,82
I.Sarr,8,0.0,585
Vardy,8,1.0,306
Havertz,8,0.0,4
Savinho,8,1.0,571
Szoboszlai,8,1.0,336
Kudus,8,3.0,525
Trossard,8,0.0,23
Saka,8,0.0,17
João Pedro,8,0.0,129
Welbeck,8,2.0,148
Johnson,8,1.0,275
Schade,8,0.0,106
O.Dango,8,0.0,74
Gakpo,8,0.0,321
Rogers,8,1.0,54
Martinelli,8,1.0,9
Muniz,8,0.0,251
Elanga,8,0.0,432
Gordon,8,2.0,398
Enzo,8,0.0,168
Beto,8,0.0,218
Enciso,8,1.0,121
Gibbs-White,8,0.0,433
Hudson-Odoi,8,0.0,434
Calvert-Lewin,8,3.0,220
Maddison,8,0.0,494
Kulusevski,8,1.0,492
Foden,8,0.0,348
Barnes,8,0.0,392
Marmoush,8,,755
Hutchinson,8,0.0,274
Neto,8,0.0,73
Tavernier,8,1.0,83
J.Murphy,8,0.0,402
Ndiaye,8,2.0,232
Duran,8,0.0,38
Rashford,8,0.0,385
Lewis-Potter,8,0.0,98
Onuachu,8,0.0,470
Ødegaard,8,0.0,13
Souček,8,0.0,530
M.Fernandes,8,0.0,623
P.M.Sarr,8,0.0,499
Minteh,8,0.0,135
De Bruyne,8,0.0,345
Diogo J.,8,0.0,317
Mac Allister,8,0.0,329
Amad,8,0.0,364
Joelinton,8,0.0,403
Muñoz,8,0.0,211
Szmodics,8,0.0,611
Jones,8,2.0,324
Nketiah,8,2.0,11
Georginio,8,0.0,618
Christie,8,1.0,63
Tielemans,8,0.0,57
Kovačić,8,0.0,354
Darwin,8,0.0,316
Gvardiol,8,1.0,350
Nørgaard,8,1.0,101
Zirkzee,8,0.0,389
Nkunku,8,0.0,181
Adama,8,0.0,239
Baleba,8,0.0,115
Merino,8,0.0,633
Bernardo,8,1.0,342
Lindstrøm,8,0.0,577
Brooks,8,0.0,62
Buonanotte,8,1.0,117
Schär,8,0.0,415
M.Asensio,8,,762
Tonali,8,0.0,417
Smith Rowe,8,0.0,19
Archer,8,2.0,27
Højlund,8,1.0,375
Rice,8,0.0,16
Bruno G.,8,0.0,394
Dibling,8,1.0,608
De Ligt,8,0.0,593
A.Doucoure,8,0.0,217
Cucurella,8,0.0,163
Doku,8,0.0,346
Wilson,8,0.0,259
McNeil,8,1.0,230
Andreas,8,1.0,240
Yates,8,0.0,449
Nwaneri,8,0.0,12
Ndidi,8,0.0,300
J.Ayew,8,1.0,192
Pedro Porro,8,1.0,495
Romero,8,0.0,498
Armstrong,8,0.0,603
Kamaldeen,8,0.0,462
Sarabia,8,0.0,565
Aït-Nouri,8,0.0,533
Malen,8,,725
Alexander-Arnold,8,0.0,311
Casemiro,8,1.0,368
Damsgaard,8,0.0,89
Tel,8,,768
J.Gomes,8,0.0,553
Richarlison,8,0.0,497
Virgil,8,0.0,339
Jota Silva,8,0.0,596
Ayari,8,0.0,600
Guedes,8,0.0,548
Sessegnon,8,0.0,579
C.Soler,8,0.0,654
Milenković,8,0.0,573
Emerson,8,0.0,520
Enes Ünal,8,0.0,65
Lerma,8,0.0,206
G.Jesus,8,0.0,2
Aribo,8,3.0,452
Harwood-Bellis,8,0.0,461
Sancho,8,0.0,386
Thomas,8,0.0,20
Mavididi,8,0.0,298
Guéhi,8,0.0,200
Anderson,8,2.0,423
Dominguez,8,1.0,431
Adingra,8,0.0,113
Alcaraz,8,0.0,450
Estupiñan,8,0.0,122
Mangala,8,0.0,651
O'Riley,8,0.0,629
El Khannouss,8,0.0,635
N.Semedo,8,1.0,559
Calafiori,8,0.0,578
Pinnock,8,1.0,104
Hinshelwood,8,0.0,126
Collins,8,0.0,88
Sinisterra,8,0.0,80
Walker-Peters,8,0.0,476
N.Williams,8,0.0,437
Chalobah,8,0.0,159
Martinez,8,1.0,47
Broadhead,8,0.0,262
Justin,8,0.0,295
Harrison,8,0.0,224
Onana,8,0.0,233
Nelson,8,0.0,10
Bailey,8,0.0,28
Munetsi,8,,770
Maatsen,8,0.0,45
Wharton,8,0.0,216
McGinn,8,0.0,48
Gana,8,0.0,222
Gündogan,8,1.0,625
Mario Jr.,8,0.0,557
Füllkrug,8,0.0,589
Lacroix,8,0.0,650
João Félix,8,0.0,621
Sosa,8,0.0,620
Gabriel,8,0.0,3
Scott,8,0.0,77
Van Hecke,8,0.0,144
Dalot,8,1.0,369
Maguire,8,0.0,377
Van den Berg,8,0.0,338
Barkley,8,0.0,29
Gravenberch,8,0.0,323
Andersen,8,0.0,191
L.Paquetá,8,0.0,527
Mavropanos,8,0.0,528
Bellegarde,8,0.0,535
Kerkez,8,0.0,70
A.Fatawu,8,1.0,570
Ings,8,0.0,523
Jaden,8,0.0,569
C.Richards,8,0.0,194
Carvalho,8,0.0,314
Bentancur,8,0.0,480
Murillo,8,1.0,436
Rúben,8,1.0,361
Wan-Bissaka,8,0.0,388
Sugawara,8,0.0,474
Grealish,8,1.0,349
Ramsey,8,1.0,53
Bissouma,8,1.0,482
Awoniyi,8,0.0,424
Burn,8,0.0,395
Bassey,8,0.0,241
Taylor,8,1.0,281
Kamada,8,1.0,205
Summerville,8,0.0,587
J.Timber,8,0.0,6
Cash,8,0.0,32
Tarkowski,8,0.0,236
Daka,8,0.0,289
Wieffer,8,1.0,149
Greaves,8,0.0,270
Gusto,8,0.0,171
Janelt,8,0.0,94
Cook,8,0.0,64
Devenny,8,0.0,645
Hirst,8,0.0,272
Antonio,8,0.0,512
Winks,8,0.0,309
McAtee,8,0.0,357
Digne,8,1.0,36
Konaté,8,0.0,326
Konsa,8,0.0,44
De Cordova-Reid,8,0.0,290
Caicedo,8,0.0,157
S.Bueno,8,0.0,564
Johnson,8,0.0,275
Colwill,8,0.0,162
Downes,8,1.0,518
Castagne,8,0.0,244
R.Gomes,8,0.0,563
O'Brien,8,0.0,582
Doherty,8,0.0,543
James,8,0.0,172
Keane,8,1.0,228
Young,8,1.0,656
Branthwaite,8,0.0,219
Hee Chan,8,0.0,550
Ugarte,8,0.0,652
Ferguson,8,0.0,123
Antony,8,0.0,365
Matheus N.,8,0.0,356
Bradley,8,0.0,313
McAteer,8,0.0,299
Mount,8,0.0,382
Mazraoui,8,0.0,594
Chaplin,8,1.0,265
Willock,8,0.0,420
Dunk,8,0.0,120
Werner,8,1.0,509
Spence,8,0.0,504
Ajer,8,0.0,86
Garner,8,0.0,223
Pau,8,0.0,52
M.França,8,0.0,208
Odobert,8,0.0,612
J.Clarke,8,0.0,631
Saliba,8,0.0,18
