player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribblers_tackled,dribblers_challenged,percentage_of_dribblers_tackled,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,players_tackled_plus_interceptions,clearances,errors,gw
447.0,16,13,True,Chris Wood,11,nz NZL,FW,33-091,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,28
424.0,16,13,True,Taiwo Awoniyi,9,ng NGA,FW,27-208,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
434.0,16,13,True,Callum Hudson-Odoi,14,eng ENG,"LW,RW",24-121,86,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,28
653.0,16,13,True,Morato,4,br BRA,"CB,RW",23-251,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,28
432.0,16,13,True,Anthony Elanga,21,se SWE,RW,22-315,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
442.0,16,13,True,Ibrahim Sangaré,6,ci CIV,"DM,CM",27-096,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
433.0,16,13,True,Morgan Gibbs-White,10,eng ENG,"AM,RM",25-040,90,1,1,0,0,1,0,1,0.0,1,1,1,0,0,1,2,1,28
423.0,16,13,True,Elliot Anderson,8,eng ENG,"DM,LW,LM",22-122,90,0,0,0,0,0,0,5,0.0,5,2,1,1,1,1,1,0,28
431.0,16,13,True,Nicolás Domínguez,16,ar ARG,DM,26-253,68,8,4,2,5,1,1,4,25.0,3,1,0,1,1,9,1,0,28
449.0,16,13,True,Ryan Yates,22,eng ENG,"DM,CM",27-107,22,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,28
437.0,16,13,True,Neco Williams,7,wls WAL,LB,23-329,90,4,2,2,1,1,3,4,75.0,1,2,0,2,1,5,5,0,28
436.0,16,13,True,Murillo,5,br BRA,CB,22-247,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,11,0,28
573.0,16,13,True,Nikola Milenković,31,rs SRB,CB,27-147,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,2,0,28
422.0,16,13,True,Ola Aina,34,ng NGA,RB,28-151,90,3,1,3,0,0,1,2,50.0,1,1,0,1,1,4,4,0,28
443.0,16,13,True,Matz Sels,26,be BEL,GK,33-010,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
351.0,13,16,False,Erling Haaland,9,no NOR,FW,24-230,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,28
346.0,13,16,False,Jeremy Doku,11,be BEL,"LM,RM",22-285,90,3,3,1,1,1,1,1,100.0,0,0,0,0,1,4,0,0,28
348.0,13,16,False,Phil Foden,47,eng ENG,CM,24-284,68,2,1,1,1,0,0,0,,0,1,0,1,0,2,0,0,28
345.0,13,16,False,Kevin De Bruyne,17,be BEL,CM,33-253,22,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,28
342.0,13,16,False,Bernardo Silva,20,pt POR,"CM,RM",30-210,90,4,1,1,2,1,1,4,25.0,3,1,0,1,1,5,1,0,28
571.0,13,16,False,Sávio,26,br BRA,"RM,LM",20-332,68,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,28
755.0,13,16,False,Omar Marmoush,7,eg EGY,CM,26-029,22,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,28
765.0,13,16,False,Nicolás González,14,es ESP,DM,23-064,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,28
354.0,13,16,False,Mateo Kovačić,8,hr CRO,DM,30-306,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,28
350.0,13,16,False,Joško Gvardiol,24,hr CRO,LB,23-044,90,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,6,0,28
361.0,13,16,False,Rúben Dias,3,pt POR,CB,27-298,90,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,3,0,28
732.0,13,16,False,Abdukodir Khusanov,45,uz UZB,CB,21-007,90,1,1,1,0,0,0,0,,0,2,2,0,2,3,5,0,28
356.0,13,16,False,Matheus Nunes,27,pt POR,RB,26-193,60,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,0,0,28
355.0,13,16,False,Rico Lewis,82,eng ENG,RB,20-107,30,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,28
347.0,13,16,False,Ederson,31,br BRA,GK,31-203,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,28
316.0,12,17,True,Darwin Núñez,9,uy URU,FW,25-257,67,1,1,0,0,1,0,2,0.0,2,0,0,0,1,2,2,0,28
317.0,12,17,True,Diogo Jota,20,pt POR,FW,28-094,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,28
327.0,12,17,True,Luis Díaz,7,co COL,LW,28-054,90,1,0,0,0,1,1,4,25.0,3,0,0,0,1,2,0,0,28
328.0,12,17,True,Mohamed Salah,11,eg EGY,RW,32-266,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
