player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribblers_tackled,dribblers_challenged,percentage_of_dribblers_tackled,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,players_tackled_plus_interceptions,clearances,errors,gw
514,19,6,True,Jarrod Bowen,20,eng ENG,"FW,RW",27-276,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,5
587,19,6,True,Crysencio Summerville,7,nl NED,LW,22-327,53,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,5
512,19,6,True,Michail Antonio,9,jm JAM,FW,34-177,37,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
525,19,6,True,Mohammed Kudus,14,gh GHA,"RW,LW",24-050,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,5
520,19,6,True,Emerson Palmieri,33,it ITA,"LM,LB",30-049,72,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,0,0,5
517,19,6,True,Aaron Cresswell,3,eng ENG,LB,34-281,18,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,5
527,19,6,True,Lucas Paquetá,10,br BRA,"CM,LM",27-025,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
576,19,6,True,Andy Irving,39,sct SCO,LM,24-131,18,2,1,0,1,1,0,3,0.0,3,0,0,0,0,2,0,0,5
588,19,6,True,Guido Rodríguez,24,ar ARG,CM,30-162,37,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,5
530,19,6,True,Tomáš Souček,28,cz CZE,CM,29-207,53,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,2,0,5
388,19,6,True,Aaron Wan-Bissaka,29,eng ENG,"RM,RB",26-300,90,3,1,0,1,2,0,0,,0,3,2,1,0,3,0,0,5
524,19,6,True,Max Kilman,26,eng ENG,CB,27-121,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,5
511,19,6,True,Edson Álvarez,19,mx MEX,CB,26-333,53,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,5
654,19,6,True,Carlos Soler,4,es ESP,RM,27-263,37,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5
528,19,6,True,Konstantinos Mavropanos,15,gr GRE,CB,26-285,90,4,2,2,2,0,1,1,100.0,0,2,1,1,3,7,3,0,5
513,19,6,True,Alphonse Areola,23,fr FRA,GK,31-207,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
180,6,19,False,Nicolas Jackson,15,sn SEN,FW,23-093,63,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,5
181,6,19,False,Christopher Nkunku,18,fr FRA,FW,26-312,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
386,6,19,False,Jadon Sancho,19,eng ENG,LW,24-180,56,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
560,6,19,False,Pedro Neto,7,pt POR,LW,24-196,34,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,5
177,6,19,False,Noni Madueke,11,eng ENG,RW,22-195,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,5
182,6,19,False,Cole Palmer,20,eng ENG,AM,22-138,63,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,5
621,6,19,False,João Félix,14,pt POR,AM,24-316,27,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,5
