player_id,web_name,team_id,element_type,points_per_game,total_points,minutes,starts,goals_scored,assists,yellow_cards,red_cards,clean_sheets,goals_conceded,saves,bps,penalties_saved,penalties_missed,own_goals,goals_conceded_per_90,xG,xA,xGC,xGI,xG_per90,xA_per90,xGC_per90,xGI_per90
1,raya,1,1,3.7,142,3420,38,0,0,3,0,13,34,86,555,0,0,0,0.89,0.0,0.03,35.03,0.03,0.0,0.0,0.92,0.0
2,arrizabalaga,1,1,3.4,106,2790,31,0,0,3,0,8,39,97,406,0,0,0,1.26,0.06,0.03,38.83,0.09,0.0,0.0,1.25,0.0
3,hein,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,setford,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,gabriel,1,2,4.2,117,2363,28,3,2,4,0,10,22,0,459,0,0,0,0.84,2.7,1.21,23.09,3.91,0.1,0.05,0.88,0.15
6,saliba,1,2,3.7,130,3039,35,2,0,2,1,12,29,0,564,0,0,0,0.86,2.42,1.28,30.32,3.7,0.07,0.04,0.9,0.11
7,calafiori,1,2,2.1,39,978,11,2,1,4,0,1,12,0,142,0,0,0,1.1,0.86,0.69,10.28,1.55,0.08,0.06,0.95,0.14
8,jtimber,1,2,3.8,114,2415,27,1,3,7,0,11,21,0,426,0,0,0,0.78,1.23,1.3,21.09,2.53,0.05,0.05,0.79,0.1
9,kiwior,1,2,2.5,43,1117,10,1,0,1,0,3,15,0,178,0,0,0,1.21,0.17,0.29,14.71,0.46,0.01,0.02,1.19,0.03
10,lewis-skelly,1,2,1.6,37,1362,15,1,0,3,2,5,16,0,237,0,0,0,1.06,0.16,0.51,16.65,0.67,0.01,0.03,1.1,0.04
11,white,1,2,2.9,50,1195,13,0,2,2,0,5,13,0,211,0,0,0,0.98,0.46,1.3,16.88,1.76,0.03,0.1,1.27,0.13
12,zinchenko,1,2,2.7,40,518,5,0,1,1,0,4,1,0,141,0,0,0,0.17,0.65,0.52,3.21,1.17,0.11,0.09,0.56,0.2
13,clarke,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,kacurri,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,nichols,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,saka,1,3,5.1,127,1724,20,6,11,3,0,7,21,0,508,0,0,0,1.1,6.87,7.78,17.72,14.65,0.36,0.41,0.93,0.77
17,odegaard,1,3,3.9,116,2321,26,3,9,4,0,11,21,0,529,0,0,0,0.81,4.85,6.68,22.16,11.53,0.19,0.26,0.86,0.45
18,madueke,1,3,3.8,120,2028,27,7,5,3,0,6,28,0,425,0,0,0,1.24,9.62,2.86,29.55,12.48,0.43,0.13,1.31,0.56
19,martinelli,1,3,3.8,125,2284,25,8,4,1,0,10,25,0,422,0,0,0,0.99,7.13,4.46,26.22,11.59,0.28,0.18,1.03,0.46
20,trossard,1,3,4.0,152,2546,28,8,8,2,1,11,27,0,561,0,0,0,0.95,6.74,4.12,24.76,10.86,0.24,0.15,0.88,0.39
21,rice,1,3,3.6,127,2823,33,4,7,5,1,11,29,0,627,0,0,0,0.92,3.51,5.64,27.13,9.14,0.11,0.18,0.86,0.29
22,merino,1,3,3.3,92,1575,17,7,2,2,1,4,17,0,326,0,0,0,0.97,5.75,1.18,15.71,6.93,0.33,0.07,0.9,0.4
23,fabio vieira,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,norgaard,1,3,3.1,107,2820,34,5,5,8,1,6,45,0,580,0,0,0,1.44,4.23,1.38,44.54,5.61,0.14,0.04,1.42,0.18
25,nwaneri,1,3,2.5,66,882,11,4,2,1,0,4,4,0,251,0,0,0,0.41,1.19,1.78,5.38,2.97,0.12,0.18,0.55,0.3
26,zubimendi,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,nelson,1,3,2.2,27,483,5,1,1,1,0,1,9,0,143,0,0,0,1.68,1.07,0.96,6.13,2.03,0.2,0.18,1.14,0.38
28,kabia,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,sambi,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,havertz,1,4,4.2,97,1872,21,9,3,5,0,7,20,0,343,0,0,0,0.96,9.53,1.65,19.32,11.18,0.46,0.08,0.93,0.54
31,gjesus,1,4,2.5,42,600,6,3,2,4,0,2,5,0,152,0,0,0,0.75,3.05,0.52,5.82,3.57,0.46,0.08,0.87,0.54
662,mosquera,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,gyokeres,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,martinez,2,1,3.0,111,3195,37,0,0,5,1,8,47,100,457,1,0,0,1.32,0.0,0.02,44.99,0.02,0.0,0.0,1.27,0.0
33,mbizot,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,gauci,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,marschall,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,cash,2,2,2.8,76,2069,24,1,1,7,0,7,22,0,286,0,0,0,0.96,0.48,1.23,28.64,1.71,0.02,0.05,1.25,0.07
37,digne,2,2,2.8,89,2348,28,0,5,4,0,6,36,0,383,0,0,0,1.38,0.8,3.97,34.94,4.77,0.03,0.15,1.34,0.18
38,konsa,2,2,3.0,103,2936,33,2,0,1,0,8,45,0,448,0,0,0,1.38,1.29,0.61,43.82,1.9,0.04,0.02,1.34,0.06
39,maatsen,2,2,2.0,57,1125,10,1,2,2,0,3,16,0,204,0,0,0,1.28,0.87,2.43,17.31,3.3,0.07,0.19,1.38,0.26
40,mings,2,2,3.4,47,1119,12,0,1,1,0,4,11,0,207,0,0,0,0.88,0.88,0.23,13.2,1.11,0.07,0.02,1.06,0.09
41,pau,2,2,2.3,55,2019,23,0,0,2,0,5,33,0,254,0,0,0,1.47,0.51,0.43,29.69,0.94,0.02,0.02,1.32,0.04
42,agarcia,2,2,1.1,8,316,5,0,0,0,0,0,5,0,26,0,0,0,1.42,0.04,0.49,6.49,0.53,0.01,0.14,1.85,0.15
43,alex moreno,2,2,2.3,34,952,11,0,1,2,0,3,16,0,126,0,0,0,1.51,0.17,1.1,13.94,1.27,0.02,0.1,1.32,0.12
44,bogarde,2,2,0.8,6,473,5,0,0,2,0,0,11,0,22,0,0,0,2.09,0.04,0.13,9.28,0.17,0.01,0.02,1.77,0.03
45,sousa,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,yasin,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,rogers,2,3,4.4,161,3115,37,8,11,10,0,10,40,0,534,0,0,0,1.16,6.49,5.24,43.7,11.73,0.19,0.15,1.26,0.34
48,tielemans,2,3,3.4,121,3025,35,3,7,4,0,7,46,0,686,0,1,0,1.37,3.31,5.83,43.87,9.14,0.1,0.17,1.31,0.27
49,bailey,2,3,2.0,47,1132,14,1,2,3,0,2,19,0,174,0,0,0,1.51,1.73,2.92,13.91,4.65,0.14,0.23,1.11,0.37
50,buendia,2,3,0.9,11,89,0,0,0,1,0,0,2,0,37,0,0,0,2.02,0.65,0.03,2.27,0.68,0.66,0.03,2.3,0.69
51,iling jr,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,jramsey,2,3,2.3,66,1616,19,1,4,2,1,5,26,0,265,0,0,0,1.45,1.59,2.18,23.99,3.77,0.09,0.12,1.34,0.21
53,malen,2,3,2.4,34,296,2,3,0,0,0,0,6,0,112,0,0,0,1.82,2.15,0.15,4.77,2.3,0.65,0.05,1.45,0.7
54,mcginn,2,3,2.3,78,2217,27,1,4,7,0,8,34,0,360,0,0,0,1.38,3.1,2.7,35.03,5.8,0.13,0.11,1.42,0.24
55,barkley,2,3,2.2,44,567,3,3,1,3,0,1,10,0,166,0,0,0,1.59,1.79,0.43,6.32,2.22,0.28,0.07,1.0,0.35
56,barrenechea,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,dobbin,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,kamara,2,3,2.2,57,1720,20,1,0,2,0,6,22,0,296,0,0,0,1.15,0.82,0.83,23.03,1.65,0.04,0.04,1.21,0.08
59,onana,2,3,2.5,65,1613,20,3,0,4,0,6,23,0,324,0,0,0,1.28,2.12,0.84,23.66,2.96,0.12,0.05,1.32,0.17
60,broggio,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,dendoncker,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,jimoh-aloba,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,young,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,watkins,2,4,4.9,186,2593,31,16,8,2,0,10,40,0,631,0,0,0,1.39,15.12,2.07,38.62,17.19,0.52,0.07,1.34,0.59
65,redmond,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,guessand,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,weiss,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,green,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,hladky,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,roberts,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,walker,3,2,0.9,13,966,9,0,0,3,0,0,21,0,63,0,0,0,1.96,0.12,1.34,19.26,1.46,0.01,0.12,1.79,0.13
188,delcroix,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,dodgson,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,ekdal,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,esteve,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,hartman,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,humphreys,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,jordan,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,lucas pires,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,sambo,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,sonne,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,tuanzebe,3,2,1.2,27,1710,20,0,1,3,1,1,38,0,80,0,0,1,2.0,0.21,0.26,32.01,0.47,0.01,0.01,1.68,0.02
199,worrall,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,anthony,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,benson,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,bruun larsen,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,boateng,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,churlinov,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,cullen,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,edwards,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,hannibal,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,koleosho,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,laurent,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,tchaouna,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,aramsey,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,adewumi,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,banel,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,tresor,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,flemming,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,amdouni,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,foster,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,barnes,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,obafemi,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,dubravka,3,1,4.4,44,900,10,0,0,0,0,5,12,29,160,0,0,0,1.2,0.0,0.0,11.19,0.0,0.0,0.0,1.12,0.0
676,ugochukwu,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,broja,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,neto,4,1,3.5,7,180,2,0,0,0,0,0,2,11,30,0,0,0,1.0,0.0,0.0,2.91,0.0,0.0,0.0,1.46,0.0
67,petrovic,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,dennis,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,mckenna,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,paulsen,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,zabarnyi,4,2,2.6,94,3109,35,0,1,4,1,8,42,0,429,0,0,0,1.22,1.2,0.76,42.54,1.96,0.03,0.02,1.23,0.05
72,senesi,4,2,1.8,31,1103,13,0,0,5,0,2,17,0,114,0,0,0,1.39,0.84,0.48,14.76,1.32,0.07,0.04,1.2,0.11
73,smith,4,2,2.3,57,1586,19,0,0,7,0,6,18,0,161,0,0,0,1.02,0.65,0.68,19.04,1.33,0.04,0.04,1.08,0.08
74,truffert,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,akinmboni,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,bevan,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,hill,4,2,1.7,17,443,6,0,1,1,0,1,9,0,55,0,0,0,1.83,0.29,0.25,8.54,0.54,0.06,0.05,1.73,0.11
78,jaraujo,4,2,1.0,12,492,7,0,0,2,0,0,10,0,20,0,0,0,1.83,0.0,0.1,9.69,0.1,0.0,0.02,1.77,0.02
79,mepham,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,soler,4,2,1.0,3,9,0,0,0,0,0,0,1,0,8,0,0,0,10.0,0.0,0.0,0.08,0.0,0.0,0.0,0.8,0.0
81,kluivert,4,3,4.6,158,2339,29,12,6,8,0,13,29,0,532,0,0,0,1.12,10.05,3.66,32.6,13.71,0.39,0.14,1.25,0.53
82,semenyo,4,3,4.5,165,3202,36,11,7,9,0,11,41,0,571,0,0,0,1.15,9.51,4.43,44.18,13.94,0.27,0.12,1.24,0.39
83,odango,4,3,3.5,111,1998,21,7,4,3,0,7,23,0,432,0,0,0,1.04,8.42,3.24,31.96,11.66,0.38,0.15,1.44,0.53
84,tavernier,4,3,3.0,87,1932,20,3,7,6,0,4,29,0,362,0,0,0,1.35,5.51,3.65,25.42,9.16,0.26,0.17,1.18,0.43
85,adams,4,3,2.1,58,1959,21,0,3,7,0,6,30,0,315,0,0,0,1.38,1.33,0.76,29.26,2.09,0.06,0.03,1.34,0.09
86,brooks,4,3,1.8,52,941,9,2,1,3,0,3,12,0,204,0,0,0,1.15,2.58,2.02,15.03,4.6,0.25,0.19,1.44,0.44
87,christie,4,3,2.6,76,2114,27,2,3,9,0,8,28,0,435,0,0,0,1.19,2.14,2.9,30.17,5.04,0.09,0.12,1.28,0.21
88,cook,4,3,2.3,82,2976,32,1,4,8,1,5,44,0,500,0,0,0,1.33,0.94,3.76,45.25,4.7,0.03,0.11,1.37,0.14
89,philip,4,3,1.0,10,176,1,0,0,1,0,0,4,0,52,0,0,0,2.05,0.55,0.97,3.35,1.52,0.28,0.5,1.71,0.78
90,scott,4,3,1.3,26,745,8,0,0,3,0,3,8,0,132,0,0,0,0.97,0.73,1.0,10.14,1.73,0.09,0.12,1.22,0.21
91,sinisterra,4,3,1.9,23,229,1,1,1,0,0,0,4,0,90,0,0,0,1.57,1.18,1.29,4.08,2.47,0.46,0.51,1.6,0.97
