player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,54
2,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,65
3,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,63
4,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,77
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,40
6,29,0,False,0,0,0,0,0.20,0.01,0.00,0.21,1,31,8,304,56
7,70,1,False,0,0,1,0,0.00,0.02,1.09,0.02,1,31,8,304,47
8,90,1,False,0,0,1,0,0.00,0.08,1.09,0.08,2,31,8,304,48
9,45,0,False,0,0,1,0,0.04,0.02,0.83,0.06,1,31,8,304,65
10,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,12,305,50
11,9,0,True,0,0,0,0,0.00,0.00,0.02,0.00,-2,31,5,303,59
12,45,1,False,0,0,0,0,0.00,0.08,0.26,0.08,1,31,8,304,46
13,19,0,False,0,0,0,0,0.23,0.00,0.00,0.23,1,31,8,304,82
14,90,1,False,0,0,3,0,0.00,0.00,2.12,0.00,2,31,18,309,44
15,90,1,False,0,0,1,0,0.00,0.00,1.09,0.00,2,31,8,304,55
16,90,1,False,0,0,1,0,0.28,0.02,1.09,0.30,2,31,8,304,62
17,45,0,False,0,0,1,0,0.14,0.21,0.83,0.35,1,31,8,304,104
18,90,1,False,0,0,1,0,0.00,0.03,1.09,0.03,2,31,8,304,64
19,14,0,True,0,0,0,0,0.00,0.00,0.24,0.00,0,31,12,305,51
20,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,49
21,15,0,False,0,0,0,0,0.00,0.20,0.00,0.20,1,31,8,304,43
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,48
23,90,1,False,1,0,1,0,0.32,0.02,1.09,0.34,9,31,8,304,68
24,60,1,False,0,0,1,0,0.19,0.11,1.09,0.30,2,31,8,304,61
25,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,48
26,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,2,301,42
27,72,1,False,0,0,2,0,0.07,0.01,1.26,0.08,2,31,18,309,49
28,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,62
29,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,52
30,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,49
31,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,51
32,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,44
33,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,45
34,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,65
35,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,45
36,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,45
37,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,50
38,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,57
39,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,40
40,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,39
41,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,54
42,28,0,True,0,0,0,0,0.09,0.02,0.41,0.11,1,31,16,301,50
43,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,40
44,45,0,True,0,0,1,0,0.00,0.00,1.04,0.00,1,31,16,301,44
45,90,1,True,0,1,1,0,0.12,0.40,1.48,0.52,5,31,16,301,45
46,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,40
47,90,1,True,0,0,1,0,0.00,0.00,1.48,0.00,1,31,16,301,50
48,17,0,True,0,0,0,0,0.00,0.17,0.24,0.17,1,31,16,301,52
49,90,1,True,0,0,1,0,0.10,0.01,1.48,0.11,2,31,16,301,44
50,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,39
51,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,45
52,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,42
53,28,0,True,0,0,0,0,0.00,0.18,0.41,0.18,1,31,16,301,54
54,90,1,True,1,0,1,0,0.98,0.11,1.48,1.09,9,31,16,301,55
55,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,40
56,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,16,301,40
57,90,1,True,0,1,1,0,0.07,0.15,1.48,0.22,6,31,16,301,55
58,61,1,True,0,0,1,0,0.00,0.00,1.07,0.00,2,31,16,301,89
59,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,43
60,90,1,False,0,0,2,0,0.00,0.01,0.69,0.01,2,31,19,310,49
61,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,45
62,23,0,False,0,0,1,0,0.00,0.13,0.34,0.13,1,31,19,310,49
63,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,49
64,90,1,False,0,0,2,0,0.00,0.27,0.69,0.27,1,31,19,310,50
65,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,54
66,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,50
67,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,45
68,23,0,False,0,0,1,0,0.00,0.01,0.34,0.01,1,31,19,310,39
69,1,0,False,0,0,0,0,0.00,0.00,0.00,0.00,1,31,19,310,45
70,90,1,False,0,0,2,0,0.00,0.01,0.69,0.01,1,31,19,310,53
71,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,62
72,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,44
73,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,8,304,41
74,77,1,False,0,0,2,0,0.03,0.21,0.53,0.24,2,31,19,310,49
75,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,40
76,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,48
77,66,1,False,0,0,1,0,0.00,0.00,0.35,0.00,2,31,19,310,47
78,90,1,False,0,1,2,0,0.19,0.06,0.69,0.25,6,31,19,310,57
79,13,0,False,0,0,0,0,0.00,0.00,0.16,0.00,1,31,19,310,46
80,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,48
81,66,1,False,0,0,1,0,0.00,0.01,0.35,0.01,1,31,19,310,44
82,86,1,True,0,0,0,1,0.22,0.01,0.71,0.23,2,31,17,309,73
83,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,54
84,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,31,19,310,44
85,77,1,False,0,0,2,0,0.17,0.04,0.53,0.21,1,31,19,310,44
86,82,1,True,0,0,0,1,0.00,0.01,1.03,0.01,6,31,6,302,44
87,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,31,6,302,44
88,90,1,True,0,0,0,1,0.00,0.00,1.23,0.00,7,31,6,302,45
89,82,1,True,0,0,0,1,0.14,0.26,1.03,0.40,3,31,6,302,51
