player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,54
2,19,0,False,0,0,0,0,0.00,0.01,0.04,0.01,1,10,15,96,68
3,90,1,False,0,0,1,0,0.00,0.10,0.53,0.10,2,10,15,96,62
4,90,1,False,0,0,1,0,0.00,0.42,0.53,0.42,1,10,15,96,81
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,40
6,70,1,False,0,0,1,0,0.04,0.11,0.48,0.15,1,10,15,96,55
7,4,0,False,0,0,0,0,0.00,0.01,0.04,0.01,0,10,15,96,48
8,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,48
9,60,1,False,0,0,1,0,0.00,0.06,0.44,0.06,2,10,15,96,70
10,81,1,True,0,0,1,0,0.26,0.11,0.18,0.37,2,10,4,92,50
11,83,1,False,0,0,2,0,0.12,0.06,1.38,0.18,2,10,20,100,59
12,29,0,False,0,0,0,0,0.03,0.01,0.08,0.04,1,10,15,96,45
13,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,82
14,90,1,True,0,0,0,1,0.00,0.00,1.56,0.00,9,10,8,98,44
15,90,1,False,0,0,1,0,0.00,0.00,0.53,0.00,3,10,15,96,56
16,90,1,False,0,0,1,0,0.35,0.19,0.53,0.54,2,10,15,96,63
17,90,1,False,0,0,1,0,0.20,0.25,0.53,0.45,2,10,15,96,101
18,90,1,False,0,0,1,0,0.00,0.24,0.53,0.24,2,10,15,96,60
19,81,1,True,0,0,1,0,0.12,0.29,0.18,0.41,2,10,4,92,57
20,85,1,False,0,0,1,0,0.00,0.06,0.48,0.06,2,10,15,96,50
21,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,43
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,15,96,48
23,70,1,False,0,0,1,0,0.08,0.01,0.48,0.09,2,10,15,96,69
24,19,0,False,0,0,0,0,0.00,0.03,0.04,0.03,1,10,15,96,63
25,29,0,False,0,0,0,0,0.00,0.01,0.08,0.01,1,10,15,96,48
26,90,1,True,0,1,0,1,0.03,0.58,0.13,0.61,9,10,19,97,44
27,90,1,True,0,0,0,1,0.06,0.03,1.56,0.09,2,10,8,98,50
28,9,0,False,0,0,1,0,0.02,0.00,0.15,0.02,1,10,18,99,63
29,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,52
30,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,49
31,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,53
32,59,1,False,0,0,1,0,0.00,0.00,0.93,0.00,1,10,18,99,44
33,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,45
34,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,65
35,30,0,False,0,0,3,0,0.39,0.00,1.51,0.39,0,10,18,99,45
36,90,1,False,0,0,4,0,0.02,0.15,2.44,0.17,0,10,18,99,47
37,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,50
38,21,0,False,0,0,3,0,0.00,0.00,1.48,0.00,1,10,18,99,61
39,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,40
40,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,40
41,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,10,18,99,54
