player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,54
2,16,0,False,0,0,0,0,0.00,0.00,0.00,0.00,1,15,9,145,68
3,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,62
4,73,1,False,0,1,1,0,0.34,0.01,0.16,0.35,5,15,9,145,79
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,40
6,90,1,False,0,0,1,0,0.00,0.03,0.16,0.03,2,15,9,145,56
7,73,1,False,0,0,1,0,0.00,0.04,0.16,0.04,2,15,9,145,47
8,90,1,False,0,0,1,0,0.00,0.03,0.16,0.03,2,15,9,145,48
9,30,0,False,0,0,0,0,0.00,0.01,0.12,0.01,0,15,9,145,68
10,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,1,145,50
11,13,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,13,143,59
12,11,0,False,0,0,0,0,0.00,0.00,0.00,0.00,1,15,9,145,45
13,78,1,False,0,0,1,0,0.00,0.18,0.16,0.18,2,15,9,145,83
14,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,2,141,44
15,90,1,False,0,0,1,0,0.00,0.00,0.16,0.00,2,15,9,145,55
16,90,1,False,0,0,1,0,0.12,0.60,0.16,0.72,2,15,9,145,62
17,90,1,False,0,0,1,0,0.09,0.11,0.16,0.20,2,15,9,145,105
18,90,1,False,1,0,1,0,1.19,0.01,0.16,1.20,9,15,9,145,61
19,59,1,True,0,0,1,0,0.00,0.00,1.68,0.00,1,15,1,145,56
20,90,1,False,0,0,1,0,0.25,0.07,0.16,0.32,2,15,9,145,50
21,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,43
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,48
23,59,1,False,0,0,1,0,0.02,0.15,0.04,0.17,1,15,9,145,68
24,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,61
25,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,9,145,48
26,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,15,14,148,44
27,72,1,False,0,0,1,0,0.20,0.22,1.17,0.42,2,15,2,141,50
28,58,1,True,0,0,0,0,0.00,0.20,0.24,0.20,1,15,17,141,62
29,31,0,True,0,0,0,0,0.46,0.07,0.10,0.53,1,15,17,141,52
30,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,49
31,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,52
32,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,44
33,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,45
34,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,65
35,90,1,True,0,0,0,1,0.13,0.01,0.33,0.14,7,15,17,141,45
36,31,0,True,0,0,0,0,0.00,0.21,0.10,0.21,1,15,17,141,47
37,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,50
38,57,1,True,1,0,0,0,0.65,0.01,0.24,0.66,8,15,17,141,58
39,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
40,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
41,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,54
42,90,1,True,0,0,0,1,0.00,0.02,0.33,0.02,3,15,17,141,50
43,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
44,90,1,True,0,0,0,1,0.00,0.01,0.33,0.01,8,15,17,141,44
45,58,1,True,0,0,0,0,0.01,0.12,0.24,0.13,1,15,17,141,46
46,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
47,90,1,True,0,0,0,1,0.00,0.00,0.33,0.00,6,15,17,141,50
48,90,1,True,0,0,0,1,0.42,0.07,0.33,0.49,3,15,17,141,52
49,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,44
50,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
51,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,45
52,90,1,True,0,0,0,1,0.04,0.04,0.33,0.08,6,15,17,141,44
53,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,54
54,90,1,True,0,0,0,1,0.16,0.56,0.33,0.72,2,15,17,141,53
55,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
56,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,15,17,141,40
