player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,opponent_team_id,fixture,value
1,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,54
2,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,65
3,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,62
4,14,0,True,0,0,0,0,0.00,0.01,0.32,0.01,0,37,15,361,77
5,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,40
6,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,56
7,1,0,True,0,0,0,0,0.00,0.00,0.22,0.00,1,37,15,361,46
8,90,1,True,0,0,0,1,0.00,0.02,1.86,0.02,7,37,15,361,48
9,90,1,True,0,0,0,1,0.12,0.05,1.86,0.17,3,37,15,361,65
10,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,4,363,50
11,80,1,True,2,0,2,0,0.63,0.02,1.35,0.65,13,37,20,366,59
12,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,43
13,90,1,True,0,1,0,1,0.03,0.04,1.64,0.07,6,37,15,361,82
14,90,1,False,0,0,2,0,0.00,0.00,2.73,0.00,1,37,8,367,44
15,90,1,True,0,0,0,1,0.00,0.01,1.86,0.01,7,37,15,361,55
16,90,1,True,1,0,0,1,0.09,0.02,1.86,0.11,11,37,15,361,62
17,75,1,True,0,0,0,1,0.06,0.28,1.54,0.34,3,37,15,361,103
18,45,1,True,0,0,0,0,0.00,0.00,1.46,0.00,1,37,15,361,65
19,65,1,False,0,0,2,0,0.10,0.06,2.61,0.16,1,37,4,363,51
20,90,1,True,0,0,0,1,0.24,0.02,1.86,0.26,3,37,15,361,49
21,2,0,True,0,0,0,0,0.00,0.00,0.22,0.00,1,37,15,361,43
22,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,48
23,87,1,True,0,0,0,1,0.05,0.05,1.64,0.10,3,37,15,361,68
24,90,1,True,0,0,0,1,0.02,0.02,1.86,0.04,6,37,15,361,61
25,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,361,48
26,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,19,370,42
27,30,0,False,0,0,0,0,0.62,0.02,0.03,0.64,1,37,8,367,48
28,1,0,True,0,0,0,0,0.00,0.00,0.00,0.00,1,37,18,362,62
29,2,0,True,0,0,0,0,0.00,0.00,0.00,0.00,1,37,18,362,52
30,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,49
31,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,51
32,90,1,True,0,0,0,1,0.06,0.02,0.51,0.08,5,37,18,362,44
33,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,45
34,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,65
35,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,45
36,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,44
37,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,50
38,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,57
39,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,40
40,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,39
41,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,54
42,90,1,True,1,0,0,1,0.04,0.14,0.51,0.18,10,37,18,362,50
43,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,40
44,90,1,True,1,0,0,1,0.35,0.12,0.51,0.47,15,37,18,362,44
45,90,1,True,0,0,0,1,0.08,0.13,0.51,0.21,6,37,18,362,45
46,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,40
47,90,1,True,0,0,0,1,0.00,0.00,0.51,0.00,6,37,18,362,50
48,89,1,True,0,0,0,1,0.11,0.15,0.51,0.26,3,37,18,362,52
49,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,44
50,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,39
51,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,45
52,90,1,True,0,0,0,1,0.00,0.07,0.51,0.07,7,37,18,362,42
53,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,54
54,90,1,True,0,1,0,1,0.36,0.08,0.51,0.44,6,37,18,362,57
55,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,40
56,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,40
57,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,37,18,362,55
58,85,1,True,0,1,0,1,0.22,0.37,0.51,0.59,5,37,18,362,90
59,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,43
60,90,1,False,0,0,3,0,0.00,0.03,1.60,0.03,2,37,13,369,49
61,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,45
62,45,0,False,0,0,1,0,0.00,0.03,0.27,0.03,1,37,13,369,49
63,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,48
64,72,1,False,0,0,3,0,0.00,0.01,1.44,0.01,-1,37,13,369,50
65,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,54
66,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,50
67,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,45
68,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,39
69,7,0,False,1,0,1,0,0.29,0.00,0.08,0.29,6,37,13,369,45
70,82,1,False,0,0,2,0,0.00,0.08,1.51,0.08,1,37,13,369,53
71,45,1,False,0,0,2,0,0.25,0.02,1.33,0.27,1,37,13,369,60
72,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,37,13,369,44
