player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,opponent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,54
2,85,1,False,2,1,1,0,0.82,0.01,1.55,0.83,16,17,7,163,67
3,90,1,False,0,1,1,0,0.39,0.01,1.59,0.40,4,17,7,163,62
4,57,1,False,1,0,1,0,0.88,0.01,1.53,0.89,6,17,7,163,79
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,40
6,85,1,False,0,0,1,0,0.00,0.02,1.55,0.02,1,17,7,163,57
7,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,47
8,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,48
9,90,1,False,1,0,1,0,0.66,0.53,1.59,1.19,7,17,7,163,67
10,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,17,165,50
11,29,0,True,0,0,1,0,0.00,0.00,0.15,0.00,1,17,1,163,59
12,4,0,False,0,0,0,0,0.00,0.08,0.04,0.08,1,17,7,163,45
13,90,1,False,0,0,1,0,0.09,0.23,1.59,0.32,2,17,7,163,83
14,90,1,False,0,0,0,1,0.00,0.00,1.04,0.00,10,17,9,165,44
15,90,1,False,0,0,1,0,0.00,0.00,1.59,0.00,3,17,7,163,56
16,32,0,False,1,1,0,0,0.16,0.05,0.06,0.21,11,17,7,163,62
17,23,1,False,0,0,1,0,0.00,0.00,0.74,0.00,1,17,7,163,106
18,90,1,False,0,0,1,0,0.00,0.01,1.59,0.01,2,17,7,163,63
19,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,17,165,55
20,90,1,False,0,1,1,0,0.00,0.11,1.59,0.11,5,17,7,163,50
21,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,43
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,48
23,66,0,False,0,0,0,1,0.02,0.12,0.84,0.14,3,17,7,163,68
24,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,61
25,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,48
26,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,4,162,44
27,45,0,False,0,0,0,0,0.03,0.00,0.77,0.03,1,17,9,165,50
28,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,62
29,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,52
30,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,49
31,1,0,True,0,0,1,0,0.00,0.00,0.30,0.00,1,17,13,161,52
32,90,1,True,0,0,1,0,0.05,0.02,1.03,0.07,1,17,13,161,44
33,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,45
34,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,65
35,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,45
36,90,1,True,0,0,1,0,0.00,0.04,1.03,0.04,2,17,13,161,47
37,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,50
38,79,1,True,1,0,0,1,0.94,0.00,0.61,0.94,7,17,13,161,58
39,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,40
40,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,39
41,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,54
42,90,1,True,0,0,1,0,0.00,0.03,1.03,0.03,2,17,13,161,50
43,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,40
44,90,1,True,0,0,1,0,0.00,0.00,1.03,0.00,2,17,13,161,44
45,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,46
46,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,40
47,90,1,True,0,0,1,0,0.00,0.00,1.03,0.00,2,17,13,161,50
48,90,1,True,0,1,1,0,0.00,0.22,1.03,0.22,4,17,13,161,52
49,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,44
50,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,39
51,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,45
52,90,1,True,0,0,1,0,0.04,0.00,1.03,0.04,2,17,13,161,44
53,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,54
54,90,1,True,1,1,0,1,0.33,0.23,0.73,0.56,14,17,13,161,53
55,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,40
56,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,13,161,40
57,90,1,True,0,0,1,0,0.00,0.32,1.03,0.32,2,17,13,161,55
58,10,0,True,0,0,1,0,0.09,0.00,0.42,0.09,1,17,13,161,89
59,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,43
60,88,1,False,0,0,0,1,0.00,0.01,1.83,0.01,3,17,14,168,49
61,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,45
62,1,0,False,0,0,0,0,0.00,0.01,0.43,0.01,1,17,14,168,49
63,90,1,False,0,1,0,1,0.00,0.11,2.26,0.11,7,17,14,168,49
64,45,0,False,0,0,0,0,0.00,0.01,1.25,0.01,1,17,14,168,50
65,19,0,False,0,0,0,0,0.07,0.00,0.75,0.07,1,17,14,168,54
66,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,50
67,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,45
68,1,0,False,0,0,0,0,0.00,0.00,0.43,0.00,1,17,14,168,39
69,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,45
70,90,1,False,0,0,0,1,0.06,0.01,2.26,0.07,6,17,14,168,47
71,77,1,False,1,0,0,1,0.84,0.01,1.59,0.85,8,17,14,168,55
72,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,44
73,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,7,163,42
74,90,1,False,0,1,0,1,0.00,0.26,2.26,0.26,6,17,14,168,50
75,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,40
76,12,0,False,0,0,0,0,0.00,0.01,0.67,0.01,1,17,14,168,48
77,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,47
78,88,1,False,1,0,0,1,0.23,0.01,1.83,0.24,8,17,14,168,56
79,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,47
80,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,49
81,45,1,False,0,0,0,0,0.00,0.01,1.02,0.01,0,17,14,168,45
82,90,1,True,1,1,6,0,0.47,0.17,4.60,0.64,9,17,12,169,75
83,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,55
84,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,17,14,168,44
85,90,1,False,0,0,0,1,0.00,0.02,2.26,0.02,6,17,14,168,44
86,66,1,True,0,0,2,0,0.23,0.01,0.78,0.24,1,17,16,162,44
87,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,44
88,90,1,True,0,0,2,0,0.00,0.03,0.90,0.03,1,17,16,162,45
89,90,1,True,0,0,2,0,0.15,0.17,0.90,0.32,1,17,16,162,50
90,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,48
91,90,1,True,0,0,2,0,0.00,0.00,0.90,0.00,2,17,16,162,45
92,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,43
93,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,43
94,66,1,True,0,0,2,0,0.00,0.02,0.78,0.02,2,17,16,162,49
95,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,53
96,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,39
97,1,0,True,0,0,0,0,0.00,0.00,0.00,0.00,1,17,16,162,45
98,90,1,True,0,0,2,0,0.00,0.04,0.90,0.04,2,17,16,162,50
99,90,1,True,0,0,2,0,0.07,0.51,0.90,0.58,2,17,16,162,76
100,90,1,True,0,0,2,0,0.00,0.02,0.90,0.02,0,17,16,162,42
101,90,1,True,0,0,2,0,0.08,0.11,0.90,0.19,2,17,16,162,48
102,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,49
103,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,45
104,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,45
105,28,0,True,0,0,0,0,0.00,0.00,0.11,0.00,1,17,16,162,43
106,80,1,True,0,0,2,0,0.09,0.01,0.90,0.10,2,17,16,162,51
107,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,17,16,162,59
