player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value,shots,SoT,SiB,tpa,npxG,cc,npxgi,npg
1,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,11,6,103,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,0,False,0,0,0,0,0.0,0.0,0.04,0.0,1,11,6,103,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,90,1,False,0,0,1,0,0.0,0.23,1.28,0.23,2,11,6,103,62,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
4,90,1,False,0,0,1,0,0.0,0.01,1.28,0.01,1,11,6,103,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,11,6,103,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,90,1,False,0,0,1,0,0.04,0.01,1.28,0.05,2,11,6,103,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,11,6,103,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,11,6,103,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,70,1,False,1,0,1,0,0.48,0.0,1.22,0.48,8,11,6,103,69,3.0,2.0,2.0,2.0,0.5,0.0,0.5,1.0
10,81,1,False,0,0,0,1,0.26,0.09,1.48,0.35,3,11,7,104,50,4.0,2.0,4.0,6.0,0.3,3.0,0.4,0.0
10,81,1,False,0,0,0,1,0.26,0.09,1.48,0.35,3,11,7,104,50,4.0,2.0,4.0,6.0,0.3,3.0,0.4,0.0
10,81,1,False,0,0,0,1,0.26,0.09,1.48,0.35,3,11,7,104,50,4.0,2.0,4.0,6.0,0.3,3.0,0.0,0.0
10,81,1,False,0,0,0,1,0.26,0.09,1.48,0.35,3,11,7,104,50,4.0,2.0,4.0,6.0,0.3,3.0,0.0,0.0
