player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,54
2,16,0,False,0,0,0,0,0.05,0.00,0.74,0.05,1,13,19,129,68
3,45,1,False,1,1,2,0,0.20,0.00,0.70,0.20,9,13,19,129,62
4,90,1,False,1,0,2,0,0.66,0.01,1.54,0.67,6,13,19,129,79
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,40
6,90,1,False,0,0,2,0,0.10,0.01,1.54,0.11,1,13,19,129,55
7,90,1,False,0,0,2,0,0.00,0.01,1.54,0.01,2,13,19,129,47
8,45,0,False,0,0,0,0,0.00,0.00,0.84,0.00,1,13,19,129,48
9,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,69
10,61,1,False,0,0,1,0,0.14,0.22,0.63,0.36,3,13,18,128,50
11,13,0,True,0,0,0,0,0.00,0.00,0.00,0.00,1,13,15,124,59
12,5,0,False,0,0,0,0,0.00,0.00,0.48,0.00,1,13,19,129,45
13,73,1,False,1,0,2,0,0.82,0.33,0.80,1.15,8,13,19,129,82
14,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,5,122,44
15,90,1,False,0,0,2,0,0.00,0.00,1.54,0.00,2,13,19,129,55
16,90,1,False,0,0,2,0,0.00,0.12,1.54,0.12,2,13,19,129,62
17,73,1,False,1,3,2,0,0.87,1.11,0.80,1.98,18,13,19,129,102
18,90,1,False,0,0,2,0,0.00,0.01,1.54,0.01,1,13,19,129,60
19,85,1,False,0,0,1,0,0.00,0.09,0.63,0.09,2,13,18,128,58
20,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,50
21,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,43
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,13,19,129,48
