player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value,shots,SoT,SiB,tpa,npxG,cc,npxgi,npg
1,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,24,13,231,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,24,13,231,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,90,1,True,0,0,1,0,0.05,0.02,0.81,0.07,2,24,13,231,64,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,89,1,True,1,1,1,0,0.49,0.25,0.81,0.74,12,24,13,231,78,4.0,2.0,3.0,4.0,0.5,1.0,0.6,1.0
5,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,24,13,231,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,90,1,True,0,0,1,0,0.04,0.0,0.81,0.04,1,24,13,231,56,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
7,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,24,13,231,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,24,13,231,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,90,1,True,0,1,1,0,0.17,0.06,0.81,0.23,5,24,13,231,67,1.0,1.0,1.0,3.0,0.2,2.0,0.4,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,0,24,15,238,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
