player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,54
2,21,0,True,0,0,0,0,0.15,0.02,0.00,0.17,1,16,8,151,68
3,90,1,True,0,0,0,1,0.00,0.04,0.09,0.04,9,16,8,151,62
4,90,1,True,0,0,0,1,0.06,0.09,0.09,0.15,2,16,8,151,79
5,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,40
6,90,1,True,0,0,0,1,0.00,0.31,0.09,0.31,6,16,8,151,57
7,28,0,True,0,0,0,0,0.00,0.02,0.00,0.02,1,16,8,151,47
8,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,48
9,73,1,True,0,0,0,1,0.12,0.10,0.09,0.22,3,16,8,151,67
10,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,12,155,50
11,30,0,False,0,1,1,0,0.47,0.07,0.23,0.54,4,16,5,153,59
12,28,0,True,0,0,0,0,0.00,0.01,0.00,0.01,1,16,8,151,45
13,61,1,True,0,0,0,1,0.42,0.06,0.09,0.48,3,16,8,151,83
14,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,18,159,44
15,90,1,True,0,0,0,1,0.00,0.00,0.09,0.00,6,16,8,151,56
16,61,1,True,0,0,0,1,0.03,0.06,0.09,0.09,3,16,8,151,62
17,90,1,True,0,0,0,1,0.33,0.56,0.09,0.89,3,16,8,151,106
18,90,1,True,0,0,0,1,0.00,0.04,0.09,0.04,6,16,8,151,62
19,21,0,False,0,0,1,0,0.00,0.02,0.94,0.02,1,16,12,155,55
20,21,0,True,0,0,0,0,0.00,0.02,0.00,0.02,1,16,8,151,50
21,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,43
22,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,48
23,16,0,True,0,0,0,0,0.00,0.17,0.00,0.17,1,16,8,151,68
24,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,61
25,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,8,151,48
26,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,16,2,158,44
27,8,0,True,0,0,0,0,0.00,0.00,0.44,0.00,1,16,18,159,50
28,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,62
29,1,0,False,0,0,1,0,0.00,0.01,0.24,0.01,1,16,16,158,52
30,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,49
31,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,52
32,90,1,False,0,0,2,0,0.03,0.42,1.78,0.45,1,16,16,158,44
33,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,45
34,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,65
35,90,1,False,0,0,2,0,0.00,0.02,1.78,0.02,1,16,16,158,45
36,90,1,False,0,0,1,0,0.00,0.04,1.54,0.04,2,16,16,158,47
37,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,50
38,73,1,False,1,0,0,1,0.08,0.01,0.98,0.09,5,16,16,158,58
39,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,40
40,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,40
41,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,54
42,90,1,False,0,0,1,0,0.00,0.02,1.54,0.02,2,16,16,158,50
43,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,40
44,90,1,False,0,0,2,0,0.24,0.01,1.78,0.25,1,16,16,158,44
45,1,0,False,0,0,1,0,0.00,0.00,0.24,0.00,1,16,16,158,46
46,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,40
47,90,1,False,0,0,2,0,0.00,0.00,1.78,0.00,2,16,16,158,50
48,90,1,False,0,1,2,0,0.05,0.37,1.78,0.42,6,16,16,158,52
49,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,44
50,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,40
51,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,16,16,158,45
