player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value,shots,SoT,SiB,tpa,npxG,cc,npxgi,npg
1,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,90,1,True,0,0,1,0,0.14,0.09,1.07,0.23,2,26,19,251,63,2.0,0.0,2.0,4.0,0.1,0.0,0.1,0.0
4,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,90,1,True,0,0,1,0,0.0,0.04,1.07,0.04,2,26,19,251,56,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
7,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,19,251,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,7,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,7,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,7,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,7,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,True,0,0,0,0,0.0,0.0,0.0,0.0,0,26,7,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
