player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,oppeonent_team_id,fixture,value
1,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,54
2,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,69
3,90,1,True,0,0,1,0,0.03,0.01,0.78,0.04,1,21,18,201,64
4,90,1,True,0,0,1,0,0.40,0.01,0.78,0.41,1,21,18,201,78
5,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,40
6,90,1,True,0,0,1,0,0.00,0.04,0.78,0.04,2,21,18,201,57
7,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,47
8,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,48
9,29,0,True,0,0,0,0,0.04,0.05,0.36,0.09,1,21,18,201,68
10,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,19,207,50
11,11,0,False,0,0,0,0,0.07,0.00,0.25,0.07,1,21,11,205,59
12,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,45
13,90,1,True,0,1,1,0,0.38,0.57,0.78,0.95,8,21,18,201,83
14,90,1,False,0,0,3,0,0.00,0.00,3.20,0.00,3,21,14,209,44
15,90,1,True,0,0,1,0,0.00,0.00,0.78,0.00,2,21,18,201,56
16,86,1,True,0,0,1,0,0.13,0.17,0.70,0.30,2,21,18,201,62
17,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,102
18,90,1,True,0,0,1,0,0.00,0.02,0.78,0.02,2,21,18,201,63
19,67,1,False,0,0,3,0,0.11,0.02,0.87,0.13,2,21,19,207,53
20,90,1,True,0,0,1,0,0.07,0.11,0.78,0.18,2,21,18,201,50
21,13,0,True,0,0,0,0,0.00,0.23,0.21,0.23,1,21,18,201,43
22,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,48
23,76,1,True,1,0,1,0,0.27,0.03,0.57,0.30,9,21,18,201,68
24,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,21,18,201,61
25,3,0,True,0,0,0,0,0.00,0.00,0.09,0.00,1,21,18,201,48
26,1,0,True,0,0,0,0,0.00,0.00,0.02,0.00,1,21,12,206,43
27,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,14,209,50
28,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,62
29,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,52
30,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,49
31,9,0,False,0,0,0,0,0.00,0.00,0.32,0.00,1,21,8,203,51
32,90,1,False,0,0,0,1,0.00,0.01,1.14,0.01,6,21,8,203,44
33,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,45
34,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,65
35,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,45
36,90,1,False,0,0,0,1,0.07,0.01,1.14,0.08,6,21,8,203,46
37,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,50
38,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,58
39,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,40
40,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,39
41,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,54
42,90,1,False,0,0,0,1,0.03,0.03,1.14,0.06,3,21,8,203,50
43,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,40
44,90,1,False,0,0,0,1,0.00,0.01,1.14,0.01,8,21,8,203,44
45,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,45
46,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,40
47,90,1,False,0,0,0,1,0.00,0.00,1.14,0.00,6,21,8,203,50
48,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,52
49,90,1,False,0,0,0,1,0.00,0.00,1.14,0.00,9,21,8,203,44
50,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,21,8,203,39
