player_id,minutes,in_starting_xi,was_home,goals_scored,assists,goals_conceded,clean_sheets,xG,xA,xGC,xGI,total_points,gameweek,opponent_team_id,fixture,value
1,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,54
2,3,0,False,0,0,1,0,0.00,0.00,0.69,0.00,0,5,13,47,68
3,90,1,False,1,0,2,0,0.49,0.01,2.16,0.50,7,5,13,47,60
4,90,1,False,0,0,2,0,0.06,0.00,2.16,0.06,2,5,13,47,81
5,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,40
6,90,1,False,0,0,1,0,0.00,0.00,1.68,0.00,2,5,13,47,55
7,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,49
8,16,0,False,0,0,1,0,0.00,0.00,0.99,0.00,1,5,13,47,49
9,86,1,False,0,1,1,0,0.00,0.06,1.48,0.06,5,5,13,47,69
10,16,0,True,1,0,0,0,0.31,0.05,0.30,0.36,7,5,15,44,50
11,65,1,True,0,0,0,1,0.15,0.01,1.63,0.16,2,5,14,43,59
12,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,45
13,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,83
14,90,1,True,0,0,1,0,0.00,0.00,1.69,0.00,3,5,10,48,44
15,90,1,False,0,0,2,0,0.00,0.00,2.16,0.00,4,5,13,47,55
16,90,1,False,0,0,2,0,0.00,0.01,2.16,0.01,1,5,13,47,63
17,45,1,False,0,1,1,0,0.00,0.41,0.60,0.41,4,5,13,47,100
18,90,1,False,0,0,2,0,0.00,0.00,2.16,0.00,1,5,13,47,60
19,83,1,True,1,0,1,0,0.41,0.02,1.24,0.43,8,5,15,44,57
20,90,1,False,0,0,2,0,0.00,0.02,2.16,0.02,1,5,13,47,50
21,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,44
22,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,48
23,52,1,False,0,0,2,0,0.08,0.00,0.60,0.08,-2,5,13,47,69
24,45,0,False,0,0,1,0,0.00,0.00,1.56,0.00,1,5,13,47,65
25,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,49
26,45,1,False,0,0,2,0,0.00,0.00,0.39,0.00,0,5,5,42,44
27,58,1,True,0,0,0,0,1.26,0.01,1.08,1.27,1,5,10,48,50
28,45,0,True,0,0,0,0,0.07,0.33,0.00,0.40,1,5,20,41,64
29,28,0,True,0,0,0,0,0.05,0.01,0.00,0.06,0,5,20,41,53
30,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,49
31,1,0,True,0,0,0,0,0.00,0.00,0.00,0.00,1,5,20,41,54
32,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,44
33,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,45
34,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,65
35,90,1,True,0,0,1,0,0.00,0.01,0.51,0.01,2,5,20,41,45
36,45,1,True,0,0,1,0,0.00,0.01,0.51,0.01,1,5,20,41,46
37,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,50
38,28,0,True,1,0,0,0,1.03,0.00,0.00,1.03,5,5,20,41,61
39,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
40,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
41,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,54
42,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,50
43,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
44,90,1,True,1,0,1,0,0.21,0.02,0.51,0.23,9,5,20,41,45
45,45,0,True,0,0,0,0,0.00,0.02,0.00,0.02,1,5,20,41,49
46,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
47,90,1,True,0,0,1,0,0.00,0.00,0.51,0.00,3,5,20,41,50
48,45,1,True,0,0,1,0,0.03,0.19,0.51,0.22,1,5,20,41,54
49,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,44
50,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
51,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,45
52,90,1,True,0,0,1,0,0.00,0.02,0.51,0.02,1,5,20,41,45
53,61,1,True,0,0,1,0,0.00,0.03,0.51,0.03,2,5,20,41,55
54,90,1,True,0,2,1,0,0.00,0.60,0.51,0.60,10,5,20,41,51
55,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
56,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,20,41,40
57,90,1,True,0,1,1,0,0.00,0.38,0.51,0.38,5,5,20,41,55
58,90,1,True,1,0,1,0,0.34,0.06,0.51,0.40,6,5,20,41,90
59,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,44
60,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,49
61,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,45
62,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,49
63,68,1,False,0,0,3,0,0.00,0.03,1.65,0.03,1,5,12,46,49
64,90,1,False,0,0,3,0,0.00,0.19,2.06,0.19,1,5,12,46,50
65,14,0,False,0,0,0,0,0.04,0.00,0.39,0.04,1,5,12,46,54
66,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,50
67,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,45
68,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,40
69,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,45
70,90,1,False,0,0,3,0,0.01,0.09,2.06,0.10,1,5,12,46,45
71,45,1,False,0,0,3,0,0.14,0.00,1.10,0.14,0,5,12,46,54
72,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,44
73,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,13,47,44
74,45,0,False,0,0,0,0,0.00,0.01,0.96,0.01,1,5,12,46,50
75,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,40
76,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,48
77,21,0,False,0,0,0,0,0.10,0.02,0.40,0.12,1,5,12,46,49
78,69,1,False,0,0,3,0,0.35,0.01,1.65,0.36,2,5,12,46,56
79,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,49
80,20,0,False,0,0,0,0,0.35,0.01,0.40,0.36,1,5,12,46,50
81,21,0,False,0,0,0,0,0.00,0.00,0.40,0.00,1,5,12,46,45
82,87,1,True,1,0,1,0,1.61,0.07,0.80,1.68,6,5,4,49,75
83,90,1,False,0,0,3,0,0.02,0.07,2.06,0.09,2,5,12,46,55
84,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,12,46,44
85,90,1,False,0,0,3,0,0.00,0.01,2.06,0.01,1,5,12,46,45
86,78,1,False,0,0,2,0,0.00,0.01,3.01,0.01,0,5,18,49,45
87,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,45
88,90,1,False,0,0,3,0,0.00,0.01,3.52,0.01,1,5,18,49,45
89,78,1,False,0,0,2,0,0.09,0.03,3.01,0.12,2,5,18,49,50
90,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,49
91,90,1,False,0,0,3,0,0.00,0.01,3.52,0.01,3,5,18,49,45
92,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,44
93,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,44
94,90,1,False,0,0,3,0,0.00,0.01,3.52,0.01,2,5,18,49,49
95,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,54
96,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,40
97,11,0,False,0,0,1,0,0.00,0.00,0.51,0.00,1,5,18,49,45
98,90,1,False,0,1,3,0,0.02,0.15,3.52,0.17,5,5,18,49,50
99,90,1,False,1,0,3,0,0.64,0.02,3.52,0.66,8,5,18,49,71
100,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,44
101,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,49
102,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,49
103,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,45
104,90,1,False,0,0,3,0,0.00,0.00,3.52,0.00,1,5,18,49,45
105,11,0,False,0,0,1,0,0.00,0.00,0.51,0.00,1,5,18,49,45
106,27,0,False,0,0,1,0,0.06,0.00,0.51,0.06,1,5,18,49,54
107,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,59
108,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,73
109,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,40
110,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,61
111,62,1,False,0,0,2,0,0.00,0.01,3.01,0.01,2,5,18,49,45
112,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,18,49,45
113,61,1,True,0,0,1,0,0.03,0.02,0.86,0.05,2,5,16,42,55
114,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
115,61,1,True,0,0,1,0,0.03,0.01,0.86,0.04,1,5,16,42,50
116,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,40
117,34,0,True,0,0,0,0,0.04,0.01,0.22,0.05,0,5,8,45,50
118,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
119,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,49
120,90,1,True,0,0,2,0,0.00,0.03,1.53,0.03,0,5,16,42,46
121,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,54
122,81,1,True,0,0,2,0,0.02,0.17,1.53,0.19,1,5,16,42,50
123,8,0,True,0,0,0,0,0.05,0.00,0.00,0.05,1,5,16,42,55
124,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,50
125,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,65
126,90,1,True,1,0,2,0,0.12,0.15,1.53,0.27,10,5,16,42,50
127,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,50
128,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,44
129,19,0,True,0,0,0,0,0.02,0.00,0.00,0.02,1,5,16,42,57
130,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
131,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
132,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,65
133,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
134,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,50
135,28,0,True,0,0,1,0,0.00,0.06,0.67,0.06,1,5,16,42,55
136,90,1,True,0,1,2,0,0.00,0.22,1.53,0.22,5,5,16,42,67
137,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,44
138,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
139,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,40
140,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
141,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,49
142,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,45
143,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,55
144,90,1,True,0,1,2,0,0.00,0.05,1.53,0.05,4,5,16,42,45
145,90,1,True,0,0,2,0,0.00,0.01,1.53,0.01,1,5,16,42,45
146,90,1,True,0,0,2,0,0.00,0.00,1.53,0.00,1,5,16,42,45
147,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,16,42,44
148,90,1,True,1,0,2,0,0.37,0.06,1.53,0.43,6,5,16,42,58
149,28,0,True,0,0,1,0,0.00,0.01,0.67,0.01,1,5,16,42,49
150,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,45
151,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,45
152,90,1,False,0,0,3,0,0.00,0.00,2.06,0.00,4,5,12,46,45
153,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,44
154,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,40
155,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,40
156,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,11,45,55
157,90,1,False,0,1,0,1,0.08,0.41,0.85,0.49,6,5,19,50,49
158,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,45
159,0,0,True,0,0,0,0,0.00,0.00,0.00,0.00,0,5,14,43,44
160,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,48
161,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,49
162,90,1,False,0,0,0,1,0.00,0.31,0.85,0.31,7,5,19,50,45
163,90,1,False,0,0,0,1,0.00,0.00,0.85,0.00,5,5,19,50,50
164,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,54
165,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,50
166,6,0,False,0,0,0,0,0.00,0.02,0.11,0.02,1,5,19,50,58
167,33,0,False,0,0,0,0,0.00,0.00,0.35,0.00,1,5,19,50,44
168,83,1,False,0,0,0,1,0.00,0.13,0.74,0.13,3,5,19,50,50
169,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,59
170,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,40
171,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,49
172,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,50
173,0,0,False,0,0,0,0,0.00,0.00,0.00,0.00,0,5,19,50,45
