player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_completed_passes,short_attempted_passes,short_pass_completion_percentage,medium_completed_passes,medium_attempted_passes,medium_pass_completion_percentage,long_completed_passes,long_attempted_passes,long_pass_completion_percentage,assists,xAG,xA,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,gw
527.0,19,9,True,Lucas Paquetá,10,br BRA,"FW,RW",27-140,90,18,30,60.0,246,66,13,20,65.0,3,4,75.0,2,3,66.7,0,0.0,0.0,0,2,0,0,1,21
654.0,19,9,True,Carlos Soler,4,es ESP,LW,28-012,71,27,31,87.1,389,67,17,18,94.4,7,7,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,3,21
576.0,19,9,True,Andy Irving,39,sct SCO,"DM,LW",24-246,19,12,14,85.7,221,101,6,7,85.7,3,4,75.0,2,2,100.0,0,0.0,0.0,0,3,0,0,2,21
525.0,19,9,True,Mohammed Kudus,14,gh GHA,RW,24-165,62,16,18,88.9,314,20,8,9,88.9,5,5,100.0,3,3,100.0,0,0.0,0.0,0,0,1,0,1,21
523.0,19,9,True,Danny Ings,18,eng ENG,"FW,RW",32-175,28,7,7,100.0,103,12,5,5,100.0,1,1,100.0,1,1,100.0,1,0.5,0.0,1,0,0,0,0,21
530.0,19,9,True,Tomáš Souček,28,cz CZE,AM,29-322,90,20,25,80.0,314,113,11,12,91.7,7,8,87.5,2,3,66.7,0,0.0,0.0,0,1,0,0,2,21
588.0,19,9,True,Guido Rodríguez,24,ar ARG,DM,30-277,80,31,33,93.9,506,117,17,17,100.0,14,15,93.3,0,1,0.0,0,0.0,0.0,0,1,0,0,1,21
677.0,19,9,True,Oliver Scarles,57,eng ENG,LW,19-033,10,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,21
511.0,19,9,True,Edson Álvarez,19,mx MEX,DM,27-082,90,40,48,83.3,630,223,22,24,91.7,14,16,87.5,3,6,50.0,0,0.0,0.0,0,4,0,0,2,21
520.0,19,9,True,Emerson Palmieri,33,it ITA,LB,30-164,80,23,34,67.6,298,130,15,20,75.0,8,10,80.0,0,2,0.0,0,0.0,0.0,0,1,0,0,1,21
517.0,19,9,True,Aaron Cresswell,3,eng ENG,LB,35-030,10,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,21
524.0,19,9,True,Max Kilman,26,eng ENG,CB,27-236,90,38,47,80.9,701,349,15,16,93.8,19,24,79.2,4,7,57.1,0,0.0,0.0,0,3,0,0,3,21
528.0,19,9,True,Konstantinos Mavropanos,15,gr GRE,CB,27-034,90,45,50,90.0,935,314,13,14,92.9,26,27,96.3,6,9,66.7,0,0.0,0.0,0,1,0,0,1,21
388.0,19,9,True,Aaron Wan-Bissaka,29,eng ENG,RB,27-049,90,38,51,74.5,555,226,21,29,72.4,16,17,94.1,1,2,50.0,1,0.3,0.1,1,2,0,0,3,21
521.0,19,9,True,Łukasz Fabiański,1,pl POL,GK,39-271,90,41,52,78.8,1234,806,6,6,100.0,20,20,100.0,15,26,57.7,0,0.0,0.0,0,0,0,0,0,21
252.0,9,19,False,Raúl Jiménez,7,mx MEX,"FW,AM",33-254,90,11,18,61.1,195,11,7,7,100.0,2,4,50.0,2,4,50.0,0,0.2,0.0,1,0,0,0,0,21
247.0,9,19,False,Alex Iwobi,17,ng NGA,LW,28-256,84,35,47,74.5,795,309,10,16,62.5,17,22,77.3,7,7,100.0,0,0.6,0.8,5,3,6,1,13,21
251.0,9,19,False,Rodrigo Muniz,9,br BRA,FW,23-255,6,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,21
259.0,9,19,False,Harry Wilson,8,wls WAL,"RW,AM",27-298,84,28,35,80.0,434,105,14,17,82.4,12,14,85.7,1,3,33.3,0,0.2,0.1,3,2,3,0,6,21
604.0,9,19,False,Joshua King,24,eng ENG,LW,18-011,6,3,3,100.0,37,8,3,3,100.0,0,0,,0,0,,0,0.4,0.6,1,0,0,0,0,21
19.0,9,19,False,Emile Smith Rowe,32,eng ENG,AM,24-170,67,20,23,87.0,310,38,16,17,94.1,3,5,60.0,1,1,100.0,0,0.0,0.0,0,0,1,1,1,21
239.0,9,19,False,Adama Traoré,11,es ESP,RW,28-355,23,3,6,50.0,51,23,2,3,66.7,1,2,50.0,0,0,,0,0.1,0.1,1,0,1,1,0,21
240.0,9,19,False,Andreas Pereira,18,br BRA,DM,29-013,67,32,39,82.1,580,121,16,17,94.1,12,14,85.7,4,8,50.0,0,0.0,0.0,0,4,1,0,4,21
243.0,9,19,False,Tom Cairney,10,sct SCO,DM,33-360,23,16,18,88.9,234,46,9,9,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0,4,0,0,1,21
249.0,9,19,False,Saša Lukić,20,rs SRB,DM,28-154,90,40,48,83.3,670,146,20,22,90.9,18,19,94.7,2,4,50.0,0,0.0,0.0,0,5,0,0,2,21
255.0,9,19,False,Antonee Robinson,33,us USA,LB,27-159,90,52,69,75.4,844,323,31,37,83.8,14,17,82.4,6,11,54.5,2,0.1,0.1,5,4,4,1,6,21
241.0,9,19,False,Calvin Bassey,3,ng NGA,CB,25-014,90,64,74,86.5,1052,325,27,30,90.0,36,39,92.3,1,4,25.0,0,0.0,0.0,0,3,0,0,4,21
191.0,9,19,False,Joachim Andersen,5,dk DEN,CB,28-228,90,80,87,92.0,1822,722,19,19,100.0,47,49,95.9,14,19,73.7,0,0.0,0.0,0,14,1,1,5,21
