player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_completed_passes,short_attempted_passes,short_pass_completion_percentage,medium_completed_passes,medium_attempted_passes,medium_pass_completion_percentage,long_completed_passes,long_attempted_passes,long_pass_completion_percentage,assists,xAG,xA,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,gw
633.0,1,9,True,Mikel Merino,23,es ESP,"FW,LM",28-283,90,15,18,83.3,203,56,7,7,100.0,6,7,85.7,0,0,,0,0.0,0.1,0,1,1,1,3,30
9.0,1,9,True,Gabriel Martinelli,11,br BRA,LW,23-287,90,20,31,64.5,306,60,13,16,81.3,4,7,57.1,2,5,40.0,1,1.3,0.3,5,1,1,1,3,30
12.0,1,9,True,Ethan Nwaneri,53,eng ENG,RW,18-011,65,27,28,96.4,359,70,18,18,100.0,7,8,87.5,0,0,,1,0.1,0.3,2,2,2,1,2,30
17.0,1,9,True,Bukayo Saka,7,eng ENG,RW,23-208,25,8,9,88.9,148,39,4,5,80.0,1,1,100.0,2,2,100.0,0,0.0,0.1,0,0,1,1,1,30
16.0,1,9,True,Declan Rice,41,eng ENG,"LM,CM",26-077,90,37,45,82.2,668,255,15,16,93.8,17,19,89.5,4,8,50.0,0,0.3,0.1,2,3,1,0,7,30
20.0,1,9,True,Thomas Partey,5,gh GHA,"CM,RB",31-292,90,53,63,84.1,816,222,29,31,93.5,22,24,91.7,1,3,33.3,0,0.0,0.0,0,6,2,0,5,30
13.0,1,9,True,Martin Ødegaard,8,no NOR,RM,26-105,90,31,43,72.1,435,95,16,20,80.0,13,14,92.9,0,5,0.0,0,0.4,0.3,2,3,1,0,6,30
597.0,1,9,True,Myles Lewis-Skelly,49,eng ENG,LB,18-187,90,57,63,90.5,887,166,27,28,96.4,28,33,84.8,2,2,100.0,0,0.0,0.0,0,7,0,0,10,30
3.0,1,9,True,Gabriel Magalhães,6,br BRA,CB,27-103,15,12,13,92.3,229,126,2,2,100.0,10,11,90.9,0,0,,0,0.0,0.0,0,0,0,0,2,30
8.0,1,9,True,Jakub Kiwior,15,pl POL,CB,25-045,75,41,44,93.2,731,203,15,15,100.0,25,25,100.0,1,2,50.0,0,0.0,0.0,0,4,0,0,2,30
18.0,1,9,True,William Saliba,2,fr FRA,CB,24-008,90,70,72,97.2,1270,321,24,25,96.0,42,42,100.0,4,5,80.0,0,0.0,0.0,0,6,0,0,5,30
6.0,1,9,True,Jurriën Timber,12,nl NED,RB,23-288,76,47,52,90.4,669,103,25,29,86.2,17,18,94.4,2,2,100.0,0,0.0,0.0,0,1,1,0,4,30
23.0,1,9,True,Leandro Trossard,19,be BEL,FW,30-118,14,3,4,75.0,25,0,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,30
15.0,1,9,True,David Raya,22,es ESP,GK,29-198,90,33,43,76.7,737,492,10,10,100.0,16,16,100.0,7,17,41.2,0,0.0,0.0,0,3,0,0,0,30
252.0,9,1,False,Raúl Jiménez,7,mx MEX,FW,33-331,76,19,23,82.6,300,67,13,14,92.9,5,6,83.3,1,1,100.0,0,0.0,0.0,0,3,0,0,0,30
251.0,9,1,False,Rodrigo Muniz,9,br BRA,FW,23-332,14,3,5,60.0,95,51,1,1,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,30
19.0,9,1,False,Emile Smith Rowe,32,eng ENG,AM,24-247,66,33,37,89.2,510,84,19,21,90.5,14,15,93.3,0,0,,0,0.0,0.0,0,4,1,0,3,30
247.0,9,1,False,Alex Iwobi,17,ng NGA,"LM,AM",28-333,24,12,16,75.0,202,32,5,6,83.3,7,8,87.5,0,1,0.0,0,0.4,0.6,1,0,0,0,0,30
239.0,9,1,False,Adama Traoré,11,es ESP,AM,29-066,66,10,12,83.3,163,48,4,5,80.0,6,6,100.0,0,0,,0,0.0,0.0,0,3,0,0,1,30
772.0,9,1,False,Willian,22,br BRA,"CM,AM",36-235,24,16,18,88.9,319,77,7,8,87.5,8,8,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,5,30
622.0,9,1,False,Sander Berge,16,no NOR,"CM,DM",27-046,90,48,51,94.1,815,166,23,24,95.8,20,21,95.2,4,5,80.0,0,0.0,0.0,1,6,0,0,4,30
249.0,9,1,False,Saša Lukić,20,rs SRB,CM,28-231,66,28,32,87.5,495,97,13,14,92.9,14,15,93.3,1,2,50.0,0,0.0,0.0,0,3,1,0,2,30
240.0,9,1,False,Andreas Pereira,18,br BRA,CM,29-090,24,13,17,76.5,253,105,6,8,75.0,4,5,80.0,3,3,100.0,0,0.0,0.0,2,3,0,0,1,30
255.0,9,1,False,Antonee Robinson,33,us USA,"WB,LB",27-236,90,39,44,88.6,622,195,17,19,89.5,21,23,91.3,0,0,,0,0.2,0.2,2,2,0,0,1,30
244.0,9,1,False,Timothy Castagne,21,be BEL,"WB,RB",29-117,90,32,36,88.9,467,162,18,20,90.0,13,14,92.9,1,1,100.0,0,0.0,0.0,0,2,0,0,1,30
586.0,9,1,False,Jorge Cuenca,15,es ESP,CB,25-135,90,47,56,83.9,784,302,18,19,94.7,27,30,90.0,2,7,28.6,0,0.0,0.0,0,5,0,0,3,30
191.0,9,1,False,Joachim Andersen,5,dk DEN,CB,28-305,90,60,71,84.5,1193,515,20,23,87.0,33,35,94.3,7,13,53.8,0,0.0,0.0,0,7,0,0,2,30
245.0,9,1,False,Issa Diop,31,fr FRA,CB,28-082,76,32,36,88.9,595,105,12,12,100.0,18,21,85.7,2,3,66.7,0,0.0,0.0,0,6,0,0,1,30
579.0,9,1,False,Ryan Sessegnon,30,eng ENG,RM,24-318,14,3,6,50.0,32,3,3,5,60.0,0,1,0.0,0,0,,1,0.1,0.1,1,0,0,0,0,30
248.0,9,1,False,Bernd Leno,1,de GER,GK,33-028,90,29,40,72.5,823,548,5,5,100.0,16,16,100.0,8,19,42.1,0,0.0,0.0,0,1,0,0,0,30
566.0,20,19,True,Jørgen Strand Larsen,9,no NOR,FW,25-054,90,15,21,71.4,165,30,9,9,100.0,4,8,50.0,0,0,,0,0.7,0.3,3,2,0,0,2,30
535.0,20,19,True,Jean-Ricner Bellegarde,27,fr FRA,AM,26-278,89,29,36,80.6,386,32,20,23,87.0,4,7,57.1,2,3,66.7,0,0.0,0.0,0,0,0,0,0,30
534.0,20,19,True,Boubacar Traoré,6,ml MLI,CM,23-224,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,30
770.0,20,19,True,Marshall Munetsi,5,zw ZIM,"AM,CM",28-283,90,6,10,60.0,50,17,3,4,75.0,1,4,25.0,0,0,,0,0.0,0.0,0,0,0,0,0,30
642.0,20,19,True,André,7,br BRA,CM,23-259,70,43,46,93.5,553,151,23,25,92.0,13,13,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,30
565.0,20,19,True,Pablo Sarabia,21,es ESP,"CM,FW",32-325,20,4,4,100.0,124,39,1,1,100.0,0,0,,2,2,100.0,0,0.0,0.0,0,0,0,0,0,30
553.0,20,19,True,João Gomes,8,br BRA,CM,24-048,90,47,53,88.7,647,161,28,29,96.6,12,13,92.3,2,3,66.7,0,0.0,0.0,0,6,1,0,6,30
533.0,20,19,True,Rayan Aït-Nouri,3,dz ALG,WB,23-299,81,40,50,80.0,510,183,27,30,90.0,8,9,88.9,2,5,40.0,0,0.2,0.1,3,3,1,0,3,30
564.0,20,19,True,Santiago Bueno,4,uy URU,"WB,CB",26-143,9,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,30
559.0,20,19,True,Nélson Semedo,22,pt POR,"WB,LB",31-136,90,36,47,76.6,482,179,20,21,95.2,14,16,87.5,0,2,0.0,0,0.0,0.0,0,1,3,0,3,30
567.0,20,19,True,Toti Gomes,24,pt POR,CB,26-075,90,37,48,77.1,674,245,12,14,85.7,23,26,88.5,1,4,25.0,0,0.0,0.0,0,3,0,0,2,30
720.0,20,19,True,Emmanuel Agbadou,12,ci CIV,CB,27-288,90,48,54,88.9,875,238,17,17,100.0,28,32,87.5,3,5,60.0,0,0.0,0.0,0,2,0,0,1,30
543.0,20,19,True,Matt Doherty,2,ie IRL,"CB,RB",33-075,90,41,52,78.8,698,196,18,21,85.7,20,22,90.9,3,6,50.0,0,0.1,0.0,1,1,0,0,3,30
204.0,20,19,True,José Sá,1,pt POR,GK,32-074,90,13,26,50.0,398,269,0,0,,10,10,100.0,3,16,18.8,0,0.0,0.0,0,1,0,0,0,30
