player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_completed_passes,short_attempted_passes,short_pass_completion_percentage,medium_completed_passes,medium_attempted_passes,medium_pass_completion_percentage,long_completed_passes,long_attempted_passes,long_pass_completion_percentage,assists,xAG,xA,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,gw
38.0,2,17,True,Jáder Durán,9,co COL,FW,20-360,57,11,15,73.3,163,17,7,7,100.0,3,6,50.0,1,2,50.0,0,0.0,0.0,0,2,0,0,1,15
58.0,2,17,True,Ollie Watkins,11,eng ENG,FW,28-343,33,4,7,57.1,31,6,4,6,66.7,0,1,0.0,0,0,,0,0.5,0.4,1,0,0,0,0,15
54.0,2,17,True,Morgan Rogers,27,eng ENG,LW,22-134,90,22,28,78.6,382,175,8,11,72.7,10,13,76.9,3,3,100.0,0,0.3,0.6,3,3,4,0,6,15
28.0,2,17,True,Leon Bailey,31,jm JAM,RW,27-120,58,17,21,81.0,247,39,10,10,100.0,7,8,87.5,0,2,0.0,0,0.0,0.2,0,0,1,0,1,15
569.0,2,17,True,Jaden Philogene Bidace,19,eng ENG,RW,22-303,32,14,20,70.0,207,40,11,12,91.7,1,2,50.0,2,2,100.0,0,0.0,0.1,0,0,1,0,1,15
48.0,2,17,True,John McGinn,7,sct SCO,AM,30-050,90,24,30,80.0,473,139,12,14,85.7,7,10,70.0,5,5,100.0,0,0.2,0.1,2,4,2,2,7,15
57.0,2,17,True,Youri Tielemans,8,be BEL,DM,27-214,58,36,41,87.8,606,196,17,17,100.0,17,21,81.0,1,2,50.0,0,0.2,0.1,2,2,0,0,4,15
29.0,2,17,True,Ross Barkley,6,eng ENG,DM,31-002,32,14,16,87.5,264,110,4,5,80.0,10,10,100.0,0,1,0.0,0,0.3,0.1,2,1,0,0,2,15
42.0,2,17,True,Boubacar Kamara,44,fr FRA,DM,25-014,90,41,45,91.1,585,189,30,30,100.0,9,12,75.0,2,2,100.0,0,0.1,0.0,1,3,1,0,4,15
45.0,2,17,True,Ian Maatsen,22,nl NED,LB,22-272,57,25,32,78.1,370,78,13,16,81.3,12,14,85.7,0,1,0.0,0,0.1,0.1,1,3,0,0,3,15
36.0,2,17,True,Lucas Digne,12,fr FRA,LB,31-140,33,14,24,58.3,271,163,5,6,83.3,5,9,55.6,3,7,42.9,0,0.2,0.2,2,2,1,0,2,15
52.0,2,17,True,Pau Torres,14,es ESP,CB,27-326,90,46,49,93.9,1044,394,13,14,92.9,29,30,96.7,4,4,100.0,0,0.0,0.0,0,3,0,0,2,15
35.0,2,17,True,Diego Carlos,3,br BRA,CB,31-267,90,43,51,84.3,946,421,11,12,91.7,27,31,87.1,5,8,62.5,0,0.0,0.0,0,2,0,0,0,15
44.0,2,17,True,Ezri Konsa,4,eng ENG,RB,27-045,90,49,55,89.1,780,290,24,26,92.3,24,27,88.9,1,1,100.0,0,0.0,0.0,0,6,0,0,1,15
47.0,2,17,True,Emiliano Martínez,23,ar ARG,GK,32-096,90,23,28,82.1,617,262,2,3,66.7,15,15,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,15
27.0,17,2,False,Cameron Archer,19,eng ENG,FW,23-139,72,10,14,71.4,142,33,6,8,75.0,2,2,100.0,1,2,50.0,0,0.0,0.2,0,0,0,0,0,15
451.0,17,2,False,Samuel Amo-Ameyaw,27,eng ENG,"RW,FW",18-142,18,3,4,75.0,39,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,15
453.0,17,2,False,Adam Armstrong,9,eng ENG,"FW,LW,LB",27-301,90,13,16,81.3,166,33,9,11,81.8,4,4,100.0,0,1,0.0,0,0.1,0.0,1,0,0,0,2,15
623.0,17,2,False,Mateus Fernandes,18,pt POR,"CM,LM",20-150,90,31,38,81.6,541,123,15,17,88.2,14,15,93.3,2,5,40.0,0,0.0,0.1,0,2,2,0,4,15
518.0,17,2,False,Flynn Downes,4,eng ENG,CM,25-322,78,36,40,90.0,556,100,21,22,95.5,12,15,80.0,2,2,100.0,0,0.0,0.0,0,3,0,0,2,15
584.0,17,2,False,Ben Brereton,17,cl CHI,"LW,FW",25-233,12,4,5,80.0,70,28,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,15
608.0,17,2,False,Tyler Dibling,33,eng ENG,"CM,RW,RM",18-270,90,28,37,75.7,419,92,16,21,76.2,11,12,91.7,1,3,33.3,0,0.1,0.0,1,1,0,0,3,15
467.0,17,2,False,Ryan Manning,3,ie IRL,LB,28-176,89,44,49,89.8,674,169,27,27,100.0,16,17,94.1,1,3,33.3,0,0.0,0.0,0,1,0,0,0,15
462.0,17,2,False,Kamaldeen Sulemana,20,gh GHA,LW,22-296,1,1,2,50.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,15
476.0,17,2,False,Kyle Walker-Peters,2,eng ENG,"RB,CB",27-238,90,56,57,98.2,850,200,33,33,100.0,21,22,95.5,2,2,100.0,0,0.1,0.1,1,2,2,0,7,15
477.0,17,2,False,Nathan Wood-Gordon,15,eng ENG,CB,22-190,90,71,74,95.9,1210,267,30,31,96.8,37,38,97.4,3,4,75.0,0,0.0,0.0,0,3,0,0,2,15
461.0,17,2,False,Taylor Harwood-Bellis,6,eng ENG,CB,22-312,90,83,91,91.2,1693,629,32,34,94.1,35,38,92.1,15,18,83.3,0,0.0,0.0,0,10,0,0,8,15
457.0,17,2,False,James Bree,14,eng ENG,RB,27-057,45,33,37,89.2,521,63,18,19,94.7,13,15,86.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,15
452.0,17,2,False,Joe Aribo,7,ng NGA,"RM,LM",28-139,45,19,22,86.4,259,25,13,13,100.0,5,6,83.3,1,2,50.0,0,0.0,0.0,0,1,0,0,2,15
466.0,17,2,False,Joe Lumley,13,eng ENG,GK,29-296,90,24,38,63.2,465,260,13,14,92.9,8,9,88.9,3,14,21.4,0,0.0,0.0,0,0,0,0,0,15
207.0,7,13,True,Jean-Philippe Mateta,14,fr FRA,FW,27-162,90,9,10,90.0,81,9,5,5,100.0,1,2,50.0,0,0,,0,0.2,0.2,1,0,0,0,0,15
199.0,7,13,True,Eberechi Eze,10,eng ENG,AM,26-161,71,16,24,66.7,219,28,8,11,72.7,5,7,71.4,1,4,25.0,0,0.0,0.0,1,1,0,0,0,15
645.0,7,13,True,Justin Devenny,55,nir NIR,AM,21-057,19,6,10,60.0,113,49,4,4,100.0,0,1,0.0,2,4,50.0,0,0.0,0.1,1,0,1,1,0,15
585.0,7,13,True,Ismaila Sarr,7,sn SEN,AM,26-286,76,12,18,66.7,160,70,9,11,81.8,3,4,75.0,0,0,,0,0.0,0.1,0,0,2,0,5,15
11.0,7,13,True,Eddie Nketiah,9,eng ENG,AM,25-191,14,3,4,75.0,30,6,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,15
206.0,7,13,True,Jefferson Lerma,8,co COL,CM,30-043,90,38,45,84.4,609,165,18,18,100.0,16,17,94.1,3,6,50.0,0,0.0,0.0,0,4,1,0,2,15
203.0,7,13,True,Will Hughes,19,eng ENG,CM,29-234,90,31,41,75.6,501,154,16,17,94.1,13,16,81.3,2,7,28.6,2,0.7,0.3,3,4,0,0,5,15
210.0,7,13,True,Tyrick Mitchell,3,eng ENG,WB,25-097,90,20,31,64.5,236,60,16,18,88.9,3,8,37.5,0,2,0.0,0,0.1,0.1,1,0,0,0,0,15
211.0,7,13,True,Daniel Muñoz,12,co COL,WB,28-195,90,25,34,73.5,356,119,17,18,94.4,8,10,80.0,0,2,0.0,0,0.0,0.0,0,1,1,0,2,15
200.0,7,13,True,Marc Guéhi,6,eng ENG,CB,24-147,90,36,43,83.7,682,346,11,13,84.6,19,21,90.5,4,7,57.1,0,0.0,0.0,0,2,0,0,3,15
650.0,7,13,True,Maxence Lacroix,5,fr FRA,CB,24-245,90,24,29,82.8,545,162,7,7,100.0,12,16,75.0,5,6,83.3,0,0.0,0.0,0,1,0,0,1,15
