player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_completed_passes,short_attempted_passes,short_pass_completion_percentage,medium_completed_passes,medium_attempted_passes,medium_pass_completion_percentage,long_completed_passes,long_attempted_passes,long_pass_completion_percentage,assists,xAG,xA,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,gw
432.0,16,5,True,Anthony Elanga,21,se SWE,"FW,LW",22-280,90,22,32,68.8,323,131,14,18,77.8,8,10,80.0,0,2,0.0,3,1.4,1.0,3,3,1,0,5,24
447.0,16,5,True,Chris Wood,11,nz NZL,FW,33-056,81,8,9,88.9,102,16,4,4,100.0,3,3,100.0,0,0,,0,0.1,0.0,1,0,0,0,1,24
424.0,16,5,True,Taiwo Awoniyi,9,ng NGA,FW,27-173,9,1,2,50.0,8,2,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,1,0,1,24
423.0,16,5,True,Elliot Anderson,8,eng ENG,CM,22-087,81,18,25,72.0,317,109,8,11,72.7,8,11,72.7,2,3,66.7,0,0.1,0.0,2,2,0,0,3,24
442.0,16,5,True,Ibrahim Sangaré,6,ci CIV,CM,27-061,9,4,6,66.7,39,9,3,4,75.0,1,1,100.0,0,1,0.0,1,0.3,0.0,1,2,0,0,1,24
429.0,16,5,True,Danilo,28,br BRA,CM,23-278,64,27,31,87.1,478,225,10,10,100.0,14,15,93.3,2,3,66.7,0,0.0,0.0,0,3,0,0,4,24
431.0,16,5,True,Nicolás Domínguez,16,ar ARG,CM,26-218,26,14,16,87.5,211,36,6,6,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,1,2,1,0,2,24
433.0,16,5,True,Morgan Gibbs-White,10,eng ENG,CM,25-005,71,34,40,85.0,641,209,17,19,89.5,13,16,81.3,4,5,80.0,0,0.1,0.0,1,6,1,0,6,24
596.0,16,5,True,Jota Silva,20,pt POR,RW,25-184,19,6,7,85.7,67,29,2,2,100.0,2,2,100.0,0,0,,0,0.4,0.1,1,0,1,0,1,24
437.0,16,5,True,Neco Williams,7,wls WAL,"WB,LM",23-294,90,23,26,88.5,393,187,9,9,100.0,13,14,92.9,1,2,50.0,0,0.0,0.0,0,5,0,0,4,24
422.0,16,5,True,Ola Aina,34,ng NGA,"WB,RM",28-116,90,31,40,77.5,421,159,15,16,93.8,14,16,87.5,0,0,,0,0.0,0.0,1,2,1,0,4,24
436.0,16,5,True,Murillo,5,br BRA,CB,22-212,71,27,31,87.1,626,323,9,9,100.0,11,11,100.0,7,10,70.0,0,0.2,0.2,1,6,0,0,3,24
425.0,16,5,True,Willy Boly,30,ci CIV,CB,33-364,19,4,5,80.0,70,42,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,24
573.0,16,5,True,Nikola Milenković,31,rs SRB,CB,27-112,90,18,20,90.0,393,101,3,3,100.0,13,15,86.7,2,2,100.0,0,0.0,0.0,0,1,0,0,2,24
653.0,16,5,True,Morato,4,br BRA,CB,23-216,90,26,34,76.5,504,222,7,12,58.3,17,18,94.4,2,3,66.7,0,0.0,0.0,0,0,0,0,1,24
443.0,16,5,True,Matz Sels,26,be BEL,GK,32-341,90,11,28,39.3,376,314,3,3,100.0,1,2,50.0,7,23,30.4,0,0.0,0.0,0,0,0,0,0,24
148.0,5,16,False,Danny Welbeck,18,eng ENG,FW,34-067,72,12,15,80.0,129,15,11,11,100.0,1,1,100.0,0,0,,0,0.1,0.0,1,1,0,0,0,24
123.0,5,16,False,Evan Ferguson,28,ie IRL,FW,20-105,18,8,10,80.0,95,0,6,6,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,24
136.0,5,16,False,Kaoru Mitoma,22,jp JPN,LM,27-257,45,10,13,76.9,123,17,4,6,66.7,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,24
113.0,5,16,False,Simon Adingra,11,ci CIV,LW,23-031,45,6,12,50.0,61,10,4,6,66.7,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0,24
129.0,5,16,False,João Pedro,9,br BRA,CM,23-128,45,16,21,76.2,249,38,10,11,90.9,4,6,66.7,2,3,66.7,0,0.4,0.2,2,1,2,1,1,24
714.0,5,16,False,Diego Gómez,25,py PAR,CM,21-311,45,29,37,78.4,426,79,17,21,81.0,11,12,91.7,1,2,50.0,0,0.0,0.0,0,0,0,0,2,24
618.0,5,16,False,Georginio Rutter,14,fr FRA,"RW,CM",22-287,90,16,20,80.0,263,106,5,8,62.5,10,10,100.0,0,0,,0,0.1,0.1,1,3,1,0,7,24
135.0,5,16,False,Yankuba Minteh,17,gm GAM,RM,20-194,90,26,40,65.0,431,190,17,19,89.5,7,11,63.6,2,6,33.3,0,0.1,0.4,2,1,3,1,5,24
126.0,5,16,False,Jack Hinshelwood,41,eng ENG,DM,19-296,45,29,33,87.9,510,86,12,14,85.7,14,15,93.3,2,3,66.7,0,0.0,0.0,0,2,0,0,2,24
629.0,5,16,False,Matt O'Riley,33,dk DEN,CM,24-072,45,41,51,80.4,650,198,21,22,95.5,16,19,84.2,3,8,37.5,0,0.0,0.0,1,4,1,0,5,24
131.0,5,16,False,Tariq Lamptey,2,gh GHA,"LM,LB",24-124,90,52,60,86.7,777,219,29,31,93.5,20,25,80.0,3,4,75.0,0,0.0,0.1,0,3,1,1,3,24
120.0,5,16,False,Lewis Dunk,5,eng ENG,CB,33-072,90,77,85,90.6,1468,462,24,24,100.0,47,48,97.9,6,12,50.0,0,0.0,0.0,0,6,0,0,8,24
144.0,5,16,False,Jan Paul van Hecke,29,nl NED,CB,24-238,90,73,84,86.9,1531,613,21,23,91.3,41,43,95.3,10,16,62.5,0,0.0,0.1,0,10,2,0,13,24
145.0,5,16,False,Joël Veltman,34,nl NED,"CB,RB",33-017,90,59,66,89.4,1061,248,23,26,88.5,28,31,90.3,6,7,85.7,0,0.0,0.0,0,10,0,0,8,24
146.0,5,16,False,Bart Verbruggen,1,nl NED,GK,22-167,90,23,28,82.1,468,272,8,8,100.0,9,10,90.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,24
218.0,8,11,True,Beto,14,gw GNB,FW,27-001,87,14,20,70.0,143,28,12,14,85.7,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,1,24
224.0,8,11,True,Jack Harrison,11,eng ENG,LW,28-073,3,3,4,75.0,23,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,24
232.0,8,11,True,Iliman Ndiaye,10,sn SEN,"LW,FW",24-332,90,22,32,68.8,273,43,15,19,78.9,7,9,77.8,0,0,,0,0.1,0.1,2,0,2,0,2,24
577.0,8,11,True,Jesper Lindstrøm,29,dk DEN,RW,24-338,74,28,30,93.3,497,119,12,12,100.0,9,10,90.0,4,4,100.0,0,0.0,0.1,0,2,2,0,3,24
238.0,8,11,True,Ashley Young,18,eng ENG,"RW,LB",39-207,16,7,7,100.0,107,17,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,24
217.0,8,11,True,Abdoulaye Doucouré,16,ml MLI,AM,32-031,90,29,36,80.6,420,109,19,20,95.0,5,7,71.4,4,6,66.7,0,0.3,0.1,2,2,2,0,4,24
