player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_completed_passes,short_attempted_passes,short_pass_completion_percentage,medium_completed_passes,medium_attempted_passes,medium_pass_completion_percentage,long_completed_passes,long_attempted_passes,long_pass_completion_percentage,assists,xAG,xA,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,gw
268.0,10,7,True,Liam Delap,19,eng ENG,FW,21-299,78,6,13,46.2,41,4,5,7,71.4,0,3,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,14
260.0,10,7,True,Ali Al Hamadi,16,iq IRQ,FW,22-277,12,2,2,100.0,32,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,14
631.0,10,7,True,Jack Clarke,47,eng ENG,LW,24-010,65,20,24,83.3,339,84,8,9,88.9,11,12,91.7,1,3,33.3,0,0.0,0.0,1,3,0,0,3,14
262.0,10,7,True,Nathan Broadhead,33,wls WAL,LW,26-242,25,7,8,87.5,94,12,5,5,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,14
264.0,10,7,True,Wes Burns,7,wls WAL,RW,30-010,65,9,21,42.9,131,42,4,7,57.1,3,6,50.0,1,1,100.0,0,0.1,0.1,1,1,1,1,0,14
265.0,10,7,True,Conor Chaplin,10,eng ENG,RW,27-291,25,8,9,88.9,131,19,3,3,100.0,5,5,100.0,0,0,,0,0.0,0.0,1,1,1,0,2,14
274.0,10,7,True,Omari Hutchinson,20,eng ENG,AM,21-034,90,19,30,63.3,280,19,6,8,75.0,12,16,75.0,0,3,0.0,0,0.0,0.0,0,1,0,0,2,14
619.0,10,7,True,Jens Cajuste,12,se SWE,DM,25-115,65,29,34,85.3,484,96,12,13,92.3,15,18,83.3,2,3,66.7,0,0.1,0.0,1,3,0,0,4,14
281.0,10,7,True,Jack Taylor,14,ie IRL,DM,26-163,25,17,19,89.5,284,45,7,8,87.5,7,8,87.5,2,2,100.0,0,0.0,0.0,0,1,0,0,1,14
278.0,10,7,True,Sam Morsy,5,eg EGY,DM,33-084,90,57,67,85.1,994,201,22,25,88.0,29,30,96.7,5,9,55.6,0,0.0,0.0,0,3,1,0,4,14
267.0,10,7,True,Leif Davis,3,eng ENG,LB,24-326,90,39,53,73.6,668,275,20,23,87.0,14,21,66.7,4,7,57.1,0,0.3,0.3,3,2,2,2,2,14
270.0,10,7,True,Jacob Greaves,24,eng ENG,CB,24-082,90,65,80,81.3,1215,473,25,30,83.3,33,38,86.8,6,8,75.0,0,0.0,0.0,0,4,0,0,3,14
630.0,10,7,True,Dara O'Shea,26,ie IRL,CB,25-274,90,74,86,86.0,1415,512,23,26,88.5,37,39,94.9,11,15,73.3,0,0.0,0.0,0,3,0,0,1,14
266.0,10,7,True,Harry Clarke,2,eng ENG,RB,23-276,90,63,70,90.0,1152,333,27,28,96.4,26,27,96.3,9,12,75.0,0,0.0,0.0,0,7,0,0,3,14
568.0,10,7,True,Arijanet Muric,1,xk KVX,GK,26-026,90,41,47,87.2,1211,906,10,10,100.0,18,18,100.0,13,19,68.4,0,0.0,0.0,0,5,0,0,0,14
207.0,7,10,False,Jean-Philippe Mateta,14,fr FRA,FW,27-158,90,10,17,58.8,127,38,7,11,63.6,3,4,75.0,0,2,0.0,0,0.2,0.0,2,1,0,0,2,14
199.0,7,10,False,Eberechi Eze,10,eng ENG,AM,26-157,75,32,46,69.6,596,175,10,14,71.4,18,22,81.8,4,10,40.0,1,1.0,0.3,4,2,4,0,6,14
645.0,7,10,False,Justin Devenny,55,nir NIR,AM,21-053,15,6,7,85.7,85,9,3,4,75.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,14
585.0,7,10,False,Ismaila Sarr,7,sn SEN,AM,26-282,89,21,25,84.0,319,76,13,14,92.9,8,11,72.7,0,0,,0,0.0,0.0,1,0,2,0,4,14
11.0,7,10,False,Eddie Nketiah,9,eng ENG,AM,25-187,1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,14
193.0,7,10,False,Cheick Doucouré,28,ml MLI,CM,24-330,45,17,19,89.5,298,32,9,11,81.8,6,6,100.0,2,2,100.0,0,0.0,0.0,0,1,2,0,3,14
206.0,7,10,False,Jefferson Lerma,8,co COL,CM,30-039,45,20,22,90.9,361,156,8,9,88.9,10,11,90.9,2,2,100.0,0,0.0,0.3,0,3,2,0,3,14
203.0,7,10,False,Will Hughes,19,eng ENG,CM,29-230,90,37,44,84.1,682,199,15,17,88.2,19,21,90.5,3,6,50.0,0,0.1,0.0,1,6,0,0,6,14
210.0,7,10,False,Tyrick Mitchell,3,eng ENG,WB,25-093,90,31,36,86.1,498,113,16,18,88.9,15,16,93.8,0,1,0.0,0,0.2,0.1,1,2,0,0,4,14
211.0,7,10,False,Daniel Muñoz,12,co COL,WB,28-191,90,35,46,76.1,551,112,18,19,94.7,15,20,75.0,2,6,33.3,0,0.0,0.0,0,2,0,0,3,14
200.0,7,10,False,Marc Guéhi,6,eng ENG,CB,24-143,90,59,70,84.3,1122,453,23,23,100.0,31,35,88.6,5,12,41.7,0,0.0,0.0,0,7,0,0,3,14
