player_id,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,player_name,games,games_starts,minutes,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
347,25.8,6,0.23,6,0,0,0,0,0,4,0.16,4,0,0,0,0,0,Ederson,26,26,"2,320",0,4,4,0,0,0,4,0,0.0,0.0,1.5,1.5,0,2,0,0.00,0.16,0.16,0.00,0.16,0.00,0.06,0.06,0.00,0.06,0,0,,0.00,0.00,,,,0,,0.0,0.0,811,923,87.9,19885,13212,142,142,100.0,471,479,98.3,194,297,65.3,0.2,+2.5,4,21,1,0,817,106,29,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,11,4,975,689,962,13,0,0,975,0,0,,0,,654,3060,1981,0,0,1,0,616,0,1,0,0,0,1,0,42,4,1,80.0,89,67.8,89,25,0,,4,2.00,49,26,+23,+0.89,+0.48,49.0,28.7,+20.3,+0.79,+0.78,26,26,"2,320",26,1.01,78,53,69.2,16,4,6,10,38.5,2,2,0,0,0.0,0,3,1,30.0,0.37,+5.0,+0.19,72,165,43.6,846,108,17.4,27.9,77,23.4,31.9,224,13,5.8,49,1.90,17.5
269,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,George Edmundson,1,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Odsonne Édouard,4,0,29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,,0.0,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,1,7,2,13,0,2,0,0,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Samuel Edozie,2,0,65,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0.2,-0.1,1,0,3,0,33,0,0,0,0,4,0,0,0,0,0,0,2,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,2,4,4,0,39,0,2,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Ronnie Edwards,1,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,109,0,0,0,,5,5,100.0,0,0,,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,27.8,102,3.67,56,23,5,7,11,0,18,0.65,10,4,1,0,3,0,Anthony Elanga,38,31,"2,501",6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,102,63,229,0.22,0.40,0.61,0.22,0.61,0.16,0.20,0.36,0.16,0.36,44,24,54.5,1.58,0.86,0.14,0.25,17.6,6,0.10,+1.5,+1.5,540,827,65.3,8021,2660,318,387,82.2,150,232,64.7,46,131,35.1,5.1,+5.3,50,32,26,8,697,126,31,3,0,185,6,86,43,39,0,4,24,19,14,8,8,3,5,17,29.4,12,11,1,10,6,25,25,0,1115,29,136,319,679,110,1115,83,25,30.1,39,47.0,600,4509,2544,45,48,79,43,764,0,9,47,18,0,0,0,89,24,37,39.3,66,73.1,76,12,7,22,0,1.71,45,35,+10,+0.36,+0.16,33.9,37.6,-3.6,-0.13,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,4.1,21,5.11,17,3,1,0,0,0,3,0.73,3,0,0,0,0,0,Harvey Elliott,18,2,371,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,0.24,0.49,0.73,0.24,0.73,0.43,0.26,0.69,0.43,0.69,17,4,23.5,4.12,0.97,0.06,0.25,16.9,1,0.10,-0.8,-0.8,240,292,82.2,4164,1016,120,130,92.3,91,108,84.3,22,33,66.7,0.7,+0.9,10,26,6,0,267,22,2,1,3,12,8,6,3,1,0,3,4,5,3,3,1,1,2,8,25.0,6,7,2,5,1,6,3,1,339,5,32,164,144,21,339,9,4,44.4,4,44.4,188,872,408,11,5,5,4,253,0,0,1,1,0,0,0,15,1,2,33.3,21,10.8,79,1,16,13,12,2.06,11,6,+5,+1.21,+0.03,11.2,6.1,+5.1,+1.23,+0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Yunus Emre Konak,10,0,42,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,1,0,0.0,2.14,0.00,0.00,,21.4,0,0.15,-0.2,-0.2,26,36,72.2,458,84,13,16,81.3,9,12,75.0,4,5,80.0,0.0,0.0,0,2,0,0,35,1,0,0,0,0,1,0,0,0,0,0,1,4,4,0,4,0,1,2,50.0,1,2,0,2,0,4,0,0,53,0,9,27,17,0,53,2,0,0.0,2,100.0,17,67,41,1,1,3,3,28,0,3,1,0,0,0,0,2,5,9,35.7,4,1.2,,0,10,4,26,2.20,2,2,0,0.00,-0.24,1.0,1.7,-0.7,-1.56,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,Julio Enciso,12,2,294,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,20,11,55.0,6.12,3.37,0.00,0.00,21.3,1,0.05,-1.0,-1.0,99,150,66.0,1464,392,61,75,81.3,29,40,72.5,5,22,22.7,0.3,-0.2,5,13,4,1,134,16,4,0,1,20,0,12,6,3,0,0,5,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,10,4,7,9,141,0,3,7,0,0,0,0,15,6,5,54.5,25,8.6,67,0,10,16,7,1.50,3,4,-1,-0.31,-0.54,4.5,4.9,-0.5,-0.14,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3.0,6,1.96,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Wataru Endo,20,1,273,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,19,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0,0,,0.00,0.00,,,,0,,0.0,0.0,182,194,93.8,2833,700,91,97,93.8,77,80,96.3,8,8,100.0,0.1,-0.1,2,16,1,0,188,6,2,0,0,1,4,0,0,0,0,0,2,12,8,7,5,0,6,10,60.0,4,8,1,7,6,18,9,0,237,12,65,124,49,3,237,2,2,100.0,0,0.0,110,397,169,3,1,6,3,163,0,15,7,0,0,0,0,14,3,4,42.9,14,8.0,68,0,19,11,17,2.50,4,5,-1,-0.33,-1.65,5.4,4.2,+1.2,+0.39,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,11.8,56,4.74,38,15,0,3,0,0,7,0.59,5,2,0,0,0,0,Christian Eriksen,23,11,"1,061",1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.08,0.17,0.25,0.00,0.17,0.12,0.27,0.39,0.05,0.32,14,1,7.1,1.19,0.08,0.00,0.00,25.8,3,0.04,-0.4,-0.6,590,749,78.8,9936,3131,312,339,92.0,194,242,80.2,62,130,47.7,2.6,-1.2,31,54,13,6,645,102,31,8,8,85,5,62,24,20,5,2,6,19,9,4,12,3,11,27,40.7,16,15,5,10,7,26,8,0,850,26,173,397,284,17,849,4,0,0.0,4,100.0,473,1784,851,14,1,13,5,566,0,8,3,0,0,0,0,62,2,6,25.0,46,31.0,80,5,12,15,12,1.13,17,16,+1,+0.08,+0.50,18.3,18.2,+0.1,+0.01,+0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1.5,8,5.18,6,0,1,0,1,0,3,1.94,1,0,1,0,1,0,Romain Esse,7,1,138,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.30,0.65,1.30,0.21,0.27,0.48,0.21,0.48,1,1,100.0,0.65,0.65,1.00,1.00,2.8,0,0.32,+0.7,+0.7,32,42,76.2,475,202,20,23,87.0,10,14,71.4,2,4,50.0,0.4,+0.6,3,2,1,0,42,0,0,1,0,0,0,0,0,0,0,0,1,9,6,4,3,2,5,5,100.0,0,2,0,2,1,10,2,0,73,1,14,30,29,9,73,6,2,33.3,4,66.7,38,121,49,1,2,6,2,43,0,2,3,0,0,0,0,9,3,2,60.0,20,4.0,80,0,6,10,8,1.57,5,3,+2,+1.30,+1.36,2.6,1.9,+0.7,+0.46,+0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,26.7,58,2.17,39,13,0,2,4,0,4,0.15,3,0,0,0,1,0,Pervis Estupiñán,30,26,"2,402",1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3,0.04,-0.2,-0.2,1338,1610,83.1,20347,6261,782,839,93.2,451,540,83.5,74,158,46.8,2.5,-1.1,26,105,34,18,1370,237,20,0,5,119,180,37,23,9,3,3,28,65,43,33,25,7,34,51,66.7,17,20,5,15,37,102,65,2,1915,89,493,936,506,35,1915,34,19,55.9,13,38.2,1023,5007,2689,61,9,34,27,1144,0,36,20,3,0,0,0,147,46,26,63.9,80,70.2,88,22,4,27,1,1.57,47,44,+3,+0.11,-0.24,42.6,39.6,+3.0,+0.11,+0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1.3,6,4.54,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Daniel Jebbison,16,0,119,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,4,3,16,0.76,0.00,0.76,0.76,0.76,0.75,0.15,0.90,0.75,0.90,5,2,40.0,3.78,1.51,0.20,0.50,10.6,0,0.20,0.0,0.0,33,42,78.6,361,44,21,23,91.3,3,5,60.0,1,2,50.0,0.1,-0.2,3,1,1,0,42,0,0,0,0,3,0,0,0,0,0,0,1,5,3,3,2,0,4,6,66.7,2,2,1,1,1,6,1,0,78,3,10,25,44,14,78,7,4,57.1,3,42.9,44,277,95,2,5,13,5,47,0,2,4,0,0,0,0,10,2,10,16.7,7,3.5,,0,16,7,4,1.25,7,2,+5,+3.78,+3.59,3.5,2.0,+1.5,+1.12,+0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Jake Evans,4,0,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,24,9,1,1,100.0,1,2,50.0,0,0,,0.0,0.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,28.8,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0,Eberechi Eze,34,31,"2,588",8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,100,27,27.0,3.48,0.94,0.07,0.26,21.5,16,0.09,-2.5,-1.9,777,1047,74.2,13226,3540,380,449,84.6,299,365,81.9,77,168,45.8,4.7,+1.8,58,49,39,4,849,180,70,11,6,112,3,62,39,10,0,18,17,39,22,14,16,9,17,36,47.2,19,27,0,27,11,50,10,3,1414,17,193,661,597,95,1412,138,67,48.6,62,44.9,840,5063,2380,48,22,55,45,907,0,13,51,9,0,0,0,146,7,37,15.9,76,75.7,81,13,3,28,0,1.50,39,34,+5,+0.17,+0.71,45.4,34.5,+10.9,+0.38,+0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,12.9,3,0.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Łukasz Fabiański,14,13,"1,160",0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,332,495,67.1,9586,6808,59,59,100.0,159,160,99.4,114,275,41.5,0.0,0.0,0,5,0,0,351,143,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,248,0,2,1,0,0,2,0,5,3,1,75.0,83,33.9,86,12,1,45,21,1.50,17,21,-4,-0.31,+0.17,16.9,22.4,-5.5,-0.43,-0.14,14,13,"1,160",21,1.63,71,50,74.6,6,3,4,2,15.4,3,3,0,0,0.0,1,3,0,22.6,0.29,+1.6,+0.12,77,226,34.1,394,55,41.9,35.5,100,61.0,45.1,220,10,4.5,12,0.93,13.1
291,31.3,17,0.54,15,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Wout Faes,34,30,"2,815",1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.00,0.03,0.03,0.03,0.05,0.00,0.05,0.05,0.05,12,1,8.3,0.38,0.03,0.08,1.00,9.7,0,0.13,-0.5,-0.5,1376,1564,88.0,25369,9014,537,569,94.4,724,763,94.9,110,204,53.9,0.4,-0.1,4,83,6,0,1507,54,27,2,7,5,6,0,0,0,0,3,7,42,26,26,14,2,25,48,52.1,23,48,35,13,26,68,185,4,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,13,2,17,6,1268,0,23,11,1,0,0,0,90,45,36,55.6,83,82.3,90,30,4,29,1,0.71,29,63,-34,-1.09,+0.85,27.7,57.3,-29.6,-0.94,+0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Abdul Fatawu Issahaku,11,6,579,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,13,5,38.5,2.02,0.78,0.00,0.00,31.2,0,0.03,-0.4,-0.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,1.4,+0.4,6,7,7,2,186,11,1,2,2,30,9,1,0,0,0,0,18,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,24,15,18,12,216,0,11,20,2,0,0,0,38,14,13,51.9,53,16.9,86,5,5,12,0,0.91,7,14,-7,-1.09,+0.18,6.8,10.7,-3.9,-0.60,+0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,João Félix,12,3,369,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0.11,-1.2,-1.2,171,199,85.9,2588,663,95,105,90.5,62,68,91.2,10,15,66.7,0.5,0.0,6,22,8,0,193,5,2,2,1,0,3,0,0,0,0,1,5,8,3,2,5,1,5,9,55.6,4,2,0,2,3,11,2,0,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,13,5,6,4,218,0,6,17,1,0,0,0,22,4,5,44.4,31,10.8,75,1,9,16,8,2.25,10,4,+6,+1.46,+1.02,13.8,5.7,+8.1,+1.98,+1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.7,4,2.31,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Evan Ferguson,8,1,156,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.00,0.00,0.00,0.00,0.00,0.32,0.17,0.50,0.32,0.50,5,1,20.0,2.88,0.58,0.00,0.00,17.2,0,0.11,-0.6,-0.6,28,37,75.7,375,21,21,26,80.8,5,7,71.4,1,2,50.0,0.3,-0.3,2,1,0,0,35,1,0,1,1,0,0,0,0,0,0,1,0,3,1,0,1,2,0,0,,0,2,1,1,1,4,1,0,66,1,6,30,31,10,66,5,3,60.0,2,40.0,31,123,41,1,1,8,5,42,0,1,2,0,0,0,0,8,5,10,33.3,20,4.6,45,0,7,16,4,1.13,0,2,-2,-1.15,-0.77,1.9,1.3,+0.6,+0.36,+0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.7,4,1.47,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Evan Ferguson,13,2,246,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,7,2,28.6,2.56,0.73,0.14,0.50,19.2,1,0.08,+0.5,+0.5,43,58,74.1,484,44,31,36,86.1,8,11,72.7,1,4,25.0,0.4,-0.4,3,1,0,0,52,5,0,0,0,0,0,0,0,0,0,1,1,4,3,0,3,1,2,5,40.0,3,3,1,2,0,4,4,0,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,1,2,5,6,52,0,3,1,0,0,0,0,10,4,9,30.8,19,7.2,65,0,11,11,2,0.92,4,7,-3,-1.10,-1.38,2.9,4.8,-1.9,-0.71,-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,33.5,193,5.76,136,37,5,6,7,2,13,0.39,10,2,0,1,0,0,Bruno Fernandes,36,35,"3,018",8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.30,0.54,0.15,0.45,0.30,0.25,0.55,0.23,0.48,93,26,28.0,2.77,0.78,0.05,0.19,22.6,12,0.08,-1.9,-2.6,1707,2242,76.1,30541,10698,802,919,87.3,629,769,81.8,223,405,55.1,8.0,+1.5,91,214,85,11,1988,237,98,31,22,186,19,91,44,22,5,17,55,84,50,27,38,19,34,85,40.0,51,35,6,29,26,110,35,3,2649,62,428,1263,983,80,2646,67,28,41.8,33,49.3,1542,7244,3866,65,14,43,43,1853,1,32,40,2,0,0,0,213,22,28,44.0,84,88.2,85,28,1,32,1,1.17,41,43,-2,-0.06,+1.73,48.5,45.2,+3.2,+0.10,+1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,32.3,78,2.41,44,14,6,6,6,2,7,0.22,4,2,0,0,0,1,Mateus Fernandes,36,34,"2,909",2,4,6,2,0,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,42,14,33.3,1.30,0.43,0.05,0.14,18.7,4,0.10,-2.0,-2.0,1087,1361,79.9,18406,4369,510,580,87.9,415,483,85.9,110,196,56.1,3.6,+1.0,34,98,27,6,1184,175,61,9,10,113,10,54,39,14,0,2,36,89,48,45,28,16,33,72,45.8,39,43,8,35,28,117,35,7,1760,72,385,867,547,49,1760,109,49,45.0,49,45.0,897,5736,3143,70,9,58,36,1077,0,46,55,4,0,0,0,179,15,9,62.5,81,85.1,84,19,2,30,0,0.33,25,66,-41,-1.27,+2.08,27.4,69.2,-41.7,-1.29,+0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,32.7,147,4.49,116,16,2,4,4,5,16,0.49,13,2,0,1,0,0,Enzo Fernández,36,32,"2,947",6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.40,0.18,0.40,0.19,0.21,0.39,0.19,0.39,53,20,37.7,1.62,0.61,0.11,0.30,18.1,2,0.11,-0.1,-0.1,1518,1900,79.9,26776,7512,700,789,88.7,626,737,84.9,157,273,57.5,6.2,+0.2,77,167,41,7,1757,134,53,14,26,109,4,74,44,12,1,9,46,65,33,17,30,18,31,84,36.9,53,43,7,36,13,78,23,4,2210,37,346,1129,751,81,2210,55,26,47.3,21,38.2,1211,5652,2735,55,9,29,28,1622,0,52,54,2,0,0,0,156,14,29,32.6,82,86.2,89,26,4,25,0,1.75,56,37,+19,+0.58,+0.20,57.7,38.1,+19.6,+0.60,+0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,36.4,10,0.27,6,4,0,0,0,0,2,0.05,0,2,0,0,0,0,Mark Flekken,37,37,"3,275",0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,0,0,,0.00,0.00,,,,0,,0.0,0.0,1254,1717,73.0,37000,25308,154,157,98.1,678,695,97.6,422,858,49.2,0.1,+1.5,3,50,2,0,1367,343,131,0,5,0,0,0,0,0,0,7,0,4,4,4,0,0,3,9,33.3,6,2,0,2,0,4,26,4,1824,1436,1777,52,0,0,1824,1,1,100.0,0,0.0,1122,5725,3253,0,0,3,0,1015,0,0,3,0,0,0,0,39,4,0,100.0,89,95.8,89,36,0,,0,1.51,66,55,+11,+0.30,+1.54,55.9,54.0,+1.9,+0.05,-0.97,37,37,"3,275",55,1.51,203,150,73.4,16,8,13,7,18.9,1,1,0,0,0.0,0,2,2,52.7,0.26,-0.3,-0.01,249,659,37.8,1498,122,33.7,34.4,212,72.6,54.8,581,46,7.9,34,0.93,11.5
348,19.7,88,4.46,58,18,3,6,3,0,9,0.46,5,1,0,3,0,0,Phil Foden,28,20,"1,777",7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.35,0.10,0.46,0.35,0.46,0.26,0.24,0.50,0.26,0.50,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0.10,+1.8,+1.8,791,941,84.1,12385,2615,469,516,90.9,242,271,89.3,67,112,59.8,5.3,-2.8,43,41,39,6,854,83,21,7,2,80,5,46,30,8,1,4,26,13,5,5,4,4,7,18,38.9,11,13,1,12,9,22,7,1,1139,13,85,382,681,83,1139,43,14,32.6,23,53.5,722,3720,1782,30,17,36,31,894,0,5,34,3,0,0,0,61,3,9,25.0,63,52.0,81,10,8,20,5,1.54,30,24,+6,+0.30,-0.90,31.2,28.8,+2.4,+0.12,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
