player_id,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,player_name,games,games_starts,minutes,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
128,10.7,14,1.31,12,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Igor,13,10,961,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,1,0,0.0,0.09,0.00,0.00,,14.1,0,0.05,0.0,0.0,671,730,91.9,12145,3851,262,271,96.7,364,384,94.8,42,59,71.2,0.3,-0.2,2,39,2,1,680,48,12,3,4,4,11,0,0,0,0,2,5,5,5,2,2,1,4,10,40.0,6,24,14,10,4,9,39,1,816,109,385,381,54,1,816,6,5,83.3,1,16.7,530,2962,1837,14,0,1,0,606,0,9,6,0,0,0,0,42,8,6,57.1,74,28.1,84,8,3,39,10,1.54,17,17,0,0.00,-0.26,14.9,17.4,-2.5,-0.23,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,3.2,12,3.80,7,0,1,3,1,0,2,0.63,0,0,0,1,1,0,Danny Ings,15,1,284,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,14,5,35.7,4.44,1.58,0.07,0.20,15.5,0,0.16,-1.3,-1.3,63,92,68.5,830,126,41,49,83.7,19,29,65.5,1,5,20.0,0.1,+0.7,6,4,1,0,86,5,0,1,0,3,0,0,0,0,0,1,4,4,2,2,2,0,1,3,33.3,2,5,0,5,1,5,4,0,139,2,15,51,73,27,139,7,4,57.1,2,28.6,63,324,118,0,2,6,6,96,0,0,2,0,1,0,0,9,8,10,44.4,19,8.3,45,0,14,17,15,1.07,4,4,0,0.00,+0.46,8.0,4.7,+3.3,+1.05,+1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,6.4,10,1.57,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0,Tim Iroegbunam,18,5,574,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,5,0,0.0,0.78,0.00,0.00,,22.5,0,0.05,-0.2,-0.2,115,158,72.8,1921,621,54,73,74.0,42,50,84.0,14,20,70.0,0.1,+0.8,3,10,1,0,156,0,0,0,0,1,0,0,0,0,0,2,5,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1,269,24,89,127,60,12,269,20,8,40.0,8,40.0,127,744,379,10,2,11,18,113,0,15,12,0,0,0,0,51,11,4,73.3,32,16.8,83,3,13,12,4,1.00,9,16,-7,-1.10,-1.26,7.7,12.3,-4.7,-0.73,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1.8,5,2.68,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Andy Irving,10,1,166,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,4,2,50.0,2.17,1.08,0.00,0.00,26.2,0,0.03,-0.1,-0.1,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0.1,-0.2,1,14,1,1,120,2,2,1,0,2,0,0,0,0,0,2,1,7,4,3,3,1,1,5,20.0,4,5,1,4,1,8,5,0,150,7,37,89,24,0,150,1,1,100.0,0,0.0,73,305,137,1,0,1,3,104,0,6,1,0,0,0,0,10,1,1,50.0,17,4.9,76,0,9,10,15,1.10,1,4,-3,-1.63,-1.27,2.4,4.3,-1.9,-1.03,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,30.6,92,3.01,70,1,8,9,2,2,14,0.46,11,0,1,0,1,1,Alexander Isak,34,34,"2,756",23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,0.75,0.20,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.70,95,41,43.2,3.10,1.34,0.20,0.46,14.5,3,0.18,+2.7,+1.8,519,689,75.3,7434,1644,306,364,84.1,163,207,78.7,26,42,61.9,3.6,+1.7,41,35,31,1,606,77,0,6,3,16,9,3,0,0,0,6,24,12,5,2,3,7,5,15,33.3,10,18,2,16,3,15,17,1,1025,20,57,386,596,189,1021,91,42,46.2,47,51.6,615,3723,1861,42,43,66,55,740,0,27,14,20,1,0,0,55,26,55,32.1,81,80.6,81,15,0,,0,1.88,62,41,+21,+0.69,+0.69,55.0,36.3,+18.7,+0.61,+0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,33.1,122,3.68,106,0,8,6,2,0,16,0.48,13,0,2,1,0,0,Alex Iwobi,38,35,"2,981",9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,68,29,42.6,2.05,0.88,0.13,0.31,18.3,0,0.07,+4.3,+4.3,1150,1532,75.1,19530,5723,582,671,86.7,448,574,78.0,98,184,53.3,7.0,-1.0,59,115,86,19,1487,39,7,15,21,126,24,2,0,1,0,6,52,44,25,14,21,9,22,34,64.7,12,26,1,25,14,58,29,1,1861,33,244,748,895,116,1861,97,48,49.5,42,43.3,1312,8012,4367,105,37,62,40,1447,0,19,18,5,0,0,0,140,7,31,18.4,78,87.2,83,14,3,26,0,1.42,40,45,-5,-0.15,-1.18,39.3,37.5,+1.8,+0.05,+0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,24.7,69,2.80,42,0,9,7,9,2,10,0.41,7,0,2,1,0,0,Nicolas Jackson,30,28,"2,220",10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.20,0.61,0.41,0.61,0.50,0.17,0.67,0.50,0.67,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0.16,-2.3,-2.3,303,399,75.9,4088,884,182,223,81.6,92,118,78.0,9,15,60.0,1.9,+0.7,28,22,10,1,385,12,1,1,0,3,4,0,0,0,0,2,15,22,13,6,7,9,5,10,50.0,5,15,2,13,3,25,15,0,687,19,50,285,361,141,687,61,18,29.5,32,52.5,417,2510,1316,25,32,71,41,514,0,35,29,23,0,0,0,48,21,36,36.8,74,64.9,76,5,2,41,1,1.80,42,23,+19,+0.77,+0.62,43.0,28.4,+14.5,+0.59,+0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,11.8,18,1.52,11,5,1,1,0,0,3,0.25,1,0,1,1,0,0,Reece James,19,12,"1,063",1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.10,0.04,0.10,11,3,27.3,0.93,0.25,0.09,0.33,23.2,3,0.04,+0.6,+0.6,717,854,84.0,12618,4375,333,357,93.3,317,355,89.3,57,116,49.1,1.2,+0.3,11,80,5,1,731,119,36,4,2,43,64,19,11,5,1,4,10,10,9,6,3,1,3,9,33.3,6,14,6,8,13,23,23,4,952,43,267,516,176,7,952,17,7,41.2,6,35.3,486,1877,822,4,1,7,9,607,0,8,11,0,0,0,0,66,23,9,71.9,56,31.1,76,5,7,22,4,1.63,13,14,-1,-0.08,-0.92,16.6,15.9,+0.8,+0.06,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,25.0,32,1.28,31,1,0,0,0,0,3,0.12,3,0,0,0,0,0,Vitaly Janelt,32,27,"2,254",1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,14,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0.06,+0.2,+0.2,872,1057,82.5,14466,4279,443,489,90.6,344,403,85.4,66,118,55.9,2.4,+0.8,14,78,23,7,1033,18,12,3,6,30,6,0,0,0,0,6,16,38,22,14,13,11,21,36,58.3,15,33,9,24,27,65,53,1,1289,118,418,574,306,32,1289,12,3,25.0,7,58.3,651,3005,1278,18,3,16,10,814,0,24,15,1,0,0,2,107,19,11,63.3,70,65.9,79,10,5,25,0,1.34,38,38,0,0.00,-0.69,35.5,36.9,-1.4,-0.05,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Vitezslav Jaros,1,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0.0,0.0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,12,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,0,0,0,0.0,0.03,0.0,+0.25,5,7,71.4,7,2,85.7,50.9,1,100.0,59.0,2,0,0.0,0,0.00,11.0
95,9.6,41,4.28,29,11,1,0,0,0,5,0.52,2,2,1,0,0,0,Mathias Jensen,24,8,862,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.00,0.21,0.21,0.00,0.21,0.03,0.17,0.20,0.03,0.20,6,1,16.7,0.63,0.10,0.00,0.00,23.1,0,0.04,-0.2,-0.2,363,486,74.7,6736,2465,170,193,88.1,133,172,77.3,49,90,54.4,1.7,+0.3,16,42,19,3,404,78,15,2,5,33,44,14,11,0,0,4,7,14,10,6,6,2,8,16,50.0,8,15,4,11,8,22,13,2,573,27,126,243,207,9,573,17,9,52.9,6,35.3,300,1296,598,12,0,9,7,350,0,7,10,0,0,0,0,48,8,5,61.5,36,25.2,73,2,16,17,0,1.71,20,17,+3,+0.31,+0.10,17.3,16.0,+1.3,+0.14,+0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.8,18,2.66,10,0,1,5,1,1,4,0.59,1,0,0,3,0,0,Gabriel Jesus,17,6,608,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,20,7,35.0,2.96,1.04,0.15,0.43,11.1,0,0.15,0.0,0.0,156,203,76.8,2030,378,103,128,80.5,41,47,87.2,4,6,66.7,0.5,-0.7,8,10,9,1,197,3,0,1,0,7,3,0,0,0,0,3,12,10,6,4,3,3,4,9,44.4,5,10,1,9,4,14,8,0,299,9,28,108,165,48,299,22,9,40.9,10,45.5,179,953,432,6,11,13,13,217,0,14,10,9,0,0,0,28,9,18,33.3,36,17.8,81,2,11,11,1,1.94,15,5,+10,+1.48,+0.68,11.4,5.7,+5.7,+0.85,+0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,27.7,66,2.38,48,1,2,9,5,1,7,0.25,4,0,0,1,1,1,Raúl Jiménez,38,30,"2,494",12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,93,30,32.3,3.36,1.08,0.10,0.30,14.5,1,0.10,0.0,-0.6,458,643,71.2,6916,1618,265,326,81.3,138,188,73.4,33,55,60.0,2.1,-0.3,24,41,14,3,635,7,3,3,5,23,4,0,0,0,0,1,28,35,24,9,17,9,8,22,36.4,14,21,5,16,10,45,23,3,999,35,120,431,464,165,996,50,21,42.0,26,52.0,549,2557,1112,24,17,74,45,734,0,39,41,15,1,0,0,80,91,99,47.9,66,72.9,78,9,8,18,0,1.42,31,37,-6,-0.22,-0.80,34.4,33.0,+1.4,+0.05,+0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Kim Jisoo,3,0,30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,28,89.3,552,202,8,9,88.9,11,12,91.7,6,7,85.7,0.0,0.0,0,1,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,30,1,15,12,3,0,30,0,0,,0,,15,57,22,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,21.6,72,3.32,56,0,3,2,10,1,9,0.42,6,0,0,0,3,0,João Pedro,27,23,"1,948",10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,0.12,+1.1,0.0,482,661,72.9,6847,1766,300,381,78.7,133,177,75.1,29,44,65.9,3.1,+1.0,30,42,36,5,631,26,5,10,3,22,9,4,0,0,0,4,20,16,12,6,6,4,4,11,36.4,7,12,0,12,9,25,12,0,940,12,60,387,508,122,935,86,29,33.7,47,54.7,616,3821,1821,39,30,72,38,732,0,26,46,2,3,1,0,59,41,43,48.8,72,57.0,81,12,4,23,0,1.48,33,27,+6,+0.28,+0.22,36.3,25.7,+10.6,+0.49,+0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,26.6,61,2.29,46,2,1,5,1,6,9,0.34,7,0,0,1,0,1,Joelinton,29,29,"2,393",4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,45,13,28.9,1.69,0.49,0.09,0.31,14.0,0,0.09,+0.1,+0.1,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60.0,2.3,+0.5,23,80,17,2,1014,26,11,7,2,16,14,0,0,0,0,3,23,57,35,23,23,11,25,44,56.8,19,37,7,30,23,80,47,2,1360,67,256,670,448,83,1360,46,15,32.6,28,60.9,729,3598,1786,26,9,39,53,934,0,58,35,7,0,0,0,149,59,46,56.2,83,70.0,83,18,0,,0,1.83,51,32,+19,+0.71,+0.54,46.4,31.5,+14.9,+0.56,+0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,15.0,24,1.60,12,9,0,1,2,0,5,0.33,4,0,0,1,0,0,Ben Johnson,23,14,"1,354",1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.20,0.07,0.20,0.07,0.09,0.16,0.07,0.16,7,3,42.9,0.47,0.20,0.14,0.33,12.6,0,0.15,-0.1,-0.1,298,416,71.6,4835,2045,170,197,86.3,101,135,74.8,24,49,49.0,0.9,+0.7,12,22,3,2,333,82,11,2,4,37,58,13,11,1,0,1,23,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1,626,60,246,220,163,12,626,24,8,33.3,14,58.3,259,1503,585,12,3,23,17,292,1,27,6,1,0,0,0,57,19,18,51.4,59,39.6,85,10,9,19,9,0.74,17,36,-19,-1.26,-0.09,12.8,36.7,-23.9,-1.59,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,24.2,46,1.90,30,0,6,4,5,1,7,0.29,5,0,1,0,1,0,Brennan Johnson,33,24,"2,177",11,3,14,11,0,0,5,0,10.4,10.4,2.3,12.7,60,71,197,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,54,20,37.0,2.23,0.83,0.20,0.55,11.4,0,0.19,+0.6,+0.6,449,638,70.4,5932,1611,274,341,80.4,144,191,75.4,11,34,32.4,2.0,+0.7,19,25,35,6,624,12,0,0,1,53,12,0,0,0,0,2,41,39,26,9,20,10,16,34,47.1,18,25,3,22,4,43,14,0,853,18,98,292,475,125,853,44,19,43.2,22,50.0,544,2939,1460,23,35,26,17,626,0,27,26,12,2,0,0,63,7,20,25.9,66,63.7,79,14,9,31,2,1.03,40,38,+2,+0.08,+0.30,39.5,38.8,+0.7,+0.03,+0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,29.0,5,0.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,José Sá,29,29,"2,609",0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0,0,,0.00,0.00,,,,0,,0.0,0.0,592,924,64.1,15334,10381,120,121,99.2,325,335,97.0,143,460,31.1,0.0,-0.2,3,22,1,0,706,215,65,1,0,0,0,0,0,0,0,3,1,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,15,1,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,1,0,485,0,4,9,0,0,4,0,37,11,1,91.7,90,76.3,90,28,0,,4,1.31,42,48,-6,-0.21,+0.79,35.2,42.0,-6.8,-0.23,+0.62,29,29,"2,609",48,1.66,117,69,63.2,11,5,13,7,24.1,7,5,2,0,28.6,1,6,2,42.8,0.33,-3.2,-0.11,94,382,24.6,771,121,39.3,35.2,150,52.7,41.5,432,32,7.4,43,1.48,15.5
324,19.0,52,2.74,45,1,0,4,2,0,8,0.42,5,1,0,1,1,0,Curtis Jones,33,19,"1,712",3,3,6,3,0,0,3,1,4.3,4.3,1.1,5.4,30,117,79,0.16,0.16,0.32,0.16,0.32,0.23,0.06,0.29,0.23,0.29,34,13,38.2,1.79,0.68,0.09,0.23,17.1,0,0.13,-1.3,-1.3,1021,1097,93.1,15072,3158,584,605,96.5,373,404,92.3,40,53,75.5,1.6,+1.9,22,84,19,1,1037,58,11,2,2,8,28,1,0,0,0,2,10,39,22,6,23,10,17,27,63.0,10,22,9,13,7,46,10,3,1288,41,220,683,393,58,1288,22,12,54.5,8,36.4,789,3889,1892,23,8,26,36,967,1,18,25,1,1,0,0,97,14,13,51.9,52,50.1,76,6,14,19,1,2.09,38,27,+11,+0.58,-1.21,34.6,23.4,+11.1,+0.59,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,7.8,12,1.54,10,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Jorginho,15,9,704,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,2,0,0.0,0.26,0.00,0.00,,23.2,0,0.03,-0.1,-0.1,411,474,86.7,6468,1609,215,235,91.5,168,190,88.4,21,36,58.3,0.6,-0.4,3,44,10,0,466,8,7,4,1,1,0,0,0,0,0,0,5,12,4,1,7,4,8,20,40.0,12,3,0,3,7,19,2,2,522,9,93,304,131,3,522,4,1,25.0,2,50.0,302,1498,874,13,0,12,9,389,0,15,17,0,0,0,0,55,1,6,14.3,47,20.6,72,3,6,9,19,2.00,14,7,+7,+0.89,-0.03,13.5,6.0,+7.5,+0.97,+0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,32.4,33,1.02,21,2,1,4,5,0,2,0.06,2,0,0,0,0,0,James Justin,36,34,"2,912",2,2,4,2,0,0,6,0,1.5,1.5,0.8,2.3,39,91,96,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,25,6,24.0,0.77,0.19,0.08,0.33,16.2,2,0.06,+0.5,+0.5,1205,1541,78.2,18606,5922,625,718,87.0,497,586,84.8,48,136,35.3,0.8,+1.2,14,76,23,8,1268,270,22,1,2,57,248,0,0,0,0,3,40,58,37,29,23,6,32,55,58.2,23,48,17,31,46,104,141,3,1948,151,692,881,387,38,1948,30,9,30.0,13,43.3,866,3649,1788,27,4,31,15,1077,0,29,44,2,0,0,0,88,69,55,55.6,81,85.1,84,23,2,27,1,0.67,31,68,-37,-1.14,+0.63,28.3,62.4,-34.1,-1.05,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Filip Jørgensen,6,6,540,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0.0,0.0,0,1,0,0,169,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,202,174,201,1,0,0,202,0,0,,0,,145,676,423,0,0,0,0,139,0,1,1,0,0,1,0,5,0,0,,90,15.8,90,6,0,,31,1.50,12,9,+3,+0.50,-0.06,14.0,8.8,+5.2,+0.86,+0.39,6,6,540,9,1.50,28,19,71.4,3,0,3,1,16.7,1,1,0,0,0.0,0,1,0,9.3,0.30,+0.3,+0.04,7,33,21.2,171,19,18.1,24.1,18,11.1,17.5,53,2,3.8,2,0.33,13.2
628,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,Ferdi Kadioglu,6,5,385,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,4,1,25.0,0.94,0.23,0.25,1.00,15.1,0,0.11,+0.6,+0.6,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0.3,-0.2,5,10,9,4,157,17,2,1,0,9,15,0,0,0,0,1,1,10,6,4,5,1,6,15,40.0,9,2,2,0,8,18,17,0,231,13,71,91,72,9,231,7,3,42.9,3,42.9,124,479,183,0,0,6,2,144,0,5,3,1,0,0,0,14,3,1,75.0,64,11.3,72,1,1,23,1,1.33,5,8,-3,-0.70,-1.00,5.2,9.3,-4.1,-0.96,-1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,17.4,52,2.99,37,6,1,3,2,3,3,0.17,2,1,0,0,0,0,Daichi Kamada,34,15,"1,564",0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,89,56,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17,20,4,20.0,1.15,0.23,0.00,0.00,20.3,0,0.05,-1.1,-1.1,603,752,80.2,9772,2644,317,360,88.1,233,280,83.2,38,62,61.3,1.6,-1.9,20,48,14,3,720,31,11,4,5,31,2,16,11,1,0,1,18,47,29,19,24,4,14,41,34.1,27,22,5,17,18,65,14,0,937,19,208,496,240,32,937,19,7,36.8,9,47.4,485,2295,1121,19,6,16,20,600,0,28,21,2,0,0,0,89,4,13,23.5,46,45.7,81,7,19,18,1,1.38,25,26,-1,-0.06,-0.11,27.7,24.7,+3.1,+0.18,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,19.2,27,1.41,20,1,1,2,1,2,2,0.10,2,0,0,0,0,0,Boubacar Kamara,26,20,"1,726",1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,19,85,7,0.05,0.00,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,10,3,30.0,0.52,0.16,0.10,0.33,19.6,0,0.08,+0.2,+0.2,825,931,88.6,13054,4037,421,454,92.7,357,390,91.5,34,62,54.8,0.8,-0.9,11,91,10,0,904,27,25,5,0,1,0,0,0,0,0,0,8,50,21,28,18,4,29,56,51.8,27,19,7,12,19,69,51,3,1113,95,344,637,141,12,1113,27,9,33.3,9,33.3,591,2976,1370,13,2,12,17,754,0,30,35,0,0,0,0,87,21,26,44.7,66,50.5,81,12,6,16,1,1.69,28,22,+6,+0.31,+0.26,25.3,22.9,+2.5,+0.13,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
