web_name,gw,npxgi,player_id
Ward,6,0.0,215
Walton,6,0.0,283
Slicker,6,0.0,280
Bryan,6,0.0,483
Luongo,6,0.0,277
Ladapo,6,0.0,276
Humphreys,6,0.0,273
Harness,6,0.0,271
Edmundson,6,0.0,269
Højbjerg,6,0.0,490
Aarons,6,0.0,59
Forster,6,0.0,488
E.Royal,6,0.0,487
Devine,6,0.0,485
Ndaba,6,0.0,279
Bayindir,6,0.0,367
Rodrigo,6,0.0,360
Ortega Moreno,6,0.0,358
João Cancelo,6,0.0,353
Targett,6,0.0,416
Ruddy,6,0.0,414
Pope,6,0.0,413
Bowler,6,0.0,426
Panzo,6,0.0,441
C.Miguel,6,0.0,427
Da Silva Moreira,6,0.0,428
Lindelof,6,0.0,376
Heaton,6,0.0,374
Hannibal,6,0.0,373
O.Richards,6,0.0,438
Mighten,6,0.0,435
Dennis,6,0.0,599
Danilo,6,0.0,429
Pellistri,6,0.0,384
Charles,6,0.0,458
Sels,6,0.0,443
Bazunu,6,0.0,454
Toffolo,6,0.0,444
J.Alvarez,6,0.0,352
Austin,6,0.0,479
A.Phillips,6,0.0,478
Turner,6,0.0,445
Ui-jo,6,0.0,446
McCarthy,6,0.0,469
Kelleher,6,0.0,325
Lumley,6,0.0,466
Lis,6,0.0,465
Worrall,6,0.0,448
Stolarczyk,6,0.0,304
Souttar,6,0.0,303
Ricardo,6,0.0,302
Marcal,6,0.0,297
Iversen,6,0.0,294
Hermansen,6,0.0,293
Golding,6,0.0,292
Mara,6,0.0,468
Gallagher,6,0.0,169
Deivid,6,0.0,165
D.D.Fofana,6,0.0,164
Chukwuemeka,6,0.0,161
Van Nistelrooy,6,,754
Ahamada,6,0.0,190
Sánchez,6,0.0,185
Sinisalo,6,0.0,55
Petrović,6,0.0,183
Marc Guiu,6,0.0,178
M.Sarr,6,0.0,176
Lukaku,6,0.0,175
Kellyman,6,0.0,173
Kalajdžić,6,0.0,555
Maresca,6,,740
Hoever,6,0.0,552
Hodge,6,0.0,551
H.Bueno,6,0.0,549
Hürzeler,6,,739
B.Badiashile,6,0.0,153
Clarke,6,,801
Ângelo,6,0.0,151
Andrey Santos,6,0.0,150
Nuno,6,,747
Rusk,6,,748
J.Araujo,6,0.0,592
Postecoglou,6,,749
Potter,6,,750
Gilchrist,6,0.0,170
J.Cuenca,6,0.0,586
Jørgensen,6,0.0,581
Peart-Harris,6,0.0,103
Onyeka,6,0.0,102
Mee,6,0.0,100
Frank,6,,752
Alves,6,0.0,606
Silva,6,,753
Trevitt,6,0.0,602
Moran,6,0.0,601
Pereira,6,,751
Amorim,6,,745
Areola,6,0.0,513
Stansfield,6,0.0,256
Ream,6,0.0,253
Chadi Riad,6,0.0,195
Cundle,6,0.0,540
Chiwome,6,0.0,539
Chirewa,6,0.0,538
Chiquinho,6,0.0,537
Gonzalez,6,0.0,547
B.Traore,6,0.0,534
Zouma,6,0.0,532
Ozoh,6,0.0,212
Matthews,6,0.0,209
Howe,6,,746
Johnstone,6,0.0,204
Holding,6,0.0,202
Nedeljkovic,6,0.0,50
Olsen,6,0.0,51
Ebiowei,6,0.0,197
Bentley,6,0.0,536
Fábio Silva,6,0.0,545
Mazilu,6,0.0,133
Kozlowski,6,0.0,130
Wiley,6,0.0,575
Pivas,6,0.0,574
Muric,6,0.0,568
Podence,6,0.0,562
Glasner,6,,741
Earthy,6,0.0,519
Moyes,6,,742
Benda,6,0.0,242
Slot,6,,744
Maupay,6,0.0,229
J.Virginia,6,0.0,227
N.Aguerd,6,0.0,529
Foderingham,6,0.0,522
Fabianski,6,0.0,521
M.Salah,7,0.2,328
Haaland,7,0.5,351
Palmer,7,1.0,182
Isak,7,0.0,401
Wissa,7,0.0,110
I.Sarr,7,0.1,585
Watkins,7,0.1,58
N.Jackson,7,0.5,180
Luis Díaz,7,0.1,327
Cunha,7,0.6,541
Semenyo,7,0.3,78
B.Fernandes,7,0.0,366
Mbeumo,7,0.5,99
Eze,7,0.4,199
J.Murphy,7,0.1,402
Szoboszlai,7,0.0,336
O.Dango,7,0.7,74
Rogers,7,0.1,54
Trossard,7,0.2,23
Mitoma,7,0.9,136
Mateta,7,0.3,207
Saka,7,1.6,17
Bowen,7,1.0,514
Solanke,7,0.5,82
Enzo,7,0.2,168
Son,7,0.0,503
Madueke,7,0.5,177
Wood,7,0.2,447
Havertz,7,1.4,4
De Bruyne,7,0.0,345
Johnson,7,0.8,275
Evanilson,7,0.1,617
Raúl,7,1.7,252
Strand Larsen,7,0.2,566
Savinho,7,0.0,571
Vardy,7,0.3,306
Martinelli,7,0.5,9
Schade,7,0.6,106
Garnacho,7,0.1,372
Gordon,7,0.2,398
Iwobi,7,0.5,247
Damsgaard,7,1.1,89
Kulusevski,7,0.2,492
Barnes,7,0.0,392
João Pedro,7,0.0,129
Gakpo,7,0.5,321
Gibbs-White,7,0.1,433
Kluivert,7,0.1,71
Foden,7,0.3,348
Rice,7,0.4,16
Welbeck,7,1.2,148
Muñoz,7,0.0,211
Elanga,7,0.0,432
Delap,7,0.2,268
Bruno G.,7,0.3,394
Tielemans,7,0.1,57
Ødegaard,7,0.0,13
Maddison,7,0.2,494
Kudus,7,1.1,525
Diogo J.,7,0.8,317
Neto,7,0.0,73
Minteh,7,0.3,135
Amad,7,0.0,364
Tavernier,7,0.2,83
Alexander-Arnold,7,0.5,311
Adama,7,1.1,239
Bernardo,7,0.7,342
Rashford,7,0.2,385
Aït-Nouri,7,0.3,533
Merino,7,0.1,633
Mac Allister,7,0.0,329
Georginio,7,0.2,618
Andreas,7,0.7,240
Harrison,7,0.0,224
Nketiah,7,0.1,11
Mitchell,7,0.0,210
Beto,7,0.0,218
Calvert-Lewin,7,0.2,220
Nkunku,7,0.6,181
Marmoush,7,,755
Souček,7,0.3,530
Darwin,7,0.0,316
Muniz,7,0.3,251
Buonanotte,7,0.6,117
M.Fernandes,7,0.2,623
Zirkzee,7,0.0,389
L.Paquetá,7,1.3,527
Højlund,7,0.0,375
Joelinton,7,0.7,403
Pedro Porro,7,0.1,495
Smith Rowe,7,0.0,19
Robertson,7,0.0,335
Gvardiol,7,0.1,350
El Khannouss,7,0.0,635
Doku,7,0.1,346
McGinn,7,0.0,48
A.Doucoure,7,0.1,217
Hutchinson,7,0.0,274
Tonali,7,0.2,417
Lewis-Potter,7,0.6,98
Gündogan,7,0.5,625
Davis,7,0.4,267
Ndiaye,7,0.0,232
Kovačić,7,0.3,354
Cook,7,0.5,64
Digne,7,0.0,36
Ayari,7,0.0,600
P.M.Sarr,7,0.0,499
McNeil,7,0.2,230
Christie,7,0.1,63
Sancho,7,0.2,386
Jones,7,0.0,324
Hudson-Odoi,7,0.2,434
Jota Silva,7,0.0,596
Adingra,7,0.0,113
Duran,7,0.0,38
Matheus N.,7,0.0,356
Anderson,7,0.1,423
Sarabia,7,0.0,565
Wilson,7,0.0,259
Richarlison,7,0.0,497
Wan-Bissaka,7,0.1,388
Robinson,7,0.1,255
Munetsi,7,,770
Nørgaard,7,0.3,101
Archer,7,0.1,27
Mavididi,7,0.0,298
Hall,7,0.1,399
Cucurella,7,0.0,163
Kerkez,7,0.0,70
Bellegarde,7,0.0,535
Collins,7,0.7,88
Tarkowski,7,0.0,236
Lacroix,7,0.1,650
Dalot,7,0.0,369
Hughes,7,0.0,203
Baleba,7,0.0,115
Thomas,7,0.1,20
Milenković,7,0.2,573
N.Williams,7,0.2,437
Lindstrøm,7,0.0,577
Onuachu,7,0.0,470
Dibling,7,0.1,608
Chalobah,7,0.2,159
Gravenberch,7,0.3,323
Aribo,7,0.0,452
O'Riley,7,0.0,629
Brooks,7,0.3,62
Wharton,7,0.0,216
Enciso,7,0.0,121
Ndidi,7,0.0,300
Armstrong,7,0.0,603
Ramsey,7,0.0,53
Huijsen,7,0.0,580
Szmodics,7,0.1,611
M.Asensio,7,,762
G.Jesus,7,0.7,2
J.Gomes,7,0.0,553
Guedes,7,0.1,548
J.Ayew,7,0.0,192
Willock,7,0.0,420
Casemiro,7,0.0,368
Saliba,7,0.0,18
Guéhi,7,0.0,200
Eriksen,7,0.1,370
Werner,7,0.2,509
Antonio,7,0.7,512
Yates,7,0.2,449
McAtee,7,0.0,357
Gabriel,7,0.2,3
Summerville,7,0.0,587
Ings,7,0.0,523
N.Semedo,7,0.3,559
Bailey,7,0.0,28
Füllkrug,7,0.0,589
Walker-Peters,7,0.0,476
Roerslev,7,0.0,105
Maatsen,7,0.1,45
Estupiñan,7,0.1,122
Lukić,7,0.0,249
Janelt,7,0.5,94
Caicedo,7,0.0,157
Grealish,7,0.0,349
Alcaraz,7,0.0,450
Schär,7,0.0,415
Tel,7,,768
Manning,7,0.0,467
Carvalho,7,1.0,314
Enes Ünal,7,0.3,65
Ward-Prowse,7,0.0,531
Emerson,7,0.1,520
Harwood-Bellis,7,0.4,461
Mount,7,0.0,382
J.Clarke,7,0.0,631
Virgil,7,0.2,339
Gusto,7,0.1,171
Kamada,7,0.0,205
Livramento,7,0.0,409
Jaden,7,0.1,569
Van den Berg,7,0.2,338
Van Hecke,7,0.0,144
De Ligt,7,0.0,593
Gruda,7,0.0,595
João Félix,7,0.1,621
C.Soler,7,0.0,654
Konaté,7,0.0,326
Hinshelwood,7,0.1,126
Sinisterra,7,0.5,80
Burn,7,0.0,395
Doherty,7,0.0,543
Colwill,7,0.0,162
Dominguez,7,0.0,431
Lerma,7,0.0,206
Murillo,7,0.1,436
Onana,7,0.0,233
Sugawara,7,0.3,474
Sessegnon,7,0.0,579
Kilman,7,0.0,524
Nwaneri,7,0.0,12
Gana,7,0.4,222
Nelson,7,0.3,10
Romero,7,0.3,498
Mario Jr.,7,0.2,557
Spence,7,0.0,504
Martinez,7,0.0,47
Tsimikas,7,0.0,337
Maguire,7,0.0,377
Pinnock,7,0.2,104
Hirst,7,0.0,272
Ugarte,7,0.0,652
Barkley,7,0.1,29
Odobert,7,0.0,612
Mavropanos,7,0.0,528
Burns,7,0.1,264
Awoniyi,7,0.0,424
Adams,7,0.0,60
Mainoo,7,0.0,378
Young,7,0.1,656
Broadhead,7,0.0,262
Tete,7,0.0,257
Mazraoui,7,0.0,594
Kamaldeen,7,0.0,462
Chaplin,7,0.1,265
O'Shea,7,0.1,630
A.Fatawu,7,0.0,570
De Cordova-Reid,7,0.0,290
Ajer,7,0.0,86
Ugochukwu,7,0.0,188
Mykolenko,7,0.0,231
Wieffer,7,0.0,149
Zabarnyi,7,0.1,85
Van de Ven,7,0.0,506
Justin,7,0.2,295
Lewis,7,0.2,355
Bentancur,7,0.0,480
Rúben,7,0.0,361
Faes,7,0.0,291
Ederson M.,7,0.0,347
J.Timber,7,0.0,6
Yarmoliuk,7,0.0,111
Kamara,7,0.0,42
Jensen,7,0.0,95
Branthwaite,7,0.0,219
Malen,7,,725
Sosa,7,0.0,620
Philip,7,0.0,76
Mangala,7,0.0,651
O’Reilly,7,0.0,607
Aina,7,0.0,422
Ferguson,7,0.0,123
Akanji,7,0.0,340
Cresswell,7,0.1,517
Downes,7,0.0,518
Toti,7,0.0,567
Burgess,7,0.0,263
Elliott,7,0.0,319
Alex Moreno,7,0.0,26
Sterling,7,0.3,186
Scott,7,0.1,77
McAteer,7,0.0,299
Kayode,7,,757
Garner,7,0.1,223
R.Gomes,7,0.0,563
Daka,7,0.0,289
Veltman,7,0.0,145
Gómez,7,,714
Dunk,7,0.0,120
Bednarek,7,0.0,455
Andersen,7,0.0,191
Tosin,7,0.0,187
Dewsbury-Hall,7,0.0,166
Kristiansen,7,0.0,296
White,7,0.0,24
Udogie,7,0.1,505
James,7,0.0,172
Cash,7,0.0,32
Lamptey,7,0.0,131
Bergvall,7,0.0,481
Konsa,7,0.0,44
Castagne,7,0.0,244
C.Richards,7,0.0,194
O'Brien,7,0.0,582
Trippier,7,0.2,418
Bassey,7,0.0,241
Calafiori,7,0.0,578
Brereton Díaz,7,0.0,584
Taylor,7,0.0,281
Morsy,7,0.0,278
Greaves,7,0.3,270
Cajuste,7,0.0,619
Winks,7,0.0,309
Smallbone,7,0.0,471
Devenny,7,0.0,645
Smith,7,0.0,81
Hee Chan,7,0.0,550
Mudryk,7,0.6,179
Lavia,7,0.0,174
Doyle,7,0.0,544
Cairney,7,0.0,243
Tierney,7,0.0,21
Lallana,7,0.0,463
André,7,0.0,642
Disasi,7,0.0,167
Bradley,7,0.0,313
Coufal,7,0.0,516
Mings,7,0.0,49
Senesi,7,0.0,79
George,7,,696
Jebbison,7,0.0,69
Willian,7,,772
W.Fofana,7,0.0,189
Berge,7,0.0,622
Álvarez,7,0.0,511
Bree,7,0.0,457
Yoro,7,0.0,572
Diego Carlos,7,0.0,35
Diop,7,0.0,245
Townsend,7,0.0,583
Stones,7,0.0,362
Longstaff,7,0.0,410
King,7,0.0,604
Antony,7,0.1,365
Miley,7,0.0,411
Almirón,7,0.1,391
Flekken,7,0.0,91
Kelly,7,0.0,404
Shaw,7,0.0,387
Keane,7,0.0,228
Coleman,7,0.0,221
Chilwell,7,0.0,160
Dorgu,7,,766
Stephens,7,0.0,472
Okoli,7,0.0,301
Pau,7,0.0,52
Tomiyasu,7,0.5,22
Buendia,7,0.0,31
Agbadou,7,,720
Obi,7,,776
Patterson,7,0.0,234
B.Soumaré,7,0.0,285
Davies,7,0.0,669
Danso,7,,767
Jorginho,7,0.1,7
Lewis-Skelly,7,0.0,597
Walker,7,0.0,363
F.Kadıoğlu,7,0.0,628
Phillips,7,0.0,359
Bissouma,7,0.0,482
Coady,7,0.0,288
Moore,7,0.0,610
Hill,7,0.0,68
A.Becker,7,0.0,310
Sangaré,7,0.0,442
Dragusin,7,0.0,486
Iroegbunam,7,0.0,226
Tuanzebe,7,0.0,282
Mosquera,7,0.0,558
Dawson,7,0.0,542
Zinchenko,7,0.0,25
C.Doucouré,7,0.0,193
Esse,7,,730
Choudhury,7,0.0,287
Al-Hamadi,7,0.0,260
N.Gonzalez,7,,765
Kiwior,7,0.0,8
March,7,0.0,132
Milner,7,0.0,134
Collyer,7,0.0,613
Stewart,7,0.0,473
L.Guilherme,7,0.0,526
Reed,7,0.0,254
Skipp,7,0.0,501
Clyne,7,0.0,196
S.Bueno,7,0.0,564
Igor,7,0.0,128
Broja,7,0.0,156
Irving,7,0.0,576
Chiesa,7,0.0,636
Pickford,7,0.0,235
Schlupp,7,0.0,214
Edouard,7,0.0,198
Todibo,7,0.0,591
Moder,7,0.0,137
Osula,7,0.0,590
G.Rodríguez,7,0.0,588
Aké,7,0.0,341
Maghoma,7,,674
Quansah,7,0.0,333
Morato,7,0.0,653
Acheampong,7,,697
Scarles,7,,677
Bella-Kotchap,7,0.0,456
M.França,7,0.0,208
José Sá,7,0.0,554
Pedro Lima,7,0.0,561
Cornet,7,0.0,515
Webster,7,0.0,147
Henderson,7,0.0,201
H.Clarke,7,0.0,266
Vinicius,7,0.0,258
Gray,7,0.0,489
Bobb,7,0.0,343
Edozie,7,0.0,459
Amo-Ameyaw,7,0.0,451
Vestergaard,7,0.0,307
Evans,7,0.1,371
Boly,7,0.0,425
Malacia,7,0.0,379
Reguilón,7,0.0,496
Grønbæk,7,,734
Khusanov,7,,732
A. Garcia,7,,731
Mheuka,7,,781
Monga,7,,792
Botman,7,0.0,393
Krafth,7,0.0,405
Fraser,7,0.0,397
Forbs,7,0.0,655
Butler-Oyedeji,7,0.0,665
McTominay,7,0.0,381
Gilmour,7,0.0,124
Ogbene,7,0.0,632
Verbruggen,7,0.0,146
Arrizabalaga,7,0.0,152
Bogarde,7,0.0,598
Konak,7,0.1,97
Godo,7,0.0,605
Renato Veiga,7,0.0,184
Leno,7,0.0,248
Y. Chermiti,7,0.0,237
Thiago,7,0.0,107
Kinsky,7,,716
Moorhouse,7,,778
Yang,7,,717
Meghoma,7,0.0,649
Wheatley,7,0.0,648
Fletcher,7,,667
Kporha,7,0.0,666
Porter,7,,756
Pond,7,0.0,664
Nichols,7,0.0,662
Yogane,7,0.0,661
Jaros,7,0.0,660
Wilson-Esbrand,7,,675
Knight,7,,758
Fitzgerald,7,,673
Simpson-Pusey,7,,672
Wright,7,,671
Amass,7,,670
Samuels,7,0.0,663
O'Brien-Whitmarsh,7,,693
Nallo,7,,692
Wilson-Brown,7,,708
Rees-Dottin,7,,707
Abbott,7,,706
Arthur,7,,705
Brits,7,,704
Alleyne,7,,703
Harris,7,,702
Kacurri,7,0.0,657
Rodney,7,0.0,647
Agbinone,7,0.0,646
Umeh-Chibueze,7,0.0,644
Casey,7,0.0,643
Zych,7,0.0,641
Ji-soo,7,0.0,96
Hickey,7,0.0,93
Henry,7,0.0,92
Kabia,7,0.0,659
Heaven,7,0.0,658
Orford,7,,701
Dixon,7,0.0,627
Kaboré,7,0.0,626
Dasilva,7,0.0,90
Brierley,7,0.0,87
Travers,7,0.0,84
Paulsen,7,0.0,75
Mepham,7,0.0,72
H.Traorè,7,0.0,67
Cahill,7,,668
Cashin,7,,763
Undav,7,0.0,143
Steele,7,0.0,142
Sarmiento,7,0.0,141
Peupion,7,0.0,140
Offiah,7,0.0,139
O’Mahony,7,0.0,138
Casadei,7,0.0,158
Bettinelli,7,0.0,155
Faivre,7,0.0,66
Dahoud,7,0.0,119
Cozier-Duberry,7,0.0,118
Barco,7,0.0,116
Baker-Boaitey,7,0.0,114
Zanka,7,0.0,112
Valdimarsson,7,0.0,109
Toney,7,0.0,108
Eyestone,7,,759
Begovic,7,0.0,624
Metcalfe,7,0.0,614
Lankshear,7,0.0,609
I.Osman,7,0.0,127
Gross,7,0.0,125
Cassanova,7,,760
Swinkels,7,0.0,640
Setford,7,0.0,639
Oulad M'hand,7,0.0,638
Meupiyou,7,0.0,637
G.Nunes,7,0.0,634
Rushworth,7,0.0,615
Ajayi,7,,729
Silcott-Duberry,7,,728
Marschall,7,0.0,46
Kesler-Hayden,7,0.0,43
Iling Jr,7,0.0,41
Hause,7,0.0,40
Gauci,7,0.0,39
Dobbin,7,0.0,37
Diaby,7,0.0,34
Cartwright,7,,694
Benjamin Fredrick,7,,786
Echeverri,7,,785
Mané,7,,784
Graczyk,7,,783
Samuels-Smith,7,,782
Barrenechea,7,0.0,30
Morgan,7,,780
Koné,7,,779
Freddie Simmonds,7,,794
Jack Henry-Francis,7,,793
Dendoncker,7,0.0,33
Fábio Vieira,7,0.0,1
Godfrey,7,,715
Soler,7,,713
Akinmboni,7,,712
Okoduwa,7,,711
Jimoh,7,,710
Danns,7,,709
McKenna,7,,727
Coulibaly,7,,726
Raya,7,0.0,15
Sadi,7,,723
Adu-Adjei,7,,722
Hennessey,7,,721
Kayi Sanda,7,,719
Welington,7,,718
Guardiola,7,,736
Arteta,7,,735
Hein,7,0.0,5
Vitor Reis,7,,733
Ramsdale,7,0.0,14
Sherif,7,,724
McConville,7,,681
Kinsey,7,,680
Broggio,7,,679
Bates,7,,678
Coby Ebere,7,,775
Marsh,7,,676
Kukonki,7,,691
Amissah,7,,690
Djiga,7,,769
Nyoni,7,,688
Winterburn,7,,687
Mayers,7,,686
Slater,7,,685
Hardy,7,,684
Dorrington,7,,699
Mubama,7,,698
Fredricson,7,,777
Rak-Sakyi,7,,695
Williams-Barnett,7,,689
Charlie Tasker,7,,791
Gower,7,,790
Neave,7,,789
Dermot Mee,7,,788
Genesis Antwi,7,,787
Amougou,7,,771
A.Murphy,7,0.0,390
Tom Taylor,7,,800
Boniface,7,,799
Jay Robinson,7,,798
Olusesi,7,,683
Olabade Aluko,7,,796
Harry Howell,7,,795
Odysseas,7,0.0,412
Lascelles,7,0.0,407
Kuol,7,0.0,406
Heath,7,,773
Hayden,7,0.0,400
Anselmino,7,,774
Dúbravka,7,0.0,396
Jake Evans,7,,797
Cannon,7,0.0,286
Woolfenden,7,0.0,284
Holgate,7,0.0,225
Whiteman,7,0.0,510
Vicario,7,0.0,508
Veliz,7,0.0,507
Solomon,7,0.0,502
Scarlett,7,0.0,500
Anthony,7,0.0,61
Bergström,7,0.0,154
Carson,7,0.0,344
Emery,7,,737
Iraola,7,,738
R.Williams,7,0.0,334
Omobamidele,7,0.0,440
N.Phillips,7,0.0,332
Morton,7,0.0,331
McConnell,7,0.0,330
Larios,7,0.0,464
Edwards,7,0.0,460
Lo Celso,7,0.0,493
Baggott,7,0.0,261
Sousa,7,0.0,56
Endo,7,0.0,320
Doak,7,0.0,318
Clark,7,0.0,315
Bajcetic,7,0.0,312
Ward,7,0.0,215
Walton,7,0.0,283
Slicker,7,0.0,280
Bryan,7,0.0,483
Luongo,7,0.0,277
Ladapo,7,0.0,276
Humphreys,7,0.0,273
Harness,7,0.0,271
Edmundson,7,0.0,269
Højbjerg,7,0.0,490
Aarons,7,0.0,59
Forster,7,0.0,488
E.Royal,7,0.0,487
Devine,7,0.0,485
Ndaba,7,0.0,279
Bayindir,7,0.0,367
Rodrigo,7,0.0,360
Ortega Moreno,7,0.0,358
João Cancelo,7,0.0,353
Targett,7,0.0,416
Ruddy,7,0.0,414
Pope,7,0.0,413
Bowler,7,0.0,426
Panzo,7,0.0,441
C.Miguel,7,0.0,427
Da Silva Moreira,7,0.0,428
Lindelof,7,0.0,376
Heaton,7,0.0,374
Hannibal,7,0.0,373
O.Richards,7,0.0,438
Mighten,7,0.0,435
Dennis,7,0.0,599
Danilo,7,0.0,429
Pellistri,7,0.0,384
Charles,7,0.0,458
Sels,7,0.0,443
Bazunu,7,0.0,454
Toffolo,7,0.0,444
J.Alvarez,7,0.0,352
Austin,7,0.0,479
A.Phillips,7,0.0,478
Turner,7,0.0,445
Ui-jo,7,0.0,446
McCarthy,7,0.0,469
Kelleher,7,0.0,325
Lumley,7,0.0,466
Lis,7,0.0,465
Worrall,7,0.0,448
Stolarczyk,7,0.0,304
Souttar,7,0.0,303
Ricardo,7,0.0,302
Marcal,7,0.0,297
Iversen,7,0.0,294
Hermansen,7,0.0,293
Golding,7,0.0,292
Mara,7,0.0,468
Gallagher,7,0.0,169
Deivid,7,0.0,165
D.D.Fofana,7,0.0,164
Chukwuemeka,7,0.0,161
Van Nistelrooy,7,,754
Ahamada,7,0.0,190
Sánchez,7,0.0,185
Sinisalo,7,0.0,55
Petrović,7,0.0,183
Marc Guiu,7,0.0,178
M.Sarr,7,0.0,176
Lukaku,7,0.0,175
Kellyman,7,0.0,173
Kalajdžić,7,0.0,555
Maresca,7,,740
Hoever,7,0.0,552
Hodge,7,0.0,551
H.Bueno,7,0.0,549
Hürzeler,7,,739
B.Badiashile,7,0.0,153
Clarke,7,,801
Ângelo,7,0.0,151
Andrey Santos,7,0.0,150
Nuno,7,,747
Rusk,7,,748
J.Araujo,7,0.0,592
Postecoglou,7,,749
Potter,7,,750
Gilchrist,7,0.0,170
J.Cuenca,7,0.0,586
Jørgensen,7,0.0,581
Peart-Harris,7,0.0,103
Onyeka,7,0.0,102
Mee,7,0.0,100
Frank,7,,752
Alves,7,0.0,606
Silva,7,,753
Trevitt,7,0.0,602
Moran,7,0.0,601
Pereira,7,,751
Amorim,7,,745
Areola,7,0.0,513
Stansfield,7,0.0,256
Ream,7,0.0,253
Chadi Riad,7,0.0,195
Cundle,7,0.0,540
Chiwome,7,0.0,539
Chirewa,7,0.0,538
Chiquinho,7,0.0,537
Gonzalez,7,0.0,547
B.Traore,7,0.0,534
Zouma,7,0.0,532
Ozoh,7,0.0,212
Matthews,7,0.0,209
Howe,7,,746
Johnstone,7,0.0,204
Holding,7,0.0,202
Nedeljkovic,7,0.0,50
Olsen,7,0.0,51
Ebiowei,7,0.0,197
Bentley,7,0.0,536
Fábio Silva,7,0.0,545
Mazilu,7,0.0,133
Kozlowski,7,0.0,130
Wiley,7,0.0,575
Pivas,7,0.0,574
Muric,7,0.0,568
Podence,7,0.0,562
Glasner,7,,741
Earthy,7,0.0,519
Moyes,7,,742
Benda,7,0.0,242
Slot,7,,744
Maupay,7,0.0,229
J.Virginia,7,0.0,227
N.Aguerd,7,0.0,529
Foderingham,7,0.0,522
Fabianski,7,0.0,521
M.Salah,8,0.7,328
Haaland,8,0.0,351
Palmer,8,0.5,182
Isak,8,1.0,401
Wissa,8,0.0,110
I.Sarr,8,0.0,585
Watkins,8,0.4,58
N.Jackson,8,0.3,180
Luis Díaz,8,0.1,327
Cunha,8,0.2,541
Semenyo,8,0.5,78
B.Fernandes,8,0.4,366
Mbeumo,8,0.0,99
Eze,8,0.4,199
J.Murphy,8,0.0,402
Szoboszlai,8,0.2,336
O.Dango,8,0.2,74
Rogers,8,0.7,54
Trossard,8,0.0,23
Mitoma,8,0.2,136
Mateta,8,0.1,207
Saka,8,0.0,17
Bowen,8,0.1,514
Solanke,8,0.2,82
Enzo,8,0.0,168
Son,8,0.4,503
Madueke,8,0.1,177
Wood,8,0.9,447
Havertz,8,0.0,4
De Bruyne,8,0.0,345
Johnson,8,0.5,275
Evanilson,8,0.0,617
Raúl,8,0.7,252
Strand Larsen,8,0.5,566
Savinho,8,0.6,571
Vardy,8,0.2,306
Martinelli,8,0.3,9
Schade,8,0.1,106
Garnacho,8,0.4,372
Gordon,8,0.8,398
Iwobi,8,0.1,247
Damsgaard,8,0.6,89
Kulusevski,8,0.3,492
Barnes,8,0.3,392
João Pedro,8,0.0,129
Gakpo,8,0.2,321
Gibbs-White,8,0.0,433
Kluivert,8,0.1,71
Foden,8,0.3,348
Rice,8,0.1,16
Welbeck,8,0.4,148
Muñoz,8,0.2,211
Elanga,8,0.1,432
Delap,8,0.2,268
Bruno G.,8,0.4,394
Tielemans,8,0.6,57
Ødegaard,8,0.0,13
Maddison,8,0.4,494
Kudus,8,0.8,525
Diogo J.,8,0.0,317
Neto,8,0.2,73
Minteh,8,0.0,135
Amad,8,0.0,364
Tavernier,8,0.1,83
Alexander-Arnold,8,0.0,311
Adama,8,0.3,239
Bernardo,8,0.5,342
Rashford,8,0.3,385
Aït-Nouri,8,0.0,533
Merino,8,0.4,633
Mac Allister,8,0.0,329
Georginio,8,0.4,618
Andreas,8,0.4,240
Harrison,8,0.5,224
Nketiah,8,0.5,11
Mitchell,8,0.0,210
Beto,8,0.0,218
Calvert-Lewin,8,1.3,220
Nkunku,8,0.0,181
Marmoush,8,,755
Souček,8,0.0,530
Darwin,8,0.0,316
Muniz,8,0.0,251
Buonanotte,8,1.5,117
M.Fernandes,8,0.0,623
Zirkzee,8,0.0,389
L.Paquetá,8,0.0,527
Højlund,8,0.3,375
Joelinton,8,0.7,403
Pedro Porro,8,0.2,495
Smith Rowe,8,0.0,19
Robertson,8,0.0,335
Gvardiol,8,0.1,350
El Khannouss,8,0.5,635
Doku,8,0.2,346
McGinn,8,0.0,48
A.Doucoure,8,0.2,217
Hutchinson,8,0.4,274
Tonali,8,0.1,417
Lewis-Potter,8,0.1,98
Gündogan,8,0.6,625
Davis,8,0.4,267
Ndiaye,8,0.3,232
Kovačić,8,0.0,354
Cook,8,0.1,64
Digne,8,0.2,36
Ayari,8,0.1,600
P.M.Sarr,8,0.1,499
McNeil,8,0.2,230
Christie,8,0.1,63
Sancho,8,0.0,386
Jones,8,0.8,324
Hudson-Odoi,8,0.1,434
Jota Silva,8,0.0,596
Adingra,8,0.0,113
Duran,8,0.0,38
Matheus N.,8,0.0,356
Anderson,8,1.1,423
Sarabia,8,0.0,565
Wilson,8,0.0,259
Richarlison,8,0.0,497
Wan-Bissaka,8,0.0,388
Robinson,8,0.0,255
Munetsi,8,,770
Nørgaard,8,0.0,101
Archer,8,1.0,27
Mavididi,8,0.4,298
Hall,8,0.1,399
Cucurella,8,0.0,163
Kerkez,8,0.1,70
Bellegarde,8,0.0,535
Collins,8,0.2,88
Tarkowski,8,0.0,236
Lacroix,8,0.0,650
Dalot,8,0.4,369
Hughes,8,0.2,203
Baleba,8,0.0,115
Thomas,8,0.1,20
Milenković,8,0.0,573
N.Williams,8,0.0,437
Lindstrøm,8,0.0,577
