web_name,gw,npxG,player_id
McConnell,18,0.0,330
Morton,18,0.0,331
N.Phillips,18,0.0,332
R.Williams,18,0.0,334
Bobb,18,0.0,343
Carson,18,0.0,344
Ederson M.,18,0.0,347
J.Alvarez,18,0.0,352
Chiwome,18,0.0,539
Cundle,18,0.0,540
Holgate,18,0.0,225
J.Virginia,18,0.0,227
Maupay,18,0.0,229
Pickford,18,0.0,235
Benda,18,0.0,242
Harris,18,0.0,702
Fabianski,18,0.0,521
Foderingham,18,0.0,522
N.Aguerd,18,0.0,529
Zouma,18,0.0,532
B.Traore,18,0.0,534
Bentley,18,0.0,536
Chiquinho,18,0.0,537
Chirewa,18,0.0,538
Ndaba,18,0.0,279
Slicker,18,0.0,280
Walton,18,0.0,283
Woolfenden,18,0.0,284
Cannon,18,0.0,286
Choudhury,18,0.0,287
Areola,18,0.0,513
Earthy,18,0.0,519
Doak,18,0.0,318
Endo,18,0.0,320
Baggott,18,0.0,261
Edmundson,18,0.0,269
Harness,18,0.0,271
Humphreys,18,0.0,273
Ladapo,18,0.0,276
Luongo,18,0.0,277
Podence,18,0.0,562
Muric,18,0.0,568
Pivas,18,0.0,574
Wiley,18,0.0,575
Chukwuemeka,18,0.0,161
D.D.Fofana,18,0.0,164
Deivid,18,0.0,165
Gallagher,18,0.0,169
Fraser,18,0.0,397
Gonzalez,18,0.0,547
H.Bueno,18,0.0,549
Hodge,18,0.0,551
Hoever,18,0.0,552
José Sá,18,0.0,554
Kalajdžić,18,0.0,555
Holding,18,0.0,202
Johnstone,18,0.0,204
Matthews,18,0.0,209
Ozoh,18,0.0,212
Rak-Sakyi,18,0.0,695
Schlupp,18,0.0,214
Fábio Silva,18,0.0,545
Leno,18,0.0,248
Mbabu,18,0.0,250
Ream,18,0.0,253
Stansfield,18,0.0,256
Chadi Riad,18,0.0,195
Clyne,18,0.0,196
Ebiowei,18,0.0,197
Henderson,18,0.0,201
Sarmiento,18,0.0,141
Steele,18,0.0,142
Undav,18,0.0,143
Verbruggen,18,0.0,146
Webster,18,0.0,147
Andrey Santos,18,0.0,150
Ângelo,18,0.0,151
B.Badiashile,18,0.0,153
Godo,18,0.0,605
Alves,18,0.0,606
Kozlowski,18,0.0,130
Mazilu,18,0.0,133
Moder,18,0.0,137
O’Mahony,18,0.0,138
Offiah,18,0.0,139
Peupion,18,0.0,140
Jørgensen,18,0.0,581
Townsend,18,0.0,583
J.Cuenca,18,0.0,586
J.Araujo,18,0.0,592
Bogarde,18,0.0,598
Dennis,18,0.0,599
Moran,18,0.0,601
Trevitt,18,0.0,602
Gilchrist,18,0.0,170
Kellyman,18,0.0,173
Lukaku,18,0.0,175
M.Sarr,18,0.0,176
Marc Guiu,18,0.0,178
Petrović,18,0.0,183
Sánchez,18,0.0,185
Ahamada,18,0.0,190
G.Nunes,18,0.0,634
Meupiyou,18,0.0,637
Oulad M'hand,18,0.0,638
Setford,18,0.0,639
Swinkels,18,0.0,640
Zych,18,0.0,641
Casey,18,0.0,643
Umeh-Chibueze,18,0.0,644
Lankshear,18,0.0,609
Metcalfe,18,0.0,614
Rushworth,18,0.0,615
Begovic,18,0.0,624
Kaboré,18,0.0,626
Dixon,18,0.0,627
Ogbene,18,0.0,632
Valdimarsson,18,0.0,109
Zanka,18,0.0,112
Baker-Boaitey,18,0.0,114
Barco,18,0.0,116
Cozier-Duberry,18,0.0,118
Dahoud,18,0.0,119
Gross,18,0.0,125
I.Osman,18,0.0,127
Bergström,18,0.0,154
Bettinelli,18,0.0,155
Casadei,18,0.0,158
Chilwell,18,0.0,160
Mee,18,0.0,100
Onyeka,18,0.0,102
Peart-Harris,18,0.0,103
Toney,18,0.0,108
Paulsen,18,0.0,75
Travers,18,0.0,84
Brierley,18,0.0,87
Dasilva,18,0.0,90
Flekken,18,0.0,91
Henry,18,0.0,92
Hickey,18,0.0,93
Ji-soo,18,0.0,96
Amass,18,0.0,670
Wright,18,0.0,671
Simpson-Pusey,18,0.0,672
Faivre,18,0.0,66
H.Traorè,18,0.0,67
Mepham,18,0.0,72
Jaros,18,0.0,660
Yogane,18,0.0,661
Nichols,18,0.0,662
Samuels,18,0.0,663
Pond,18,0.0,664
Kporha,18,0.0,666
Fletcher,18,0.0,667
Cahill,18,0.0,668
Agbinone,18,0.0,646
Rodney,18,0.0,647
Wheatley,18,0.0,648
Meghoma,18,0.0,649
Kacurri,18,0.0,657
Heaven,18,0.0,658
Kabia,18,0.0,659
Orford,18,0.0,701
Alleyne,18,0.0,703
Brits,18,0.0,704
Arthur,18,0.0,705
Abbott,18,,706
Rees-Dottin,18,,707
Wilson-Brown,18,,708
Kukonki,18,0.0,691
Nallo,18,0.0,692
O'Brien-Whitmarsh,18,0.0,693
Cartwright,18,0.0,694
Mubama,18,0.0,698
Dorrington,18,0.0,699
Olusesi,18,0.0,683
Hardy,18,0.0,684
Slater,18,0.0,685
Mayers,18,0.0,686
Winterburn,18,0.0,687
Nyoni,18,0.0,688
Williams-Barnett,18,0.0,689
Amissah,18,0.0,690
Fitzgerald,18,0.0,673
Wilson-Esbrand,18,0.0,675
Marsh,18,0.0,676
Bates,18,0.0,678
Broggio,18,0.0,679
Kinsey,18,0.0,680
McConville,18,0.0,681
Porter,18,,756
Knight,18,,758
Eyestone,18,,759
Cassanova,18,,760
Cashin,18,,763
Jack Henry-Francis,18,,793
Nuno,18,,747
Rusk,18,,748
Postecoglou,18,,749
Potter,18,,750
Pereira,18,,751
Frank,18,,752
Silva,18,,753
Van Nistelrooy,18,,754
Hürzeler,18,,739
Maresca,18,,740
Glasner,18,,741
Moyes,18,,742
Slot,18,,744
Amorim,18,,745
Howe,18,,746
Nedeljkovic,18,0.0,50
Olsen,18,0.0,51
Sinisalo,18,0.0,55
Sousa,18,0.0,56
Aarons,18,0.0,59
Anthony,18,0.0,61
Emery,18,,737
Iraola,18,,738
Worrall,18,0.0,448
Shaw,18,0.0,387
A.Murphy,18,0.0,390
Botman,18,0.0,393
Dúbravka,18,0.0,396
Hayden,18,0.0,400
Krafth,18,0.0,405
Omobamidele,18,0.0,440
Panzo,18,0.0,441
Sangaré,18,0.0,442
Sels,18,0.0,443
Toffolo,18,0.0,444
Turner,18,0.0,445
Ui-jo,18,0.0,446
Bowler,18,0.0,426
C.Miguel,18,0.0,427
Da Silva Moreira,18,0.0,428
Danilo,18,0.0,429
Mighten,18,0.0,435
O.Richards,18,0.0,438
Freddie Simmonds,18,,794
Harry Howell,18,,795
Olabade Aluko,18,,796
Jake Evans,18,,797
Jay Robinson,18,,798
Boniface,18,,799
Tom Taylor,18,,800
Haaland,19,0.9,351
Wissa,19,0.2,110
Isak,19,0.8,401
M.Salah,19,1.8,328
Watkins,19,0.3,58
Palmer,19,0.2,182
N.Jackson,19,0.0,180
Luis Díaz,19,0.3,327
Mateta,19,0.3,207
Evanilson,19,0.2,617
Wood,19,0.4,447
Solanke,19,0.1,82
I.Sarr,19,0.4,585
Johnson,19,0.1,275
Strand Larsen,19,0.2,566
Havertz,19,0.0,4
Semenyo,19,0.3,78
Madueke,19,0.2,177
Eze,19,0.4,199
Mitoma,19,0.0,136
Raúl,19,0.4,252
Vardy,19,0.7,306
O.Dango,19,0.2,74
Welbeck,19,0.0,148
Schade,19,0.0,106
Delap,19,0.2,268
Cunha,19,0.1,541
Diogo J.,19,0.5,317
Trossard,19,0.0,23
Bowen,19,0.0,514
Mbeumo,19,0.1,99
B.Fernandes,19,0.0,366
Garnacho,19,0.0,372
Gakpo,19,0.2,321
Szoboszlai,19,0.0,336
Barnes,19,0.0,392
Martinelli,19,0.4,9
Kudus,19,0.1,525
Gordon,19,0.1,398
Calvert-Lewin,19,0.1,220
Enzo,19,0.2,168
Beto,19,0.0,218
J.Murphy,19,0.0,402
Souček,19,0.0,530
Saka,19,0.0,17
Rogers,19,0.1,54
Muniz,19,0.0,251
Merino,19,0.6,633
Tavernier,19,0.0,83
Maddison,19,0.0,494
Nketiah,19,0.0,11
Foden,19,0.0,348
Kluivert,19,0.0,71
Darwin,19,0.0,316
João Pedro,19,0.2,129
Son,19,0.1,503
Gibbs-White,19,0.3,433
Zirkzee,19,0.0,389
Højlund,19,0.2,375
Savinho,19,0.2,571
Muñoz,19,0.6,211
Georginio,19,0.1,618
Marmoush,19,,755
Nkunku,19,0.7,181
Duran,19,0.0,38
Elanga,19,0.3,432
De Bruyne,19,0.1,345
Smith Rowe,19,0.0,19
Amad,19,0.1,364
Iwobi,19,0.2,247
Tonali,19,0.6,417
Gvardiol,19,0.0,350
Kulusevski,19,0.4,492
Jones,19,0.2,324
Archer,19,0.0,27
Minteh,19,0.0,135
Ødegaard,19,0.0,13
Bruno G.,19,0.0,394
Bernardo,19,0.0,342
M.Fernandes,19,0.1,623
Buonanotte,19,0.1,117
Wilson,19,0.4,259
A.Doucoure,19,0.0,217
Adama,19,0.0,239
Joelinton,19,0.3,403
Richarlison,19,0.0,497
Rashford,19,0.0,385
Ndiaye,19,0.2,232
Nørgaard,19,0.0,101
P.M.Sarr,19,0.4,499
Lacroix,19,0.0,650
Szmodics,19,0.0,611
Onuachu,19,0.0,470
Harrison,19,0.0,224
Neto,19,0.0,73
L.Paquetá,19,0.1,527
Milenković,19,0.0,573
Rice,19,0.0,16
G.Jesus,19,0.8,2
Sarabia,19,0.0,565
Baleba,19,0.1,115
Munetsi,19,,770
McAtee,19,0.0,357
M.Asensio,19,,762
Mac Allister,19,0.0,329
Gabriel,19,0.0,3
Dibling,19,1.0,608
Aït-Nouri,19,0.1,533
Damsgaard,19,0.0,89
Gündogan,19,0.0,625
Schär,19,0.0,415
Aribo,19,0.0,452
Carvalho,19,0.0,314
Ayari,19,0.0,600
Saliba,19,0.0,18
Enes Ünal,19,0.0,65
J.Gomes,19,0.0,553
Andreas,19,0.0,240
J.Ayew,19,0.0,192
Hudson-Odoi,19,0.0,434
Mount,19,0.0,382
Guedes,19,0.0,548
Cucurella,19,0.0,163
McGinn,19,0.0,48
De Ligt,19,0.2,593
Hutchinson,19,0.1,274
Yates,19,0.0,449
Enciso,19,0.0,121
Jaden,19,0.0,569
Chalobah,19,0.4,159
Adingra,19,0.3,113
Lewis-Potter,19,0.1,98
Virgil,19,0.1,339
Onana,19,0.0,233
Collins,19,0.0,88
N.Williams,19,0.2,437
Tielemans,19,0.1,57
Antonio,19,0.0,512
Armstrong,19,0.1,603
Van den Berg,19,0.0,338
Thomas,19,0.1,20
Mavididi,19,0.0,298
Awoniyi,19,0.1,424
Ings,19,0.0,523
Dalot,19,0.0,369
O'Riley,19,0.2,629
Ndidi,19,0.0,300
Emerson,19,0.0,520
Brooks,19,0.3,62
Lindstrøm,19,0.1,577
Jota Silva,19,0.0,596
João Félix,19,0.4,621
Anderson,19,0.0,423
Kovačić,19,0.1,354
Sancho,19,0.0,386
Hirst,19,0.0,272
Alexander-Arnold,19,0.0,311
Guéhi,19,0.0,200
Harwood-Bellis,19,0.0,461
Füllkrug,19,0.0,589
Christie,19,0.1,63
Konaté,19,0.0,326
Bailey,19,0.4,28
Romero,19,0.0,498
Burn,19,0.0,395
Huijsen,19,0.3,580
Maguire,19,0.1,377
C.Soler,19,0.0,654
Ramsey,19,0.0,53
Malen,19,,725
Willock,19,0.0,420
Casemiro,19,0.1,368
Gusto,19,0.0,171
Dominguez,19,0.0,431
Pedro Porro,19,0.0,495
Faes,19,0.0,291
Sessegnon,19,0.0,579
Summerville,19,0.0,587
Alcaraz,19,0.0,450
Mavropanos,19,0.0,528
Barkley,19,0.0,29
Kilman,19,0.0,524
Broadhead,19,0.5,262
O'Shea,19,0.1,630
Lewis,19,0.0,355
Murillo,19,0.0,436
Rúben,19,0.0,361
Bentancur,19,0.1,480
Mario Jr.,19,0.0,557
Tarkowski,19,0.0,236
Adams,19,0.0,60
Hinshelwood,19,0.0,126
Tel,19,,768
Colwill,19,0.0,162
Daka,19,0.0,289
Justin,19,0.4,295
El Khannouss,19,0.0,635
Van Hecke,19,0.0,144
Robertson,19,0.0,335
Sinisterra,19,0.0,80
Akanji,19,0.0,340
Nelson,19,0.0,10
Zabarnyi,19,0.2,85
Bellegarde,19,0.0,535
McNeil,19,0.0,230
Chaplin,19,0.0,265
Nwaneri,19,0.1,12
Martinez,19,0.0,47
Odobert,19,0.0,612
Grealish,19,0.0,349
O’Reilly,19,0.0,607
Ugarte,19,0.0,652
Tosin,19,0.0,187
Gruda,19,0.0,595
Sosa,19,0.2,620
Pinnock,19,0.0,104
Kamaldeen,19,0.0,462
Bassey,19,0.0,241
Tete,19,0.0,257
Wan-Bissaka,19,0.2,388
C.Richards,19,0.0,194
Branthwaite,19,0.1,219
Doherty,19,0.1,543
Andersen,19,0.0,191
Kamada,19,0.0,205
Sterling,19,0.0,186
Ferguson,19,0.0,123
Mangala,19,0.1,651
Doku,19,0.0,346
Gravenberch,19,0.0,323
Burgess,19,0.0,263
Lerma,19,0.1,206
Janelt,19,0.0,94
Cook,19,0.0,64
Gómez,19,,714
Lukić,19,0.0,249
Gana,19,0.0,222
Brereton Díaz,19,0.0,584
Estupiñan,19,0.0,122
Werner,19,0.0,509
Konsa,19,0.0,44
Hughes,19,0.0,203
Maatsen,19,0.0,45
J.Clarke,19,0.0,631
Veltman,19,0.0,145
Hee Chan,19,0.1,550
Mitchell,19,0.0,210
Calafiori,19,0.0,578
Wieffer,19,0.0,149
Bergvall,19,0.0,481
Mainoo,19,0.2,378
Mazraoui,19,0.0,594
Ugochukwu,19,0.0,188
Davis,19,0.0,267
Dunk,19,0.0,120
J.Timber,19,0.0,6
Yarmoliuk,19,0.0,111
Matheus N.,19,0.0,356
Diego Carlos,19,0.0,35
Bednarek,19,0.0,455
Elliott,19,0.0,319
Kamara,19,0.0,42
Mings,19,0.0,49
Greaves,19,0.0,270
N.Semedo,19,0.0,559
Jebbison,19,0.0,69
Walker-Peters,19,0.0,476
De Cordova-Reid,19,0.0,290
Senesi,19,0.0,79
McAteer,19,0.0,299
Smith,19,0.0,81
Scott,19,0.0,77
O'Brien,19,0.0,582
Robinson,19,0.0,255
Doyle,19,0.0,544
Digne,19,0.0,36
Longstaff,19,0.0,410
Miley,19,0.0,411
Caicedo,19,0.1,157
Stones,19,0.0,362
Ajer,19,0.0,86
Yoro,19,0.1,572
Disasi,19,0.0,167
Coleman,19,0.0,221
Diop,19,0.0,245
Ward-Prowse,19,0.0,531
Devenny,19,0.0,645
Okoli,19,0.0,301
Eriksen,19,0.0,370
Buendia,19,0.0,31
Obi,19,,776
Almirón,19,0.0,391
Bradley,19,0.0,313
R.Gomes,19,0.0,563
Taylor,19,0.0,281
Keane,19,0.0,228
Toti,19,0.0,567
Danso,19,,767
Lamptey,19,0.2,131
Tomiyasu,19,0.0,22
Philip,19,0.2,76
Van de Ven,19,0.0,506
Spence,19,0.0,504
Cajuste,19,0.0,619
Antony,19,0.0,365
Coady,19,0.0,288
Pau,19,0.0,52
Stephens,19,0.0,472
Kelly,19,0.0,404
Hall,19,0.1,399
F.Kadıoğlu,19,0.0,628
Aina,19,0.0,422
Mosquera,19,0.0,558
Dawson,19,0.0,542
Al-Hamadi,19,0.0,260
Burns,19,0.0,264
Manning,19,0.0,467
Smallbone,19,0.0,471
Mykolenko,19,0.0,231
C.Doucouré,19,0.0,193
W.Fofana,19,0.0,189
James,19,0.0,172
A.Fatawu,19,0.0,570
Stewart,19,0.0,473
Kerkez,19,0.0,70
Bissouma,19,0.0,482
White,19,0.0,24
George,19,0.0,696
Zinchenko,19,0.0,25
Willian,19,,772
Udogie,19,0.0,505
Davies,19,0.0,669
Chiesa,19,0.0,636
Phillips,19,0.0,359
N.Gonzalez,19,,765
Wharton,19,0.0,216
S.Bueno,19,0.0,564
Castagne,19,0.0,244
Morsy,19,0.0,278
Downes,19,0.0,518
André,19,0.0,642
Tsimikas,19,0.0,337
Esse,19,,730
Edouard,19,0.0,198
Iroegbunam,19,0.0,226
Aké,19,0.0,341
Cash,19,0.0,32
Álvarez,19,0.0,511
Sugawara,19,0.0,474
Tierney,19,0.0,21
Jensen,19,0.0,95
Acheampong,19,0.0,697
Kayode,19,,757
Agbadou,19,,720
Moore,19,0.0,610
Berge,19,0.0,622
Dorgu,19,,766
Livramento,19,0.0,409
Kiwior,19,0.0,8
Roerslev,19,0.0,105
Morato,19,0.0,653
Hill,19,0.0,68
G.Rodríguez,19,0.0,588
Todibo,19,0.0,591
Milner,19,0.0,134
Garner,19,0.0,223
Reed,19,0.0,254
B.Soumaré,19,0.0,285
Tuanzebe,19,0.0,282
L.Guilherme,19,0.0,526
Lavia,19,0.0,174
Dewsbury-Hall,19,0.0,166
Mudryk,19,0.0,179
Bella-Kotchap,19,0.0,456
M.França,19,0.0,208
Cresswell,19,0.0,517
Coufal,19,0.0,516
Cornet,19,0.0,515
Young,19,0.0,656
King,19,0.0,604
Grønbæk,19,,734
Maghoma,19,0.0,674
Monga,19,,792
Scarles,19,0.0,677
Mheuka,19,,781
Alex Moreno,19,0.0,26
Winks,19,0.0,309
Kristiansen,19,0.0,296
Vestergaard,19,0.0,307
Quansah,19,0.0,333
Reguilón,19,0.0,496
Renato Veiga,19,0.0,184
Evans,19,0.0,371
McTominay,19,0.0,381
Vinicius,19,0.0,258
H.Clarke,19,0.0,266
Skipp,19,0.0,501
Walker,19,0.0,363
Lallana,19,0.0,463
Cairney,19,0.0,243
Patterson,19,0.0,234
Y. Chermiti,19,0.0,237
Igor,19,0.0,128
Gilmour,19,0.0,124
Collyer,19,0.0,613
Osula,19,0.0,590
Arrizabalaga,19,0.0,152
Broja,19,0.1,156
March,19,0.0,132
Lewis-Skelly,19,0.0,597
Pedro Lima,19,0.0,561
Irving,19,0.0,576
Thiago,19,0.0,107
Konak,19,0.0,97
Forbs,19,0.0,655
Butler-Oyedeji,19,0.0,665
Boly,19,0.0,425
Jorginho,19,0.0,7
Clarke,19,,801
Fábio Vieira,19,0.0,1
Hein,19,0.0,5
Ramsdale,19,0.0,14
Raya,19,0.0,15
Barrenechea,19,0.0,30
Djiga,19,,769
Amougou,19,,771
Heath,19,,773
Anselmino,19,,774
Coby Ebere,19,,775
Fredricson,19,,777
Moorhouse,19,,778
Koné,19,,779
Morgan,19,,780
Samuels-Smith,19,,782
Graczyk,19,,783
Mané,19,,784
Echeverri,19,,785
Benjamin Fredrick,19,,786
Genesis Antwi,19,,787
Dermot Mee,19,,788
Neave,19,,789
Gower,19,,790
Charlie Tasker,19,,791
Diaby,19,0.0,34
Dobbin,19,0.0,37
Gauci,19,0.0,39
Hause,19,0.0,40
Iling Jr,19,0.0,41
Kesler-Hayden,19,0.0,43
Marschall,19,0.0,46
Silcott-Duberry,19,,728
Ajayi,19,,729
A. Garcia,19,,731
Khusanov,19,,732
Vitor Reis,19,,733
Arteta,19,,735
Guardiola,19,,736
Dendoncker,19,0.0,33
Welington,19,,718
Kayi Sanda,19,,719
Hennessey,19,,721
Adu-Adjei,19,,722
Sadi,19,,723
Sherif,19,,724
Coulibaly,19,,726
McKenna,19,,727
Danns,19,0.0,709
Jimoh,19,,710
Okoduwa,19,,711
Akinmboni,19,,712
Soler,19,,713
Godfrey,19,,715
Kinsky,19,,716
Yang,19,,717
Lis,19,0.0,465
Lumley,19,0.0,466
Mara,19,0.0,468
McCarthy,19,0.0,469
A.Phillips,19,0.0,478
Austin,19,0.0,479
Kelleher,19,0.0,325
Pellistri,19,0.0,384
Amo-Ameyaw,19,0.0,451
Bazunu,19,0.0,454
Bree,19,0.0,457
Charles,19,0.0,458
Edozie,19,0.0,459
Edwards,19,0.0,460
Larios,19,0.0,464
Ortega Moreno,19,0.0,358
Rodrigo,19,0.0,360
Bayindir,19,0.0,367
Hannibal,19,0.0,373
Heaton,19,0.0,374
Lindelof,19,0.0,376
Malacia,19,0.0,379
Kuol,19,0.0,406
Lascelles,19,0.0,407
Odysseas,19,0.0,412
Pope,19,0.0,413
Ruddy,19,0.0,414
Targett,19,0.0,416
João Cancelo,19,0.0,353
Marcal,19,0.0,297
Ricardo,19,0.0,302
Souttar,19,0.0,303
Stolarczyk,19,0.0,304
Ward,19,0.0,215
A.Becker,19,0.0,310
Bajcetic,19,0.0,312
Clark,19,0.0,315
Scarlett,19,0.0,500
Solomon,19,0.0,502
Veliz,19,0.0,507
Vicario,19,0.0,508
Whiteman,19,0.0,510
Golding,19,0.0,292
Hermansen,19,0.0,293
Iversen,19,0.0,294
Bryan,19,0.0,483
Devine,19,0.0,485
Dragusin,19,0.0,486
E.Royal,19,0.0,487
Forster,19,0.0,488
Gray,19,0.0,489
Højbjerg,19,0.0,490
Lo Celso,19,0.0,493
McConnell,19,0.0,330
Morton,19,0.0,331
N.Phillips,19,0.0,332
R.Williams,19,0.0,334
Bobb,19,0.0,343
Carson,19,0.0,344
Ederson M.,19,0.0,347
J.Alvarez,19,0.0,352
Chiwome,19,0.0,539
Cundle,19,0.0,540
Holgate,19,0.0,225
J.Virginia,19,0.0,227
Maupay,19,0.0,229
Pickford,19,0.0,235
Benda,19,0.0,242
Harris,19,0.0,702
Fabianski,19,0.0,521
Foderingham,19,0.0,522
N.Aguerd,19,0.0,529
Zouma,19,0.0,532
B.Traore,19,0.0,534
Bentley,19,0.0,536
Chiquinho,19,0.0,537
Chirewa,19,0.0,538
Ndaba,19,0.0,279
Slicker,19,0.0,280
Walton,19,0.0,283
Woolfenden,19,0.0,284
Cannon,19,0.0,286
Choudhury,19,0.0,287
Areola,19,0.0,513
Earthy,19,0.0,519
Doak,19,0.0,318
Endo,19,0.0,320
Baggott,19,0.0,261
Edmundson,19,0.0,269
Harness,19,0.0,271
Humphreys,19,0.0,273
Ladapo,19,0.0,276
Luongo,19,0.0,277
Podence,19,0.0,562
Muric,19,0.0,568
Pivas,19,0.0,574
Wiley,19,0.0,575
Chukwuemeka,19,0.0,161
D.D.Fofana,19,0.0,164
Deivid,19,0.0,165
Gallagher,19,0.0,169
Fraser,19,0.0,397
Gonzalez,19,0.0,547
H.Bueno,19,0.0,549
Hodge,19,0.0,551
Hoever,19,0.0,552
José Sá,19,0.0,554
Kalajdžić,19,0.0,555
Holding,19,0.0,202
Johnstone,19,0.0,204
Matthews,19,0.0,209
Ozoh,19,0.0,212
Rak-Sakyi,19,0.0,695
Schlupp,19,0.0,214
Fábio Silva,19,0.0,545
Leno,19,0.0,248
Mbabu,19,0.0,250
Ream,19,0.0,253
Stansfield,19,0.0,256
Chadi Riad,19,0.0,195
Clyne,19,0.0,196
Ebiowei,19,0.0,197
Henderson,19,0.0,201
Sarmiento,19,0.0,141
Steele,19,0.0,142
Undav,19,0.0,143
Verbruggen,19,0.0,146
Webster,19,0.0,147
Andrey Santos,19,0.0,150
Ângelo,19,0.0,151
B.Badiashile,19,0.0,153
Godo,19,0.0,605
Alves,19,0.0,606
Kozlowski,19,0.0,130
Mazilu,19,0.0,133
Moder,19,0.0,137
O’Mahony,19,0.0,138
Offiah,19,0.0,139
Peupion,19,0.0,140
Jørgensen,19,0.0,581
Townsend,19,0.0,583
J.Cuenca,19,0.0,586
J.Araujo,19,0.0,592
Bogarde,19,0.0,598
Dennis,19,0.0,599
Moran,19,0.0,601
Trevitt,19,0.0,602
Gilchrist,19,0.0,170
Kellyman,19,0.0,173
Lukaku,19,0.0,175
M.Sarr,19,0.0,176
Marc Guiu,19,0.0,178
Petrović,19,0.0,183
Sánchez,19,0.0,185
Ahamada,19,0.0,190
G.Nunes,19,0.0,634
Meupiyou,19,0.0,637
Oulad M'hand,19,0.0,638
Setford,19,0.0,639
Swinkels,19,0.0,640
Zych,19,0.0,641
Casey,19,0.0,643
Umeh-Chibueze,19,0.0,644
Lankshear,19,0.0,609
Metcalfe,19,0.0,614
Rushworth,19,0.0,615
Begovic,19,0.0,624
Kaboré,19,0.0,626
Dixon,19,0.0,627
Ogbene,19,0.0,632
Valdimarsson,19,0.0,109
Zanka,19,0.0,112
Baker-Boaitey,19,0.0,114
Barco,19,0.0,116
Cozier-Duberry,19,0.0,118
Dahoud,19,0.0,119
Gross,19,0.0,125
I.Osman,19,0.0,127
Bergström,19,0.0,154
Bettinelli,19,0.0,155
Casadei,19,0.0,158
Chilwell,19,0.0,160
Mee,19,0.0,100
Onyeka,19,0.0,102
Peart-Harris,19,0.0,103
Toney,19,0.0,108
Paulsen,19,0.0,75
Travers,19,0.0,84
Brierley,19,0.0,87
Dasilva,19,0.0,90
Flekken,19,0.0,91
Henry,19,0.0,92
Hickey,19,0.0,93
Ji-soo,19,0.0,96
Amass,19,0.0,670
Wright,19,0.0,671
Simpson-Pusey,19,0.0,672
Faivre,19,0.0,66
H.Traorè,19,0.0,67
Mepham,19,0.0,72
Jaros,19,0.0,660
Yogane,19,0.0,661
Nichols,19,0.0,662
Samuels,19,0.0,663
Pond,19,0.0,664
Kporha,19,0.0,666
Fletcher,19,0.0,667
Cahill,19,0.0,668
Agbinone,19,0.0,646
Rodney,19,0.0,647
Wheatley,19,0.0,648
Meghoma,19,0.0,649
Kacurri,19,0.0,657
Heaven,19,0.0,658
Kabia,19,0.0,659
Orford,19,0.0,701
Alleyne,19,0.0,703
Brits,19,0.0,704
Arthur,19,0.0,705
Abbott,19,0.0,706
Rees-Dottin,19,0.0,707
Wilson-Brown,19,0.0,708
Kukonki,19,0.0,691
Nallo,19,0.0,692
O'Brien-Whitmarsh,19,0.0,693
Cartwright,19,0.0,694
Mubama,19,0.0,698
Dorrington,19,0.0,699
Olusesi,19,0.0,683
Hardy,19,0.0,684
Slater,19,0.0,685
Mayers,19,0.0,686
Winterburn,19,0.0,687
Nyoni,19,0.0,688
Williams-Barnett,19,0.0,689
Amissah,19,0.0,690
Fitzgerald,19,0.0,673
Wilson-Esbrand,19,0.0,675
Marsh,19,0.0,676
Bates,19,0.0,678
Broggio,19,0.0,679
Kinsey,19,0.0,680
McConville,19,0.0,681
Porter,19,,756
Knight,19,,758
Eyestone,19,,759
Cassanova,19,,760
Cashin,19,,763
Jack Henry-Francis,19,,793
Nuno,19,,747
Rusk,19,,748
Postecoglou,19,,749
Potter,19,,750
Pereira,19,,751
Frank,19,,752
Silva,19,,753
Van Nistelrooy,19,,754
Hürzeler,19,,739
Maresca,19,,740
Glasner,19,,741
Moyes,19,,742
Slot,19,,744
Amorim,19,,745
Howe,19,,746
Nedeljkovic,19,0.0,50
Olsen,19,0.0,51
Sinisalo,19,0.0,55
Sousa,19,0.0,56
Aarons,19,0.0,59
Anthony,19,0.0,61
Emery,19,,737
Iraola,19,,738
Worrall,19,0.0,448
Shaw,19,0.0,387
A.Murphy,19,0.0,390
Botman,19,0.0,393
Dúbravka,19,0.0,396
Hayden,19,0.0,400
Krafth,19,0.0,405
Omobamidele,19,0.0,440
Panzo,19,0.0,441
Sangaré,19,0.0,442
Sels,19,0.0,443
Toffolo,19,0.0,444
Turner,19,0.0,445
Ui-jo,19,0.0,446
Bowler,19,0.0,426
C.Miguel,19,0.0,427
Da Silva Moreira,19,0.0,428
Danilo,19,0.0,429
Mighten,19,0.0,435
O.Richards,19,0.0,438
Freddie Simmonds,19,,794
Harry Howell,19,,795
Olabade Aluko,19,,796
Jake Evans,19,,797
Jay Robinson,19,,798
Boniface,19,,799
Tom Taylor,19,,800
Haaland,20,0.9,351
Wissa,20,1.4,110
Isak,20,1.3,401
M.Salah,20,0.2,328
Watkins,20,0.4,58
Palmer,20,0.3,182
N.Jackson,20,0.3,180
Luis Díaz,20,0.2,327
Mateta,20,0.4,207
Evanilson,20,0.2,617
Wood,20,0.4,447
Solanke,20,0.5,82
I.Sarr,20,0.0,585
Johnson,20,0.2,275
Strand Larsen,20,1.0,566
Havertz,20,0.0,4
Semenyo,20,0.5,78
Madueke,20,0.0,177
Eze,20,0.4,199
Mitoma,20,0.0,136
Raúl,20,0.3,252
Vardy,20,0.3,306
O.Dango,20,0.4,74
