web_name,gw,npxG,player_id
Mount,11,0.0,382
Guedes,11,0.0,548
Cucurella,11,0.0,163
McGinn,11,0.0,48
De Ligt,11,0.0,593
Hutchinson,11,0.1,274
Yates,11,0.1,449
Enciso,11,0.0,121
Jaden,11,0.2,569
Chalobah,11,0.0,159
Adingra,11,0.0,113
Lewis-Potter,11,0.0,98
Virgil,11,0.0,339
Onana,11,0.2,233
Collins,11,0.0,88
N.Williams,11,0.0,437
Tielemans,11,0.0,57
Antonio,11,0.0,512
Armstrong,11,0.1,603
Van den Berg,11,0.2,338
Thomas,11,0.2,20
Mavididi,11,0.0,298
Awoniyi,11,0.0,424
Ings,11,0.3,523
Dalot,11,0.0,369
O'Riley,11,0.5,629
Ndidi,11,0.5,300
Emerson,11,0.0,520
Brooks,11,0.0,62
Lindstrøm,11,0.4,577
Jota Silva,11,0.0,596
João Félix,11,0.0,621
Anderson,11,0.0,423
Kovačić,11,0.0,354
Sancho,11,0.0,386
Hirst,11,0.0,272
Alexander-Arnold,11,0.0,311
Guéhi,11,0.1,200
Harwood-Bellis,11,0.2,461
Füllkrug,11,0.0,589
Christie,11,0.1,63
Konaté,11,0.1,326
Bailey,11,0.1,28
Romero,11,0.1,498
Burn,11,0.1,395
Huijsen,11,0.2,580
Maguire,11,0.0,377
C.Soler,11,0.0,654
Ramsey,11,0.1,53
Malen,11,,725
Willock,11,0.1,420
Casemiro,11,0.1,368
Gusto,11,0.6,171
Dominguez,11,0.0,431
Pedro Porro,11,0.0,495
Faes,11,0.0,291
Sessegnon,11,0.0,579
Summerville,11,0.3,587
Alcaraz,11,0.0,450
Mavropanos,11,0.0,528
Barkley,11,0.0,29
Kilman,11,0.0,524
Broadhead,11,0.0,262
O'Shea,11,0.1,630
Lewis,11,0.0,355
Murillo,11,0.2,436
Rúben,11,0.0,361
Bentancur,11,0.2,480
Mario Jr.,11,0.0,557
Tarkowski,11,0.1,236
Adams,11,0.0,60
Hinshelwood,11,0.3,126
Tel,11,,768
Colwill,11,0.0,162
Daka,11,0.0,289
Justin,11,0.0,295
El Khannouss,11,0.0,635
Van Hecke,11,0.0,144
Robertson,11,0.0,335
Sinisterra,11,0.0,80
Akanji,11,0.0,340
Nelson,11,0.3,10
Zabarnyi,11,0.0,85
Bellegarde,11,0.0,535
McNeil,11,0.0,230
Chaplin,11,0.0,265
Nwaneri,11,0.0,12
Martinez,11,0.0,47
Odobert,11,0.0,612
Grealish,11,0.0,349
O’Reilly,11,0.0,607
Ugarte,11,0.0,652
Tosin,11,0.0,187
Gruda,11,0.0,595
Sosa,11,0.1,620
Pinnock,11,0.0,104
Kamaldeen,11,0.0,462
Bassey,11,0.0,241
Tete,11,0.0,257
Wan-Bissaka,11,0.0,388
C.Richards,11,0.0,194
Branthwaite,11,0.0,219
Doherty,11,0.0,543
Andersen,11,0.0,191
Kamada,11,0.0,205
Sterling,11,0.0,186
Ferguson,11,0.0,123
Mangala,11,0.0,651
Doku,11,0.0,346
Gravenberch,11,0.0,323
Burgess,11,0.1,263
Lerma,11,0.0,206
Janelt,11,0.1,94
Cook,11,0.1,64
Gómez,11,,714
Lukić,11,0.0,249
Gana,11,0.1,222
Brereton Díaz,11,0.1,584
Estupiñan,11,0.1,122
Werner,11,0.2,509
Konsa,11,0.0,44
Hughes,11,0.0,203
Maatsen,11,0.0,45
J.Clarke,11,0.0,631
Veltman,11,0.0,145
Hee Chan,11,0.0,550
Mitchell,11,0.0,210
Calafiori,11,0.0,578
Wieffer,11,0.0,149
Bergvall,11,0.0,481
Mainoo,11,0.0,378
Mazraoui,11,0.0,594
Ugochukwu,11,0.0,188
Davis,11,0.0,267
Dunk,11,0.0,120
J.Timber,11,0.0,6
Yarmoliuk,11,0.0,111
Matheus N.,11,0.0,356
Diego Carlos,11,0.1,35
Bednarek,11,0.0,455
Elliott,11,0.0,319
Kamara,11,0.0,42
Mings,11,0.0,49
Greaves,11,0.0,270
N.Semedo,11,0.0,559
Jebbison,11,0.0,69
Walker-Peters,11,0.0,476
De Cordova-Reid,11,0.0,290
Senesi,11,0.7,79
McAteer,11,0.0,299
Smith,11,0.0,81
Scott,11,0.0,77
O'Brien,11,0.0,582
Robinson,11,0.1,255
Doyle,11,0.0,544
Digne,11,0.2,36
Longstaff,11,0.2,410
Miley,11,0.0,411
Caicedo,11,0.0,157
Stones,11,0.0,362
Ajer,11,0.0,86
Yoro,11,0.0,572
Disasi,11,0.0,167
Coleman,11,0.0,221
Diop,11,0.0,245
Ward-Prowse,11,0.0,531
Devenny,11,0.1,645
Okoli,11,0.0,301
Eriksen,11,0.0,370
Buendia,11,0.0,31
Obi,11,,776
Almirón,11,0.0,391
Bradley,11,0.0,313
R.Gomes,11,0.0,563
Taylor,11,0.0,281
Keane,11,0.0,228
Toti,11,0.0,567
Danso,11,,767
Lamptey,11,0.0,131
Tomiyasu,11,0.0,22
Philip,11,0.0,76
Van de Ven,11,0.0,506
Spence,11,0.0,504
Cajuste,11,0.0,619
Antony,11,0.0,365
Coady,11,0.0,288
Pau,11,0.0,52
Stephens,11,0.0,472
Kelly,11,0.0,404
Hall,11,0.0,399
F.Kadıoğlu,11,0.0,628
Aina,11,0.0,422
Mosquera,11,0.0,558
Dawson,11,0.0,542
Al-Hamadi,11,0.0,260
Burns,11,0.0,264
Manning,11,0.0,467
Smallbone,11,0.0,471
Mykolenko,11,0.0,231
C.Doucouré,11,0.0,193
W.Fofana,11,0.4,189
James,11,0.0,172
A.Fatawu,11,0.0,570
Stewart,11,0.0,473
Kerkez,11,0.0,70
Bissouma,11,0.0,482
White,11,0.0,24
George,11,,696
Zinchenko,11,0.0,25
Willian,11,,772
Udogie,11,0.0,505
Davies,11,0.0,669
Chiesa,11,0.0,636
Phillips,11,0.0,359
N.Gonzalez,11,,765
Wharton,11,0.0,216
S.Bueno,11,0.0,564
Castagne,11,0.0,244
Morsy,11,0.0,278
Downes,11,0.0,518
André,11,0.0,642
Tsimikas,11,0.0,337
Esse,11,,730
Edouard,11,0.0,198
Iroegbunam,11,0.0,226
Aké,11,0.0,341
Cash,11,0.0,32
Álvarez,11,0.0,511
Sugawara,11,0.0,474
Tierney,11,0.0,21
Jensen,11,0.0,95
Acheampong,11,,697
Kayode,11,,757
Agbadou,11,,720
Moore,11,0.0,610
Berge,11,0.0,622
Dorgu,11,,766
Livramento,11,0.0,409
Kiwior,11,0.0,8
Roerslev,11,0.0,105
Morato,11,0.0,653
Hill,11,0.0,68
G.Rodríguez,11,0.0,588
Todibo,11,0.0,591
Milner,11,0.0,134
Garner,11,0.0,223
Reed,11,0.0,254
B.Soumaré,11,0.0,285
Tuanzebe,11,0.0,282
L.Guilherme,11,0.0,526
Lavia,11,0.0,174
Dewsbury-Hall,11,0.0,166
Mudryk,11,0.0,179
Bella-Kotchap,11,0.0,456
M.França,11,0.0,208
Cresswell,11,0.0,517
Coufal,11,0.0,516
Cornet,11,0.0,515
Young,11,0.1,656
King,11,0.0,604
Grønbæk,11,,734
Maghoma,11,0.0,674
Monga,11,,792
Scarles,11,0.0,677
Mheuka,11,,781
Alex Moreno,11,0.0,26
Winks,11,0.0,309
Kristiansen,11,0.0,296
Vestergaard,11,0.0,307
Quansah,11,0.0,333
Reguilón,11,0.0,496
Renato Veiga,11,0.0,184
Evans,11,0.0,371
McTominay,11,0.0,381
Vinicius,11,0.0,258
H.Clarke,11,0.0,266
Skipp,11,0.0,501
Walker,11,0.0,363
Lallana,11,0.0,463
Cairney,11,0.0,243
Patterson,11,0.0,234
Y. Chermiti,11,0.0,237
Igor,11,0.0,128
Gilmour,11,0.0,124
Collyer,11,0.0,613
Osula,11,0.0,590
Arrizabalaga,11,0.0,152
Broja,11,0.0,156
March,11,0.0,132
Lewis-Skelly,11,0.0,597
Pedro Lima,11,0.0,561
Irving,11,0.0,576
Thiago,11,0.0,107
Konak,11,0.0,97
Forbs,11,0.0,655
Butler-Oyedeji,11,0.0,665
Boly,11,0.0,425
Jorginho,11,0.0,7
Clarke,11,,801
Fábio Vieira,11,0.0,1
Hein,11,0.0,5
Ramsdale,11,0.0,14
Raya,11,0.0,15
Barrenechea,11,0.0,30
Djiga,11,,769
Amougou,11,,771
Heath,11,,773
Anselmino,11,,774
Coby Ebere,11,,775
Fredricson,11,,777
Moorhouse,11,,778
Koné,11,,779
Morgan,11,,780
Samuels-Smith,11,,782
Graczyk,11,,783
Mané,11,,784
Echeverri,11,,785
Benjamin Fredrick,11,,786
Genesis Antwi,11,,787
Dermot Mee,11,,788
Neave,11,,789
Gower,11,,790
Charlie Tasker,11,,791
Diaby,11,0.0,34
Dobbin,11,0.0,37
Gauci,11,0.0,39
Hause,11,0.0,40
Iling Jr,11,0.0,41
Kesler-Hayden,11,0.0,43
Marschall,11,0.0,46
Silcott-Duberry,11,,728
Ajayi,11,,729
A. Garcia,11,,731
Khusanov,11,,732
Vitor Reis,11,,733
Arteta,11,,735
Guardiola,11,,736
Dendoncker,11,0.0,33
Welington,11,,718
Kayi Sanda,11,,719
Hennessey,11,,721
Adu-Adjei,11,,722
Sadi,11,,723
Sherif,11,,724
Coulibaly,11,,726
McKenna,11,,727
Danns,11,,709
Jimoh,11,,710
Okoduwa,11,,711
Akinmboni,11,,712
Soler,11,,713
Godfrey,11,,715
Kinsky,11,,716
Yang,11,,717
Lis,11,0.0,465
Lumley,11,0.0,466
Mara,11,0.0,468
McCarthy,11,0.0,469
A.Phillips,11,0.0,478
Austin,11,0.0,479
Kelleher,11,0.0,325
Pellistri,11,0.0,384
Amo-Ameyaw,11,0.0,451
Bazunu,11,0.0,454
Bree,11,0.0,457
Charles,11,0.0,458
Edozie,11,0.0,459
Edwards,11,0.0,460
Larios,11,0.0,464
Ortega Moreno,11,0.0,358
Rodrigo,11,0.0,360
Bayindir,11,0.0,367
Hannibal,11,0.0,373
Heaton,11,0.0,374
Lindelof,11,0.0,376
Malacia,11,0.0,379
Kuol,11,0.0,406
Lascelles,11,0.0,407
Odysseas,11,0.0,412
Pope,11,0.0,413
Ruddy,11,0.0,414
Targett,11,0.0,416
João Cancelo,11,0.0,353
Marcal,11,0.0,297
Ricardo,11,0.0,302
Souttar,11,0.0,303
Stolarczyk,11,0.0,304
Ward,11,0.0,215
A.Becker,11,0.0,310
Bajcetic,11,0.0,312
Clark,11,0.0,315
Scarlett,11,0.0,500
Solomon,11,0.0,502
Veliz,11,0.0,507
Vicario,11,0.0,508
Whiteman,11,0.0,510
Golding,11,0.0,292
Hermansen,11,0.0,293
Iversen,11,0.0,294
Bryan,11,0.0,483
Devine,11,0.0,485
Dragusin,11,0.0,486
E.Royal,11,0.0,487
Forster,11,0.0,488
Gray,11,0.0,489
Højbjerg,11,0.0,490
Lo Celso,11,0.0,493
McConnell,11,0.0,330
Morton,11,0.0,331
N.Phillips,11,0.0,332
R.Williams,11,0.0,334
Bobb,11,0.0,343
Carson,11,0.0,344
Ederson M.,11,0.0,347
J.Alvarez,11,0.0,352
Chiwome,11,0.0,539
Cundle,11,0.0,540
Holgate,11,0.0,225
J.Virginia,11,0.0,227
Maupay,11,0.0,229
Pickford,11,0.0,235
Benda,11,0.0,242
Harris,11,0.0,702
Fabianski,11,0.0,521
Foderingham,11,0.0,522
N.Aguerd,11,0.0,529
Zouma,11,0.0,532
B.Traore,11,0.0,534
Bentley,11,0.0,536
Chiquinho,11,0.0,537
Chirewa,11,0.0,538
Ndaba,11,0.0,279
Slicker,11,0.0,280
Walton,11,0.0,283
Woolfenden,11,0.0,284
Cannon,11,0.0,286
Choudhury,11,0.0,287
Areola,11,0.0,513
Earthy,11,0.0,519
Doak,11,0.0,318
Endo,11,0.0,320
Baggott,11,0.0,261
Edmundson,11,0.0,269
Harness,11,0.0,271
Humphreys,11,0.0,273
Ladapo,11,0.0,276
Luongo,11,0.0,277
Podence,11,0.0,562
Muric,11,0.0,568
Pivas,11,0.0,574
Wiley,11,0.0,575
Chukwuemeka,11,0.0,161
D.D.Fofana,11,0.0,164
Deivid,11,0.0,165
Gallagher,11,0.0,169
Fraser,11,0.0,397
Gonzalez,11,0.0,547
H.Bueno,11,0.0,549
Hodge,11,0.0,551
Hoever,11,0.0,552
José Sá,11,0.0,554
Kalajdžić,11,0.0,555
Holding,11,0.0,202
Johnstone,11,0.0,204
Matthews,11,0.0,209
Ozoh,11,0.0,212
Rak-Sakyi,11,0.0,695
Schlupp,11,0.0,214
Fábio Silva,11,0.0,545
Leno,11,0.0,248
Mbabu,11,0.0,250
Ream,11,0.0,253
Stansfield,11,0.0,256
Chadi Riad,11,0.0,195
Clyne,11,0.0,196
Ebiowei,11,0.0,197
Henderson,11,0.0,201
Sarmiento,11,0.0,141
Steele,11,0.0,142
Undav,11,0.0,143
Verbruggen,11,0.0,146
Webster,11,0.0,147
Andrey Santos,11,0.0,150
Ângelo,11,0.0,151
B.Badiashile,11,0.0,153
Godo,11,0.0,605
Alves,11,0.0,606
Kozlowski,11,0.0,130
Mazilu,11,0.0,133
Moder,11,0.0,137
O’Mahony,11,0.0,138
Offiah,11,0.0,139
Peupion,11,0.0,140
Jørgensen,11,0.0,581
Townsend,11,0.0,583
J.Cuenca,11,0.0,586
J.Araujo,11,0.0,592
Bogarde,11,0.0,598
Dennis,11,0.0,599
Moran,11,0.0,601
Trevitt,11,0.0,602
Gilchrist,11,0.0,170
Kellyman,11,0.0,173
Lukaku,11,0.0,175
M.Sarr,11,0.0,176
Marc Guiu,11,0.0,178
Petrović,11,0.0,183
Sánchez,11,0.0,185
Ahamada,11,0.0,190
G.Nunes,11,0.0,634
Meupiyou,11,0.0,637
Oulad M'hand,11,0.0,638
Setford,11,0.0,639
Swinkels,11,0.0,640
Zych,11,0.0,641
Casey,11,0.0,643
Umeh-Chibueze,11,0.0,644
Lankshear,11,0.0,609
Metcalfe,11,0.0,614
Rushworth,11,0.0,615
Begovic,11,0.0,624
Kaboré,11,0.0,626
Dixon,11,0.0,627
Ogbene,11,0.0,632
Valdimarsson,11,0.0,109
Zanka,11,0.0,112
Baker-Boaitey,11,0.0,114
Barco,11,0.0,116
Cozier-Duberry,11,0.0,118
Dahoud,11,0.0,119
Gross,11,0.0,125
I.Osman,11,0.0,127
Bergström,11,0.0,154
Bettinelli,11,0.0,155
Casadei,11,0.0,158
Chilwell,11,0.0,160
Mee,11,0.0,100
Onyeka,11,0.0,102
Peart-Harris,11,0.0,103
Toney,11,0.0,108
Paulsen,11,0.0,75
Travers,11,0.0,84
Brierley,11,0.0,87
Dasilva,11,0.0,90
Flekken,11,0.0,91
Henry,11,0.0,92
Hickey,11,0.0,93
Ji-soo,11,0.0,96
Amass,11,0.0,670
Wright,11,0.0,671
Simpson-Pusey,11,0.0,672
Faivre,11,0.0,66
H.Traorè,11,0.0,67
Mepham,11,0.0,72
Jaros,11,0.0,660
Yogane,11,0.0,661
Nichols,11,0.0,662
Samuels,11,0.0,663
Pond,11,0.0,664
Kporha,11,0.0,666
Fletcher,11,0.0,667
Cahill,11,0.0,668
Agbinone,11,0.0,646
Rodney,11,0.0,647
Wheatley,11,0.0,648
Meghoma,11,0.0,649
Kacurri,11,0.0,657
Heaven,11,0.0,658
Kabia,11,0.0,659
Orford,11,,701
Alleyne,11,,703
Brits,11,,704
Arthur,11,,705
Abbott,11,,706
Rees-Dottin,11,,707
Wilson-Brown,11,,708
Kukonki,11,,691
Nallo,11,,692
O'Brien-Whitmarsh,11,,693
Cartwright,11,,694
Mubama,11,,698
Dorrington,11,,699
Olusesi,11,,683
Hardy,11,,684
Slater,11,,685
Mayers,11,,686
Winterburn,11,,687
Nyoni,11,,688
Williams-Barnett,11,,689
Amissah,11,,690
Fitzgerald,11,0.0,673
Wilson-Esbrand,11,0.0,675
Marsh,11,0.0,676
Bates,11,0.0,678
Broggio,11,,679
Kinsey,11,,680
McConville,11,,681
Porter,11,,756
Knight,11,,758
Eyestone,11,,759
Cassanova,11,,760
Cashin,11,,763
Jack Henry-Francis,11,,793
Nuno,11,,747
Rusk,11,,748
Postecoglou,11,,749
Potter,11,,750
Pereira,11,,751
Frank,11,,752
Silva,11,,753
Van Nistelrooy,11,,754
Hürzeler,11,,739
Maresca,11,,740
Glasner,11,,741
Moyes,11,,742
Slot,11,,744
Amorim,11,,745
Howe,11,,746
Nedeljkovic,11,0.0,50
Olsen,11,0.0,51
Sinisalo,11,0.0,55
Sousa,11,0.0,56
Aarons,11,0.0,59
Anthony,11,0.0,61
Emery,11,,737
Iraola,11,,738
Worrall,11,0.0,448
Shaw,11,0.0,387
A.Murphy,11,0.0,390
Botman,11,0.0,393
Dúbravka,11,0.0,396
Hayden,11,0.0,400
Krafth,11,0.0,405
Omobamidele,11,0.0,440
Panzo,11,0.0,441
Sangaré,11,0.0,442
Sels,11,0.0,443
Toffolo,11,0.0,444
Turner,11,0.0,445
Ui-jo,11,0.0,446
Bowler,11,0.0,426
C.Miguel,11,0.0,427
Da Silva Moreira,11,0.0,428
Danilo,11,0.0,429
Mighten,11,0.0,435
O.Richards,11,0.0,438
Freddie Simmonds,11,,794
Harry Howell,11,,795
Olabade Aluko,11,,796
Jake Evans,11,,797
Jay Robinson,11,,798
Boniface,11,,799
Tom Taylor,11,,800
Haaland,12,0.8,351
Wissa,12,0.8,110
Isak,12,0.7,401
M.Salah,12,1.1,328
Watkins,12,1.3,58
Palmer,12,0.9,182
N.Jackson,12,0.4,180
Luis Díaz,12,0.1,327
Mateta,12,0.1,207
Evanilson,12,0.5,617
Wood,12,0.0,447
Solanke,12,0.1,82
I.Sarr,12,0.7,585
Johnson,12,1.1,275
Strand Larsen,12,0.1,566
Havertz,12,0.0,4
Semenyo,12,0.3,78
Madueke,12,0.5,177
Eze,12,0.0,199
Mitoma,12,0.4,136
Raúl,12,0.7,252
Vardy,12,0.0,306
O.Dango,12,0.0,74
Welbeck,12,0.0,148
Schade,12,0.0,106
Delap,12,1.1,268
Cunha,12,0.8,541
Diogo J.,12,0.0,317
Trossard,12,0.2,23
Bowen,12,0.2,514
Mbeumo,12,0.0,99
B.Fernandes,12,0.2,366
Garnacho,12,0.2,372
Gakpo,12,0.1,321
Szoboszlai,12,0.2,336
Barnes,12,0.0,392
Martinelli,12,0.0,9
Kudus,12,0.0,525
Gordon,12,0.4,398
Calvert-Lewin,12,0.2,220
Enzo,12,0.9,168
Beto,12,0.4,218
J.Murphy,12,0.0,402
Souček,12,0.3,530
Saka,12,0.3,17
Rogers,12,0.2,54
Muniz,12,0.0,251
Merino,12,0.0,633
Tavernier,12,0.0,83
Maddison,12,0.8,494
Nketiah,12,0.0,11
Foden,12,0.5,348
Kluivert,12,0.2,71
Darwin,12,0.1,316
João Pedro,12,0.3,129
Son,12,0.0,503
Gibbs-White,12,0.0,433
Zirkzee,12,0.0,389
Højlund,12,0.0,375
Savinho,12,0.1,571
Muñoz,12,0.0,211
Georginio,12,0.2,618
Marmoush,12,,755
Nkunku,12,0.1,181
Duran,12,0.0,38
Elanga,12,0.0,432
De Bruyne,12,0.0,345
Smith Rowe,12,0.0,19
Amad,12,0.1,364
Iwobi,12,0.2,247
Tonali,12,0.0,417
Gvardiol,12,0.3,350
Kulusevski,12,0.1,492
Jones,12,0.0,324
Archer,12,0.0,27
Minteh,12,0.0,135
Ødegaard,12,0.3,13
Bruno G.,12,0.0,394
Bernardo,12,0.1,342
M.Fernandes,12,0.2,623
Buonanotte,12,0.0,117
Wilson,12,0.0,259
A.Doucoure,12,0.0,217
Adama,12,0.0,239
Joelinton,12,0.0,403
Richarlison,12,0.0,497
Rashford,12,0.3,385
Ndiaye,12,0.1,232
Nørgaard,12,0.0,101
P.M.Sarr,12,0.0,499
Lacroix,12,0.1,650
Szmodics,12,0.2,611
Onuachu,12,0.0,470
Harrison,12,0.0,224
Neto,12,0.0,73
L.Paquetá,12,0.0,527
Milenković,12,0.0,573
Rice,12,0.0,16
G.Jesus,12,0.1,2
Sarabia,12,0.0,565
Baleba,12,0.0,115
Munetsi,12,,770
McAtee,12,0.0,357
M.Asensio,12,,762
Mac Allister,12,0.0,329
Gabriel,12,0.1,3
Dibling,12,0.0,608
Aït-Nouri,12,0.0,533
Damsgaard,12,0.1,89
Gündogan,12,0.1,625
Schär,12,0.0,415
Aribo,12,0.0,452
Carvalho,12,0.0,314
Ayari,12,0.0,600
Saliba,12,0.0,18
Enes Ünal,12,0.2,65
J.Gomes,12,0.2,553
Andreas,12,0.0,240
J.Ayew,12,0.0,192
Hudson-Odoi,12,0.0,434
Mount,12,0.0,382
Guedes,12,0.2,548
Cucurella,12,0.0,163
McGinn,12,0.4,48
De Ligt,12,0.0,593
Hutchinson,12,0.2,274
Yates,12,0.1,449
Enciso,12,0.0,121
Jaden,12,0.0,569
Chalobah,12,0.0,159
Adingra,12,0.0,113
Lewis-Potter,12,0.0,98
Virgil,12,0.0,339
Onana,12,0.0,233
Collins,12,0.0,88
N.Williams,12,0.0,437
Tielemans,12,0.0,57
Antonio,12,0.0,512
Armstrong,12,0.0,603
Van den Berg,12,0.1,338
Thomas,12,0.1,20
Mavididi,12,0.0,298
Awoniyi,12,0.0,424
Ings,12,0.1,523
Dalot,12,0.0,369
O'Riley,12,0.0,629
Ndidi,12,0.2,300
Emerson,12,0.0,520
Brooks,12,0.1,62
Lindstrøm,12,0.1,577
Jota Silva,12,0.1,596
João Félix,12,0.1,621
Anderson,12,0.0,423
Kovačić,12,0.0,354
Sancho,12,0.0,386
Hirst,12,0.0,272
Alexander-Arnold,12,0.0,311
Guéhi,12,0.0,200
Harwood-Bellis,12,0.0,461
Füllkrug,12,0.0,589
Christie,12,0.0,63
Konaté,12,0.0,326
Bailey,12,0.1,28
Romero,12,0.0,498
Burn,12,0.0,395
Huijsen,12,0.2,580
Maguire,12,0.0,377
C.Soler,12,0.1,654
Ramsey,12,0.0,53
Malen,12,,725
Willock,12,0.2,420
Casemiro,12,0.0,368
Gusto,12,0.0,171
Dominguez,12,0.0,431
Pedro Porro,12,0.3,495
Faes,12,0.0,291
Sessegnon,12,0.0,579
Summerville,12,0.0,587
Alcaraz,12,0.0,450
Mavropanos,12,0.0,528
Barkley,12,0.2,29
Kilman,12,0.0,524
Broadhead,12,0.0,262
O'Shea,12,0.0,630
Lewis,12,0.0,355
Murillo,12,0.0,436
Rúben,12,0.0,361
Bentancur,12,0.0,480
Mario Jr.,12,0.0,557
Tarkowski,12,0.0,236
Adams,12,0.0,60
Hinshelwood,12,0.0,126
Tel,12,,768
Colwill,12,0.0,162
Daka,12,0.1,289
Justin,12,0.0,295
El Khannouss,12,0.0,635
Van Hecke,12,0.0,144
Robertson,12,0.0,335
Sinisterra,12,0.0,80
Akanji,12,0.1,340
Nelson,12,0.0,10
Zabarnyi,12,0.0,85
Bellegarde,12,0.0,535
McNeil,12,0.2,230
Chaplin,12,0.2,265
Nwaneri,12,0.1,12
Martinez,12,0.0,47
Odobert,12,0.0,612
Grealish,12,0.0,349
O’Reilly,12,0.0,607
Ugarte,12,0.0,652
Tosin,12,0.0,187
Gruda,12,0.0,595
Sosa,12,0.0,620
Pinnock,12,0.0,104
Kamaldeen,12,0.0,462
Bassey,12,0.0,241
Tete,12,0.0,257
Wan-Bissaka,12,0.1,388
C.Richards,12,0.0,194
Branthwaite,12,0.0,219
Doherty,12,0.0,543
Andersen,12,0.0,191
Kamada,12,0.0,205
Sterling,12,0.0,186
Ferguson,12,0.0,123
Mangala,12,0.0,651
Doku,12,0.0,346
Gravenberch,12,0.4,323
Burgess,12,0.0,263
Lerma,12,0.0,206
Janelt,12,0.0,94
Cook,12,0.0,64
Gómez,12,,714
Lukić,12,0.0,249
Gana,12,0.1,222
Brereton Díaz,12,0.0,584
Estupiñan,12,0.0,122
Werner,12,0.0,509
Konsa,12,0.0,44
Hughes,12,0.0,203
Maatsen,12,0.1,45
J.Clarke,12,0.0,631
Veltman,12,0.0,145
Hee Chan,12,0.0,550
Mitchell,12,0.0,210
Calafiori,12,0.0,578
Wieffer,12,0.0,149
Bergvall,12,0.0,481
Mainoo,12,0.0,378
Mazraoui,12,0.0,594
Ugochukwu,12,0.0,188
Davis,12,0.0,267
Dunk,12,0.0,120
J.Timber,12,0.0,6
Yarmoliuk,12,0.0,111
Matheus N.,12,0.0,356
Diego Carlos,12,0.1,35
Bednarek,12,0.0,455
Elliott,12,0.0,319
Kamara,12,0.0,42
Mings,12,0.0,49
Greaves,12,0.0,270
N.Semedo,12,0.0,559
Jebbison,12,0.0,69
Walker-Peters,12,0.0,476
De Cordova-Reid,12,0.0,290
Senesi,12,0.0,79
McAteer,12,0.0,299
Smith,12,0.0,81
Scott,12,0.0,77
O'Brien,12,0.0,582
Robinson,12,0.0,255
Doyle,12,0.0,544
Digne,12,0.0,36
Longstaff,12,0.1,410
Miley,12,0.0,411
Caicedo,12,0.1,157
Stones,12,0.0,362
Ajer,12,0.0,86
Yoro,12,0.0,572
Disasi,12,0.0,167
Coleman,12,0.0,221
Diop,12,0.0,245
Ward-Prowse,12,0.0,531
Devenny,12,0.3,645
Okoli,12,0.0,301
Eriksen,12,0.0,370
Buendia,12,0.0,31
Obi,12,,776
Almirón,12,0.0,391
Bradley,12,0.2,313
R.Gomes,12,0.0,563
Taylor,12,0.0,281
Keane,12,0.0,228
Toti,12,0.0,567
Danso,12,,767
Lamptey,12,0.0,131
Tomiyasu,12,0.0,22
Philip,12,0.0,76
Van de Ven,12,0.0,506
Spence,12,0.0,504
Cajuste,12,0.1,619
Antony,12,0.0,365
Coady,12,0.0,288
Pau,12,0.0,52
Stephens,12,0.0,472
Kelly,12,0.2,404
Hall,12,0.1,399
F.Kadıoğlu,12,0.0,628
Aina,12,0.0,422
Mosquera,12,0.0,558
Dawson,12,0.0,542
Al-Hamadi,12,0.0,260
Burns,12,0.0,264
Manning,12,0.0,467
Smallbone,12,0.0,471
Mykolenko,12,0.2,231
C.Doucouré,12,0.0,193
W.Fofana,12,0.0,189
James,12,0.0,172
A.Fatawu,12,0.0,570
Stewart,12,0.0,473
Kerkez,12,0.0,70
Bissouma,12,0.0,482
White,12,0.0,24
George,12,,696
Zinchenko,12,0.0,25
Willian,12,,772
Udogie,12,0.0,505
Davies,12,0.0,669
Chiesa,12,0.0,636
Phillips,12,0.0,359
N.Gonzalez,12,,765
Wharton,12,0.0,216
S.Bueno,12,0.0,564
Castagne,12,0.0,244
Morsy,12,0.0,278
Downes,12,0.0,518
André,12,0.0,642
Tsimikas,12,0.0,337
Esse,12,,730
Edouard,12,0.0,198
Iroegbunam,12,0.0,226
Aké,12,0.1,341
Cash,12,0.0,32
Álvarez,12,0.0,511
Sugawara,12,0.0,474
Tierney,12,0.0,21
Jensen,12,0.1,95
Acheampong,12,,697
Kayode,12,,757
Agbadou,12,,720
Moore,12,0.0,610
Berge,12,0.0,622
Dorgu,12,,766
Livramento,12,0.0,409
Kiwior,12,0.0,8
Roerslev,12,0.0,105
Morato,12,0.0,653
Hill,12,0.0,68
G.Rodríguez,12,0.0,588
Todibo,12,0.0,591
Milner,12,0.0,134
Garner,12,0.0,223
Reed,12,0.0,254
B.Soumaré,12,0.0,285
Tuanzebe,12,0.0,282
L.Guilherme,12,0.0,526
Lavia,12,0.0,174
Dewsbury-Hall,12,0.0,166
Mudryk,12,0.0,179
Bella-Kotchap,12,0.0,456
M.França,12,0.0,208
Cresswell,12,0.0,517
Coufal,12,0.0,516
Cornet,12,0.0,515
Young,12,0.0,656
King,12,0.0,604
Grønbæk,12,,734
Maghoma,12,0.0,674
Monga,12,,792
Scarles,12,0.0,677
Mheuka,12,,781
Alex Moreno,12,0.0,26
Winks,12,0.0,309
Kristiansen,12,0.0,296
Vestergaard,12,0.0,307
Quansah,12,0.0,333
Reguilón,12,0.0,496
Renato Veiga,12,0.0,184
Evans,12,0.0,371
McTominay,12,0.0,381
Vinicius,12,0.0,258
