web_name,gw,SiB,player_id
Virgil,10,0,339
Bruno G.,10,1,394
L.Paquetá,10,1,527
Højlund,10,0,375
Mac Allister,10,1,329
Buonanotte,10,3,117
Damsgaard,10,0,89
Marmoush,10,,755
De Bruyne,10,0,345
Jones,10,2,324
Harrison,10,1,224
Ndidi,10,0,300
Nkunku,10,0,181
J.Ayew,10,5,192
Adingra,10,0,113
Gabriel,10,0,3
Armstrong,10,3,603
J.Gomes,10,1,553
Tielemans,10,0,57
Wilson,10,3,259
N.Williams,10,0,437
Burn,10,0,395
G.Jesus,10,0,2
Sancho,10,0,386
Harwood-Bellis,10,2,461
Szmodics,10,1,611
McGinn,10,1,48
Bailey,10,1,28
Justin,10,0,295
De Ligt,10,0,593
O'Shea,10,2,630
Tel,10,,768
Konaté,10,2,326
Kamaldeen,10,0,462
Doku,10,1,346
Yates,10,1,449
Tete,10,1,257
Jota Silva,10,0,596
Mavididi,10,1,298
Richarlison,10,0,497
Ayari,10,0,600
Anderson,10,0,423
Dalot,10,0,369
Van den Berg,10,0,338
Dibling,10,0,608
Romero,10,0,498
Enciso,10,0,121
Hutchinson,10,2,274
Casemiro,10,0,368
Collins,10,0,88
Cucurella,10,0,163
Colwill,10,1,162
Christie,10,0,63
Antonio,10,1,512
Tarkowski,10,1,236
Enes Ünal,10,0,65
Füllkrug,10,0,589
O'Riley,10,0,629
Schär,10,1,415
Lerma,10,0,206
João Félix,10,0,621
Aribo,10,1,452
Mavropanos,10,0,528
Willock,10,2,420
Tonali,10,0,417
M.Asensio,10,,762
Brooks,10,1,62
Guéhi,10,2,200
Nwaneri,10,0,12
Andersen,10,1,191
Lewis-Potter,10,1,98
Walker-Peters,10,1,476
Martinez,10,0,47
Bentancur,10,0,480
Lindstrøm,10,1,577
Summerville,10,0,587
Andreas,10,0,240
Gündogan,10,0,625
Wan-Bissaka,10,0,388
Daka,10,0,289
Alexander-Arnold,10,0,311
Grealish,10,0,349
Huijsen,10,0,580
Murillo,10,0,436
Kilman,10,0,524
Munetsi,10,,770
Ings,10,0,523
Hinshelwood,10,0,126
Maguire,10,0,377
Sessegnon,10,0,579
Ramsey,10,0,53
Van Hecke,10,0,144
Chalobah,10,1,159
P.M.Sarr,10,0,499
C.Soler,10,0,654
Malen,10,,725
Onana,10,1,233
McNeil,10,0,230
Tosin,10,0,187
Robertson,10,0,335
Nelson,10,3,10
Jaden,10,0,569
J.Timber,10,1,6
Mitchell,10,1,210
Bellegarde,10,0,535
El Khannouss,10,0,635
Maatsen,10,0,45
Barkley,10,0,29
Kerkez,10,0,70
Kamada,10,2,205
C.Richards,10,0,194
Dunk,10,0,120
Sinisterra,10,0,80
Pedro Porro,10,2,495
Doherty,10,0,543
Faes,10,2,291
Sarabia,10,1,565
Guedes,10,0,548
Alcaraz,10,0,450
Janelt,10,0,94
Bassey,10,0,241
Burgess,10,0,263
Rúben,10,0,361
McAtee,10,0,357
Zabarnyi,10,0,85
Pinnock,10,0,104
Kovačić,10,1,354
Mount,10,0,382
Awoniyi,10,0,424
Carvalho,10,1,314
Hirst,10,0,272
Elliott,10,0,319
Estupiñan,10,0,122
Sugawara,10,0,474
Brereton Díaz,10,0,584
Ajer,10,0,86
Dominguez,10,1,431
Mings,10,0,49
Lewis,10,0,355
Greaves,10,0,270
Bradley,10,0,313
J.Clarke,10,0,631
McAteer,10,1,299
Branthwaite,10,0,219
Mario Jr.,10,0,557
Emerson,10,0,520
Konsa,10,0,44
Hall,10,0,399
Mykolenko,10,1,231
Keane,10,1,228
Ugarte,10,0,652
Chaplin,10,0,265
Odobert,10,0,612
Castagne,10,1,244
Lukić,10,0,249
Thomas,10,0,20
Dorgu,10,,766
Scott,10,0,77
Gusto,10,0,171
Sosa,10,0,620
Calafiori,10,0,578
O’Reilly,10,0,607
Broadhead,10,0,262
Ferguson,10,0,123
Almirón,10,0,391
Davis,10,1,267
Mazraoui,10,0,594
Baleba,10,0,115
N.Semedo,10,0,559
Toti,10,0,567
Ugochukwu,10,0,188
Bergvall,10,0,481
Mainoo,10,0,378
Saliba,10,0,18
Pau,10,0,52
Sterling,10,0,186
Wieffer,10,1,149
Van de Ven,10,0,506
Dawson,10,0,542
Longstaff,10,1,410
Zinchenko,10,0,25
Mangala,10,0,651
Udogie,10,0,505
Burns,10,0,264
Yoro,10,0,572
Hill,10,0,68
Cash,10,0,32
Hughes,10,1,203
S.Bueno,10,0,564
Werner,10,0,509
Taylor,10,0,281
Downes,10,0,518
Yarmoliuk,10,1,111
Adams,10,0,60
Matheus N.,10,0,356
Dragusin,10,0,486
Diego Carlos,10,1,35
Gravenberch,10,0,323
O'Brien,10,0,582
White,10,0,24
Stewart,10,0,473
A.Fatawu,10,1,570
Manning,10,0,467
Philip,10,0,76
Danso,10,,767
Spence,10,0,504
Akanji,10,0,340
Davies,10,0,669
Diop,10,0,245
Al-Hamadi,10,0,260
Obi,10,,776
Bednarek,10,0,455
Todibo,10,0,591
Gana,10,1,222
Robinson,10,0,255
R.Gomes,10,0,563
Smallbone,10,0,471
Gomez,10,2,714
Eriksen,10,0,370
Antony,10,0,365
James,10,0,172
Tsimikas,10,1,337
Bissouma,10,0,482
Broja,10,0,156
Roerslev,10,0,105
W.Fofana,10,0,189
Caicedo,10,1,157
Digne,10,0,36
F.Kadıoğlu,10,2,628
Kamara,10,0,42
N.Gonzalez,10,,765
Cook,10,0,64
Stephens,10,0,472
Aké,10,1,341
C.Doucouré,10,0,193
Edouard,10,0,198
M.França,10,0,208
Cajuste,10,0,619
Hee Chan,10,0,550
Okoli,10,0,301
Vestergaard,10,0,307
Lamptey,10,0,131
Kristiansen,10,0,296
Schlupp,10,0,214
Devenny,10,0,645
Aina,10,0,422
Kelly,10,0,404
Miley,10,0,411
Y. Chermiti,10,0,237
Coufal,10,0,516
Tuanzebe,10,0,282
George,10,,696
Acheampong,10,,697
Agbadou,10,,720
Smith,10,1,81
Morato,10,0,653
Alex Moreno,10,1,26
Kiwior,10,0,8
Buendia,10,0,31
Mosquera,10,0,558
Berge,10,0,622
Lewis-Skelly,10,0,597
Gruda,10,0,595
De Cordova-Reid,10,0,290
Osula,10,0,590
Wharton,10,0,216
Livramento,10,0,409
Chiesa,10,0,636
Jebbison,10,0,69
Doyle,10,0,544
Ward-Prowse,10,0,531
L.Guilherme,10,0,526
B.Soumaré,10,1,285
André,10,0,642
Garner,10,0,223
Renato Veiga,10,0,184
Stones,10,0,362
Veltman,10,0,145
Disasi,10,0,167
Phillips,10,2,359
Patterson,10,0,234
Young,10,0,656
Vinicius,10,0,258
H.Clarke,10,0,266
Coady,10,0,288
Woolfenden,10,0,284
Cornet,10,0,515
Iroegbunam,10,0,226
Forbs,10,0,655
Bella-Kotchap,10,0,456
Willian,10,,772
Mheuka,10,,781
Jensen,10,0,95
Scarles,10,,677
Coulibaly,10,,726
Mubama,10,,698
Orford,10,,701
Esse,10,,730
Boly,10,0,425
Botman,10,0,393
Krafth,10,0,405
Trippier,10,0,418
Amass,10,0,670
Butler-Oyedeji,10,0,665
March,10,0,132
Webster,10,0,147
Igor,10,0,128
Cairney,10,0,243
Reed,10,0,254
Henderson,10,0,201
Collyer,10,0,613
Moore,10,0,610
Coleman,10,0,221
King,10,0,604
J.Cuenca,10,0,586
Milner,10,0,134
G.Rodríguez,10,0,588
Ricardo,10,0,302
Álvarez,10,0,511
Scarlett,10,0,500
Skipp,10,0,501
Arrizabalaga,10,0,152
Mudryk,10,0,179
Kayode,10,,757
Tomiyasu,10,0,22
Tierney,10,0,21
McTominay,10,0,381
Reguilón,10,0,496
Quansah,10,0,333
Thiago,10,0,107
Townsend,10,0,583
Lavia,10,0,174
Dewsbury-Hall,10,0,166
Evans,10,0,371
Senesi,10,0,79
Bree,10,0,457
Lallana,10,0,463
Clarke,10,,801
Fábio Vieira,10,0,1
Hein,10,0,5
Jorginho,10,0,7
Ramsdale,10,0,14
Raya,10,0,15
Barrenechea,10,0,30
Djiga,10,,769
Amougou,10,,771
Heath,10,,773
Anselmino,10,,774
Coby Ebere,10,,775
Fredricson,10,,777
Moorhouse,10,,778
Koné,10,,779
Morgan,10,,780
Samuels-Smith,10,,782
Graczyk,10,,783
Mané,10,,784
Echeverri,10,,785
Diaby,10,0,34
Dobbin,10,0,37
Gauci,10,0,39
Hause,10,0,40
Iling Jr,10,0,41
Kesler-Hayden,10,0,43
Marschall,10,0,46
Ajayi,10,,729
A. Garcia,10,,731
Khusanov,10,,732
Vitor Reis,10,,733
Grønbæk,10,,734
Arteta,10,,735
Guardiola,10,,736
Dendoncker,10,0,33
Welington,10,,718
Kayi Sanda,10,,719
Hennessey,10,,721
Adu-Adjei,10,,722
Sadi,10,,723
Sherif,10,,724
McKenna,10,,727
Silcott-Duberry,10,,728
Danns,10,,709
Jimoh,10,,710
Okoduwa,10,,711
Akinmboni,10,,712
Soler,10,,713
Godfrey,10,,715
Kinsky,10,,716
Yang,10,,717
João Cancelo,10,0,353
Ortega Moreno,10,0,358
Rodrigo,10,0,360
Walker,10,0,363
Bayindir,10,0,367
Hannibal,10,0,373
Heaton,10,0,374
Lindelof,10,0,376
Larios,10,0,464
Lis,10,0,465
Lumley,10,0,466
Mara,10,0,468
McCarthy,10,0,469
A.Phillips,10,0,478
Austin,10,0,479
Pope,10,0,413
Ruddy,10,0,414
Targett,10,0,416
Amo-Ameyaw,10,0,451
Bazunu,10,0,454
Charles,10,0,458
Edozie,10,0,459
Edwards,10,0,460
A.Murphy,10,0,390
Dúbravka,10,0,396
Fraser,10,0,397
Hayden,10,0,400
Kuol,10,0,406
Lascelles,10,0,407
Odysseas,10,0,412
Hermansen,10,0,293
Iversen,10,0,294
Marcal,10,0,297
Souttar,10,0,303
Stolarczyk,10,0,304
Ward,10,0,215
Winks,10,0,309
A.Becker,10,0,310
Gray,10,0,489
Højbjerg,10,0,490
Lo Celso,10,0,493
Solomon,10,0,502
Veliz,10,0,507
Vicario,10,0,508
Whiteman,10,0,510
Golding,10,0,292
Bobb,10,0,343
Carson,10,0,344
Ederson M.,10,0,347
J.Alvarez,10,0,352
Bryan,10,0,483
Devine,10,0,485
E.Royal,10,0,487
Forster,10,0,488
Malacia,10,0,379
Pellistri,10,0,384
Kelleher,10,0,325
McConnell,10,0,330
Morton,10,0,331
N.Phillips,10,0,332
R.Williams,10,0,334
Bentley,10,0,536
Chiquinho,10,0,537
Chirewa,10,0,538
Chiwome,10,0,539
Cundle,10,0,540
Holgate,10,0,225
J.Virginia,10,0,227
Maupay,10,0,229
Areola,10,0,513
Cresswell,10,0,517
Earthy,10,0,519
Fabianski,10,0,521
Foderingham,10,0,522
N.Aguerd,10,0,529
Zouma,10,0,532
B.Traore,10,0,534
Ladapo,10,0,276
Luongo,10,0,277
Morsy,10,0,278
Ndaba,10,0,279
Slicker,10,0,280
Walton,10,0,283
Cannon,10,0,286
Choudhury,10,0,287
Bajcetic,10,0,312
Clark,10,0,315
Doak,10,0,318
Endo,10,0,320
Baggott,10,0,261
Edmundson,10,0,269
Harness,10,0,271
Humphreys,10,0,273
Pedro Lima,10,0,561
Podence,10,0,562
Muric,10,0,568
Pivas,10,0,574
Wiley,10,0,575
Irving,10,0,576
Chukwuemeka,10,0,161
Fábio Silva,10,0,545
Gonzalez,10,0,547
H.Bueno,10,0,549
Hodge,10,0,551
Hoever,10,0,552
José Sá,10,0,554
Kalajdžić,10,0,555
Clyne,10,0,196
Ebiowei,10,0,197
Holding,10,0,202
Johnstone,10,0,204
Matthews,10,0,209
Ozoh,10,0,212
Rak-Sakyi,10,0,695
Pickford,10,0,235
Benda,10,0,242
Harris,10,0,702
Leno,10,0,248
Mbabu,10,0,250
Ream,10,0,253
Stansfield,10,0,256
Chadi Riad,10,0,195
Peupion,10,0,140
Sarmiento,10,0,141
Steele,10,0,142
Undav,10,0,143
Verbruggen,10,0,146
Andrey Santos,10,0,150
Ângelo,10,0,151
B.Badiashile,10,0,153
Trevitt,10,0,602
Godo,10,0,605
Alves,10,0,606
Kozlowski,10,0,130
Mazilu,10,0,133
Moder,10,0,137
O’Mahony,10,0,138
Offiah,10,0,139
Petrović,10,0,183
Sánchez,10,0,185
Ahamada,10,0,190
Jørgensen,10,0,581
J.Araujo,10,0,592
Bogarde,10,0,598
Dennis,10,0,599
Moran,10,0,601
D.D.Fofana,10,0,164
Deivid,10,0,165
Gallagher,10,0,169
Gilchrist,10,0,170
Kellyman,10,0,173
Lukaku,10,0,175
M.Sarr,10,0,176
Marc Guiu,10,0,178
Dixon,10,0,627
Ogbene,10,0,632
G.Nunes,10,0,634
Meupiyou,10,0,637
Oulad M'hand,10,0,638
Setford,10,0,639
Swinkels,10,0,640
Zych,10,0,641
Gross,10,0,125
I.Osman,10,0,127
Lankshear,10,0,609
Metcalfe,10,0,614
Rushworth,10,0,615
Begovic,10,0,624
Kaboré,10,0,626
Toney,10,0,108
Valdimarsson,10,0,109
Zanka,10,0,112
Baker-Boaitey,10,0,114
Barco,10,0,116
Cozier-Duberry,10,0,118
Dahoud,10,0,119
Gilmour,10,0,124
Bergström,10,0,154
Bettinelli,10,0,155
Casadei,10,0,158
Chilwell,10,0,160
Konak,10,0,97
Mee,10,0,100
Onyeka,10,0,102
Peart-Harris,10,0,103
Paulsen,10,0,75
Travers,10,0,84
Brierley,10,0,87
Dasilva,10,0,90
Flekken,10,0,91
Henry,10,0,92
Hickey,10,0,93
Fletcher,10,0,667
Cahill,10,0,668
Wright,10,0,671
Simpson-Pusey,10,0,672
Faivre,10,0,66
H.Traorè,10,0,67
Mepham,10,0,72
Heaven,10,0,658
Kabia,10,0,659
Jaros,10,0,660
Yogane,10,0,661
Nichols,10,0,662
Samuels,10,0,663
Pond,10,0,664
Kporha,10,0,666
Casey,10,0,643
Umeh-Chibueze,10,0,644
Agbinone,10,0,646
Rodney,10,0,647
Wheatley,10,0,648
Meghoma,10,0,649
Kacurri,10,0,657
Alleyne,10,,703
Brits,10,,704
Arthur,10,,705
Abbott,10,,706
Rees-Dottin,10,,707
Wilson-Brown,10,,708
Williams-Barnett,10,,689
Amissah,10,,690
Kukonki,10,,691
Nallo,10,,692
O'Brien-Whitmarsh,10,,693
Cartwright,10,,694
Dorrington,10,,699
McConville,10,,681
Olusesi,10,,683
Hardy,10,,684
Slater,10,,685
Mayers,10,,686
Winterburn,10,,687
Nyoni,10,,688
Ji-soo,10,0,96
Fitzgerald,10,0,673
Maghoma,10,0,674
Wilson-Esbrand,10,,675
Marsh,10,,676
Bates,10,,678
Broggio,10,,679
Kinsey,10,,680
Porter,10,,756
Knight,10,,758
Eyestone,10,,759
Cassanova,10,,760
Cashin,10,,763
Benjamin Fredrick,10,,786
Nuno,10,,747
Rusk,10,,748
Postecoglou,10,,749
Potter,10,,750
Pereira,10,,751
Frank,10,,752
Silva,10,,753
Van Nistelrooy,10,,754
Hürzeler,10,,739
Maresca,10,,740
Glasner,10,,741
Moyes,10,,742
Slot,10,,744
Amorim,10,,745
Howe,10,,746
Nedeljkovic,10,0,50
Olsen,10,0,51
Sinisalo,10,0,55
Sousa,10,0,56
Aarons,10,0,59
Anthony,10,0,61
Emery,10,,737
Iraola,10,,738
Panzo,10,0,441
Sangaré,10,0,442
Sels,10,0,443
Toffolo,10,0,444
Turner,10,0,445
Ui-jo,10,0,446
Worrall,10,0,448
Shaw,10,0,387
C.Miguel,10,0,427
Da Silva Moreira,10,0,428
Danilo,10,0,429
Mighten,10,0,435
O.Richards,10,0,438
Omobamidele,10,0,440
Harry Howell,10,,795
Olabade Aluko,10,,796
Jake Evans,10,,797
Jay Robinson,10,,798
Boniface,10,,799
Tom Taylor,10,,800
Bowler,10,0,426
Genesis Antwi,10,,787
Dermot Mee,10,,788
Neave,10,,789
Gower,10,,790
Charlie Tasker,10,,791
Monga,10,,792
Jack Henry-Francis,10,,793
M.Salah,11,2,328
Haaland,11,5,351
Semenyo,11,5,78
Isak,11,3,401
Watkins,11,2,58
Raúl,11,1,252
N.Jackson,11,2,180
Wissa,11,2,110
Madueke,11,1,177
Palmer,11,0,182
Garnacho,11,1,372
Evanilson,11,1,617
Bowen,11,2,514
Mbeumo,11,1,99
Solanke,11,3,82
Luis Díaz,11,1,327
Johnson,11,3,275
Strand Larsen,11,1,566
Cunha,11,1,541
Vardy,11,0,306
Souček,11,0,530
Kudus,11,0,525
Wood,11,0,447
O.Dango,11,0,74
Saka,11,1,17
Mateta,11,5,207
Trossard,11,2,23
Mitoma,11,1,136
Havertz,11,0,4
Schade,11,1,106
Delap,11,1,268
Barnes,11,2,392
Calvert-Lewin,11,4,220
Diogo J.,11,0,317
I.Sarr,11,0,585
Eze,11,0,199
Iwobi,11,2,247
Martinelli,11,2,9
Gordon,11,2,398
Gakpo,11,2,321
Rogers,11,1,54
Son,11,1,503
Kluivert,11,1,71
Muniz,11,0,251
Kulusevski,11,0,492
Georginio,11,1,618
João Pedro,11,2,129
Beto,11,0,218
Welbeck,11,1,148
Szoboszlai,11,0,336
Joelinton,11,2,403
Onuachu,11,0,470
Savinho,11,2,571
Neto,11,0,73
Adama,11,0,239
Nketiah,11,0,11
B.Fernandes,11,1,366
Gvardiol,11,1,350
Gibbs-White,11,1,433
Muñoz,11,2,211
Aït-Nouri,11,1,533
Merino,11,1,633
Amad,11,2,364
Enzo,11,0,168
Elanga,11,2,432
Smith Rowe,11,1,19
Darwin,11,3,316
Rice,11,0,16
Minteh,11,0,135
Bernardo,11,1,342
A.Doucoure,11,1,217
Archer,11,0,27
Ndiaye,11,2,232
Zirkzee,11,1,389
Maddison,11,0,494
Duran,11,0,38
Hudson-Odoi,11,0,434
Foden,11,2,348
Lacroix,11,0,650
Milenković,11,0,573
Nørgaard,11,0,101
Ødegaard,11,1,13
J.Murphy,11,0,402
Tavernier,11,0,83
M.Fernandes,11,1,623
Rashford,11,0,385
Virgil,11,0,339
Bruno G.,11,0,394
L.Paquetá,11,1,527
Højlund,11,1,375
Mac Allister,11,0,329
Buonanotte,11,0,117
Damsgaard,11,2,89
Marmoush,11,,755
De Bruyne,11,0,345
Jones,11,0,324
Harrison,11,0,224
Ndidi,11,3,300
Nkunku,11,0,181
J.Ayew,11,1,192
Adingra,11,0,113
Gabriel,11,0,3
Armstrong,11,0,603
J.Gomes,11,0,553
Tielemans,11,0,57
Wilson,11,1,259
N.Williams,11,0,437
Burn,11,1,395
G.Jesus,11,0,2
Sancho,11,0,386
Harwood-Bellis,11,1,461
Szmodics,11,2,611
McGinn,11,1,48
Bailey,11,1,28
Justin,11,0,295
De Ligt,11,0,593
O'Shea,11,1,630
Tel,11,,768
Konaté,11,1,326
Kamaldeen,11,0,462
Doku,11,0,346
Yates,11,1,449
Tete,11,0,257
Jota Silva,11,0,596
Mavididi,11,0,298
Richarlison,11,0,497
Ayari,11,0,600
Anderson,11,0,423
Dalot,11,0,369
Van den Berg,11,2,338
Dibling,11,1,608
Romero,11,1,498
Enciso,11,0,121
Hutchinson,11,0,274
Casemiro,11,1,368
Collins,11,0,88
Cucurella,11,0,163
Colwill,11,0,162
Christie,11,1,63
Antonio,11,1,512
Tarkowski,11,1,236
Enes Ünal,11,1,65
Füllkrug,11,0,589
O'Riley,11,1,629
Schär,11,0,415
Lerma,11,0,206
João Félix,11,0,621
Aribo,11,0,452
Mavropanos,11,0,528
Willock,11,1,420
Tonali,11,0,417
M.Asensio,11,,762
Brooks,11,0,62
Guéhi,11,1,200
Nwaneri,11,0,12
Andersen,11,1,191
Lewis-Potter,11,0,98
Walker-Peters,11,0,476
Martinez,11,0,47
Bentancur,11,2,480
Lindstrøm,11,2,577
Summerville,11,1,587
Andreas,11,1,240
Gündogan,11,0,625
Wan-Bissaka,11,0,388
Daka,11,0,289
Alexander-Arnold,11,0,311
Grealish,11,0,349
Huijsen,11,1,580
Murillo,11,1,436
Kilman,11,0,524
Munetsi,11,,770
Ings,11,2,523
Hinshelwood,11,1,126
Maguire,11,0,377
Sessegnon,11,0,579
Ramsey,11,1,53
Van Hecke,11,0,144
Chalobah,11,0,159
P.M.Sarr,11,0,499
C.Soler,11,0,654
Malen,11,,725
Onana,11,1,233
McNeil,11,0,230
Tosin,11,0,187
Robertson,11,0,335
Nelson,11,4,10
Jaden,11,1,569
J.Timber,11,0,6
Mitchell,11,0,210
Bellegarde,11,0,535
El Khannouss,11,0,635
Maatsen,11,0,45
Barkley,11,0,29
Kerkez,11,0,70
Kamada,11,0,205
C.Richards,11,0,194
Dunk,11,0,120
Sinisterra,11,0,80
Pedro Porro,11,0,495
Doherty,11,0,543
Faes,11,0,291
Sarabia,11,1,565
Guedes,11,0,548
Alcaraz,11,0,450
Janelt,11,2,94
Bassey,11,0,241
Burgess,11,1,263
Rúben,11,0,361
McAtee,11,0,357
Zabarnyi,11,0,85
Pinnock,11,0,104
Kovačić,11,1,354
Mount,11,0,382
Awoniyi,11,0,424
Carvalho,11,0,314
Hirst,11,0,272
Elliott,11,0,319
Estupiñan,11,1,122
Sugawara,11,1,474
Brereton Díaz,11,1,584
Ajer,11,0,86
Dominguez,11,1,431
Mings,11,0,49
Lewis,11,0,355
Greaves,11,0,270
Bradley,11,0,313
J.Clarke,11,0,631
McAteer,11,0,299
Branthwaite,11,0,219
Mario Jr.,11,0,557
Emerson,11,0,520
Konsa,11,0,44
Hall,11,0,399
Mykolenko,11,1,231
Keane,11,0,228
Ugarte,11,0,652
Chaplin,11,0,265
Odobert,11,0,612
Castagne,11,0,244
Lukić,11,0,249
Thomas,11,1,20
Dorgu,11,,766
Scott,11,0,77
Gusto,11,1,171
Sosa,11,1,620
Calafiori,11,0,578
O’Reilly,11,0,607
Broadhead,11,0,262
Ferguson,11,0,123
Almirón,11,0,391
Davis,11,1,267
Mazraoui,11,0,594
Baleba,11,0,115
N.Semedo,11,0,559
Toti,11,0,567
Ugochukwu,11,0,188
Bergvall,11,0,481
Mainoo,11,0,378
Saliba,11,0,18
Pau,11,0,52
Sterling,11,0,186
Wieffer,11,0,149
Van de Ven,11,0,506
Dawson,11,0,542
Longstaff,11,1,410
Zinchenko,11,0,25
Mangala,11,0,651
Udogie,11,0,505
Burns,11,0,264
Yoro,11,0,572
Hill,11,0,68
Cash,11,0,32
Hughes,11,0,203
S.Bueno,11,0,564
Werner,11,1,509
Taylor,11,0,281
Downes,11,0,518
Yarmoliuk,11,0,111
Adams,11,0,60
Matheus N.,11,0,356
Dragusin,11,0,486
Diego Carlos,11,1,35
Gravenberch,11,0,323
O'Brien,11,0,582
White,11,0,24
Stewart,11,0,473
A.Fatawu,11,0,570
Manning,11,0,467
Philip,11,0,76
Danso,11,,767
Spence,11,0,504
Akanji,11,0,340
Davies,11,0,669
Diop,11,0,245
Al-Hamadi,11,0,260
Obi,11,,776
Bednarek,11,0,455
Todibo,11,0,591
Gana,11,0,222
Robinson,11,0,255
R.Gomes,11,0,563
Smallbone,11,0,471
Gomez,11,0,714
Eriksen,11,0,370
Antony,11,0,365
James,11,0,172
Tsimikas,11,0,337
Bissouma,11,0,482
Broja,11,0,156
Roerslev,11,0,105
W.Fofana,11,1,189
Caicedo,11,0,157
Digne,11,1,36
F.Kadıoğlu,11,0,628
Kamara,11,0,42
N.Gonzalez,11,,765
Cook,11,0,64
Stephens,11,0,472
Aké,11,0,341
C.Doucouré,11,0,193
Edouard,11,0,198
M.França,11,0,208
Cajuste,11,0,619
Hee Chan,11,0,550
Okoli,11,0,301
Vestergaard,11,0,307
Lamptey,11,0,131
Kristiansen,11,0,296
Schlupp,11,0,214
Devenny,11,0,645
Aina,11,0,422
Kelly,11,0,404
Miley,11,0,411
Y. Chermiti,11,0,237
Coufal,11,0,516
Tuanzebe,11,0,282
George,11,,696
Acheampong,11,,697
Agbadou,11,,720
Smith,11,0,81
Morato,11,0,653
Alex Moreno,11,0,26
Kiwior,11,0,8
Buendia,11,0,31
Mosquera,11,0,558
Berge,11,0,622
Lewis-Skelly,11,0,597
Gruda,11,0,595
De Cordova-Reid,11,0,290
Osula,11,0,590
Wharton,11,0,216
Livramento,11,0,409
Chiesa,11,0,636
Jebbison,11,0,69
Doyle,11,0,544
Ward-Prowse,11,0,531
L.Guilherme,11,0,526
B.Soumaré,11,0,285
André,11,0,642
Garner,11,0,223
Renato Veiga,11,0,184
Stones,11,0,362
Veltman,11,0,145
Disasi,11,0,167
Phillips,11,0,359
Patterson,11,0,234
Young,11,0,656
Vinicius,11,0,258
H.Clarke,11,0,266
Coady,11,0,288
Woolfenden,11,0,284
Cornet,11,0,515
Iroegbunam,11,0,226
Forbs,11,0,655
Bella-Kotchap,11,0,456
Willian,11,,772
Mheuka,11,,781
Jensen,11,0,95
Scarles,11,0,677
Coulibaly,11,,726
Mubama,11,,698
Orford,11,,701
Esse,11,,730
Boly,11,0,425
Botman,11,0,393
Krafth,11,0,405
Trippier,11,0,418
Amass,11,0,670
Butler-Oyedeji,11,0,665
March,11,0,132
Webster,11,0,147
Igor,11,0,128
Cairney,11,0,243
Reed,11,0,254
Henderson,11,0,201
Collyer,11,0,613
Moore,11,0,610
Coleman,11,0,221
King,11,0,604
J.Cuenca,11,0,586
Milner,11,0,134
G.Rodríguez,11,0,588
Ricardo,11,0,302
Álvarez,11,0,511
Scarlett,11,0,500
Skipp,11,0,501
Arrizabalaga,11,0,152
Mudryk,11,0,179
Kayode,11,,757
Tomiyasu,11,0,22
Tierney,11,0,21
McTominay,11,0,381
Reguilón,11,0,496
Quansah,11,0,333
Thiago,11,0,107
Townsend,11,0,583
Lavia,11,0,174
Dewsbury-Hall,11,0,166
Evans,11,0,371
Senesi,11,1,79
Bree,11,0,457
Lallana,11,0,463
Clarke,11,,801
Fábio Vieira,11,0,1
Hein,11,0,5
Jorginho,11,0,7
Ramsdale,11,0,14
Raya,11,0,15
Barrenechea,11,0,30
Djiga,11,,769
Amougou,11,,771
Heath,11,,773
Anselmino,11,,774
Coby Ebere,11,,775
Fredricson,11,,777
Moorhouse,11,,778
Koné,11,,779
Morgan,11,,780
Samuels-Smith,11,,782
Graczyk,11,,783
Mané,11,,784
Echeverri,11,,785
Diaby,11,0,34
Dobbin,11,0,37
Gauci,11,0,39
Hause,11,0,40
Iling Jr,11,0,41
Kesler-Hayden,11,0,43
Marschall,11,0,46
Ajayi,11,,729
A. Garcia,11,,731
Khusanov,11,,732
Vitor Reis,11,,733
Grønbæk,11,,734
Arteta,11,,735
Guardiola,11,,736
Dendoncker,11,0,33
Welington,11,,718
Kayi Sanda,11,,719
Hennessey,11,,721
Adu-Adjei,11,,722
Sadi,11,,723
Sherif,11,,724
McKenna,11,,727
Silcott-Duberry,11,,728
Danns,11,,709
Jimoh,11,,710
Okoduwa,11,,711
Akinmboni,11,,712
Soler,11,,713
Godfrey,11,,715
Kinsky,11,,716
Yang,11,,717
João Cancelo,11,0,353
Ortega Moreno,11,0,358
Rodrigo,11,0,360
Walker,11,0,363
Bayindir,11,0,367
Hannibal,11,0,373
Heaton,11,0,374
Lindelof,11,0,376
Larios,11,0,464
Lis,11,0,465
Lumley,11,0,466
Mara,11,0,468
McCarthy,11,0,469
A.Phillips,11,0,478
Austin,11,0,479
Pope,11,0,413
Ruddy,11,0,414
Targett,11,0,416
Amo-Ameyaw,11,0,451
Bazunu,11,0,454
Charles,11,0,458
Edozie,11,0,459
Edwards,11,0,460
A.Murphy,11,0,390
Dúbravka,11,0,396
Fraser,11,0,397
Hayden,11,0,400
Kuol,11,0,406
Lascelles,11,0,407
Odysseas,11,0,412
Hermansen,11,0,293
Iversen,11,0,294
Marcal,11,0,297
Souttar,11,0,303
Stolarczyk,11,0,304
Ward,11,0,215
Winks,11,0,309
A.Becker,11,0,310
Gray,11,0,489
Højbjerg,11,0,490
Lo Celso,11,0,493
Solomon,11,0,502
Veliz,11,0,507
Vicario,11,0,508
Whiteman,11,0,510
Golding,11,0,292
