web_name,gw,cc,player_id
Mario Jr.,10,0,557
Burns,10,0,264
Werner,10,0,509
Cash,10,0,32
Ugarte,10,0,652
Konaté,10,0,326
Tel,10,,768
Sessegnon,10,0,579
Kamaldeen,10,0,462
Kamara,10,0,42
Skipp,10,0,501
Lerma,10,0,206
Barkley,10,0,29
Ajer,10,0,86
Collins,10,0,88
Akanji,10,0,340
Armstrong,10,1,603
Smallbone,10,0,471
Yarmoliuk,10,0,111
Martinez,10,0,47
Sinisterra,10,0,80
Bentancur,10,0,480
Toti,10,0,567
Cairney,10,1,243
Antonio,10,1,512
Darwin,10,1,316
Bree,10,0,457
G.Jesus,10,0,2
Philip,10,0,76
Burn,10,0,395
Beto,10,0,218
Mangala,10,0,651
Sterling,10,0,186
Milenković,10,1,573
Onana,10,1,233
Chaplin,10,0,265
Pinnock,10,0,104
Onuachu,10,0,470
McAteer,10,0,299
Sosa,10,0,620
Alex Moreno,10,1,26
Chalobah,10,1,159
Lewis-Skelly,10,0,597
Smith,10,1,81
Dorgu,10,,766
Tierney,10,0,21
White,10,1,24
Walker,10,1,363
Doyle,10,0,544
Burgess,10,0,263
Tete,10,0,257
Romero,10,1,498
Cresswell,10,0,517
Munetsi,10,,770
Muniz,10,0,251
Lavia,10,1,174
Calvert-Lewin,10,0,220
Saliba,10,0,18
Lewis,10,1,355
Lacroix,10,0,650
W.Fofana,10,0,189
Devenny,10,0,645
Veltman,10,0,145
Bissouma,10,0,482
Elliott,10,0,319
Maguire,10,0,377
João Félix,10,0,621
Van den Berg,10,0,338
De Ligt,10,0,593
De Cordova-Reid,10,0,290
O'Brien,10,0,582
Calafiori,10,0,578
Ings,10,0,523
Coufal,10,0,516
Jaden,10,0,569
A.Fatawu,10,2,570
Broadhead,10,0,262
Bradley,10,0,313
Odobert,10,0,612
Dunk,10,0,120
Mount,10,0,382
Rúben,10,0,361
Lamptey,10,0,131
Gómez,10,,714
Mavropanos,10,0,528
Disasi,10,0,167
Taylor,10,0,281
Ferguson,10,0,123
Bednarek,10,0,455
F.Kadıoğlu,10,1,628
Senesi,10,0,79
Phillips,10,0,359
Konsa,10,0,44
Schär,10,0,415
Willian,10,,772
George,10,,696
Shaw,10,0,387
Enes Ünal,10,0,65
Sangaré,10,0,442
Dragusin,10,0,486
Faes,10,0,291
Broja,10,0,156
Agbadou,10,,720
Duran,10,0,38
Hirst,10,0,272
Richarlison,10,2,497
Longstaff,10,0,410
Archer,10,1,27
Patterson,10,0,234
Tuanzebe,10,0,282
Kayode,10,,757
Lallana,10,0,463
Townsend,10,0,583
O’Reilly,10,0,607
Ederson M.,10,0,347
Szmodics,10,0,611
Milner,10,0,134
Carvalho,10,0,314
Mings,10,0,49
Hee Chan,10,0,550
Almirón,10,0,391
Branthwaite,10,0,219
Clyne,10,0,196
A. Garcia,10,,731
Bassey,10,0,241
L.Guilherme,10,0,526
Andersen,10,0,191
Dewsbury-Hall,10,0,166
Jebbison,10,0,69
Jorginho,10,0,7
Hill,10,0,68
Kiwior,10,0,8
Vestergaard,10,1,307
March,10,0,132
Webster,10,0,147
Moder,10,1,137
Moore,10,0,610
Stephens,10,0,472
Brereton Díaz,10,0,584
King,10,0,604
Lindelof,10,1,376
Antony,10,0,365
O'Shea,10,0,630
G.Rodríguez,10,0,588
Greaves,10,0,270
Iroegbunam,10,0,226
Diop,10,0,245
Welington,10,,718
Jay Robinson,10,,798
Zinchenko,10,0,25
Kelly,10,0,404
Schlupp,10,0,214
Khusanov,10,,732
Pau,10,0,52
Fraser,10,0,397
Todibo,10,0,591
Gray,10,0,489
Al-Hamadi,10,0,260
Van de Ven,10,0,506
Pickford,10,0,235
Leno,10,0,248
Choudhury,10,0,287
José Sá,10,0,554
Yoro,10,0,572
Mosquera,10,0,558
Pedro Lima,10,0,561
Mudryk,10,0,179
C.Richards,10,0,194
Henderson,10,0,201
Edouard,10,0,198
Dawson,10,0,542
Flekken,10,0,91
Scarles,10,,677
Malen,10,,725
Collyer,10,0,613
Chilwell,10,0,160
Tosin,10,0,187
Davies,10,0,669
Endo,10,0,320
Bogarde,10,0,598
Thiago,10,0,107
Ogbene,10,0,632
McAtee,10,0,357
Stones,10,0,362
Awoniyi,10,0,424
Danso,10,,767
Reguilón,10,0,496
Agbinone,10,0,646
Orford,10,,701
H.Clarke,10,0,266
Quansah,10,0,333
Amo-Ameyaw,10,0,451
Bobb,10,0,343
Aké,10,0,341
Rodrigo,10,0,360
Daka,10,0,289
Pope,10,0,413
Miley,10,0,411
Krafth,10,0,405
Sels,10,0,443
Malacia,10,0,379
Edozie,10,0,459
Osula,10,0,590
Verbruggen,10,0,146
Arrizabalaga,10,0,152
Johnstone,10,0,204
Sánchez,10,0,185
Irving,10,0,576
Marc Guiu,10,0,178
Keane,10,0,228
Scarlett,10,0,500
Igor,10,0,128
Walton,10,0,283
Reed,10,0,254
Amass,10,0,670
C.Doucouré,10,0,193
Maghoma,10,0,674
Chiquinho,10,0,537
A.Becker,10,0,310
Forbs,10,0,655
Coady,10,0,288
Esse,10,,730
Buendia,10,0,31
Grønbæk,10,,734
N.Gonzalez,10,,765
Kinsky,10,,716
Fletcher,10,0,667
Dahoud,10,0,119
Cahill,10,0,668
McKenna,10,,727
Cozier-Duberry,10,0,118
Barco,10,0,116
Baker-Boaitey,10,0,114
Zanka,10,0,112
Sherif,10,,724
Valdimarsson,10,0,109
Lankshear,10,0,609
Toney,10,0,108
Peart-Harris,10,0,103
Rushworth,10,0,615
Sadi,10,,723
Metcalfe,10,0,614
Coulibaly,10,,726
Morato,10,0,653
Meghoma,10,0,649
Wheatley,10,0,648
Rodney,10,0,647
Kporha,10,0,666
Butler-Oyedeji,10,0,665
Pond,10,0,664
Samuels,10,0,663
Nichols,10,0,662
I.Osman,10,0,127
Jaros,10,0,660
Kabia,10,0,659
Kayi Sanda,10,,719
Fitzgerald,10,0,673
Hennessey,10,,721
Simpson-Pusey,10,0,672
Wright,10,0,671
Adu-Adjei,10,,722
Yogane,10,0,661
O’Mahony,10,0,138
Mazilu,10,0,133
Kozlowski,10,0,130
Ahamada,10,0,190
Jimoh,10,,710
Okoduwa,10,,711
Renato Veiga,10,0,184
B.Badiashile,10,0,153
Akinmboni,10,,712
Ângelo,10,0,151
Gross,10,0,125
Soler,10,,713
Undav,10,0,143
Steele,10,0,142
Godfrey,10,,715
Sarmiento,10,0,141
Dennis,10,0,599
J.Araujo,10,0,592
Casadei,10,0,158
J.Cuenca,10,0,586
Jørgensen,10,0,581
Andrey Santos,10,0,150
Diaby,10,0,34
Gilmour,10,0,124
Silcott-Duberry,10,,728
Setford,10,0,639
Oulad M'hand,10,0,638
Meupiyou,10,0,637
Chiesa,10,0,636
G.Nunes,10,0,634
Dixon,10,0,627
Danns,10,,709
Offiah,10,0,139
Begovic,10,0,624
Brierley,10,0,87
Travers,10,0,84
Paulsen,10,0,75
Mepham,10,0,72
H.Traorè,10,0,67
Faivre,10,0,66
Swinkels,10,0,640
Peupion,10,0,140
Kaboré,10,0,626
Yang,10,,717
Kuol,10,0,406
Morgan,10,,780
Hayden,10,0,400
Dúbravka,10,0,396
Botman,10,0,393
A.Murphy,10,0,390
Mheuka,10,,781
Tom Taylor,10,,800
Olusesi,10,,683
McConville,10,,681
Diego Carlos,10,0,35
Kinsey,10,,680
Dobbin,10,0,37
Gauci,10,0,39
Broggio,10,,679
Bates,10,,678
Hause,10,0,40
Nedeljkovic,10,0,50
Obi,10,,776
Coby Ebere,10,,775
Gower,10,,790
Neave,10,,789
Dermot Mee,10,,788
Fredricson,10,,777
Genesis Antwi,10,,787
Benjamin Fredrick,10,,786
Echeverri,10,,785
Charlie Tasker,10,,791
Moorhouse,10,,778
Graczyk,10,,783
Boniface,10,,799
Jake Evans,10,,797
Koné,10,,779
Olabade Aluko,10,,796
Harry Howell,10,,795
Freddie Simmonds,10,,794
Jack Henry-Francis,10,,793
Monga,10,,792
Mané,10,,784
Wilson-Brown,10,,708
Rees-Dottin,10,,707
Abbott,10,,706
Vitor Reis,10,,733
Arthur,10,,705
Brits,10,,704
Alleyne,10,,703
Harris,10,,702
Arteta,10,,735
Marsh,10,,676
Guardiola,10,,736
Dendoncker,10,0,33
Casey,10,0,643
Zych,10,0,641
Ji-soo,10,0,96
Hickey,10,0,93
Henry,10,0,92
Dasilva,10,0,90
Heaven,10,0,658
Kacurri,10,0,657
Umeh-Chibueze,10,0,644
Wilson-Esbrand,10,,675
Kukonki,10,,691
Iling Jr,10,0,41
Amissah,10,,690
Williams-Barnett,10,,689
Nyoni,10,,688
Winterburn,10,,687
Mayers,10,,686
Slater,10,,685
Hardy,10,,684
Nallo,10,,692
Marschall,10,0,46
Dorrington,10,,699
Hürzeler,10,,739
Mubama,10,,698
Acheampong,10,,697
Rak-Sakyi,10,,695
Ajayi,10,,729
Cartwright,10,,694
O'Brien-Whitmarsh,10,,693
Kesler-Hayden,10,0,43
Stewart,10,0,473
Targett,10,0,416
Ruddy,10,0,414
Odysseas,10,0,412
O.Richards,10,0,438
Mighten,10,0,435
Danilo,10,0,429
M.França,10,0,208
C.Miguel,10,0,427
Bowler,10,0,426
Boly,10,0,425
Worrall,10,0,448
Ui-jo,10,0,446
Turner,10,0,445
Toffolo,10,0,444
Panzo,10,0,441
Omobamidele,10,0,440
Da Silva Moreira,10,0,428
Baggott,10,0,261
N.Phillips,10,0,332
Morton,10,0,331
McConnell,10,0,330
Kelleher,10,0,325
Pellistri,10,0,384
McTominay,10,0,381
Bella-Kotchap,10,0,456
Bazunu,10,0,454
J.Alvarez,10,0,352
A.Phillips,10,0,478
R.Williams,10,0,334
McCarthy,10,0,469
Mara,10,0,468
Lumley,10,0,466
Lis,10,0,465
Larios,10,0,464
Edwards,10,0,460
Charles,10,0,458
Hermansen,10,0,293
Golding,10,0,292
Austin,10,0,479
Carson,10,0,344
Silva,10,,753
Frank,10,,752
Pereira,10,,751
Potter,10,,750
Postecoglou,10,,749
Rusk,10,,748
Samuels-Smith,10,,782
Cashin,10,,763
Cassanova,10,,760
Heaton,10,0,374
Knight,10,,758
Anselmino,10,,774
Heath,10,,773
Amougou,10,,771
Djiga,10,,769
Barrenechea,10,0,30
Tomiyasu,10,0,22
Raya,10,0,15
Ramsdale,10,0,14
Hein,10,0,5
Fábio Vieira,10,0,1
Eyestone,10,,759
Hannibal,10,0,373
Evans,10,0,371
Bayindir,10,0,367
Ortega Moreno,10,0,358
João Cancelo,10,0,353
Lascelles,10,0,407
Iraola,10,,738
Emery,10,,737
Anthony,10,0,61
Aarons,10,0,59
Van Nistelrooy,10,,754
Sinisalo,10,0,55
Olsen,10,0,51
Nuno,10,,747
Howe,10,,746
Amorim,10,,745
Slot,10,,744
Moyes,10,,742
Glasner,10,,741
Maresca,10,,740
Porter,10,,756
Sousa,10,0,56
Fábio Silva,10,0,545
D.D.Fofana,10,0,164
Chukwuemeka,10,0,161
Wiley,10,0,575
Pivas,10,0,574
Muric,10,0,568
S.Bueno,10,0,564
Podence,10,0,562
Petrović,10,0,183
M.Sarr,10,0,176
Edmundson,10,0,269
Kellyman,10,0,173
Gilchrist,10,0,170
Gallagher,10,0,169
Deivid,10,0,165
J.Virginia,10,0,227
Holgate,10,0,225
Cannon,10,0,286
Woolfenden,10,0,284
Slicker,10,0,280
Stansfield,10,0,256
Lukaku,10,0,175
Bettinelli,10,0,155
Bergström,10,0,154
Onyeka,10,0,102
Mee,10,0,100
Konak,10,0,97
Alves,10,0,606
Godo,10,0,605
Trevitt,10,0,602
Moran,10,0,601
Coleman,10,0,221
Ozoh,10,0,212
Matthews,10,0,209
Clarke,10,,801
Holding,10,0,202
Kalajdžić,10,0,555
Hoever,10,0,552
Hodge,10,0,551
H.Bueno,10,0,549
Gonzalez,10,0,547
Ward,10,0,215
Okoli,10,0,301
Marcal,10,0,297
Iversen,10,0,294
Højbjerg,10,0,490
Forster,10,0,488
E.Royal,10,0,487
Devine,10,0,485
Bryan,10,0,483
Doak,10,0,318
Clark,10,0,315
Ream,10,0,253
Vinicius,10,0,258
Whiteman,10,0,510
Vicario,10,0,508
Veliz,10,0,507
Solomon,10,0,502
Lo Celso,10,0,493
Ndaba,10,0,279
Luongo,10,0,277
Ladapo,10,0,276
Humphreys,10,0,273
Harness,10,0,271
Bajcetic,10,0,312
Mbabu,10,0,250
Benda,10,0,242
Y. Chermiti,10,0,237
Maupay,10,0,229
B.Traore,10,0,534
Zouma,10,0,532
N.Aguerd,10,0,529
Foderingham,10,0,522
Fabianski,10,0,521
Ricardo,10,0,302
Cornet,10,0,515
Areola,10,0,513
Ebiowei,10,0,197
Chadi Riad,10,0,195
Cundle,10,0,540
Chiwome,10,0,539
Chirewa,10,0,538
Bentley,10,0,536
Stolarczyk,10,0,304
Souttar,10,0,303
B.Fernandes,11,7,366
M.Salah,11,2,328
Palmer,11,1,182
Enzo,11,2,168
Mbeumo,11,1,99
Kulusevski,11,3,492
Damsgaard,11,1,89
Ødegaard,11,4,13
Tielemans,11,3,57
Andreas,11,3,240
Rice,11,0,16
Iwobi,11,4,247
Luis Díaz,11,3,327
Pedro Porro,11,4,495
Eze,11,0,199
Davis,11,2,267
Szoboszlai,11,1,336
Son,11,2,503
De Bruyne,11,0,345
Cunha,11,2,541
Saka,11,0,17
Gordon,11,3,398
Alexander-Arnold,11,1,311
Gibbs-White,11,0,433
Bowen,11,1,514
Rogers,11,2,54
Bruno G.,11,0,394
Cook,11,1,64
Bernardo,11,0,342
Semenyo,11,0,78
Hudson-Odoi,11,0,434
Elanga,11,3,432
Mac Allister,11,1,329
Kluivert,11,1,71
Foden,11,4,348
Neto,11,2,73
Robinson,11,1,255
Savinho,11,2,571
Maddison,11,0,494
Christie,11,2,63
Isak,11,3,401
Amad,11,1,364
Muñoz,11,1,211
I.Sarr,11,1,585
Adama,11,0,239
Trossard,11,1,23
Mitchell,11,1,210
Robertson,11,2,335
Sancho,11,0,386
J.Murphy,11,0,402
Martinelli,11,0,9
L.Paquetá,11,3,527
Gündogan,11,0,625
El Khannouss,11,0,635
Tavernier,11,1,83
Garnacho,11,0,372
Mitoma,11,1,136
Digne,11,2,36
Aït-Nouri,11,0,533
O.Dango,11,0,74
Anderson,11,0,423
Manning,11,2,467
Hall,11,0,399
McNeil,11,0,230
Gakpo,11,0,321
Kerkez,11,1,70
Harrison,11,0,224
Madueke,11,1,177
M.Fernandes,11,2,623
João Pedro,11,1,129
Kudus,11,0,525
Wan-Bissaka,11,0,388
Kovačić,11,5,354
Hughes,11,0,203
Doku,11,0,346
Caicedo,11,0,157
McGinn,11,1,48
N.Jackson,11,1,180
Rashford,11,0,385
Mateta,11,0,207
Ayari,11,0,600
Wharton,11,0,216
Haaland,11,0,351
Dalot,11,0,369
Gvardiol,11,0,350
Hutchinson,11,1,274
A.Doucoure,11,2,217
Gravenberch,11,0,323
Estupiñan,11,2,122
Bellegarde,11,0,535
Eriksen,11,1,370
Lukić,11,0,249
Buonanotte,11,3,117
Grealish,11,0,349
Wissa,11,0,110
Watkins,11,0,58
Minteh,11,0,135
Lewis-Potter,11,3,98
Walker-Peters,11,0,476
Joelinton,11,1,403
J.Clarke,11,0,631
Evanilson,11,2,617
Mavididi,11,0,298
Barnes,11,0,392
Livramento,11,0,409
Raúl,11,1,252
Willock,11,3,420
Matheus N.,11,1,356
J.Gomes,11,0,553
N.Semedo,11,1,559
Gusto,11,2,171
Tonali,11,1,417
Casemiro,11,1,368
Ramsey,11,0,53
Mykolenko,11,1,231
Dibling,11,0,608
Baleba,11,1,115
Delap,11,2,268
Schade,11,0,106
Georginio,11,0,618
Young,11,2,656
Jones,11,0,324
Lindstrøm,11,2,577
Gana,11,3,222
Cucurella,11,0,163
Kamada,11,1,205
Wood,11,2,447
Welbeck,11,0,148
Johnson,11,0,275
Morsy,11,0,278
Smith Rowe,11,3,19
Kristiansen,11,0,296
Vardy,11,0,306
Trippier,11,0,418
Mazraoui,11,1,594
Maatsen,11,1,45
Wilson,11,0,259
Ward-Prowse,11,0,531
Nørgaard,11,0,101
Thomas,11,0,20
J.Timber,11,0,6
Ndiaye,11,0,232
O'Riley,11,0,629
Yates,11,2,449
Winks,11,0,309
Berge,11,1,622
Strand Larsen,11,0,566
Sugawara,11,0,474
Summerville,11,2,587
N.Williams,11,0,437
Havertz,11,1,4
Aribo,11,0,452
Udogie,11,2,505
P.M.Sarr,11,1,499
Tsimikas,11,0,337
Kilman,11,0,524
Emerson,11,1,520
Tarkowski,11,0,236
Bailey,11,0,28
Adams,11,1,60
Brooks,11,0,62
André,11,0,642
Guéhi,11,1,200
J.Ayew,11,0,192
Downes,11,0,518
Enciso,11,0,121
Jensen,11,0,95
Ndidi,11,1,300
Aina,11,0,422
Merino,11,0,633
Gruda,11,1,595
Ugochukwu,11,0,188
Souček,11,0,530
Jota Silva,11,1,596
Huijsen,11,1,580
Harwood-Bellis,11,0,461
Van Hecke,11,1,144
Janelt,11,2,94
Solanke,11,0,82
Mainoo,11,0,378
Hinshelwood,11,0,126
Nkunku,11,0,181
Roerslev,11,0,105
Højlund,11,0,375
Füllkrug,11,0,589
C.Soler,11,0,654
Adingra,11,0,113
Justin,11,0,295
Dominguez,11,0,431
Sarabia,11,0,565
Nelson,11,3,10
Marmoush,11,,755
M.Asensio,11,,762
Gabriel,11,1,3
Murillo,11,0,436
Alcaraz,11,0,450
Virgil,11,1,339
Nketiah,11,0,11
R.Gomes,11,0,563
Colwill,11,1,162
Nwaneri,11,0,12
Wieffer,11,0,149
Zirkzee,11,0,389
Garner,11,0,223
Bergvall,11,0,481
Diogo J.,11,0,317
Doherty,11,0,543
Guedes,11,0,548
Álvarez,11,0,511
Spence,11,0,504
Cajuste,11,0,619
Zabarnyi,11,0,85
Scott,11,0,77
James,11,0,172
Castagne,11,0,244
B.Soumaré,11,1,285
Mario Jr.,11,1,557
Burns,11,0,264
Werner,11,0,509
Cash,11,0,32
Ugarte,11,1,652
Konaté,11,1,326
Tel,11,,768
Sessegnon,11,0,579
Kamaldeen,11,0,462
Kamara,11,0,42
Skipp,11,0,501
Lerma,11,0,206
Barkley,11,0,29
Ajer,11,0,86
Collins,11,1,88
Akanji,11,0,340
Armstrong,11,0,603
Smallbone,11,0,471
Yarmoliuk,11,0,111
Martinez,11,0,47
Sinisterra,11,0,80
Bentancur,11,0,480
Toti,11,1,567
Cairney,11,0,243
Antonio,11,1,512
Darwin,11,0,316
Bree,11,0,457
G.Jesus,11,0,2
Philip,11,0,76
Burn,11,1,395
Beto,11,0,218
Mangala,11,1,651
Sterling,11,0,186
Milenković,11,0,573
Onana,11,0,233
Chaplin,11,0,265
Pinnock,11,1,104
Onuachu,11,0,470
McAteer,11,0,299
Sosa,11,0,620
Alex Moreno,11,0,26
Chalobah,11,1,159
Lewis-Skelly,11,0,597
Smith,11,0,81
Dorgu,11,,766
Tierney,11,0,21
White,11,1,24
Walker,11,1,363
Doyle,11,0,544
Burgess,11,0,263
Tete,11,0,257
Romero,11,1,498
Cresswell,11,0,517
Munetsi,11,,770
Muniz,11,0,251
Lavia,11,2,174
Calvert-Lewin,11,2,220
Saliba,11,2,18
Lewis,11,0,355
Lacroix,11,0,650
W.Fofana,11,1,189
Devenny,11,2,645
Veltman,11,0,145
Bissouma,11,0,482
Elliott,11,0,319
Maguire,11,0,377
João Félix,11,0,621
Van den Berg,11,0,338
De Ligt,11,0,593
De Cordova-Reid,11,0,290
O'Brien,11,0,582
Calafiori,11,0,578
Ings,11,0,523
Coufal,11,0,516
Jaden,11,0,569
A.Fatawu,11,0,570
Broadhead,11,0,262
Bradley,11,0,313
Odobert,11,0,612
Dunk,11,0,120
Mount,11,0,382
Rúben,11,0,361
Lamptey,11,0,131
Gómez,11,,714
Mavropanos,11,0,528
Disasi,11,0,167
Taylor,11,0,281
Ferguson,11,0,123
Bednarek,11,0,455
F.Kadıoğlu,11,0,628
Senesi,11,0,79
Phillips,11,0,359
Konsa,11,0,44
Schär,11,0,415
Willian,11,,772
George,11,,696
Shaw,11,0,387
Enes Ünal,11,0,65
Sangaré,11,0,442
Dragusin,11,0,486
Faes,11,0,291
Broja,11,0,156
Agbadou,11,,720
Duran,11,0,38
Hirst,11,0,272
Richarlison,11,0,497
Longstaff,11,1,410
Archer,11,0,27
Patterson,11,0,234
Tuanzebe,11,0,282
Kayode,11,,757
Lallana,11,1,463
Townsend,11,0,583
O’Reilly,11,0,607
Ederson M.,11,0,347
Szmodics,11,0,611
Milner,11,0,134
Carvalho,11,0,314
Mings,11,0,49
Hee Chan,11,0,550
Almirón,11,0,391
Branthwaite,11,0,219
Clyne,11,0,196
A. Garcia,11,,731
Bassey,11,0,241
L.Guilherme,11,0,526
Andersen,11,0,191
Dewsbury-Hall,11,0,166
Jebbison,11,0,69
Jorginho,11,0,7
Hill,11,0,68
Kiwior,11,0,8
Vestergaard,11,0,307
March,11,0,132
Webster,11,0,147
Moder,11,0,137
Moore,11,0,610
Stephens,11,0,472
Brereton Díaz,11,0,584
King,11,0,604
Lindelof,11,0,376
Antony,11,0,365
O'Shea,11,0,630
G.Rodríguez,11,0,588
Greaves,11,0,270
Iroegbunam,11,0,226
Diop,11,0,245
Welington,11,,718
Jay Robinson,11,,798
Zinchenko,11,0,25
Kelly,11,0,404
Schlupp,11,1,214
Khusanov,11,,732
Pau,11,0,52
Fraser,11,0,397
Todibo,11,1,591
Gray,11,0,489
Al-Hamadi,11,0,260
Van de Ven,11,0,506
Pickford,11,0,235
Leno,11,0,248
Choudhury,11,0,287
José Sá,11,0,554
Yoro,11,0,572
Mosquera,11,0,558
Pedro Lima,11,0,561
Mudryk,11,0,179
C.Richards,11,0,194
Henderson,11,0,201
Edouard,11,0,198
Dawson,11,0,542
Flekken,11,0,91
Scarles,11,0,677
Malen,11,,725
Collyer,11,0,613
Chilwell,11,0,160
Tosin,11,0,187
Davies,11,0,669
Endo,11,0,320
Bogarde,11,0,598
Thiago,11,0,107
Ogbene,11,0,632
McAtee,11,0,357
Stones,11,0,362
Awoniyi,11,0,424
Danso,11,,767
Reguilón,11,0,496
Agbinone,11,0,646
Orford,11,,701
H.Clarke,11,0,266
Quansah,11,0,333
Amo-Ameyaw,11,0,451
Bobb,11,0,343
Aké,11,0,341
Rodrigo,11,0,360
Daka,11,0,289
Pope,11,0,413
Miley,11,0,411
Krafth,11,0,405
Sels,11,0,443
Malacia,11,0,379
Edozie,11,0,459
Osula,11,0,590
Verbruggen,11,0,146
Arrizabalaga,11,1,152
Johnstone,11,0,204
Sánchez,11,0,185
Irving,11,0,576
Marc Guiu,11,0,178
Keane,11,0,228
Scarlett,11,0,500
Igor,11,0,128
Walton,11,0,283
Reed,11,0,254
Amass,11,0,670
C.Doucouré,11,0,193
Maghoma,11,0,674
Chiquinho,11,0,537
A.Becker,11,0,310
Forbs,11,0,655
Coady,11,0,288
Esse,11,,730
Buendia,11,0,31
Grønbæk,11,,734
N.Gonzalez,11,,765
Kinsky,11,,716
Fletcher,11,0,667
Dahoud,11,0,119
Cahill,11,0,668
McKenna,11,,727
Cozier-Duberry,11,0,118
Barco,11,0,116
Baker-Boaitey,11,0,114
Zanka,11,0,112
Sherif,11,,724
Valdimarsson,11,0,109
Lankshear,11,0,609
Toney,11,0,108
Peart-Harris,11,0,103
Rushworth,11,0,615
Sadi,11,,723
Metcalfe,11,0,614
Coulibaly,11,,726
Morato,11,0,653
Meghoma,11,0,649
Wheatley,11,0,648
Rodney,11,0,647
Kporha,11,0,666
Butler-Oyedeji,11,0,665
Pond,11,0,664
Samuels,11,0,663
Nichols,11,0,662
I.Osman,11,0,127
Jaros,11,0,660
Kabia,11,0,659
Kayi Sanda,11,,719
Fitzgerald,11,0,673
Hennessey,11,,721
Simpson-Pusey,11,0,672
Wright,11,0,671
Adu-Adjei,11,,722
Yogane,11,0,661
O’Mahony,11,0,138
Mazilu,11,0,133
Kozlowski,11,0,130
Ahamada,11,0,190
Jimoh,11,,710
Okoduwa,11,,711
Renato Veiga,11,0,184
B.Badiashile,11,0,153
Akinmboni,11,,712
Ângelo,11,0,151
Gross,11,0,125
Soler,11,,713
Undav,11,0,143
Steele,11,0,142
Godfrey,11,,715
Sarmiento,11,0,141
Dennis,11,0,599
J.Araujo,11,0,592
Casadei,11,0,158
J.Cuenca,11,0,586
Jørgensen,11,0,581
Andrey Santos,11,0,150
Diaby,11,0,34
Gilmour,11,0,124
Silcott-Duberry,11,,728
Setford,11,0,639
Oulad M'hand,11,0,638
Meupiyou,11,0,637
Chiesa,11,0,636
G.Nunes,11,0,634
Dixon,11,0,627
Danns,11,,709
Offiah,11,0,139
Begovic,11,0,624
Brierley,11,0,87
Travers,11,0,84
Paulsen,11,0,75
Mepham,11,0,72
H.Traorè,11,0,67
Faivre,11,0,66
Swinkels,11,0,640
Peupion,11,0,140
Kaboré,11,0,626
Yang,11,,717
Kuol,11,0,406
Morgan,11,,780
Hayden,11,0,400
Dúbravka,11,0,396
Botman,11,0,393
A.Murphy,11,0,390
Mheuka,11,,781
Tom Taylor,11,,800
Olusesi,11,,683
McConville,11,,681
Diego Carlos,11,0,35
Kinsey,11,,680
Dobbin,11,0,37
Gauci,11,0,39
Broggio,11,,679
Bates,11,0,678
Hause,11,0,40
Nedeljkovic,11,0,50
Obi,11,,776
Coby Ebere,11,,775
Gower,11,,790
Neave,11,,789
Dermot Mee,11,,788
Fredricson,11,,777
Genesis Antwi,11,,787
Benjamin Fredrick,11,,786
Echeverri,11,,785
Charlie Tasker,11,,791
Moorhouse,11,,778
Graczyk,11,,783
Boniface,11,,799
Jake Evans,11,,797
Koné,11,,779
Olabade Aluko,11,,796
Harry Howell,11,,795
Freddie Simmonds,11,,794
Jack Henry-Francis,11,,793
Monga,11,,792
Mané,11,,784
Wilson-Brown,11,,708
Rees-Dottin,11,,707
Abbott,11,,706
Vitor Reis,11,,733
Arthur,11,,705
Brits,11,,704
Alleyne,11,,703
Harris,11,,702
Arteta,11,,735
Marsh,11,0,676
Guardiola,11,,736
Dendoncker,11,0,33
Casey,11,0,643
Zych,11,0,641
Ji-soo,11,0,96
Hickey,11,0,93
Henry,11,0,92
Dasilva,11,0,90
Heaven,11,0,658
Kacurri,11,0,657
Umeh-Chibueze,11,0,644
Wilson-Esbrand,11,0,675
Kukonki,11,,691
Iling Jr,11,0,41
Amissah,11,,690
Williams-Barnett,11,,689
Nyoni,11,,688
Winterburn,11,,687
Mayers,11,,686
Slater,11,,685
Hardy,11,,684
Nallo,11,,692
Marschall,11,0,46
Dorrington,11,,699
Hürzeler,11,,739
Mubama,11,,698
Acheampong,11,,697
Rak-Sakyi,11,,695
Ajayi,11,,729
Cartwright,11,,694
O'Brien-Whitmarsh,11,,693
Kesler-Hayden,11,0,43
Stewart,11,0,473
Targett,11,0,416
Ruddy,11,0,414
Odysseas,11,0,412
O.Richards,11,0,438
Mighten,11,0,435
Danilo,11,0,429
M.França,11,0,208
C.Miguel,11,0,427
Bowler,11,0,426
Boly,11,0,425
Worrall,11,0,448
Ui-jo,11,0,446
Turner,11,0,445
Toffolo,11,0,444
Panzo,11,0,441
Omobamidele,11,0,440
Da Silva Moreira,11,0,428
Baggott,11,0,261
N.Phillips,11,0,332
Morton,11,0,331
McConnell,11,0,330
Kelleher,11,0,325
Pellistri,11,0,384
McTominay,11,0,381
Bella-Kotchap,11,0,456
Bazunu,11,0,454
J.Alvarez,11,0,352
A.Phillips,11,0,478
R.Williams,11,0,334
McCarthy,11,0,469
Mara,11,0,468
Lumley,11,0,466
Lis,11,0,465
Larios,11,0,464
Edwards,11,0,460
Charles,11,0,458
Hermansen,11,0,293
Golding,11,0,292
Austin,11,0,479
Carson,11,0,344
Silva,11,,753
Frank,11,,752
Pereira,11,,751
Potter,11,,750
Postecoglou,11,,749
Rusk,11,,748
