web_name,gw,cc,player_id
Archer,18,0,27
Patterson,18,0,234
Tuanzebe,18,0,282
Kayode,18,,757
Lallana,18,1,463
Townsend,18,0,583
O’Reilly,18,0,607
Ederson M.,18,0,347
Szmodics,18,0,611
Milner,18,0,134
Carvalho,18,0,314
Mings,18,0,49
Hee Chan,18,0,550
Almirón,18,0,391
Branthwaite,18,0,219
Clyne,18,0,196
A. Garcia,18,,731
Bassey,18,0,241
L.Guilherme,18,0,526
Andersen,18,0,191
Dewsbury-Hall,18,0,166
Jebbison,18,0,69
Jorginho,18,0,7
Hill,18,0,68
Kiwior,18,0,8
Vestergaard,18,0,307
March,18,0,132
Webster,18,0,147
Moder,18,0,137
Moore,18,0,610
Stephens,18,0,472
Brereton Díaz,18,0,584
King,18,0,604
Lindelof,18,0,376
Antony,18,1,365
O'Shea,18,0,630
G.Rodríguez,18,1,588
Greaves,18,1,270
Iroegbunam,18,0,226
Diop,18,0,245
Welington,18,,718
Jay Robinson,18,,798
Zinchenko,18,0,25
Kelly,18,0,404
Schlupp,18,0,214
Khusanov,18,,732
Pau,18,0,52
Fraser,18,0,397
Todibo,18,0,591
Gray,18,0,489
Al-Hamadi,18,0,260
Van de Ven,18,0,506
Pickford,18,0,235
Leno,18,0,248
Choudhury,18,0,287
José Sá,18,0,554
Yoro,18,0,572
Mosquera,18,0,558
Pedro Lima,18,0,561
Mudryk,18,0,179
C.Richards,18,0,194
Henderson,18,1,201
Edouard,18,0,198
Dawson,18,0,542
Flekken,18,0,91
Scarles,18,0,677
Malen,18,,725
Collyer,18,0,613
Chilwell,18,0,160
Tosin,18,0,187
Davies,18,0,669
Endo,18,0,320
Bogarde,18,0,598
Thiago,18,0,107
Ogbene,18,0,632
McAtee,18,0,357
Stones,18,0,362
Awoniyi,18,0,424
Danso,18,,767
Reguilón,18,0,496
Agbinone,18,0,646
Orford,18,0,701
H.Clarke,18,0,266
Quansah,18,0,333
Amo-Ameyaw,18,0,451
Bobb,18,0,343
Aké,18,0,341
Rodrigo,18,0,360
Daka,18,0,289
Pope,18,0,413
Miley,18,0,411
Krafth,18,0,405
Sels,18,0,443
Malacia,18,0,379
Edozie,18,0,459
Osula,18,0,590
Verbruggen,18,0,146
Arrizabalaga,18,0,152
Johnstone,18,0,204
Sánchez,18,0,185
Irving,18,0,576
Marc Guiu,18,0,178
Keane,18,0,228
Scarlett,18,0,500
Igor,18,0,128
Walton,18,0,283
Reed,18,0,254
Amass,18,0,670
C.Doucouré,18,1,193
Maghoma,18,0,674
Chiquinho,18,0,537
A.Becker,18,0,310
Forbs,18,0,655
Coady,18,0,288
Esse,18,,730
Buendia,18,0,31
Grønbæk,18,,734
N.Gonzalez,18,,765
Kinsky,18,,716
Fletcher,18,0,667
Dahoud,18,0,119
Cahill,18,0,668
McKenna,18,,727
Cozier-Duberry,18,0,118
Barco,18,0,116
Baker-Boaitey,18,0,114
Zanka,18,0,112
Sherif,18,,724
Valdimarsson,18,0,109
Lankshear,18,0,609
Toney,18,0,108
Peart-Harris,18,0,103
Rushworth,18,0,615
Sadi,18,,723
Metcalfe,18,0,614
Coulibaly,18,,726
Morato,18,0,653
Meghoma,18,0,649
Wheatley,18,0,648
Rodney,18,0,647
Kporha,18,0,666
Butler-Oyedeji,18,0,665
Pond,18,0,664
Samuels,18,0,663
Nichols,18,0,662
I.Osman,18,0,127
Jaros,18,0,660
Kabia,18,0,659
Kayi Sanda,18,,719
Fitzgerald,18,0,673
Hennessey,18,,721
Simpson-Pusey,18,0,672
Wright,18,0,671
Adu-Adjei,18,,722
Yogane,18,0,661
O’Mahony,18,0,138
Mazilu,18,0,133
Kozlowski,18,0,130
Ahamada,18,0,190
Jimoh,18,,710
Okoduwa,18,,711
Renato Veiga,18,0,184
B.Badiashile,18,0,153
Akinmboni,18,,712
Ângelo,18,0,151
Gross,18,0,125
Soler,18,,713
Undav,18,0,143
Steele,18,0,142
Godfrey,18,,715
Sarmiento,18,0,141
Dennis,18,0,599
J.Araujo,18,0,592
Casadei,18,0,158
J.Cuenca,18,0,586
Jørgensen,18,0,581
Andrey Santos,18,0,150
Diaby,18,0,34
Gilmour,18,0,124
Silcott-Duberry,18,,728
Setford,18,0,639
Oulad M'hand,18,0,638
Meupiyou,18,0,637
Chiesa,18,0,636
G.Nunes,18,0,634
Dixon,18,0,627
Danns,18,,709
Offiah,18,0,139
Begovic,18,0,624
Brierley,18,0,87
Travers,18,0,84
Paulsen,18,0,75
Mepham,18,0,72
H.Traorè,18,0,67
Faivre,18,0,66
Swinkels,18,0,640
Peupion,18,0,140
Kaboré,18,0,626
Yang,18,,717
Kuol,18,0,406
Morgan,18,,780
Hayden,18,0,400
Dúbravka,18,0,396
Botman,18,0,393
A.Murphy,18,0,390
Mheuka,18,,781
Tom Taylor,18,,800
Olusesi,18,0,683
McConville,18,0,681
Diego Carlos,18,0,35
Kinsey,18,0,680
Dobbin,18,0,37
Gauci,18,0,39
Broggio,18,0,679
Bates,18,0,678
Hause,18,0,40
Nedeljkovic,18,0,50
Obi,18,,776
Coby Ebere,18,,775
Gower,18,,790
Neave,18,,789
Dermot Mee,18,,788
Fredricson,18,,777
Genesis Antwi,18,,787
Benjamin Fredrick,18,,786
Echeverri,18,,785
Charlie Tasker,18,,791
Moorhouse,18,,778
Graczyk,18,,783
Boniface,18,,799
Jake Evans,18,,797
Koné,18,,779
Olabade Aluko,18,,796
Harry Howell,18,,795
Freddie Simmonds,18,,794
Jack Henry-Francis,18,,793
Monga,18,,792
Mané,18,,784
Wilson-Brown,18,,708
Rees-Dottin,18,,707
Abbott,18,,706
Vitor Reis,18,,733
Arthur,18,0,705
Brits,18,0,704
Alleyne,18,0,703
Harris,18,0,702
Arteta,18,,735
Marsh,18,0,676
Guardiola,18,,736
Dendoncker,18,0,33
Casey,18,0,643
Zych,18,0,641
Ji-soo,18,0,96
Hickey,18,0,93
Henry,18,0,92
Dasilva,18,0,90
Heaven,18,0,658
Kacurri,18,0,657
Umeh-Chibueze,18,0,644
Wilson-Esbrand,18,0,675
Kukonki,18,0,691
Iling Jr,18,0,41
Amissah,18,0,690
Williams-Barnett,18,0,689
Nyoni,18,0,688
Winterburn,18,0,687
Mayers,18,0,686
Slater,18,0,685
Hardy,18,0,684
Nallo,18,0,692
Marschall,18,0,46
Dorrington,18,0,699
Hürzeler,18,,739
Mubama,18,0,698
Acheampong,18,0,697
Rak-Sakyi,18,0,695
Ajayi,18,,729
Cartwright,18,0,694
O'Brien-Whitmarsh,18,0,693
Kesler-Hayden,18,0,43
Stewart,18,0,473
Targett,18,0,416
Ruddy,18,0,414
Odysseas,18,0,412
O.Richards,18,0,438
Mighten,18,0,435
Danilo,18,0,429
M.França,18,0,208
C.Miguel,18,0,427
Bowler,18,0,426
Boly,18,0,425
Worrall,18,0,448
Ui-jo,18,0,446
Turner,18,0,445
Toffolo,18,0,444
Panzo,18,0,441
Omobamidele,18,0,440
Da Silva Moreira,18,0,428
Baggott,18,0,261
N.Phillips,18,0,332
Morton,18,0,331
McConnell,18,0,330
Kelleher,18,0,325
Pellistri,18,0,384
McTominay,18,0,381
Bella-Kotchap,18,0,456
Bazunu,18,0,454
J.Alvarez,18,0,352
A.Phillips,18,0,478
R.Williams,18,0,334
McCarthy,18,0,469
Mara,18,0,468
Lumley,18,0,466
Lis,18,0,465
Larios,18,0,464
Edwards,18,0,460
Charles,18,0,458
Hermansen,18,0,293
Golding,18,0,292
Austin,18,0,479
Carson,18,0,344
Silva,18,,753
Frank,18,,752
Pereira,18,,751
Potter,18,,750
Postecoglou,18,,749
Rusk,18,,748
Samuels-Smith,18,,782
Cashin,18,,763
Cassanova,18,,760
Heaton,18,0,374
Knight,18,,758
Anselmino,18,,774
Heath,18,,773
Amougou,18,,771
Djiga,18,,769
Barrenechea,18,0,30
Tomiyasu,18,0,22
Raya,18,0,15
Ramsdale,18,0,14
Hein,18,0,5
Fábio Vieira,18,0,1
Eyestone,18,,759
Hannibal,18,0,373
Evans,18,0,371
Bayindir,18,0,367
Ortega Moreno,18,0,358
João Cancelo,18,0,353
Lascelles,18,0,407
Iraola,18,,738
Emery,18,,737
Anthony,18,0,61
Aarons,18,0,59
Van Nistelrooy,18,,754
Sinisalo,18,0,55
Olsen,18,0,51
Nuno,18,,747
Howe,18,,746
Amorim,18,,745
Slot,18,,744
Moyes,18,,742
Glasner,18,,741
Maresca,18,,740
Porter,18,,756
Sousa,18,0,56
Fábio Silva,18,0,545
D.D.Fofana,18,0,164
Chukwuemeka,18,0,161
Wiley,18,0,575
Pivas,18,0,574
Muric,18,0,568
S.Bueno,18,0,564
Podence,18,0,562
Petrović,18,0,183
M.Sarr,18,0,176
Edmundson,18,0,269
Kellyman,18,0,173
Gilchrist,18,0,170
Gallagher,18,0,169
Deivid,18,0,165
J.Virginia,18,0,227
Holgate,18,0,225
Cannon,18,0,286
Woolfenden,18,0,284
Slicker,18,0,280
Stansfield,18,0,256
Lukaku,18,0,175
Bettinelli,18,0,155
Bergström,18,0,154
Onyeka,18,0,102
Mee,18,0,100
Konak,18,0,97
Alves,18,0,606
Godo,18,0,605
Trevitt,18,0,602
Moran,18,0,601
Coleman,18,0,221
Ozoh,18,0,212
Matthews,18,0,209
Clarke,18,,801
Holding,18,0,202
Kalajdžić,18,0,555
Hoever,18,0,552
Hodge,18,0,551
H.Bueno,18,0,549
Gonzalez,18,0,547
Ward,18,0,215
Okoli,18,0,301
Marcal,18,0,297
Iversen,18,0,294
Højbjerg,18,0,490
Forster,18,0,488
E.Royal,18,0,487
Devine,18,0,485
Bryan,18,0,483
Doak,18,0,318
Clark,18,0,315
Ream,18,0,253
Vinicius,18,0,258
Whiteman,18,0,510
Vicario,18,0,508
Veliz,18,0,507
Solomon,18,0,502
Lo Celso,18,0,493
Ndaba,18,0,279
Luongo,18,0,277
Ladapo,18,0,276
Humphreys,18,0,273
Harness,18,0,271
Bajcetic,18,0,312
Mbabu,18,0,250
Benda,18,0,242
Y. Chermiti,18,0,237
Maupay,18,0,229
B.Traore,18,0,534
Zouma,18,0,532
N.Aguerd,18,0,529
Foderingham,18,0,522
Fabianski,18,0,521
Ricardo,18,0,302
Cornet,18,0,515
Areola,18,0,513
Ebiowei,18,0,197
Chadi Riad,18,0,195
Cundle,18,0,540
Chiwome,18,0,539
Chirewa,18,0,538
Bentley,18,0,536
Stolarczyk,18,0,304
Souttar,18,0,303
B.Fernandes,19,0,366
M.Salah,19,4,328
Palmer,19,3,182
Enzo,19,5,168
Mbeumo,19,1,99
Kulusevski,19,4,492
Damsgaard,19,1,89
Ødegaard,19,1,13
Tielemans,19,0,57
Andreas,19,2,240
Rice,19,0,16
Iwobi,19,3,247
Luis Díaz,19,2,327
Pedro Porro,19,2,495
Eze,19,1,199
Davis,19,0,267
Szoboszlai,19,0,336
Son,19,1,503
De Bruyne,19,1,345
Cunha,19,0,541
Saka,19,0,17
Gordon,19,3,398
Alexander-Arnold,19,3,311
Gibbs-White,19,1,433
Bowen,19,0,514
Rogers,19,1,54
Bruno G.,19,1,394
Cook,19,4,64
Bernardo,19,1,342
Semenyo,19,1,78
Hudson-Odoi,19,0,434
Elanga,19,3,432
Mac Allister,19,3,329
Kluivert,19,0,71
Foden,19,1,348
Neto,19,0,73
Robinson,19,3,255
Savinho,19,2,571
Maddison,19,0,494
Christie,19,1,63
Isak,19,2,401
Amad,19,0,364
Muñoz,19,1,211
I.Sarr,19,4,585
Adama,19,0,239
Trossard,19,0,23
Mitchell,19,2,210
Robertson,19,0,335
Sancho,19,1,386
J.Murphy,19,1,402
Martinelli,19,4,9
L.Paquetá,19,1,527
Gündogan,19,0,625
El Khannouss,19,2,635
Tavernier,19,0,83
Garnacho,19,0,372
Mitoma,19,1,136
Digne,19,2,36
Aït-Nouri,19,3,533
O.Dango,19,1,74
Anderson,19,1,423
Manning,19,0,467
Hall,19,0,399
McNeil,19,0,230
Gakpo,19,2,321
Kerkez,19,0,70
Harrison,19,1,224
Madueke,19,1,177
M.Fernandes,19,0,623
João Pedro,19,3,129
Kudus,19,2,525
Wan-Bissaka,19,2,388
Kovačić,19,2,354
Hughes,19,1,203
Doku,19,0,346
Caicedo,19,0,157
McGinn,19,1,48
N.Jackson,19,1,180
Rashford,19,0,385
Mateta,19,1,207
Ayari,19,1,600
Wharton,19,0,216
Haaland,19,2,351
Dalot,19,2,369
Gvardiol,19,0,350
Hutchinson,19,2,274
A.Doucoure,19,2,217
Gravenberch,19,3,323
Estupiñan,19,0,122
Bellegarde,19,0,535
Eriksen,19,1,370
Lukić,19,0,249
Buonanotte,19,1,117
Grealish,19,0,349
Wissa,19,1,110
Watkins,19,3,58
Minteh,19,0,135
Lewis-Potter,19,0,98
Walker-Peters,19,1,476
Joelinton,19,1,403
J.Clarke,19,0,631
Evanilson,19,0,617
Mavididi,19,2,298
Barnes,19,0,392
Livramento,19,0,409
Raúl,19,0,252
Willock,19,0,420
Matheus N.,19,0,356
J.Gomes,19,0,553
N.Semedo,19,1,559
Gusto,19,0,171
Tonali,19,0,417
Casemiro,19,0,368
Ramsey,19,0,53
Mykolenko,19,3,231
Dibling,19,0,608
Baleba,19,0,115
Delap,19,1,268
Schade,19,0,106
Georginio,19,1,618
Young,19,1,656
Jones,19,2,324
Lindstrøm,19,1,577
Gana,19,0,222
Cucurella,19,0,163
Kamada,19,0,205
Wood,19,1,447
Welbeck,19,0,148
Johnson,19,0,275
Morsy,19,0,278
Smith Rowe,19,0,19
Kristiansen,19,0,296
Vardy,19,2,306
Trippier,19,1,418
Mazraoui,19,1,594
Maatsen,19,0,45
Wilson,19,0,259
Ward-Prowse,19,0,531
Nørgaard,19,0,101
Thomas,19,0,20
J.Timber,19,1,6
Ndiaye,19,0,232
O'Riley,19,0,629
Yates,19,0,449
Winks,19,0,309
Berge,19,0,622
Strand Larsen,19,0,566
Sugawara,19,0,474
Summerville,19,0,587
N.Williams,19,0,437
Havertz,19,0,4
Aribo,19,0,452
Udogie,19,1,505
P.M.Sarr,19,0,499
Tsimikas,19,0,337
Kilman,19,0,524
Emerson,19,0,520
Tarkowski,19,0,236
Bailey,19,3,28
Adams,19,0,60
Brooks,19,1,62
André,19,1,642
Guéhi,19,0,200
J.Ayew,19,0,192
Downes,19,0,518
Enciso,19,0,121
Jensen,19,0,95
Ndidi,19,0,300
Aina,19,0,422
Merino,19,0,633
Gruda,19,2,595
Ugochukwu,19,1,188
Souček,19,0,530
Jota Silva,19,1,596
Huijsen,19,1,580
Harwood-Bellis,19,0,461
Van Hecke,19,0,144
Janelt,19,0,94
Solanke,19,1,82
Mainoo,19,1,378
Hinshelwood,19,0,126
Nkunku,19,2,181
Roerslev,19,0,105
Højlund,19,1,375
Füllkrug,19,1,589
C.Soler,19,0,654
Adingra,19,0,113
Justin,19,0,295
Dominguez,19,0,431
Sarabia,19,0,565
Nelson,19,0,10
Marmoush,19,,755
M.Asensio,19,,762
Gabriel,19,1,3
Murillo,19,0,436
Alcaraz,19,0,450
Virgil,19,0,339
Nketiah,19,0,11
R.Gomes,19,1,563
Colwill,19,1,162
Nwaneri,19,2,12
Wieffer,19,0,149
Zirkzee,19,0,389
Garner,19,0,223
Bergvall,19,0,481
Diogo J.,19,0,317
Doherty,19,0,543
Guedes,19,1,548
Álvarez,19,0,511
Spence,19,0,504
Cajuste,19,0,619
Zabarnyi,19,0,85
Scott,19,0,77
James,19,0,172
Castagne,19,1,244
B.Soumaré,19,0,285
Mario Jr.,19,0,557
Burns,19,0,264
Werner,19,1,509
Cash,19,0,32
Ugarte,19,0,652
Konaté,19,0,326
Tel,19,,768
Sessegnon,19,0,579
Kamaldeen,19,0,462
Kamara,19,2,42
Skipp,19,0,501
Lerma,19,0,206
Barkley,19,1,29
Ajer,19,0,86
Collins,19,0,88
Akanji,19,0,340
Armstrong,19,1,603
Smallbone,19,0,471
Yarmoliuk,19,0,111
Martinez,19,1,47
Sinisterra,19,0,80
Bentancur,19,0,480
Toti,19,0,567
Cairney,19,0,243
Antonio,19,0,512
Darwin,19,0,316
Bree,19,2,457
G.Jesus,19,0,2
Philip,19,1,76
Burn,19,0,395
Beto,19,0,218
Mangala,19,0,651
Sterling,19,0,186
Milenković,19,0,573
Onana,19,0,233
Chaplin,19,0,265
Pinnock,19,0,104
Onuachu,19,1,470
McAteer,19,0,299
Sosa,19,0,620
Alex Moreno,19,0,26
Chalobah,19,0,159
Lewis-Skelly,19,0,597
Smith,19,0,81
Dorgu,19,,766
Tierney,19,0,21
White,19,0,24
Walker,19,0,363
Doyle,19,1,544
Burgess,19,0,263
Tete,19,0,257
Romero,19,0,498
Cresswell,19,0,517
Munetsi,19,,770
Muniz,19,0,251
Lavia,19,0,174
Calvert-Lewin,19,1,220
Saliba,19,0,18
Lewis,19,1,355
Lacroix,19,0,650
W.Fofana,19,0,189
Devenny,19,0,645
Veltman,19,0,145
Bissouma,19,0,482
Elliott,19,0,319
Maguire,19,1,377
João Félix,19,1,621
Van den Berg,19,0,338
De Ligt,19,0,593
De Cordova-Reid,19,0,290
O'Brien,19,0,582
Calafiori,19,1,578
Ings,19,0,523
Coufal,19,0,516
Jaden,19,0,569
A.Fatawu,19,0,570
Broadhead,19,1,262
Bradley,19,0,313
Odobert,19,0,612
Dunk,19,0,120
Mount,19,0,382
Rúben,19,0,361
Lamptey,19,0,131
Gómez,19,,714
Mavropanos,19,0,528
Disasi,19,2,167
Taylor,19,0,281
Ferguson,19,0,123
Bednarek,19,0,455
F.Kadıoğlu,19,0,628
Senesi,19,0,79
Phillips,19,0,359
Konsa,19,1,44
Schär,19,1,415
Willian,19,,772
George,19,0,696
Shaw,19,0,387
Enes Ünal,19,0,65
Sangaré,19,0,442
Dragusin,19,0,486
Faes,19,0,291
Broja,19,0,156
Agbadou,19,,720
Duran,19,0,38
Hirst,19,0,272
Richarlison,19,0,497
Longstaff,19,0,410
Archer,19,0,27
Patterson,19,1,234
Tuanzebe,19,0,282
Kayode,19,,757
Lallana,19,0,463
Townsend,19,0,583
O’Reilly,19,0,607
Ederson M.,19,0,347
Szmodics,19,0,611
Milner,19,0,134
Carvalho,19,0,314
Mings,19,1,49
Hee Chan,19,0,550
Almirón,19,0,391
Branthwaite,19,1,219
Clyne,19,0,196
A. Garcia,19,,731
Bassey,19,0,241
L.Guilherme,19,0,526
Andersen,19,0,191
Dewsbury-Hall,19,0,166
Jebbison,19,0,69
Jorginho,19,0,7
Hill,19,2,68
Kiwior,19,0,8
Vestergaard,19,0,307
March,19,0,132
Webster,19,0,147
Moder,19,2,137
Moore,19,0,610
Stephens,19,0,472
Brereton Díaz,19,0,584
King,19,0,604
Lindelof,19,0,376
Antony,19,0,365
O'Shea,19,0,630
G.Rodríguez,19,0,588
Greaves,19,0,270
Iroegbunam,19,0,226
Diop,19,0,245
Welington,19,,718
Jay Robinson,19,,798
Zinchenko,19,0,25
Kelly,19,0,404
Schlupp,19,0,214
Khusanov,19,,732
Pau,19,0,52
Fraser,19,0,397
Todibo,19,0,591
Gray,19,0,489
Al-Hamadi,19,0,260
Van de Ven,19,0,506
Pickford,19,0,235
Leno,19,0,248
Choudhury,19,0,287
José Sá,19,0,554
Yoro,19,0,572
Mosquera,19,0,558
Pedro Lima,19,0,561
Mudryk,19,0,179
C.Richards,19,0,194
Henderson,19,0,201
Edouard,19,0,198
Dawson,19,0,542
Flekken,19,0,91
Scarles,19,0,677
Malen,19,,725
Collyer,19,0,613
Chilwell,19,0,160
Tosin,19,0,187
Davies,19,0,669
Endo,19,0,320
Bogarde,19,0,598
Thiago,19,0,107
Ogbene,19,0,632
McAtee,19,0,357
Stones,19,0,362
Awoniyi,19,0,424
Danso,19,,767
Reguilón,19,1,496
Agbinone,19,0,646
Orford,19,0,701
H.Clarke,19,0,266
Quansah,19,0,333
Amo-Ameyaw,19,0,451
Bobb,19,0,343
Aké,19,0,341
Rodrigo,19,0,360
Daka,19,0,289
Pope,19,0,413
Miley,19,0,411
Krafth,19,0,405
Sels,19,0,443
Malacia,19,0,379
Edozie,19,0,459
Osula,19,0,590
Verbruggen,19,0,146
Arrizabalaga,19,0,152
Johnstone,19,0,204
Sánchez,19,0,185
Irving,19,0,576
Marc Guiu,19,0,178
Keane,19,0,228
Scarlett,19,0,500
Igor,19,0,128
Walton,19,1,283
Reed,19,0,254
Amass,19,0,670
C.Doucouré,19,0,193
Maghoma,19,0,674
Chiquinho,19,0,537
A.Becker,19,0,310
Forbs,19,0,655
Coady,19,0,288
Esse,19,,730
Buendia,19,0,31
Grønbæk,19,,734
N.Gonzalez,19,,765
Kinsky,19,,716
Fletcher,19,0,667
Dahoud,19,0,119
Cahill,19,0,668
McKenna,19,,727
Cozier-Duberry,19,0,118
Barco,19,0,116
Baker-Boaitey,19,0,114
Zanka,19,0,112
Sherif,19,,724
Valdimarsson,19,0,109
Lankshear,19,0,609
Toney,19,0,108
Peart-Harris,19,0,103
Rushworth,19,0,615
Sadi,19,,723
Metcalfe,19,0,614
Coulibaly,19,,726
Morato,19,0,653
Meghoma,19,0,649
Wheatley,19,0,648
Rodney,19,0,647
Kporha,19,0,666
Butler-Oyedeji,19,0,665
Pond,19,0,664
Samuels,19,0,663
Nichols,19,0,662
I.Osman,19,0,127
Jaros,19,0,660
Kabia,19,0,659
Kayi Sanda,19,,719
Fitzgerald,19,0,673
Hennessey,19,,721
Simpson-Pusey,19,0,672
Wright,19,0,671
Adu-Adjei,19,,722
Yogane,19,0,661
O’Mahony,19,0,138
Mazilu,19,0,133
Kozlowski,19,0,130
Ahamada,19,0,190
Jimoh,19,,710
Okoduwa,19,,711
Renato Veiga,19,0,184
B.Badiashile,19,0,153
Akinmboni,19,,712
Ângelo,19,0,151
Gross,19,0,125
Soler,19,,713
Undav,19,0,143
Steele,19,0,142
Godfrey,19,,715
Sarmiento,19,0,141
Dennis,19,0,599
J.Araujo,19,0,592
Casadei,19,0,158
J.Cuenca,19,0,586
Jørgensen,19,0,581
Andrey Santos,19,0,150
Diaby,19,0,34
Gilmour,19,0,124
Silcott-Duberry,19,,728
Setford,19,0,639
Oulad M'hand,19,0,638
Meupiyou,19,0,637
Chiesa,19,0,636
G.Nunes,19,0,634
Dixon,19,0,627
Danns,19,0,709
Offiah,19,0,139
Begovic,19,0,624
Brierley,19,0,87
Travers,19,0,84
Paulsen,19,0,75
Mepham,19,0,72
H.Traorè,19,0,67
Faivre,19,0,66
Swinkels,19,0,640
Peupion,19,0,140
Kaboré,19,0,626
Yang,19,,717
Kuol,19,0,406
Morgan,19,,780
Hayden,19,0,400
Dúbravka,19,0,396
Botman,19,0,393
A.Murphy,19,0,390
Mheuka,19,,781
Tom Taylor,19,,800
Olusesi,19,0,683
McConville,19,0,681
Diego Carlos,19,0,35
Kinsey,19,0,680
Dobbin,19,0,37
Gauci,19,0,39
Broggio,19,0,679
Bates,19,0,678
Hause,19,0,40
Nedeljkovic,19,0,50
Obi,19,,776
Coby Ebere,19,,775
Gower,19,,790
Neave,19,,789
Dermot Mee,19,,788
Fredricson,19,,777
Genesis Antwi,19,,787
Benjamin Fredrick,19,,786
Echeverri,19,,785
Charlie Tasker,19,,791
Moorhouse,19,,778
Graczyk,19,,783
Boniface,19,,799
Jake Evans,19,,797
Koné,19,,779
Olabade Aluko,19,,796
Harry Howell,19,,795
Freddie Simmonds,19,,794
Jack Henry-Francis,19,,793
Monga,19,,792
Mané,19,,784
Wilson-Brown,19,0,708
Rees-Dottin,19,0,707
Abbott,19,0,706
Vitor Reis,19,,733
Arthur,19,0,705
Brits,19,0,704
Alleyne,19,0,703
Harris,19,0,702
Arteta,19,,735
Marsh,19,0,676
Guardiola,19,,736
Dendoncker,19,0,33
Casey,19,0,643
Zych,19,0,641
Ji-soo,19,0,96
Hickey,19,0,93
Henry,19,0,92
Dasilva,19,0,90
Heaven,19,0,658
Kacurri,19,0,657
Umeh-Chibueze,19,0,644
Wilson-Esbrand,19,0,675
Kukonki,19,0,691
Iling Jr,19,0,41
Amissah,19,0,690
Williams-Barnett,19,0,689
Nyoni,19,0,688
Winterburn,19,0,687
Mayers,19,0,686
Slater,19,0,685
Hardy,19,0,684
Nallo,19,0,692
Marschall,19,0,46
Dorrington,19,0,699
Hürzeler,19,,739
Mubama,19,0,698
Acheampong,19,0,697
Rak-Sakyi,19,0,695
Ajayi,19,,729
Cartwright,19,0,694
O'Brien-Whitmarsh,19,0,693
Kesler-Hayden,19,0,43
Stewart,19,0,473
Targett,19,0,416
Ruddy,19,0,414
Odysseas,19,0,412
O.Richards,19,0,438
Mighten,19,0,435
Danilo,19,0,429
M.França,19,0,208
C.Miguel,19,0,427
Bowler,19,0,426
Boly,19,0,425
Worrall,19,0,448
Ui-jo,19,0,446
Turner,19,0,445
Toffolo,19,0,444
Panzo,19,0,441
Omobamidele,19,0,440
Da Silva Moreira,19,0,428
Baggott,19,0,261
N.Phillips,19,0,332
Morton,19,0,331
McConnell,19,0,330
Kelleher,19,0,325
Pellistri,19,0,384
McTominay,19,0,381
Bella-Kotchap,19,0,456
Bazunu,19,0,454
J.Alvarez,19,0,352
A.Phillips,19,0,478
R.Williams,19,0,334
McCarthy,19,0,469
Mara,19,0,468
Lumley,19,0,466
Lis,19,0,465
Larios,19,0,464
Edwards,19,0,460
Charles,19,0,458
Hermansen,19,0,293
Golding,19,0,292
Austin,19,0,479
Carson,19,0,344
Silva,19,,753
Frank,19,,752
Pereira,19,,751
Potter,19,,750
Postecoglou,19,,749
Rusk,19,,748
Samuels-Smith,19,,782
Cashin,19,,763
Cassanova,19,,760
Heaton,19,0,374
Knight,19,,758
Anselmino,19,,774
Heath,19,,773
Amougou,19,,771
Djiga,19,,769
Barrenechea,19,0,30
Tomiyasu,19,0,22
Raya,19,0,15
Ramsdale,19,0,14
Hein,19,0,5
Fábio Vieira,19,0,1
Eyestone,19,,759
Hannibal,19,0,373
Evans,19,0,371
Bayindir,19,0,367
Ortega Moreno,19,0,358
João Cancelo,19,0,353
Lascelles,19,0,407
Iraola,19,,738
Emery,19,,737
Anthony,19,0,61
Aarons,19,0,59
Van Nistelrooy,19,,754
Sinisalo,19,0,55
Olsen,19,0,51
Nuno,19,,747
Howe,19,,746
Amorim,19,,745
Slot,19,,744
Moyes,19,,742
Glasner,19,,741
Maresca,19,,740
Porter,19,,756
Sousa,19,0,56
Fábio Silva,19,0,545
D.D.Fofana,19,0,164
Chukwuemeka,19,0,161
Wiley,19,0,575
Pivas,19,0,574
Muric,19,0,568
S.Bueno,19,0,564
Podence,19,0,562
Petrović,19,0,183
M.Sarr,19,0,176
Edmundson,19,0,269
Kellyman,19,0,173
Gilchrist,19,0,170
Gallagher,19,0,169
Deivid,19,0,165
J.Virginia,19,0,227
Holgate,19,0,225
Cannon,19,0,286
Woolfenden,19,0,284
Slicker,19,0,280
Stansfield,19,0,256
Lukaku,19,0,175
Bettinelli,19,0,155
Bergström,19,0,154
Onyeka,19,0,102
Mee,19,0,100
Konak,19,0,97
Alves,19,0,606
Godo,19,0,605
Trevitt,19,0,602
Moran,19,0,601
Coleman,19,0,221
Ozoh,19,0,212
Matthews,19,0,209
Clarke,19,,801
Holding,19,0,202
Kalajdžić,19,0,555
Hoever,19,0,552
Hodge,19,0,551
H.Bueno,19,0,549
Gonzalez,19,0,547
Ward,19,0,215
Okoli,19,0,301
Marcal,19,0,297
Iversen,19,0,294
Højbjerg,19,0,490
Forster,19,0,488
E.Royal,19,0,487
Devine,19,0,485
Bryan,19,0,483
Doak,19,0,318
Clark,19,0,315
Ream,19,0,253
Vinicius,19,0,258
Whiteman,19,0,510
Vicario,19,0,508
Veliz,19,0,507
Solomon,19,0,502
Lo Celso,19,0,493
Ndaba,19,0,279
Luongo,19,0,277
Ladapo,19,0,276
Humphreys,19,0,273
Harness,19,0,271
Bajcetic,19,0,312
