id,first_name,second_name,web_name,team,full_name
668,Wataru,Endo,Endo,11,Wataru Endo
708,Ryan,Gravenberch,Gravenberch,11,Ryan Gravenberch
726,Luke,Chambers,Chambers,11,Luke Chambers
728,Callum,Scanlon,Scanlon,11,Callum Scanlon
743,Treymaurice,Nyoni,Nyoni,11,Treymaurice Nyoni
756,Marcelo,de Araújo Pitaluga Filho,Pitaluga,11,Marcelo de Araújo Pitaluga Filho
757,Conor,Bradley,Bradley,11,Conor Bradley
782,Owen,Beck,Beck,11,Owen Beck
783,Kaide,Gordon,Gordon,11,Kaide Gordon
812,Lewis,Koumas,Koumas,11,Lewis Koumas
813,Fabian,Mrozek,Mrozek,11,Fabian Mrozek
824,Jayden,Danns,Danns,11,Jayden Danns
837,Amara,Nallo,Nallo,11,Amara Nallo
21,Albert,Sambi Lokonga,Sambi,12,Albert Sambi Lokonga
52,Marvelous,Nakamba,Nakamba,12,Marvelous Nakamba
314,Elijah,Adebayo,Adebayo,12,Elijah Adebayo
315,Mads Juel,Andersen,Andersen,12,Mads Juel Andersen
316,Amari'i,Bell,Bell,12,Amari'i Bell
317,Luke,Berry,Berry,12,Luke Berry
318,Reece,Burke,Burke,12,Reece Burke
319,Allan,Campbell,Campbell,12,Allan Campbell
320,Jordan,Clark,Clark,12,Jordan Clark
321,Alfie,Doughty,Doughty,12,Alfie Doughty
322,Luke,Freeman,Freeman,12,Luke Freeman
323,Matt,Macey,Macey,12,Matt Macey
324,John,McAtee,McAtee,12,John McAtee
325,Carlos,Mendes Gomes,Mendes,12,Carlos Mendes Gomes
326,Carlton,Morris,Morris,12,Carlton Morris
327,Admiral,Muskwe,Muskwe,12,Admiral Muskwe
328,Chiedozie,Ogbene,Ogbene,12,Chiedozie Ogbene
329,Fred,Onyedinma,Onyedinma,12,Fred Onyedinma
330,Gabriel,Osho,Osho,12,Gabriel Osho
331,Aribim,Pepple,Pepple,12,Aribim Pepple
332,Dion,Pereira,Pereira,12,Dion Pereira
333,Dan,Potts,Potts,12,Dan Potts
334,Glen,Rea,Rea,12,Glen Rea
335,James,Shea,Shea,12,James Shea
336,Joe,Taylor,Taylor,12,Joe Taylor
337,Elliot,Thorpe,Thorpe,12,Elliot Thorpe
338,Jack,Walton,Walton,12,Jack Walton
339,Louie,Watson,Watson,12,Louie Watson
340,Cauley,Woodrow,Woodrow,12,Cauley Woodrow
393,Teden,Mengi,Mengi,12,Teden Mengi
553,Ryan,Giles,Giles,12,Ryan Giles
575,Tom,Lockyer,Lockyer,12,Tom Lockyer
582,Pelly Ruddock,Mpanzu,Mpanzu,12,Pelly Ruddock Mpanzu
586,Tahith,Chong,Chong,12,Tahith Chong
602,Issa,Kaboré,Kaboré,12,Issa Kaboré
614,Thomas,Kaminski,Kaminski,12,Thomas Kaminski
630,Ross,Barkley,Barkley,12,Ross Barkley
631,Jacob,Brown,Brown,12,Jacob Brown
648,Aidan,Francis-Clarke,Francis-Clarke,12,Aidan Francis-Clarke
665,Tim,Krul,Krul,12,Tim Krul
682,Joseph,Johnson,Johnson,12,Joseph Johnson
727,Andros,Townsend,Townsend,12,Andros Townsend
729,Jayden,Luker,Luker,12,Jayden Luker
734,Zack,Nelson,Nelson,12,Zack Nelson
798,Daiki,Hashioka,Hashioka,12,Daiki Hashioka
831,Axel,Piesold,Piesold,12,Axel Piesold
839,Dominic,Dos Santos Martins,Martins,12,Dominic Dos Santos Martins
844,Christian,Chigozie,Chigozie,12,Christian Chigozie
848,Taylan,Harris,Harris,12,Taylan Harris
341,Manuel,Akanji,Akanji,13,Manuel Akanji
342,Nathan,Aké,Aké,13,Nathan Aké
343,Julián,Álvarez,J.Alvarez,13,Julián Álvarez
344,Bernardo,Veiga de Carvalho e Silva,Bernardo,13,Bernardo Veiga de Carvalho e Silva
345,Oscar,Bobb,Bobb,13,Oscar Bobb
346,João,Cancelo,Cancelo,13,João Cancelo
347,Scott,Carson,Carson,13,Scott Carson
348,Shea,Charles,Charles,13,Shea Charles
349,Kevin,De Bruyne,De Bruyne,13,Kevin De Bruyne
350,Rúben,Gato Alves Dias,Rúben,13,Rúben Gato Alves Dias
352,Ederson,Santana de Moraes,Ederson M.,13,Ederson Santana de Moraes
353,Phil,Foden,Foden,13,Phil Foden
354,Jack,Grealish,Grealish,13,Jack Grealish
355,Erling,Haaland,Haaland,13,Erling Haaland
356,Mateo,Kovačić,Kovačić,13,Mateo Kovačić
357,Aymeric,Laporte,Laporte,13,Aymeric Laporte
358,Rico,Lewis,R.Lewis,13,Rico Lewis
359,Riyad,Mahrez,Mahrez,13,Riyad Mahrez
361,Stefan,Ortega Moreno,Ortega Moreno,13,Stefan Ortega Moreno
363,Máximo,Perrone,Perrone,13,Máximo Perrone
365,Rodrigo,Hernandez,Rodrigo,13,Rodrigo Hernandez
366,Sergio,Gómez,Sergio Gómez,13,Sergio Gómez
367,Zack,Steffen,Steffen,13,Zack Steffen
368,John,Stones,Stones,13,John Stones
369,Kyle,Walker,Walker,13,Kyle Walker
566,Matheus Luiz,Nunes,Matheus N.,13,Matheus Luiz Nunes
616,Joško,Gvardiol,Gvardiol,13,Joško Gvardiol
678,Jérémy,Doku,Doku,13,Jérémy Doku
762,Mahamadou,Susoho,Susoho,13,Mahamadou Susoho
771,Micah,Hamilton,Hamilton,13,Micah Hamilton
814,Jacob,Wright,Wright,13,Jacob Wright
209,Mason,Mount,Mount,14,Mason Mount
370,Alex,Telles,Alex Telles,14,Alex Telles
371,Amad,Diallo,Amad,14,Amad Diallo
372,Antony Matheus,dos Santos,Antony,14,Antony Matheus dos Santos
373,Bruno,Borges Fernandes,B.Fernandes,14,Bruno Borges Fernandes
374,Brandon,Williams,B.Williams,14,Brandon Williams
375,Eric,Bailly,Bailly,14,Eric Bailly
376,Carlos Henrique,Casimiro,Casemiro,14,Carlos Henrique Casimiro
377,Diogo,Dalot Teixeira,Dalot,14,Diogo Dalot Teixeira
379,Christian,Eriksen,Eriksen,14,Christian Eriksen
380,Álvaro,Fernández Carreras,Fernandez,14,Álvaro Fernández Carreras
381,Frederico,Rodrigues de Paula Santos,Fred,14,Frederico Rodrigues de Paula Santos
382,Alejandro,Garnacho,Garnacho,14,Alejandro Garnacho
383,Hannibal,Mejbri,Hannibal,14,Hannibal Mejbri
384,Tom,Heaton,Heaton,14,Tom Heaton
386,Victor,Lindelöf,Lindelof,14,Victor Lindelöf
387,Harry,Maguire,Maguire,14,Harry Maguire
388,Kobbie,Mainoo,Mainoo,14,Kobbie Mainoo
389,Tyrell,Malacia,Malacia,14,Tyrell Malacia
390,Anthony,Martial,Martial,14,Anthony Martial
391,Lisandro,Martínez,Martinez,14,Lisandro Martínez
392,Scott,McTominay,McTominay,14,Scott McTominay
394,Facundo,Pellistri Rebollo,Pellistri,14,Facundo Pellistri Rebollo
395,Raphaël,Varane,R.Varane,14,Raphaël Varane
396,Marcus,Rashford,Rashford,14,Marcus Rashford
397,Jadon,Sancho,Sancho,14,Jadon Sancho
398,Luke,Shaw,Shaw,14,Luke Shaw
399,Shola,Shoretire,Shoretire,14,Shola Shoretire
400,Donny,van de Beek,Van de Beek,14,Donny van de Beek
401,Aaron,Wan-Bissaka,Wan-Bissaka,14,Aaron Wan-Bissaka
597,André,Onana,Onana,14,André Onana
617,Rasmus,Højlund,Højlund,14,Rasmus Højlund
632,Omari,Forson,Forson,14,Omari Forson
669,Radek,Vítek,Vítek,14,Radek Vítek
685,Daniel,Gore,Gore,14,Daniel Gore
695,Altay,Bayindir,Altay,14,Altay Bayindir
703,Jonny,Evans,Evans,14,Jonny Evans
709,Sofyan,Amrabat,Amrabat,14,Sofyan Amrabat
748,Joe,Hugill,Hugill,14,Joe Hugill
766,Willy,Kambwala,Kambwala,14,Willy Kambwala
768,Rhys,Bennett,Bennett,14,Rhys Bennett
826,Toby,Collyer,Collyer,14,Toby Collyer
833,Habeeb,Ogunneye,Ogunneye,14,Habeeb Ogunneye
835,Dermot,Mee,Mee,14,Dermot Mee
846,Harry,Amass,Amass,14,Harry Amass
850,Ethan,Wheatley,Wheatley,14,Ethan Wheatley
856,Louis,Jackson,Jackson,14,Louis Jackson
204,Lewis,Hall,Hall,15,Lewis Hall
402,Miguel,Almirón Rejala,Almirón,15,Miguel Almirón Rejala
403,Elliot,Anderson,Anderson,15,Elliot Anderson
404,Harrison,Ashby,Ashby,15,Harrison Ashby
405,Sven,Botman,Botman,15,Sven Botman
406,Bruno,Guimarães Rodriguez Moura,Bruno G.,15,Bruno Guimarães Rodriguez Moura
407,Dan,Burn,Burn,15,Dan Burn
408,Karl,Darlow,Darlow,15,Karl Darlow
409,Martin,Dubravka,Dubravka,15,Martin Dubravka
410,Ryan,Fraser,Fraser,15,Ryan Fraser
411,Mark,Gillespie,Gillespie,15,Mark Gillespie
412,Anthony,Gordon,Gordon,15,Anthony Gordon
413,Isaac,Hayden,Hayden,15,Isaac Hayden
414,Jeff,Hendrick,Hendrick,15,Jeff Hendrick
415,Alexander,Isak,Isak,15,Alexander Isak
416,Joelinton Cássio,Apolinário de Lira,Joelinton,15,Joelinton Cássio Apolinário de Lira
417,Emil,Krafth,Krafth,15,Emil Krafth
418,Garang,Kuol,Kuol,15,Garang Kuol
419,Jamaal,Lascelles,Lascelles,15,Jamaal Lascelles
420,Jamal,Lewis,J.Lewis,15,Jamal Lewis
421,Sean,Longstaff,Longstaff,15,Sean Longstaff
422,Javier,Manquillo Gaitán,Manquillo,15,Javier Manquillo Gaitán
423,Jacob,Murphy,J.Murphy,15,Jacob Murphy
424,Nick,Pope,Pope,15,Nick Pope
425,Matt,Ritchie,Ritchie,15,Matt Ritchie
426,Allan,Saint-Maximin,Saint-Maximin,15,Allan Saint-Maximin
427,Fabian,Schär,Schär,15,Fabian Schär
428,Matt,Targett,Targett,15,Matt Targett
429,Sandro,Tonali,Tonali,15,Sandro Tonali
430,Kieran,Trippier,Trippier,15,Kieran Trippier
431,Kell,Watts,Watts,15,Kell Watts
432,Joe,Willock,Willock,15,Joe Willock
433,Callum,Wilson,Wilson,15,Callum Wilson
580,Loris,Karius,Karius,15,Loris Karius
581,Paul,Dummett,Dummett,15,Paul Dummett
603,Harvey,Barnes,Barnes,15,Harvey Barnes
633,Tino,Livramento,Livramento,15,Tino Livramento
634,Alex,Murphy,A.Murphy,15,Alex Murphy
635,Lewis,Miley,Miley,15,Lewis Miley
738,Amadou,Diallo,Diallo,15,Amadou Diallo
739,Ben,Parkinson,Parkinson,15,Ben Parkinson
745,Michael,Ndiweni,Ndiweni,15,Michael Ndiweni
794,Joe,White,White,15,Joe White
795,Travis,Hernes,Hernes,15,Travis Hernes
23,Nuno,Varela Tavares,Tavares,16,Nuno Varela Tavares
28,Matt,Turner,Turner,16,Matt Turner
205,Callum,Hudson-Odoi,Hudson-Odoi,16,Callum Hudson-Odoi
378,Anthony,Elanga,Elanga,16,Anthony Elanga
434,Brandon,Aguilera Zamora,B.Aguilera,16,Brandon Aguilera Zamora
435,Harry,Arter,Arter,16,Harry Arter
436,Serge,Aurier,Aurier,16,Serge Aurier
437,Taiwo,Awoniyi,Awoniyi,16,Taiwo Awoniyi
438,Giulian,Biancone,Biancone,16,Giulian Biancone
439,Willy,Boly,Boly,16,Willy Boly
440,Josh,Bowler,Bowler,16,Josh Bowler
441,Steve,Cook,Cook,16,Steve Cook
442,Danilo,dos Santos de Oliveira,Danilo,16,Danilo dos Santos de Oliveira
443,Emmanuel,Dennis,Dennis,16,Emmanuel Dennis
444,Mohamed,Dräger,Dräger,16,Mohamed Dräger
445,Felipe Augusto,de Almeida Monteiro,Felipe,16,Felipe Augusto de Almeida Monteiro
446,Remo,Freuler,Freuler,16,Remo Freuler
447,Morgan,Gibbs-White,Gibbs-White,16,Morgan Gibbs-White
448,Wayne,Hennessey,Hennessey,16,Wayne Hennessey
449,Ethan,Horvath,Horvath,16,Ethan Horvath
451,Cheikhou,Kouyaté,Kouyaté,16,Cheikhou Kouyaté
452,Richie,Laryea,Laryea,16,Richie Laryea
453,Orel,Mangala,Mangala,16,Orel Mangala
454,Loïc,Mbe Soh,Mbe Soh,16,Loïc Mbe Soh
455,Scott,McKenna,McKenna,16,Scott McKenna
456,Alex,Mighten,Mighten,16,Alex Mighten
457,Moussa,Niakhaté,Niakhaté,16,Moussa Niakhaté
458,Lewis,O'Brien,O'Brien,16,Lewis O'Brien
459,Braian,Ojeda Rodríguez,Ojeda,16,Braian Ojeda Rodríguez
460,Jonathan,Panzo,Panzo,16,Jonathan Panzo
461,Omar,Richards,O.Richards,16,Omar Richards
462,Gustavo Henrique,Furtado Scarpa,G.Scarpa,16,Gustavo Henrique Furtado Scarpa
463,Jonjo,Shelvey,J.Shelvey,16,Jonjo Shelvey
464,Sam,Surridge,Surridge,16,Sam Surridge
465,Harry,Toffolo,Toffolo,16,Harry Toffolo
466,Hwang,Ui-jo,Ui-jo,16,Hwang Ui-jo
467,Neco,Williams,Williams,16,Neco Williams
468,Chris,Wood,Wood,16,Chris Wood
469,Joe,Worrall,Worrall,16,Joe Worrall
470,Ryan,Yates,Yates,16,Ryan Yates
604,Olu,Aina,Aina,16,Olu Aina
636,George,Shelvey,G.Shelvey,16,George Shelvey
637,Josh,Powell,Powell,16,Josh Powell
679,Gonzalo,Montiel,G.Montiel,16,Gonzalo Montiel
696,Murillo,Santiago Costa dos Santos,Murillo,16,Murillo Santiago Costa dos Santos
710,Odysseas,Vlachodimos,Odysseas,16,Odysseas Vlachodimos
711,Andrew,Omobamidele,Omobamidele,16,Andrew Omobamidele
712,Nicolás,Domínguez,Dominguez,16,Nicolás Domínguez
713,Ibrahim,Sangaré,Sangaré,16,Ibrahim Sangaré
714,Divock,Origi,Origi,16,Divock Origi
779,Jamie,McDonnell,McDonnell,16,Jamie McDonnell
780,Detlef Esapa,Osong,Osong,16,Detlef Esapa Osong
781,Joe,Gardner,Gardner,16,Joe Gardner
801,Giovanni,Reyna,Reyna,16,Giovanni Reyna
808,Matz,Sels,Sels,16,Matz Sels
809,Rodrigo,Duarte Ribeiro,Ribeiro,16,Rodrigo Duarte Ribeiro
27,Auston,Trusty,Trusty,17,Auston Trusty
33,Cameron,Archer,Archer,17,Cameron Archer
255,Mason,Holgate,Holgate,17,Mason Holgate
360,James,McAtee,McAtee,17,James McAtee
471,Anel,Ahmedhodžić,Ahmedhodžić,17,Anel Ahmedhodžić
472,Jordan,Amissah,Amissah,17,Jordan Amissah
473,George,Baldock,Baldock,17,George Baldock
474,Chris,Basham,Basham,17,Chris Basham
476,Jayden,Bogle,Bogle,17,Jayden Bogle
477,Rhian,Brewster,Brewster,17,Rhian Brewster
478,Ismaila,Coulibaly,Coulibaly,17,Ismaila Coulibaly
479,Adam,Davies,A.Davies,17,Adam Davies
480,John,Egan,Egan,17,John Egan
481,John,Fleck,Fleck,17,John Fleck
482,Wes,Foderingham,Foderingham,17,Wes Foderingham
483,Daniel,Jebbison,Jebbison,17,Daniel Jebbison
484,Max,Lowe,Lowe,17,Max Lowe
485,Oliver,McBurnie,McBurnie,17,Oliver McBurnie
486,Iliman,Ndiaye,Ndiaye,17,Iliman Ndiaye
487,Rhys,Norrington-Davies,Norrington-Davies,17,Rhys Norrington-Davies
488,Oliver,Norwood,Norwood,17,Oliver Norwood
489,Ben,Osborn,Osborn,17,Ben Osborn
490,William,Osula,Osula,17,William Osula
576,Jack,Robinson,Robinson,17,Jack Robinson
587,Anis,Slimane,Slimane,17,Anis Slimane
592,Yasser,Larouci,Larouci,17,Yasser Larouci
593,Bénie,Traoré,T.Bénie,17,Bénie Traoré
638,Vini,de Souza Costa,Vini Souza,17,Vini de Souza Costa
653,Femi,Seriki,Seriki,17,Femi Seriki
654,Louie,Marsh,Marsh,17,Louie Marsh
655,Andre,Brooks,Brooks,17,Andre Brooks
656,Antwoine,Hackford,Hackford,17,Antwoine Hackford
663,Gustavo,Hamer,Hamer,17,Gustavo Hamer
666,Tom,Davies,T.Davies,17,Tom Davies
693,Luke,Thomas,Thomas,17,Luke Thomas
730,Ryan,Oné,Oné,17,Ryan Oné
731,Jili,Buyabu,Buyabu,17,Jili Buyabu
759,Sydie,Peck,Peck,17,Sydie Peck
775,Ben,Brereton,Brereton Díaz,17,Ben Brereton
790,Ivo,Grbic,Grbić,17,Ivo Grbic
822,Billy,Blacker,Blacker,17,Billy Blacker
823,Oliver,Arblaster,Arblaster,17,Oliver Arblaster
827,Dovydas,Sasnauskas,Sasnauskas,17,Dovydas Sasnauskas
828,Sam,Curtis,Curtis,17,Sam Curtis
857,Owen,Hampson,Hampson,17,Owen Hampson
450,Brennan,Johnson,Johnson,18,Brennan Johnson
491,Brandon,Austin,Austin,18,Brandon Austin
492,Rodrigo,Bentancur,Bentancur,18,Rodrigo Bentancur
493,Yves,Bissouma,Bissouma,18,Yves Bissouma
494,Bryan,Gil Salvatierra,Bryan,18,Bryan Gil Salvatierra
495,Ben,Davies,Davies,18,Ben Davies
496,Eric,Dier,Dier,18,Eric Dier
497,Emerson,Leite de Souza Junior,E.Royal,18,Emerson Leite de Souza Junior
498,Fraser,Forster,Forster,18,Fraser Forster
499,Pierre-Emile,Højbjerg,Højbjerg,18,Pierre-Emile Højbjerg
500,Harry,Kane,Kane,18,Harry Kane
501,Dejan,Kulusevski,Kulusevski,18,Dejan Kulusevski
502,Hugo,Lloris,Lloris,18,Hugo Lloris
503,Giovani,Lo Celso,Lo Celso,18,Giovani Lo Celso
504,James,Maddison,Maddison,18,James Maddison
505,Tanguy,Ndombélé Alvaro,Ndombele,18,Tanguy Ndombélé Alvaro
506,Pedro,Porro,Pedro Porro,18,Pedro Porro
507,Ivan,Perišić,Perišić,18,Ivan Perišić
509,Richarlison,de Andrade,Richarlison,18,Richarlison de Andrade
510,Joe,Rodon,Rodon,18,Joe Rodon
511,Cristian,Romero,Romero,18,Cristian Romero
512,Davinson,Sánchez,Sánchez,18,Davinson Sánchez
513,Pape Matar,Sarr,Sarr,18,Pape Matar Sarr
514,Ryan,Sessegnon,Sessegnon,18,Ryan Sessegnon
515,Oliver,Skipp,Skipp,18,Oliver Skipp
516,Son,Heung-min,Son,18,Son Heung-min
517,Djed,Spence,Spence,18,Djed Spence
518,Japhet,Tanganga,Tanganga,18,Japhet Tanganga
519,Destiny,Udogie,Udogie,18,Destiny Udogie
520,Guglielmo,Vicario,Vicario,18,Guglielmo Vicario
521,Alfie,Whiteman,Whiteman,18,Alfie Whiteman
583,Manor,Solomon,Solomon,18,Manor Solomon
639,Micky,van de Ven,Van de Ven,18,Micky van de Ven
640,Dane,Scarlett,Scarlett,18,Dane Scarlett
641,Alejo,Véliz,Veliz,18,Alejo Véliz
702,Ashley,Phillips,Phillips,18,Ashley Phillips
722,Jamie,Donley,Donley,18,Jamie Donley
740,Alfie,Dorrington,Dorrington,18,Alfie Dorrington
754,Yago,de Santiago Alonso,Yago Santiago,18,Yago de Santiago Alonso
776,Timo,Werner,Werner,18,Timo Werner
777,Radu,Dragusin,Drăgușin,18,Radu Dragusin
860,Mikey,Moore,Moore,18,Mikey Moore
862,Tyrese,Hall,Hall,18,Tyrese Hall
364,Kalvin,Phillips,Phillips,19,Kalvin Phillips
522,Nayef,Aguerd,N.Aguerd,19,Nayef Aguerd
523,Michail,Antonio,Antonio,19,Michail Antonio
524,Alphonse,Areola,Areola,19,Alphonse Areola
525,Saïd,Benrahma,Benrahma,19,Saïd Benrahma
526,Jarrod,Bowen,Bowen,19,Jarrod Bowen
527,Maxwel,Cornet,Cornet,19,Maxwel Cornet
528,Vladimír,Coufal,Coufal,19,Vladimír Coufal
529,Conor,Coventry,Coventry,19,Conor Coventry
530,Aaron,Cresswell,Cresswell,19,Aaron Cresswell
531,Flynn,Downes,Downes,19,Flynn Downes
532,Emerson,Palmieri dos Santos,Emerson,19,Emerson Palmieri dos Santos
533,Lukasz,Fabianski,Fabianski,19,Lukasz Fabianski
534,Pablo,Fornals Malla,P.Fornals,19,Pablo Fornals Malla
535,Danny,Ings,Ings,19,Danny Ings
536,Ben,Johnson,Johnson,19,Ben Johnson
537,Thilo,Kehrer,Kehrer,19,Thilo Kehrer
538,Divin,Mubama,Mubama,19,Divin Mubama
539,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,Lucas Tolentino Coelho de Lima
541,Gianluca,Scamacca,Scamacca,19,Gianluca Scamacca
542,Tomáš,Souček,Souček,19,Tomáš Souček
543,Nikola,Vlašić,Vlašić,19,Nikola Vlašić
544,Kurt,Zouma,Zouma,19,Kurt Zouma
577,Angelo,Ogbonna,Ogbonna,19,Angelo Ogbonna
642,Edson,Álvarez Velázquez,Álvarez,19,Edson Álvarez Velázquez
647,Joseph,Anang,Anang,19,Joseph Anang
664,James,Ward-Prowse,Ward-Prowse,19,James Ward-Prowse
676,Konstantinos,Mavropanos,Mavropanos,19,Konstantinos Mavropanos
689,Mohammed,Kudus,Kudus,19,Mohammed Kudus
773,Lewis,Orford,Orford,19,Lewis Orford
774,Kaelan,Casey,Casey,19,Kaelan Casey
784,Oliver,Scarles,Scarles,19,Oliver Scarles
785,Callum,Marshall,Marshall,19,Callum Marshall
829,George,Earthy,Earthy,19,George Earthy
351,Tommy,Doyle,Doyle,20,Tommy Doyle
545,Rayan,Aït-Nouri,Aït-Nouri,20,Rayan Aït-Nouri
546,Daniel,Bentley,Bentley,20,Daniel Bentley
547,Bendegúz,Bolla,Bolla,20,Bendegúz Bolla
548,Hugo,Bueno López,H.Bueno,20,Hugo Bueno López
549,Francisco Jorge,Tomás Oliveira,Chiquinho,20,Francisco Jorge Tomás Oliveira
550,Luke,Cundle,Cundle,20,Luke Cundle
551,Craig,Dawson,Dawson,20,Craig Dawson
552,Fábio,Silva,Fábio Silva,20,Fábio Silva
554,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,Gonçalo Manuel Ganchinho Guedes
555,Joe,Hodge,Hodge,20,Joe Hodge
556,Ki-Jana,Hoever,Hoever,20,Ki-Jana Hoever
557,Hwang,Hee-chan,Hee Chan,20,Hwang Hee-chan
559,João Victor,Gomes da Silva,João Gomes,20,João Victor Gomes da Silva
560,Jonathan,Castro Otto,J.Otto,20,Jonathan Castro Otto
561,Bruno,Cavaco Jordão,Jordão,20,Bruno Cavaco Jordão
562,Sasa,Kalajdzic,Kalajdžić,20,Sasa Kalajdzic
563,Max,Kilman,Kilman,20,Max Kilman
564,Tom,King,King,20,Tom King
565,Mario,Lemina,Mario Jr.,20,Mario Lemina
567,Pedro,Lomba Neto,Neto,20,Pedro Lomba Neto
568,Daniel,Castelo Podence,Podence,20,Daniel Castelo Podence
569,José,Malheiro de Sá,José Sá,20,José Malheiro de Sá
570,Pablo,Sarabia,Sarabia,20,Pablo Sarabia
571,Matija,Šarkić,Šarkić,20,Matija Šarkić
572,Nélson,Cabral Semedo,N.Semedo,20,Nélson Cabral Semedo
573,Toti António,Gomes,Toti,20,Toti António Gomes
574,Boubacar,Traoré,Boubacar Traore,20,Boubacar Traoré
590,Matheus,Santos Carneiro Da Cunha,Cunha,20,Matheus Santos Carneiro Da Cunha
598,Matt,Doherty,Doherty,20,Matt Doherty
697,Santiago,Bueno,S.Bueno,20,Santiago Bueno
698,Enso,González,González,20,Enso González
704,Nathan,Fraser,Fraser,20,Nathan Fraser
715,Jean-Ricner,Bellegarde,Bellegarde,20,Jean-Ricner Bellegarde
749,Matthew,Whittingham,Whittingham,20,Matthew Whittingham
750,Tawanda,Chirewa,Chirewa,20,Tawanda Chirewa
751,Justin,Hubner,Hubner,20,Justin Hubner
769,Owen,Hesketh,Hesketh,20,Owen Hesketh
770,Ty,Barnett,Barnett,20,Ty Barnett
787,Harvey,Griffiths,Griffiths,20,Harvey Griffiths
788,Yerson,Mosquera,Mosquera,20,Yerson Mosquera
800,Noha,Lemina,N.Lemina,20,Noha Lemina
832,Wesley,Okoduwa,Okoduwa,20,Wesley Okoduwa
836,Leon,Chiwome,Chiwome,20,Leon Chiwome
840,Fletcher,Holman,Holman,20,Fletcher Holman
853,Temple,Ojinnaka,Ojinnaka,20,Temple Ojinnaka
