id,first_name,second_name,web_name,team,full_name
83,Marcos,Senesi,Senesi,3,Marcos Senesi
84,Adam,Smith,Smith,3,Adam Smith
85,Dominic,Solanke,Solanke,3,Dominic Solanke
86,Marcus,Tavernier,Tavernier,3,Marcus Tavernier
87,Hamed,Traorè,Hamed Traorè,3,Hamed Traorè
88,Mark,Travers,Travers,3,Mark Travers
89,Illia,Zabarnyi,Zabarnyi,3,Illia Zabarnyi
595,Milos,Kerkez,Kerkez,3,Milos Kerkez
607,Ionuț,Radu,Radu,3,Ionuț Radu
619,Ben,Greenwood,Greenwood,3,Ben Greenwood
643,Max,Aarons,Aarons,3,Max Aarons
644,Alex,Scott,Scott,3,Alex Scott
673,Tyler,Adams,Adams,3,Tyler Adams
705,Luis,Sinisterra,Sinisterra,3,Luis Sinisterra
799,Romain,Faivre,Faivre,3,Romain Faivre
802,Max,Kinsey,Kinsey,3,Max Kinsey
804,Enes,Ünal,Enes Ünal,3,Enes Ünal
811,Dominic,Sadi,Sadi,3,Dominic Sadi
849,Michael,Dacosta Gonzalez,Dacosta Gonzalez,3,Michael Dacosta Gonzalez
855,Callan,McKenna,McKenna,3,Callan McKenna
90,Kristoffer,Ajer,Ajer,4,Kristoffer Ajer
91,Ellery,Balcombe,Balcombe,4,Ellery Balcombe
92,Shandon,Baptiste,Baptiste,4,Shandon Baptiste
93,Mads,Bech Sørensen,Bech,4,Mads Bech Sørensen
94,Mads,Bidstrup,Bidstrup,4,Mads Bidstrup
95,Sergi,Canós Tenés,Canós,4,Sergi Canós Tenés
96,Nathan,Collins,Collins,4,Nathan Collins
97,Matthew,Cox,Cox,4,Matthew Cox
98,Mikkel,Damsgaard,Damsgaard,4,Mikkel Damsgaard
99,Josh,Dasilva,Dasilva,4,Josh Dasilva
100,Halil,Dervişoğlu,Dervişoğlu,4,Halil Dervişoğlu
101,Mark,Flekken,Flekken,4,Mark Flekken
102,Charlie,Goode,Goode,4,Charlie Goode
103,Rico,Henry,Henry,4,Rico Henry
104,Aaron,Hickey,Hickey,4,Aaron Hickey
105,Vitaly,Janelt,Janelt,4,Vitaly Janelt
106,Mathias,Jensen,Jensen,4,Mathias Jensen
107,Keane,Lewis-Potter,Lewis-Potter,4,Keane Lewis-Potter
108,Bryan,Mbeumo,Mbeumo,4,Bryan Mbeumo
109,Ben,Mee,Mee,4,Ben Mee
110,Christian,Nørgaard,Nørgaard,4,Christian Nørgaard
111,Frank,Onyeka,Onyeka,4,Frank Onyeka
112,Ethan,Pinnock,Pinnock,4,Ethan Pinnock
114,Mads,Roerslev Rasmussen,Roerslev,4,Mads Roerslev Rasmussen
115,Kevin,Schade,Schade,4,Kevin Schade
116,Thomas,Strakosha,Strakosha,4,Thomas Strakosha
117,Ivan,Toney,Toney,4,Ivan Toney
118,Ryan,Trevitt,Trevitt,4,Ryan Trevitt
119,Yoane,Wissa,Wissa,4,Yoane Wissa
120,Yegor,Yarmoliuk,Yarmoliuk,4,Yegor Yarmoliuk
121,Mathias,Jorgensen,Zanka,4,Mathias Jorgensen
258,Neal,Maupay,Maupay,4,Neal Maupay
508,Sergio,Reguilón,Reguilón,4,Sergio Reguilón
620,Michael,Olakigbe,Olakigbe,4,Michael Olakigbe
684,Ethan,Brierley,Brierley,4,Ethan Brierley
701,Saman,Ghoddos,Ghoddos,4,Saman Ghoddos
725,Ji-Soo,Kim,Kim Ji-Soo,4,Ji-Soo Kim
733,Valintino,Adedokun,Adedokun,4,Valintino Adedokun
744,Myles,Peart-Harris,Peart-Harris,4,Myles Peart-Harris
752,Vincent,Angelini,Angelini,4,Vincent Angelini
789,Hákon,Valdimarsson,Valdimarsson,4,Hákon Valdimarsson
797,Benjamin,Fredrick,Fredrick,4,Benjamin Fredrick
834,Benjamin,Arthur,Arthur,4,Benjamin Arthur
864,Yunus,Konak,Konak,4,Yunus Konak
122,Simon,Adingra,Adingra,5,Simon Adingra
123,Steven,Alzate,Alzate,5,Steven Alzate
124,Yasin,Ayari,Ayari,5,Yasin Ayari
125,Facundo,Buonanotte,Buonanotte,5,Facundo Buonanotte
127,Aaron,Connolly,Connolly,5,Aaron Connolly
128,Mahmoud,Dahoud,Dahoud,5,Mahmoud Dahoud
129,Lewis,Dunk,Dunk,5,Lewis Dunk
130,Julio,Enciso,Enciso,5,Julio Enciso
131,Pervis,Estupiñán,Estupiñan,5,Pervis Estupiñán
132,Evan,Ferguson,Ferguson,5,Evan Ferguson
133,Billy,Gilmour,Gilmour,5,Billy Gilmour
134,Pascal,Groß,Gross,5,Pascal Groß
135,João Pedro,Junqueira de Jesus,João Pedro,5,João Pedro Junqueira de Jesus
136,Michał,Karbownik,Karbownik,5,Michał Karbownik
137,Kacper,Kozłowski,Kozłowski,5,Kacper Kozłowski
138,Adam,Lallana,Lallana,5,Adam Lallana
139,Tariq,Lamptey,Lamptey,5,Tariq Lamptey
140,Solly,March,March,5,Solly March
141,Tom,McGill,McGill,5,Tom McGill
142,James,Milner,Milner,5,James Milner
143,Kaoru,Mitoma,Mitoma,5,Kaoru Mitoma
144,Jakub,Moder,Moder,5,Jakub Moder
146,Jeremy,Sarmiento Morante,Sarmiento,5,Jeremy Sarmiento Morante
147,Kjell,Scherpen,Scherpen,5,Kjell Scherpen
148,Jason,Steele,Steele,5,Jason Steele
149,Deniz,Undav,Undav,5,Deniz Undav
150,Jan Paul,van Hecke,Van Hecke,5,Jan Paul van Hecke
151,Joël,Veltman,Veltman,5,Joël Veltman
152,Bart,Verbruggen,Verbruggen,5,Bart Verbruggen
153,Adam,Webster,Webster,5,Adam Webster
154,Danny,Welbeck,Welbeck,5,Danny Welbeck
155,Andi,Zeqiri,Zeqiri,5,Andi Zeqiri
606,Igor Julio,dos Santos de Paulo,Igor,5,Igor Julio dos Santos de Paulo
621,Jack,Hinshelwood,Hinshelwood,5,Jack Hinshelwood
690,Carlos,Baleba,Baleba,5,Carlos Baleba
700,Anssumane,Fati Vieira,Ansu Fati,5,Anssumane Fati Vieira
741,Mark,O’Mahony,O’Mahony,5,Mark O’Mahony
742,Benicio,Baker-Boaitey,Baker-Boaitey,5,Benicio Baker-Boaitey
746,Ben,Jackson,Jackson,5,Ben Jackson
747,Joshua,Duffus,Duffus,5,Joshua Duffus
753,Leigh,Kavanagh,Kavanagh,5,Leigh Kavanagh
755,Luca,Barrington,Barrington,5,Luca Barrington
786,Cameron,Peupion,Peupion,5,Cameron Peupion
816,Valentín,Barco,Barco,5,Valentín Barco
843,Samy,Chouchane,Chouchane,5,Samy Chouchane
845,Odeluga,Offiah,Offiah,5,Odeluga Offiah
861,Noël,Atom,Atom,5,Noël Atom
156,Enock,Agyei,Agyei,6,Enock Agyei
157,Ameen,Al-Dakhil,Al-Dakhil,6,Ameen Al-Dakhil
158,Samuel,Bastien,Bastien,6,Samuel Bastien
159,Manuel Benson,Hedilazio,Benson,6,Manuel Benson Hedilazio
160,Jordan,Beyer,Beyer,6,Jordan Beyer
161,Josh,Brownhill,Brownhill,6,Josh Brownhill
162,Darko,Churlinov,Churlinov,6,Darko Churlinov
163,Jack,Cork,Cork,6,Jack Cork
164,Dara,Costelloe,Costelloe,6,Dara Costelloe
165,Josh,Cullen,Cullen,6,Josh Cullen
166,CJ,Egan-Riley,Egan-Riley,6,CJ Egan-Riley
167,Hjalmar,Ekdal,Ekdal,6,Hjalmar Ekdal
168,Lyle,Foster,Foster,6,Lyle Foster
169,Denis,Franchi,Franchi,6,Denis Franchi
170,Jóhann Berg,Gudmundsson,Gudmundsson,6,Jóhann Berg Gudmundsson
171,Luke,McNally,McNally,6,Luke McNally
172,Arijanet,Muric,Muric,6,Arijanet Muric
173,Dara,O'Shea,O'Shea,6,Dara O'Shea
174,Michael,Obafemi,Obafemi,6,Michael Obafemi
175,Bailey,Peacock-Farrell,Peacock-Farrell,6,Bailey Peacock-Farrell
176,Connor,Roberts,Roberts,6,Connor Roberts
177,Jay,Rodriguez,Rodriguez,6,Jay Rodriguez
178,Charlie,Taylor,Taylor,6,Charlie Taylor
179,Bobby,Thomas,Thomas,6,Bobby Thomas
180,Scott,Twine,Twine,6,Scott Twine
181,Lawrence,Vigouroux,Vigouroux,6,Lawrence Vigouroux
182,Victor,da Silva,Vitinho,6,Victor da Silva
183,Wout,Weghorst,Weghorst,6,Wout Weghorst
184,Anass,Zaroury,Zaroury,6,Anass Zaroury
200,David Datro,Fofana,D.D.Fofana,6,David Datro Fofana
475,Sander,Berge,Berge,6,Sander Berge
594,Zeki,Amdouni,Amdouni,6,Zeki Amdouni
596,James,Trafford,Trafford,6,James Trafford
600,Nathan,Redmond,Redmond,6,Nathan Redmond
605,Luca,Koleosho,Koleosho,6,Luca Koleosho
608,Jacob,Bruun Larsen,Bruun Larsen,6,Jacob Bruun Larsen
622,Owen,Dodgson,Dodgson,6,Owen Dodgson
660,Wilson,Odobert,Odobert,6,Wilson Odobert
674,Hannes,Delcroix,Delcroix,6,Hannes Delcroix
675,Aaron,Ramsey,A.Ramsey,6,Aaron Ramsey
694,Han-Noah,Massengo,Massengo,6,Han-Noah Massengo
706,Mike,Trésor,M.Trésor,6,Mike Trésor
805,Lorenz,Assignon,Assignon,6,Lorenz Assignon
806,Maxime,Esteve,Estève,6,Maxime Esteve
126,Moisés,Caicedo Corozo,Caicedo,7,Moisés Caicedo Corozo
145,Robert,Sánchez,Sanchez,7,Robert Sánchez
185,Ethan,Ampadu,Ampadu,7,Ethan Ampadu
186,Andrey,Nascimento dos Santos,Andrey,7,Andrey Nascimento dos Santos
187,Kepa,Arrizabalaga,Arrizabalaga,7,Kepa Arrizabalaga
188,Pierre-Emerick,Aubameyang,Aubameyang,7,Pierre-Emerick Aubameyang
189,César,Azpilicueta,Azpilicueta,7,César Azpilicueta
190,Abdul Rahman,Baba,Baba,7,Abdul Rahman Baba
191,Benoît,Badiashile,B.Badiashile,7,Benoît Badiashile
192,Marcus,Bettinelli,Bettinelli,7,Marcus Bettinelli
194,Trevoh,Chalobah,Chalobah,7,Trevoh Chalobah
195,Ben,Chilwell,Chilwell,7,Ben Chilwell
196,Carney,Chukwuemeka,Chukwuemeka,7,Carney Chukwuemeka
197,Levi,Colwill,Colwill,7,Levi Colwill
198,Marc,Cucurella Saseta,Cucurella,7,Marc Cucurella Saseta
199,Enzo,Fernández,Enzo,7,Enzo Fernández
201,Wesley,Fofana,W.Fofana,7,Wesley Fofana
202,Conor,Gallagher,Gallagher,7,Conor Gallagher
203,Malo,Gusto,Gusto,7,Malo Gusto
206,Reece,James,James,7,Reece James
207,Romelu,Lukaku Bolingoli,Lukaku,7,Romelu Lukaku Bolingoli
208,Noni,Madueke,Madueke,7,Noni Madueke
210,Mykhailo,Mudryk,Mudryk,7,Mykhailo Mudryk
211,Nicolas,Jackson,N.Jackson,7,Nicolas Jackson
212,Christopher,Nkunku,Nkunku,7,Christopher Nkunku
213,Christian,Pulisic,Pulisic,7,Christian Pulisic
214,Malang,Sarr,M.Sarr,7,Malang Sarr
215,Gabriel,Słonina,Slonina,7,Gabriel Słonina
216,Raheem,Sterling,Sterling,7,Raheem Sterling
217,Thiago,Emiliano da Silva,T.Silva,7,Thiago Emiliano da Silva
218,Hakim,Ziyech,Ziyech,7,Hakim Ziyech
362,Cole,Palmer,Palmer,7,Cole Palmer
589,Ângelo Gabriel,Borges Damaceno,Ângelo,7,Ângelo Gabriel Borges Damaceno
609,Ian,Maatsen,Maatsen,7,Ian Maatsen
611,Axel,Disasi,Disasi,7,Axel Disasi
613,Lesley,Ugochukwu,Ugochukwu,7,Lesley Ugochukwu
623,Mason,Burstow,Burstow,7,Mason Burstow
659,Lucas,Bergström,Bergström,7,Lucas Bergström
667,Roméo,Lavia,Lavia,7,Roméo Lavia
671,Bashir,Humphreys,Humphreys,7,Bashir Humphreys
677,Deivid Washington,de Souza Eugênio,Deivid,7,Deivid Washington de Souza Eugênio
680,Eddie,Beach,Beach,7,Eddie Beach
681,Diego Manuel Jadon,da Silva Moreira,Diego Moreira,7,Diego Manuel Jadon da Silva Moreira
687,Đorđe,Petrović,Petrović,7,Đorđe Petrović
716,Alfie,Gilchrist,Gilchrist,7,Alfie Gilchrist
717,Ronnie,Stutter,Stutter,7,Ronnie Stutter
718,Alex,Matos,Matos,7,Alex Matos
723,Josh,Brooking,Brooking,7,Josh Brooking
758,Leo,Castledine,Castledine,7,Leo Castledine
791,Cesare,Casadei,Casadei,7,Cesare Casadei
819,Ishé,Samuels-Smith,Samuels-Smith,7,Ishé Samuels-Smith
820,Ollie,Harrison,Harrison,7,Ollie Harrison
830,Jimi,Tauriainen,Tauriainen,7,Jimi Tauriainen
838,Josh,Acheampong,Acheampong,7,Josh Acheampong
847,Teddy,Sharman-Lowe,Sharman-Lowe,7,Teddy Sharman-Lowe
851,Tyrique,George,George,7,Tyrique George
852,Kiano,Dyer,Dyer,7,Kiano Dyer
858,Ted,Curd,Curd,7,Ted Curd
859,Zak,Sturge,Sturge,7,Zak Sturge
7,Rob,Holding,Holding,8,Rob Holding
219,Naouirou,Ahamada,Ahamada,8,Naouirou Ahamada
220,Joachim,Andersen,Andersen,8,Joachim Andersen
221,Jordan,Ayew,J.Ayew,8,Jordan Ayew
222,Nathaniel,Clyne,Clyne,8,Nathaniel Clyne
223,Cheick,Doucouré,C.Doucouré,8,Cheick Doucouré
224,Malcolm,Ebiowei,Ebiowei,8,Malcolm Ebiowei
225,Odsonne,Edouard,Edouard,8,Odsonne Edouard
226,Eberechi,Eze,Eze,8,Eberechi Eze
227,Vicente,Guaita,Guaita,8,Vicente Guaita
228,Marc,Guéhi,Guéhi,8,Marc Guéhi
229,Will,Hughes,Hughes,8,Will Hughes
230,Sam,Johnstone,Johnstone,8,Sam Johnstone
231,Jefferson,Lerma Solís,Lerma,8,Jefferson Lerma Solís
232,Jean-Philippe,Mateta,Mateta,8,Jean-Philippe Mateta
233,Remi,Matthews,Matthews,8,Remi Matthews
234,Tyrick,Mitchell,Mitchell,8,Tyrick Mitchell
235,Jake,O'Brien,O'Brien,8,Jake O'Brien
236,Michael,Olise,Olise,8,Michael Olise
237,Luke,Plange,Plange,8,Luke Plange
238,Chris,Richards,C.Richards,8,Chris Richards
239,Jairo,Riedewald,Riedewald,8,Jairo Riedewald
240,Jeffrey,Schlupp,Schlupp,8,Jeffrey Schlupp
241,James,Tomkins,Tomkins,8,James Tomkins
242,Joel,Ward,Ward,8,Joel Ward
243,Joe,Whitworth,Whitworth,8,Joe Whitworth
385,Dean,Henderson,Henderson,8,Dean Henderson
615,Matheus,França de Oliveira,Matheus França,8,Matheus França de Oliveira
657,Jesurun,Rak-Sakyi,Rak-Sakyi,8,Jesurun Rak-Sakyi
658,John-Kymani,Gordon,Gordon,8,John-Kymani Gordon
720,Ademola,Ola-Adebomi,Ola-Adebomi,8,Ademola Ola-Adebomi
721,David,Ozoh,Ozoh,8,David Ozoh
724,Jadan,Raymond,Raymond,8,Jadan Raymond
763,Tayo,Adaramola,Adaramola,8,Tayo Adaramola
792,Daniel,Muñoz,Muñoz,8,Daniel Muñoz
807,Adam,Wharton,Wharton,8,Adam Wharton
821,Franco,Umeh-Chibueze,Umeh-Chibueze,8,Franco Umeh-Chibueze
825,Kaden,Rodney,Rodney,8,Kaden Rodney
842,Roshaun,Mathurin,Mathurin,8,Roshaun Mathurin
244,André,Tavares Gomes,André Gomes,9,André Tavares Gomes
245,Jarrad,Branthwaite,Branthwaite,9,Jarrad Branthwaite
246,Dominic,Calvert-Lewin,Calvert-Lewin,9,Dominic Calvert-Lewin
247,Seamus,Coleman,Coleman,9,Seamus Coleman
248,Dele,Alli,Dele,9,Dele Alli
249,Abdoulaye,Doucouré,A.Doucoure,9,Abdoulaye Doucouré
250,James,Garner,Garner,9,James Garner
251,Jean-Philippe,Gbamin,Gbamin,9,Jean-Philippe Gbamin
252,Ben,Godfrey,Godfrey,9,Ben Godfrey
253,Demarai,Gray,Gray,9,Demarai Gray
254,Idrissa,Gueye,Gana,9,Idrissa Gueye
257,Michael,Keane,Keane,9,Michael Keane
259,Dwight,McNeil,McNeil,9,Dwight McNeil
260,Vitalii,Mykolenko,Mykolenko,9,Vitalii Mykolenko
261,Amadou,Onana,Onana,9,Amadou Onana
262,Nathan,Patterson,Patterson,9,Nathan Patterson
263,Jordan,Pickford,Pickford,9,Jordan Pickford
264,Ellis,Simms,Simms,9,Ellis Simms
265,James,Tarkowski,Tarkowski,9,James Tarkowski
266,João,Neves Virgínia,J.Virginia,9,João Neves Virgínia
579,Andy,Lonergan,Lonergan,9,Andy Lonergan
588,Ashley,Young,Young,9,Ashley Young
601,Arnaut,Danjuma Groeneveld,Danjuma,9,Arnaut Danjuma Groeneveld
624,Lewis,Dobbin,Dobbin,9,Lewis Dobbin
645,Youssef,Ramalho Chermiti,Y. Chermiti,9,Youssef Ramalho Chermiti
649,Thomas,Cannon,Cannon,9,Thomas Cannon
650,Tyler,Onyango,Onyango,9,Tyler Onyango
661,Jack,Harrison,Harrison,9,Jack Harrison
691,Norberto Bercique,Gomes Betuncal,Beto,9,Norberto Bercique Gomes Betuncal
719,Mackenzie,Hunt,Hunt,9,Mackenzie Hunt
760,Jenson,Metcalfe,Metcalfe,9,Jenson Metcalfe
761,Elijah,Campbell,Campbell,9,Elijah Campbell
841,Lewis,Warrington,Warrington,9,Lewis Warrington
863,Billy,Crellin,Crellin,9,Billy Crellin
193,Armando,Broja,Broja,10,Armando Broja
256,Alex,Iwobi,Iwobi,10,Alex Iwobi
267,Andreas,Hoelgebaum Pereira,Andreas,10,Andreas Hoelgebaum Pereira
268,Tom,Cairney,Cairney,10,Tom Cairney
269,Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,10,Ivan Neves Abreu Cavaleiro
270,Bobby,De Cordova-Reid,De Cordova-Reid,10,Bobby De Cordova-Reid
271,Issa,Diop,Diop,10,Issa Diop
272,Tyrese,Francois,Francois,10,Tyrese Francois
273,Anthony,Knockaert,Knockaert,10,Anthony Knockaert
274,Terence,Kongolo,Kongolo,10,Terence Kongolo
275,Bernd,Leno,Leno,10,Bernd Leno
276,Saša,Lukić,Lukić,10,Saša Lukić
277,Kevin,Mbabu,Mbabu,10,Kevin Mbabu
278,Aleksandar,Mitrović,Mitrović,10,Aleksandar Mitrović
279,Rodrigo,Muniz Carvalho,Muniz,10,Rodrigo Muniz Carvalho
280,João,Palhinha Gonçalves,J.Palhinha,10,João Palhinha Gonçalves
281,Tim,Ream,Ream,10,Tim Ream
282,Harrison,Reed,Reed,10,Harrison Reed
283,Antonee,Robinson,Robinson,10,Antonee Robinson
284,Marek,Rodák,Rodák,10,Marek Rodák
285,Kenny,Tete,Tete,10,Kenny Tete
286,Tosin,Adarabioyo,Tosin,10,Tosin Adarabioyo
287,Carlos Vinícius,Alves Morais,Vinícius,10,Carlos Vinícius Alves Morais
288,Harry,Wilson,Wilson,10,Harry Wilson
558,Raúl,Jiménez,Raúl,10,Raúl Jiménez
591,Willian,Borges da Silva,Willian,10,Willian Borges da Silva
610,Calvin,Bassey,Bassey,10,Calvin Bassey
625,Luc,De Fougerolles,De Fougerolles,10,Luc De Fougerolles
651,Jay,Stansfield,Stansfield,10,Jay Stansfield
652,Matthew,Dibley-Dias,Dibley-Dias,10,Matthew Dibley-Dias
662,Adama,Traoré,Adama,10,Adama Traoré
683,Luke,Harris,Harris,10,Luke Harris
688,Timothy,Castagne,Castagne,10,Timothy Castagne
692,Steven,Benda,Benda,10,Steven Benda
707,Fodé,Ballo-Touré,Ballo-Touré,10,Fodé Ballo-Touré
732,Devan,Tanton,Tanton,10,Devan Tanton
796,Kristian,Sekularac,Sekularac,10,Kristian Sekularac
810,Joshua,King,King,10,Joshua King
289,Adrián,San Miguel del Castillo,Adrián,11,Adrián San Miguel del Castillo
290,Trent,Alexander-Arnold,Alexander-Arnold,11,Trent Alexander-Arnold
291,Alisson,Ramses Becker,A.Becker,11,Alisson Ramses Becker
292,Stefan,Bajcetic,Bajcetic,11,Stefan Bajcetic
293,Darwin,Núñez Ribeiro,Darwin,11,Darwin Núñez Ribeiro
294,Diogo,Teixeira da Silva,Diogo J.,11,Diogo Teixeira da Silva
295,Harvey,Elliott,Elliott,11,Harvey Elliott
296,Fabio Henrique,Tavares,Fabinho,11,Fabio Henrique Tavares
297,Cody,Gakpo,Gakpo,11,Cody Gakpo
298,Joe,Gomez,Gomez,11,Joe Gomez
299,Jordan,Henderson,Henderson,11,Jordan Henderson
300,Curtis,Jones,Jones,11,Curtis Jones
301,Caoimhin,Kelleher,Kelleher,11,Caoimhin Kelleher
302,Ibrahima,Konaté,Konaté,11,Ibrahima Konaté
303,Luis,Díaz,Luis Díaz,11,Luis Díaz
304,Alexis,Mac Allister,Mac Allister,11,Alexis Mac Allister
305,Joel,Matip,Matip,11,Joel Matip
306,Nathaniel,Phillips,Phillips,11,Nathaniel Phillips
307,Andrew,Robertson,Robertson,11,Andrew Robertson
308,Mohamed,Salah,Salah,11,Mohamed Salah
309,Dominik,Szoboszlai,Szoboszlai,11,Dominik Szoboszlai
310,Thiago,Alcántara do Nascimento,Thiago,11,Thiago Alcántara do Nascimento
311,Konstantinos,Tsimikas,Tsimikas,11,Konstantinos Tsimikas
312,Sepp,van den Berg,Van den Berg,11,Sepp van den Berg
313,Virgil,van Dijk,Virgil,11,Virgil van Dijk
626,Jarell,Quansah,Quansah,11,Jarell Quansah
627,Bobby,Clark,Clark,11,Bobby Clark
628,Ben,Doak,Doak,11,Ben Doak
629,James,McConnell,McConnell,11,James McConnell
