goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
3,3,0,0,13,5,1,0,463,20,13,8,1.4,1.4,1.2,20,6,265,344,77.0,18,245,13,17,7,4529,1785,126,141,89.4,99,116,85.3,29,60,48.3,1.3,9,13,3,0,11,8,11,1,11,20,55.0,9,2,6,33,32,0,82,205,181,82,20,463,41.2,7,41.2,1195,463,4,5,9,12,261,17,5,6,True,8,0,0,14,0,0.5,0.5,6,8,25
0,0,0,0,8,0,2,0,868,19,7,8,0.5,0.5,0.4,14,0,685,776,88.3,48,489,20,22,9,11313,3332,326,348,93.7,320,347,92.2,32,60,53.3,0.7,6,44,8,1,4,8,10,1,7,14,50.0,7,2,6,26,9,3,77,262,443,167,24,868,40.9,11,50.0,2485,1028,10,6,10,9,680,48,6,5,False,13,5,3,20,6,1.4,1.4,9,3,25
0,0,0,0,6,2,2,0,459,23,7,7,0.2,0.2,0.1,10,0,258,362,71.3,18,280,23,17,9,4597,1659,109,134,81.3,121,148,81.8,24,66,36.4,0.4,4,20,7,4,13,11,8,4,8,22,36.4,14,3,4,30,26,2,75,206,175,86,22,459,52.9,6,35.3,1546,829,8,8,15,9,257,17,11,1,True,11,5,2,19,4,1.4,1.4,8,11,25
2,2,0,0,11,5,1,0,650,15,5,9,1.4,1.4,1.3,19,4,450,542,83.0,71,403,23,24,14,6948,2665,248,283,87.6,168,189,88.9,21,40,52.5,1.7,8,37,11,1,11,3,6,6,6,15,40.0,9,2,7,20,23,0,43,164,311,183,31,650,58.3,8,33.3,2048,1086,15,11,16,15,446,70,1,11,False,6,2,0,10,0,0.2,0.2,4,7,25
2,2,0,0,24,10,0,0,651,8,7,6,2.2,2.2,1.6,44,3,464,549,84.5,49,447,26,12,5,8613,2944,177,196,90.3,235,259,90.7,43,72,59.7,1.6,15,40,13,7,8,2,5,1,5,12,41.7,7,3,3,15,25,0,52,179,290,187,37,651,41.7,6,50.0,2208,1377,20,5,15,4,455,48,9,16,True,8,2,1,14,2,0.4,0.4,5,7,25
1,1,0,0,8,2,0,0,557,10,8,10,0.4,0.4,0.3,14,2,358,441,81.2,35,281,15,12,7,5830,2281,192,209,91.9,106,126,84.1,37,72,51.4,0.3,5,32,7,3,7,7,3,0,6,11,54.5,5,6,4,18,31,0,74,193,253,118,15,557,58.3,5,41.7,1515,790,10,5,18,3,356,35,16,9,False,24,10,2,44,3,2.2,2.2,15,13,25
4,4,0,0,11,7,0,0,721,10,6,11,1.9,1.9,1.9,19,8,564,618,91.3,40,437,19,28,8,9493,2870,312,326,95.7,212,225,94.2,39,59,66.1,1.1,11,46,4,0,5,3,7,0,3,4,75.0,1,1,10,16,20,1,64,205,337,189,23,721,28.6,17,60.7,2697,1187,22,8,15,9,557,38,13,15,True,3,1,0,5,0,0.5,0.5,3,4,25
0,0,0,0,3,1,1,0,482,26,7,9,0.5,0.5,0.5,5,0,319,395,80.8,23,241,11,5,1,5506,1634,145,157,92.4,139,159,87.4,29,55,52.7,0.2,3,12,4,2,15,15,11,0,17,25,68.0,8,2,7,33,21,1,54,198,187,101,10,482,20.0,3,60.0,1357,662,11,3,10,7,314,23,15,13,False,11,7,4,19,8,1.9,1.9,11,4,25
1,1,0,0,11,4,1,0,556,27,11,10,0.8,0.8,0.8,22,2,325,423,76.8,34,226,21,22,15,5672,2390,153,178,86.0,136,160,85.0,27,60,45.0,0.8,11,19,7,1,18,13,10,4,14,24,58.3,10,4,6,38,28,0,64,191,211,165,24,556,68.2,7,31.8,1334,711,17,9,16,9,318,32,17,3,True,14,7,3,25,5,1.2,1.2,13,8,25
3,3,0,0,14,7,3,0,658,16,9,14,1.2,1.2,1.1,25,5,426,531,80.2,34,401,13,24,10,7352,2806,205,231,88.7,173,200,86.5,39,77,50.6,0.9,13,41,8,3,7,9,3,4,7,22,31.8,15,4,10,25,26,0,69,227,270,169,24,658,41.7,14,58.3,2042,991,14,9,15,13,423,34,3,17,False,11,4,1,22,2,0.8,0.8,11,7,25
