goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
2,2,0,0,18,7,1,0,701,16,3,9,1.4,1.4,1.1,29,4,542,626,86.6,72,499,31,14,12,8783,2548,262,284,92.3,242,265,91.3,28,47,59.6,1.4,12,45,19,2,14,5,9,2,12,16,75.0,4,1,8,19,9,0,38,124,345,239,37,701,85.7,1,7.1,3133,1799,26,5,9,8,521,72,2,18,True,3,1,0,6,0,0.5,0.5,2,1,37
0,0,0,0,3,1,2,0,421,9,13,14,0.5,0.5,0.5,6,0,241,305,79.0,17,244,14,17,4,4337,1486,103,111,92.8,114,123,92.7,19,52,36.5,0.2,2,14,1,0,4,7,2,0,1,13,7.7,12,4,10,22,39,1,86,211,141,72,8,421,23.5,12,70.6,1464,799,9,6,10,4,237,17,18,2,False,18,7,2,29,4,1.4,1.4,12,19,37
1,1,0,0,11,3,1,0,548,18,5,10,0.8,0.8,0.7,19,2,346,441,78.5,36,281,21,21,7,5723,1780,159,179,88.8,161,183,88.0,20,57,35.1,0.7,6,25,4,0,15,4,7,7,7,11,63.6,4,0,10,23,17,0,37,142,265,152,16,548,33.3,13,61.9,1558,896,14,6,14,10,342,34,6,14,True,4,1,0,8,0,0.3,0.3,4,2,37
0,0,0,0,4,1,6,0,599,23,4,16,0.3,0.3,0.3,8,0,405,505,80.2,28,345,16,11,4,7568,2622,155,177,87.6,188,206,91.3,51,92,55.4,0.3,4,27,2,0,13,14,5,4,13,20,65.0,7,4,12,27,13,1,76,285,231,89,11,599,36.4,7,63.6,1772,816,4,6,15,11,401,28,14,6,False,11,3,1,19,2,0.8,0.8,6,4,37
2,1,0,0,13,4,1,0,657,25,11,7,2.7,2.7,2.6,24,4,458,541,84.7,43,327,13,11,5,8213,2633,199,215,92.6,195,217,89.9,53,87,60.9,1.3,10,37,13,3,17,12,7,6,13,25,52.0,12,1,6,36,19,1,58,185,328,149,31,657,45.5,5,45.5,1705,888,15,1,14,13,452,41,8,17,True,6,2,0,9,0,1.3,1.3,3,4,37
0,0,0,0,6,2,1,0,660,18,8,8,1.3,1.3,0.8,9,0,463,543,85.3,34,375,10,27,12,7519,2104,229,256,89.5,193,208,92.8,32,59,54.2,0.8,3,19,4,2,11,9,6,3,5,10,50.0,5,4,4,26,31,1,74,228,346,93,15,660,44.4,13,48.1,1899,968,7,4,15,12,462,34,17,8,False,13,4,2,24,4,2.7,2.7,10,13,37
1,0,0,0,16,5,6,0,694,19,7,6,1.1,1.1,0.6,28,2,465,554,83.9,47,299,24,34,11,8015,2918,214,235,91.1,207,238,87.0,36,65,55.4,1.5,10,43,9,4,14,8,9,2,6,8,75.0,2,3,3,26,31,1,68,206,297,195,30,694,32.4,22,64.7,1626,853,9,4,14,11,462,47,19,16,True,10,5,2,19,3,2.0,2.0,7,8,37
2,1,0,0,10,5,3,0,517,33,17,9,2.0,2.0,0.9,19,3,277,371,74.7,31,282,13,8,2,4685,2083,135,154,87.7,101,130,77.7,30,63,47.6,1.3,7,27,8,2,19,20,9,4,22,33,66.7,11,5,4,50,43,0,71,174,219,128,27,517,25.0,6,75.0,1251,600,5,4,13,13,273,30,16,19,False,16,5,1,28,2,1.1,1.1,10,9,37
2,1,0,1,10,4,4,0,517,11,5,12,2.9,2.1,0.9,17,3,313,416,75.2,45,317,20,19,8,5841,2236,144,164,87.8,125,154,81.2,39,73,53.4,0.8,6,39,11,3,7,6,3,2,2,7,28.6,5,9,3,16,16,1,60,162,204,165,33,516,42.1,9,47.4,1940,1044,17,7,15,10,307,45,4,9,True,16,7,3,29,6,1.0,1.0,9,11,37
3,1,0,0,16,7,4,0,524,19,6,15,1.0,1.0,0.5,29,6,328,400,82.0,32,301,23,8,5,5972,2296,173,183,94.5,125,151,82.8,30,57,52.6,0.5,9,25,11,3,13,12,6,1,9,17,52.9,8,2,13,25,37,3,71,206,171,149,18,524,62.5,2,25.0,1843,804,9,1,17,9,326,32,9,4,False,10,4,2,17,3,2.9,2.1,6,11,37
