goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,1,0,0,9,4,3,0,409,17,5,13,0.7,0.7,0.7,17,2,230,299,76.9,29,193,14,14,7,4386,2051,93,108,86.1,107,122,87.7,24,55,43.6,0.4,9,23,9,4,8,7,7,3,5,18,27.8,13,3,10,22,30,2,61,143,158,114,19,409,50.0,5,35.7,1147,566,6,4,19,13,229,29,16,13,True,14,3,0,26,0,0.9,0.9,10,5,28
0,0,0,0,14,3,2,0,752,18,5,6,0.9,0.9,0.6,26,0,571,652,87.6,57,515,41,25,13,8993,2488,272,293,92.8,254,281,90.4,24,39,61.5,0.6,10,43,5,0,12,10,6,2,5,12,41.7,7,2,4,23,21,1,50,204,320,233,24,752,52.0,5,20.0,3238,1929,19,13,10,12,553,57,13,16,False,9,4,1,17,2,0.7,0.7,9,9,28
3,1,2,2,26,5,2,0,813,19,10,5,4.1,2.5,2.2,51,5,623,700,89.0,80,514,39,30,18,10615,3411,303,329,92.1,256,276,92.8,50,73,68.5,1.6,22,55,14,2,15,5,8,6,10,23,43.5,13,2,3,29,10,2,47,148,397,274,51,811,60.0,12,40.0,2630,1482,22,16,17,9,619,80,12,17,True,6,4,1,9,1,0.4,0.4,5,0,28
1,0,0,0,6,4,1,0,405,21,9,13,0.4,0.4,0.3,9,1,216,286,75.5,12,183,12,24,13,3830,1424,107,124,86.3,79,91,86.8,25,60,41.7,0.1,5,9,0,0,10,14,7,0,12,30,40.0,18,8,5,30,37,1,86,208,154,55,7,405,54.2,10,41.7,1377,774,7,2,10,9,214,12,17,12,False,26,5,3,51,5,4.1,2.5,22,14,28
2,1,1,1,8,3,0,0,689,18,15,9,1.5,0.7,0.7,18,4,463,550,84.2,39,441,26,20,6,7342,2135,245,267,91.8,178,206,86.4,29,49,59.2,0.9,6,38,9,2,11,5,12,1,9,21,42.9,12,2,7,33,24,0,56,168,351,179,30,688,30.0,12,60.0,2490,1381,18,5,24,10,454,39,5,9,True,6,1,1,11,2,0.9,0.9,5,2,28
1,1,0,0,6,1,2,0,607,22,4,10,0.9,0.9,0.8,11,2,391,479,81.6,24,330,17,22,12,7184,2417,155,173,89.6,183,207,88.4,42,73,57.5,0.2,5,24,2,1,9,18,3,1,12,18,66.7,6,2,8,26,42,0,81,285,228,101,12,607,54.5,9,40.9,1874,840,11,3,15,9,387,23,9,5,False,8,3,2,18,4,1.5,0.7,6,9,28
1,0,0,0,19,4,4,0,608,23,7,13,3.3,3.3,2.2,35,2,336,459,73.2,37,309,17,19,9,6114,2425,152,191,79.6,132,167,79.0,44,76,57.9,1.6,14,25,7,5,11,5,15,3,10,20,50.0,10,4,9,30,40,2,80,219,248,144,24,608,47.4,7,36.8,1697,725,13,4,19,7,334,37,7,10,True,15,7,0,25,0,1.8,1.8,11,4,28
0,0,0,0,15,7,3,0,534,14,8,22,1.8,1.8,0.7,25,0,269,380,70.8,21,185,10,26,10,4982,2024,102,126,81.0,135,174,77.6,26,60,43.3,0.4,11,15,4,2,9,6,4,4,7,16,43.8,9,9,13,22,37,2,74,192,220,127,16,534,38.5,10,38.5,1053,544,10,4,21,13,265,21,10,7,False,19,4,1,35,2,3.3,3.3,14,7,28
0,0,0,0,13,3,2,0,627,15,7,20,0.8,0.8,0.6,22,0,415,505,82.2,42,337,18,14,9,7225,2540,181,197,91.9,178,209,85.2,40,71,56.3,0.5,9,35,13,4,6,6,4,5,10,16,62.5,6,6,14,22,32,1,64,188,253,193,34,627,64.3,4,28.6,2039,1124,11,8,11,7,405,41,4,2,True,12,4,1,22,2,1.3,1.3,7,6,28
1,1,0,0,12,4,2,0,462,11,5,18,1.3,1.3,1.0,22,2,254,346,73.4,22,217,14,19,6,4505,1786,120,139,86.3,100,122,82.0,26,59,44.1,0.4,7,19,6,1,5,8,1,2,4,13,30.8,9,6,12,16,40,3,101,195,160,111,18,462,31.6,10,52.6,1127,591,12,4,11,5,249,21,2,4,False,13,3,0,22,0,0.8,0.8,9,13,28
1,1,0,0,11,3,2,0,753,13,6,12,0.8,0.8,0.7,21,2,554,643,86.2,54,445,16,16,6,9406,2959,246,253,97.2,250,276,90.6,41,78,52.6,0.6,9,47,8,1,8,2,11,0,4,9,44.4,5,7,5,19,24,0,61,202,382,172,17,753,37.5,10,62.5,2212,1235,15,0,18,22,553,54,20,8,True,12,4,1,22,2,1.4,1.4,10,5,28
1,1,0,0,12,4,2,0,471,32,8,12,1.4,1.4,1.2,22,2,252,337,74.8,18,226,8,9,5,4922,1983,95,114,83.3,118,133,88.7,34,68,50.0,0.7,10,13,5,1,16,16,13,3,10,16,62.5,6,3,9,40,36,1,73,208,177,90,17,471,55.6,4,44.4,890,412,4,3,12,9,252,18,8,20,False,11,3,1,21,2,0.8,0.8,9,8,28
1,1,0,1,19,6,1,0,695,11,10,6,1.8,0.9,0.9,35,2,488,584,83.6,55,354,27,29,13,8936,2707,185,202,91.6,253,283,89.4,44,81,54.3,1.3,18,50,15,2,9,2,4,5,7,9,77.8,2,0,6,21,22,0,39,171,317,215,46,694,44.8,9,31.0,2156,1095,12,13,13,9,482,53,6,11,True,3,3,0,6,0,0.1,0.1,2,2,28
0,0,0,0,3,3,0,0,576,18,5,11,0.1,0.1,0.1,6,0,364,462,78.8,34,314,18,10,2,6075,2082,179,197,90.9,145,166,87.3,28,70,40.0,0.1,2,27,2,1,12,12,4,2,9,22,40.9,13,7,4,23,38,2,93,237,257,85,4,576,20.0,7,70.0,1599,899,10,1,14,4,359,33,11,6,False,19,6,1,35,2,1.8,0.9,18,15,28
2,1,1,1,11,3,3,0,709,12,8,8,1.5,0.7,0.7,23,4,475,587,80.9,32,439,25,22,7,7596,2770,233,259,90.0,214,247,86.6,21,51,41.2,0.6,10,31,7,3,10,4,7,1,6,13,46.2,7,5,3,20,21,3,71,234,341,142,24,708,31.8,14,63.6,2180,1053,16,10,19,15,471,31,18,3,True,17,8,2,27,4,2.2,2.2,9,11,28
2,2,0,0,17,8,3,0,512,29,15,23,2.2,2.2,1.2,27,4,274,370,74.1,26,276,20,16,7,4634,1717,135,155,87.1,85,102,83.3,35,76,46.1,0.9,9,22,11,4,18,15,13,1,14,21,66.7,7,4,19,44,28,0,50,166,239,113,28,512,43.8,6,37.5,1566,656,7,4,17,6,272,25,3,18,False,11,3,2,23,4,1.5,0.7,10,7,28
1,0,0,0,10,6,0,0,420,27,7,8,1.5,1.5,0.8,20,2,219,298,73.5,16,236,17,6,2,3628,1259,105,122,86.1,88,105,83.8,16,55,29.1,0.8,8,16,9,3,15,17,8,2,14,23,60.9,9,5,3,34,35,1,86,219,119,89,16,420,33.3,4,66.7,1337,733,7,2,11,9,218,16,14,1,True,17,6,1,32,2,1.7,1.7,12,12,28
1,1,0,0,17,6,1,0,737,13,5,5,1.7,1.7,1.1,32,2,553,644,85.9,60,453,35,24,9,8265,2419,309,332,93.1,220,251,87.6,18,45,40.0,1.3,12,60,12,2,8,4,6,3,4,6,66.7,2,1,4,18,13,0,46,111,357,275,30,737,37.5,14,58.3,2511,1342,23,7,9,13,546,60,1,14,False,10,6,1,20,2,1.5,1.5,8,9,28
0,0,0,0,9,2,0,0,617,15,9,14,0.7,0.7,0.2,17,0,393,505,77.8,28,300,22,16,7,6716,2196,207,226,91.6,150,177,84.7,33,70,47.1,0.2,6,24,3,2,9,9,5,1,7,18,38.9,11,2,12,24,20,0,61,207,284,133,17,617,43.8,7,43.8,1669,833,14,3,13,5,392,27,19,15,True,9,3,1,17,2,1.4,1.4,8,13,28
1,1,0,0,9,3,1,0,601,12,8,16,1.4,1.4,1.0,17,2,384,484,79.3,40,359,24,18,11,7041,2264,167,190,87.9,177,210,84.3,38,71,53.5,1.0,8,32,13,3,5,7,5,0,7,14,50.0,7,4,12,20,26,0,62,184,228,197,29,601,61.1,7,38.9,1924,973,17,7,19,8,382,40,15,19,False,9,2,0,17,0,0.7,0.7,6,3,28
