goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,8,4,3,0,521,11,8,17,0.6,0.6,0.2,11,0,317,420,75.5,25,280,16,15,6,5130,2039,170,200,85.0,115,141,81.6,24,58,41.4,0.3,5,21,6,1,8,5,5,1,4,11,36.4,7,6,11,19,19,0,62,175,236,117,29,521,40.0,7,46.7,1703,934,8,6,10,14,314,24,11,9,True,17,2,2,31,3,2.2,2.2,13,13,22
2,2,0,0,17,2,1,0,749,21,7,6,2.2,2.2,1.8,31,3,540,639,84.5,41,402,27,14,7,9883,2905,236,254,92.9,229,255,89.8,63,95,66.3,1.0,13,53,13,7,13,8,11,2,7,13,53.8,6,1,5,28,28,2,67,232,318,206,33,749,50.0,4,28.6,2188,1153,21,8,14,7,534,39,9,11,False,8,4,0,11,0,0.6,0.6,5,6,22
0,0,0,0,7,0,3,1,678,11,11,9,0.3,0.3,0.2,12,0,466,576,80.9,25,303,10,22,11,8346,2487,195,230,84.8,231,260,88.8,35,66,53.0,0.4,5,26,5,1,6,0,7,4,4,8,50.0,4,1,8,22,25,1,66,228,334,124,15,678,50.0,9,40.9,1458,761,6,2,11,10,458,24,19,7,True,11,6,2,21,4,1.3,0.5,10,9,22
2,1,1,1,11,6,0,0,615,19,16,12,1.3,0.5,0.5,21,4,405,512,79.1,42,389,14,11,4,6805,2086,191,224,85.3,191,218,87.6,20,55,36.4,1.1,10,30,9,1,10,7,8,4,9,20,45.0,11,3,9,35,18,0,60,203,294,123,17,614,36.4,4,36.4,1810,747,7,5,10,7,404,42,7,19,False,7,0,0,12,0,0.3,0.3,5,5,22
0,0,0,0,11,6,2,0,476,12,10,27,0.7,0.7,0.6,22,0,267,349,76.5,24,230,19,14,8,5182,2387,111,131,84.7,119,147,81.0,33,55,60.0,1.0,9,13,7,0,6,10,2,0,9,16,56.3,7,14,13,22,36,0,129,272,136,76,24,476,57.1,1,7.1,1585,943,14,8,13,9,263,22,4,12,True,37,8,2,68,4,3.4,3.4,33,23,22
2,2,0,0,37,8,3,0,639,10,4,5,3.4,3.4,3.3,68,4,449,532,84.4,77,356,29,19,7,7618,2867,209,224,93.3,191,221,86.4,39,59,66.1,3.0,33,43,23,4,5,0,9,1,1,9,11.1,8,1,4,14,19,0,50,121,203,322,61,639,36.8,9,47.4,1869,1210,17,11,8,3,438,77,12,4,False,11,6,0,22,0,0.7,0.7,9,7,22
2,2,0,0,18,6,2,0,648,12,8,4,1.3,1.3,0.9,31,4,451,543,83.1,69,386,18,19,7,7579,2422,215,235,91.5,191,218,87.6,35,63,55.6,1.4,11,55,16,3,7,4,7,1,4,10,40.0,6,1,3,20,10,1,27,89,305,256,37,648,36.8,10,52.6,1984,981,9,3,15,7,442,64,1,2,True,8,4,2,12,4,1.0,1.0,5,3,22
2,2,0,0,8,4,3,0,397,17,3,6,1.0,1.0,0.9,12,4,204,284,71.8,15,173,10,13,6,3903,1748,92,117,78.6,84,102,82.4,28,54,51.9,0.3,5,8,3,1,8,16,0,1,10,17,58.8,7,4,2,20,43,1,101,230,124,47,13,397,46.2,4,30.8,1174,593,5,3,14,8,201,15,2,1,False,18,6,2,31,4,1.3,1.3,11,16,22
2,2,0,0,12,6,2,0,506,23,12,22,2.0,2.0,1.8,23,4,289,366,79.0,29,270,19,26,12,5502,2421,134,150,89.3,111,132,84.1,40,67,59.7,1.2,11,31,5,3,19,8,8,7,11,24,45.8,13,4,18,35,38,0,72,185,182,147,21,506,46.2,12,46.2,1549,783,11,8,13,8,289,29,8,18,True,11,5,2,18,3,1.1,1.1,6,10,22
2,1,0,0,11,5,1,0,763,20,4,9,1.1,1.1,0.7,18,3,557,660,84.4,53,377,16,25,13,9640,3294,236,258,91.5,271,297,91.2,42,67,62.7,1.2,6,45,10,1,15,9,7,4,12,24,50.0,12,2,7,24,22,1,79,235,329,203,22,763,52.0,11,44.0,1925,995,8,9,13,12,553,53,18,8,False,12,6,2,23,4,2.0,2.0,11,5,22
