goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,11,6,1,0,629,13,4,20,0.8,0.8,0.8,19,0,374,492,76.0,33,331,17,24,7,6673,2325,176,205,85.9,157,194,80.9,38,74,51.4,0.8,9,35,8,0,6,5,5,3,9,19,47.4,10,5,15,17,33,1,70,194,287,153,19,629,29.2,12,50.0,1407,747,11,5,14,8,370,32,19,8,True,18,4,0,31,0,1.1,1.1,13,10,11
0,0,0,0,18,4,2,0,633,20,8,11,1.1,1.1,1.0,31,0,384,515,74.6,25,271,14,20,10,7124,2537,174,203,85.7,159,204,77.9,46,81,56.8,1.0,13,44,10,5,8,8,8,4,12,19,63.2,7,4,7,28,18,1,59,192,277,174,25,633,50.0,9,45.0,1448,791,9,3,18,4,382,25,8,19,False,11,6,0,19,0,0.8,0.8,9,8,11
0,0,0,0,13,4,1,1,517,19,19,13,1.6,1.6,1.1,20,0,293,385,76.1,21,248,13,13,6,5390,2166,124,144,86.1,134,161,83.2,31,65,47.7,0.7,9,21,5,1,11,12,6,1,6,16,37.5,10,4,9,38,25,1,77,200,213,111,16,517,46.2,6,46.2,1338,650,9,2,19,10,292,21,7,9,True,17,7,2,34,4,1.8,1.8,16,9,11
2,2,0,0,17,7,1,0,784,16,11,11,1.8,1.8,1.8,34,4,560,676,82.8,57,494,27,17,10,9513,3451,262,295,88.8,240,266,90.2,48,78,61.5,1.4,16,50,9,1,10,6,9,1,6,12,50.0,6,3,8,27,12,2,65,208,375,210,32,784,58.8,6,35.3,2269,1158,20,11,19,13,555,57,9,7,False,13,4,0,20,0,1.6,1.6,9,5,11
2,2,0,0,8,4,1,0,409,14,7,15,1.3,1.3,1.2,12,4,227,299,75.9,19,211,9,25,12,3916,1388,109,125,87.2,93,107,86.9,20,48,41.7,0.6,5,16,5,0,9,4,10,0,6,15,40.0,9,3,12,21,29,2,68,165,174,74,17,409,48.0,5,20.0,1199,594,5,4,11,11,226,19,20,17,True,9,0,0,18,0,0.7,0.7,5,9,11
0,0,0,0,9,0,4,0,810,16,5,9,0.7,0.7,0.4,18,0,635,724,87.7,46,479,25,18,9,10538,3011,290,316,91.8,303,328,92.4,33,55,60.0,0.7,5,53,9,2,7,5,7,4,5,17,29.4,12,3,6,21,6,2,44,210,430,177,18,810,50.0,6,33.3,2507,1320,12,1,12,8,630,46,17,20,False,8,4,2,12,4,1.3,1.3,5,5,11
3,2,0,0,12,6,2,0,579,11,6,12,1.5,1.5,1.3,23,6,333,457,72.9,39,235,10,10,4,6223,2546,127,158,80.4,180,221,81.4,26,68,38.2,1.5,9,21,12,3,6,3,4,4,4,10,40.0,6,7,5,17,42,1,79,231,219,134,28,579,40.0,5,50.0,1328,560,11,2,19,11,328,38,4,3,True,15,3,2,26,3,2.6,2.6,11,11,11
2,1,0,0,15,3,4,0,564,16,8,11,2.6,2.6,1.5,26,3,315,434,72.6,35,290,21,11,6,5841,2124,140,170,82.4,141,171,82.5,33,82,40.2,1.6,11,42,11,5,12,6,10,0,5,9,55.6,4,4,7,24,32,0,57,143,241,184,31,564,54.5,4,36.4,1528,798,10,8,14,7,311,35,3,4,False,12,6,3,23,6,1.5,1.5,9,12,11
2,1,0,0,10,4,3,0,568,16,12,14,2.3,2.3,1.9,18,4,390,453,86.1,23,347,10,11,2,6741,2293,182,201,90.5,169,182,92.9,32,50,64.0,1.2,7,21,10,4,6,7,7,2,4,19,21.1,15,3,11,28,21,0,74,212,270,91,19,568,18.2,5,45.5,1674,901,9,3,16,7,387,22,5,13,True,15,6,1,27,1,2.2,2.2,13,8,11
1,0,0,0,15,6,3,0,773,12,4,7,2.2,2.2,1.9,27,1,613,689,89.0,52,467,24,25,15,10469,3218,284,312,91.0,295,312,94.6,33,51,64.7,0.7,13,45,8,2,5,6,5,1,5,7,71.4,2,2,5,16,8,0,65,218,410,150,26,773,60.0,4,16.0,2589,1237,15,10,11,12,601,52,13,5,False,10,4,2,18,4,2.3,2.3,7,10,11
2,1,0,0,14,5,0,0,747,12,7,11,2.0,2.0,1.3,23,1,564,644,87.6,43,423,21,15,9,9391,3109,268,291,92.1,242,267,90.6,39,61,63.9,1.0,12,38,10,1,9,6,4,2,3,14,21.4,11,2,9,19,19,1,76,209,392,152,29,747,60.0,6,40.0,2213,1099,18,6,13,10,561,42,12,2,True,12,2,0,21,0,1.4,1.4,9,7,11
0,0,0,0,12,2,3,0,482,16,6,10,1.4,1.4,0.9,21,0,306,389,78.7,28,245,14,16,11,5216,2146,140,164,85.4,132,147,89.8,26,50,52.0,0.6,9,12,7,3,8,9,7,0,6,15,40.0,9,3,7,22,18,1,82,219,168,102,27,482,68.8,3,18.8,1421,760,10,8,11,9,306,28,2,12,False,14,5,2,23,1,2.0,2.0,12,10,11
