goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
2,1,1,1,10,3,2,0,544,21,6,17,2.4,1.6,1.3,21,4,285,404,70.5,29,217,16,32,16,4742,1837,148,177,83.6,109,142,76.8,21,64,32.8,1.2,6,21,8,0,13,11,7,3,7,21,33.3,14,7,10,27,32,1,93,208,218,127,24,543,50.0,14,43.8,1246,723,8,5,20,11,281,29,5,3,True,19,5,1,33,2,1.5,1.5,17,7,27
1,1,0,0,19,5,1,0,659,25,12,9,1.5,1.5,1.2,33,2,402,515,78.1,39,336,19,23,14,7178,2586,171,199,85.9,186,211,88.2,41,82,50.0,1.0,17,29,7,2,13,9,11,5,14,30,46.7,16,2,7,37,25,1,49,198,293,171,36,659,60.9,7,30.4,1653,980,14,11,21,14,400,39,3,5,False,10,3,2,21,4,2.4,1.6,6,8,27
4,3,0,0,19,6,3,0,416,32,10,11,4.3,4.3,2.9,34,6,202,290,69.7,23,148,12,8,4,3510,1653,87,102,85.3,69,98,70.4,27,56,48.2,0.9,14,14,8,3,21,14,14,4,13,24,54.2,11,1,10,42,24,0,51,161,150,107,28,416,50.0,4,50.0,783,382,6,5,9,4,200,22,7,2,True,6,2,1,12,2,0.4,0.4,5,6,27
1,1,0,0,6,2,1,0,613,8,9,10,0.4,0.4,0.3,12,2,424,509,83.3,34,263,24,29,11,7333,2627,185,209,88.5,207,230,90.0,29,46,63.0,0.8,5,25,6,1,4,4,4,0,4,8,50.0,4,5,5,17,14,1,76,217,269,133,20,613,37.9,13,44.8,1637,891,8,8,26,19,414,33,2,7,False,19,6,4,34,6,4.3,4.3,14,8,27
1,1,0,0,18,5,1,0,717,10,6,8,1.3,1.3,0.9,32,2,535,625,85.6,44,393,16,24,10,8828,2726,256,276,92.8,247,276,89.5,26,58,44.8,0.9,10,44,8,5,5,3,5,2,6,12,50.0,6,3,5,16,9,1,39,147,391,186,21,717,41.7,10,41.7,2001,1097,14,2,17,10,530,44,20,9,True,11,5,2,22,4,1.7,1.7,10,8,27
2,2,0,0,11,5,3,0,535,20,6,9,1.7,1.7,1.5,22,4,343,410,83.7,36,283,10,14,6,6441,2447,142,159,89.3,168,186,90.3,32,58,55.2,0.8,10,32,8,2,17,8,7,5,10,20,50.0,10,5,4,26,42,1,81,222,209,108,14,535,42.9,6,42.9,1586,807,7,3,17,4,343,36,9,20,False,18,5,1,32,2,1.3,1.3,10,8,27
4,4,0,0,19,10,1,0,741,17,7,5,2.6,2.6,2.5,32,7,585,648,90.3,46,484,23,10,5,9386,3039,287,303,94.7,232,249,93.2,41,63,65.1,1.7,17,54,13,1,9,4,10,3,10,14,71.4,4,3,2,24,13,0,72,205,312,227,37,741,50.0,5,50.0,2488,1218,18,9,12,11,575,46,6,17,True,7,2,0,14,0,0.7,0.7,6,6,27
0,0,0,0,7,2,2,0,525,16,9,8,0.7,0.7,0.7,14,0,370,441,83.9,26,330,13,15,4,6380,2213,181,199,91.0,158,172,91.9,27,56,48.2,0.5,6,19,6,3,11,6,7,3,5,10,50.0,5,2,6,25,12,2,63,217,231,82,12,525,26.7,10,66.7,1706,710,10,2,12,7,370,26,17,6,False,19,10,4,32,7,2.6,2.6,17,13,27
0,0,0,0,11,6,3,0,677,26,7,12,1.3,1.3,1.3,20,0,497,569,87.3,34,499,15,30,9,8469,2379,219,236,92.8,245,264,92.8,31,58,53.4,1.1,11,27,8,2,15,6,18,2,12,19,63.2,7,5,7,33,15,0,67,241,307,134,27,677,30.0,15,50.0,2375,1036,9,6,18,5,490,34,18,13,True,12,5,1,24,2,2.1,2.1,8,7,27
1,0,0,0,12,5,0,0,567,20,10,8,2.1,2.1,1.6,24,2,392,460,85.2,36,366,26,23,7,7247,2318,151,170,88.8,207,224,92.4,34,55,61.8,0.8,8,25,7,1,13,8,11,1,15,24,62.5,9,2,6,30,18,0,70,212,226,136,26,567,30.4,12,52.2,2278,1004,13,9,13,14,389,36,13,18,False,11,6,0,20,0,1.3,1.3,11,8,27
