goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
5,3,0,0,21,8,2,0,853,10,7,6,4.0,4.0,2.9,35,9,689,768,89.7,40,585,24,23,13,10324,2714,370,398,93.0,262,287,91.3,37,54,68.5,1.8,12,52,12,2,7,3,4,3,5,11,45.5,6,0,6,17,11,0,59,204,430,230,28,853,56.5,4,17.4,2729,1389,17,7,10,8,683,40,13,7,True,8,3,2,13,3,1.8,1.8,5,6,32
2,2,0,0,8,3,3,0,471,12,13,10,1.8,1.8,1.7,13,3,299,374,79.9,17,229,7,12,6,5436,1764,135,155,87.1,119,134,88.8,35,61,57.4,0.8,5,6,6,3,5,9,3,0,4,17,23.5,13,6,4,25,23,0,80,275,154,47,9,471,50.0,5,41.7,1117,529,10,0,13,5,298,17,7,13,False,21,8,5,35,9,4.0,4.0,12,12,32
2,0,2,2,19,5,2,0,676,15,7,12,3.9,2.3,1.9,38,3,480,562,85.4,47,478,24,22,9,8122,2540,231,248,93.1,207,231,89.6,36,59,61.0,1.9,16,41,15,6,11,6,6,3,7,13,53.8,6,3,9,22,15,2,54,180,334,171,43,674,40.9,11,50.0,2587,1405,25,6,13,2,474,46,5,11,True,15,6,2,26,3,1.5,1.5,11,8,32
2,1,0,0,15,6,5,0,504,13,5,15,1.5,1.5,1.1,26,3,308,396,77.8,26,307,18,16,6,5470,2003,133,152,87.5,148,165,89.7,25,61,41.0,0.7,11,24,8,1,10,4,8,1,11,20,55.0,9,3,12,18,27,1,82,193,200,117,24,504,37.5,7,43.8,1720,883,13,8,9,8,307,26,11,5,False,19,5,2,38,3,3.9,2.3,16,15,32
0,0,0,0,7,2,3,0,510,18,11,8,0.3,0.3,0.3,11,0,322,383,84.1,16,285,10,15,2,5800,2112,145,156,92.9,133,147,90.5,36,63,57.1,0.1,5,18,4,2,10,12,5,1,7,11,63.6,4,5,3,29,38,1,111,245,179,93,8,510,13.3,13,86.7,1593,815,10,2,12,12,318,16,17,2,True,23,8,3,42,5,3.3,1.4,17,13,32
3,2,0,2,23,8,1,0,698,25,10,3,3.3,1.4,1.3,42,5,510,579,88.1,63,425,24,13,4,8465,2725,257,276,93.1,223,239,93.3,26,48,54.2,1.4,17,56,13,1,11,8,11,6,13,15,86.7,2,1,2,35,20,0,51,136,293,274,43,696,30.8,7,53.8,2132,1286,21,11,7,11,499,63,2,17,False,7,2,0,11,0,0.3,0.3,5,4,32
0,0,0,0,10,5,0,0,487,15,5,11,0.5,0.5,0.5,19,0,265,368,72.0,23,176,12,6,1,4767,1756,116,129,89.9,119,156,76.3,22,64,34.4,0.3,8,24,4,2,9,9,4,2,8,13,61.5,5,3,8,20,44,1,71,187,214,88,8,487,16.7,5,83.3,1130,610,8,2,8,4,265,23,16,8,True,13,5,1,24,1,1.4,1.4,9,8,32
1,1,0,0,13,5,3,0,604,9,1,7,1.4,1.4,1.2,24,1,387,491,78.8,45,316,18,14,5,6976,2480,176,198,88.9,145,174,83.3,53,92,57.6,1.2,9,46,8,3,6,2,6,1,5,6,83.3,1,3,4,10,29,0,42,156,280,172,28,604,35.7,8,57.1,1944,1009,12,6,20,7,382,45,8,16,False,10,5,0,19,0,0.5,0.5,8,4,32
1,1,0,0,14,3,1,0,610,4,7,2,1.0,1.0,0.9,23,2,444,526,84.4,43,372,19,23,14,7384,2373,208,229,90.8,204,222,91.9,26,56,46.4,0.9,11,42,15,2,2,1,2,1,3,5,60.0,2,0,2,11,14,0,43,134,239,240,33,610,60.9,6,26.1,1873,1089,19,8,12,11,437,41,1,4,True,3,2,1,6,2,0.2,0.2,2,6,32
1,1,0,0,3,2,3,0,409,17,8,14,0.2,0.2,0.2,6,2,229,305,75.1,20,198,12,6,2,4497,1840,84,101,83.2,100,119,84.0,37,71,52.1,0.6,2,12,6,1,10,7,7,3,6,20,30.0,14,6,8,25,34,0,85,212,127,77,15,409,33.3,3,50.0,1245,715,8,4,11,1,223,20,4,1,False,14,3,1,23,2,1.0,1.0,11,15,32
2,2,0,0,15,6,0,0,630,18,4,6,1.8,1.8,1.6,27,4,443,539,82.2,51,318,14,14,6,7945,2780,190,209,90.9,198,222,89.2,47,87,54.0,1.6,12,44,14,2,11,6,8,4,8,18,44.4,10,1,5,22,17,1,65,164,275,196,36,630,42.9,7,50.0,1299,765,14,5,9,3,436,51,12,19,True,11,4,0,18,0,1.5,1.5,9,5,32
0,0,0,0,11,4,2,0,556,10,12,8,1.5,1.5,1.4,18,0,362,435,83.2,21,253,16,20,10,6151,2132,162,171,94.7,170,193,88.1,26,57,45.6,0.7,9,26,5,0,3,4,4,2,7,13,53.8,6,5,3,22,40,1,98,261,220,82,16,556,50.0,8,40.0,1294,736,7,4,10,10,361,21,19,12,False,15,6,2,27,4,1.8,1.8,12,14,32
1,1,0,0,34,9,2,0,745,13,5,5,2.3,2.3,2.2,64,2,550,656,83.8,88,405,33,13,4,9894,3005,213,239,89.1,299,330,90.6,35,72,48.6,2.1,30,51,27,13,7,3,4,6,6,14,42.9,8,1,4,18,8,1,42,173,250,326,54,745,30.8,6,46.2,2453,1383,17,15,9,5,538,85,6,10,True,13,4,2,21,4,1.1,1.1,10,3,32
2,2,0,0,13,4,2,0,374,11,10,19,1.1,1.1,1.0,21,4,167,237,70.5,17,153,8,16,8,3534,1806,70,81,86.4,65,82,79.3,32,63,50.8,0.7,10,15,3,1,9,7,3,1,6,10,60.0,4,9,10,21,48,1,102,187,135,62,9,374,50.0,6,37.5,848,470,6,1,11,7,165,16,10,6,False,34,9,1,64,2,2.3,2.3,30,27,32
3,1,0,0,13,5,1,0,493,21,9,11,2.4,2.4,1.1,23,6,295,370,79.7,17,280,10,18,10,4695,1623,159,175,90.9,99,111,89.2,25,60,41.7,1.1,8,15,4,2,16,13,5,3,7,13,53.8,6,2,9,30,30,1,51,182,218,105,19,493,55.6,6,33.3,1207,566,10,2,19,8,294,17,20,18,True,11,4,2,20,3,2.1,2.1,8,10,32
2,1,0,0,11,4,2,0,709,14,8,8,2.1,2.1,1.0,20,3,534,619,86.3,56,471,22,16,6,8822,3016,255,279,91.4,226,249,90.8,39,57,68.4,0.8,8,48,10,2,10,5,5,4,6,16,37.5,10,1,7,22,12,3,59,221,330,165,19,709,37.5,7,43.8,2675,1367,16,2,17,14,534,56,18,20,False,13,5,3,23,6,2.4,2.4,8,4,32
4,3,0,0,13,6,0,0,575,20,9,7,2.2,2.2,1.7,21,5,367,467,78.6,43,267,22,23,11,6295,2059,167,187,89.3,163,190,85.8,29,57,50.9,1.5,10,25,12,4,9,2,10,8,7,18,38.9,11,1,6,29,14,0,37,117,273,194,36,575,47.8,11,47.8,1748,898,17,8,10,9,364,42,15,14,True,9,5,1,15,2,0.7,0.7,6,5,32
1,1,0,0,9,5,2,0,614,20,5,12,0.7,0.7,0.6,15,2,406,504,80.6,19,314,12,18,11,6337,2007,195,211,92.4,149,174,85.6,29,69,42.0,0.3,6,19,5,2,11,10,6,4,11,22,50.0,11,1,11,25,25,3,102,280,238,101,11,614,61.1,7,38.9,1341,653,9,3,10,13,403,19,14,15,False,13,6,4,21,5,2.2,2.2,10,12,32
1,0,0,0,12,3,3,0,501,15,4,10,1.4,1.4,1.1,20,1,261,373,70.0,25,200,9,13,10,4878,2070,97,114,85.1,118,151,78.1,32,76,42.1,0.8,7,20,3,2,6,8,7,0,8,17,47.1,9,4,6,19,48,1,82,215,198,96,14,501,76.9,1,7.7,1274,649,10,4,10,11,260,25,3,9,True,12,7,0,19,0,1.1,1.1,8,14,32
