goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,1,0,0,22,5,2,0,623,14,3,14,1.7,1.7,1.0,36,2,439,511,85.9,52,366,24,21,9,7411,2296,214,227,94.3,180,203,88.7,36,59,61.0,1.6,16,31,16,7,8,3,10,1,6,18,33.3,12,6,8,17,16,0,62,156,276,196,44,623,42.9,9,42.9,2027,1220,21,6,15,8,438,52,5,17,True,10,2,1,19,1,1.0,1.0,7,6,13
1,0,0,0,10,2,4,0,570,17,4,13,1.0,1.0,0.9,19,1,386,459,84.1,32,358,19,23,12,6466,2299,195,209,93.3,149,170,87.6,29,54,53.7,0.6,7,27,6,2,9,9,5,3,9,18,50.0,9,6,7,21,32,2,106,276,217,82,17,570,52.2,6,26.1,1950,947,5,5,12,8,381,32,17,5,False,22,5,1,36,2,1.7,1.7,16,16,13
2,2,0,0,10,3,5,0,706,28,6,9,0.5,0.5,0.3,17,4,472,571,82.7,37,416,19,29,9,8606,2896,204,231,88.3,225,255,88.2,42,70,60.0,0.5,6,41,10,2,18,17,10,1,11,14,78.6,3,2,7,34,21,2,59,236,324,152,17,706,31.0,14,48.3,2292,1124,20,5,22,12,468,37,20,3,True,9,5,4,18,6,3.3,0.9,8,5,13
4,1,3,3,9,5,1,0,510,26,8,11,3.3,0.9,0.9,18,6,279,375,74.4,33,259,9,17,3,4855,2188,137,160,85.6,101,132,76.5,32,63,50.8,0.5,8,18,5,1,14,10,13,3,14,23,60.9,9,2,9,34,24,0,50,146,256,117,16,507,17.6,11,64.7,1371,587,11,4,17,17,273,32,3,20,False,10,3,2,17,4,0.5,0.5,6,10,13
1,0,1,1,11,4,1,0,468,20,8,14,1.7,0.9,0.8,22,2,258,354,72.9,26,247,17,20,7,4206,1555,131,159,82.4,95,121,78.5,20,50,40.0,1.1,9,19,4,2,12,15,4,1,10,18,55.6,8,3,11,28,22,0,44,136,183,158,25,467,35.0,9,45.0,1456,749,11,3,13,7,257,26,16,10,True,7,2,0,13,0,0.6,0.6,7,5,13
0,0,0,0,7,2,3,0,531,16,4,4,0.6,0.6,0.6,13,0,333,438,76.0,32,257,21,19,8,5837,2095,153,181,84.5,145,177,81.9,28,56,50.0,0.6,7,24,5,0,10,10,5,1,9,16,56.3,7,2,2,20,21,1,70,226,197,113,17,531,42.1,10,52.6,1784,996,13,5,15,10,330,31,10,16,False,11,4,1,22,2,1.7,0.9,9,4,13
4,3,0,0,13,6,1,0,741,20,9,10,2.4,2.4,2.1,25,8,518,627,82.6,53,412,17,26,16,8959,2877,236,265,89.1,254,293,86.7,26,54,48.1,1.4,10,53,11,2,8,6,11,3,15,22,68.2,7,3,7,29,29,2,77,215,283,248,28,741,61.5,7,26.9,2384,1314,16,6,9,8,514,53,4,11,True,7,3,1,9,2,1.1,1.1,5,4,13
1,1,0,0,7,3,1,0,528,15,10,10,1.1,1.1,1.0,9,2,310,419,74.0,25,317,16,23,7,5452,1932,150,168,89.3,127,157,80.9,31,81,38.3,0.9,5,28,4,0,9,12,2,1,7,23,30.4,16,3,7,25,26,0,79,219,218,95,15,528,30.4,15,65.2,1353,698,14,2,12,5,308,25,11,4,False,13,6,4,25,8,2.4,2.4,10,11,13
1,1,0,0,16,3,3,0,563,30,13,7,1.8,1.8,1.5,26,2,351,450,78.0,38,313,14,14,9,6383,2161,145,172,84.3,165,184,89.7,34,69,49.3,1.6,13,19,10,2,17,10,16,4,16,22,72.7,6,1,6,43,24,0,56,184,264,121,21,563,64.3,3,21.4,1623,756,11,4,18,9,347,38,7,15,True,1,0,0,2,0,0.0,0.0,1,3,13
0,0,0,0,1,0,3,0,575,12,8,13,0.0,0.0,0.0,2,0,367,471,77.9,24,347,12,26,6,6776,2316,163,190,85.8,159,191,83.2,40,75,53.3,0.2,1,25,3,0,9,5,7,0,3,12,25.0,9,5,8,20,27,1,50,195,259,129,11,575,23.1,16,61.5,1760,821,10,2,10,14,364,24,15,7,False,16,3,1,26,2,1.8,1.8,13,10,13
