goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
6,4,1,1,13,8,1,0,501,21,7,12,3.4,2.6,2.6,22,8,274,352,77.8,38,189,17,23,15,4969,2114,113,130,86.9,124,141,87.9,28,56,50.0,1.5,12,32,6,0,15,12,6,3,15,29,51.7,14,2,10,28,39,0,73,193,211,104,26,500,65.2,8,34.8,1314,705,7,8,23,13,273,38,16,5,True,10,5,0,18,0,0.9,0.9,7,10,24
0,0,0,0,10,5,3,0,701,21,5,11,0.9,0.9,0.7,18,0,477,575,83.0,54,460,28,30,14,8242,2553,212,236,89.8,214,241,88.8,42,74,56.8,0.9,7,41,10,3,13,7,9,5,8,23,34.8,15,1,10,26,13,4,54,184,334,188,28,701,46.7,15,50.0,2670,1550,20,8,19,6,471,53,5,16,False,13,8,6,22,8,3.4,2.6,12,6,24
4,3,0,0,13,7,0,0,594,13,4,10,2.5,2.5,2.0,23,6,385,486,79.2,24,337,11,18,9,7032,2733,181,206,87.9,139,166,83.7,54,83,65.1,1.5,11,21,13,1,8,6,2,5,6,10,60.0,4,6,4,17,34,1,58,208,269,119,32,594,50.0,5,27.8,1500,630,4,3,11,10,383,23,8,11,True,9,1,0,16,0,0.3,0.3,7,7,24
0,0,0,0,9,1,0,0,635,15,5,11,0.3,0.3,0.3,16,0,418,531,78.7,35,321,8,10,4,7630,2392,169,191,88.5,209,233,89.7,33,81,40.7,0.3,7,21,7,2,10,8,5,2,5,14,35.7,9,2,9,20,20,1,57,203,330,108,17,635,40.0,6,60.0,1719,870,7,1,13,7,418,35,11,8,False,13,7,4,23,6,2.5,2.5,11,13,24
1,0,0,0,11,4,4,0,560,7,4,13,0.8,0.8,0.6,22,2,366,454,80.6,50,277,17,13,3,6415,2520,179,188,95.2,147,172,85.5,32,64,50.0,1.2,9,29,14,2,2,4,0,3,2,11,18.2,9,7,6,11,28,0,66,188,244,133,31,560,23.1,7,53.8,1705,913,11,6,17,13,363,49,15,9,True,15,4,2,29,4,1.6,1.6,13,7,24
2,2,0,0,15,4,4,0,593,20,7,12,1.6,1.6,1.5,29,4,380,482,78.8,45,322,30,14,9,7055,2619,163,181,90.1,166,194,85.6,39,76,51.3,1.0,13,28,7,2,12,9,9,2,7,10,70.0,3,1,11,27,27,0,70,180,243,179,29,593,64.3,2,14.3,1751,1047,16,10,17,5,376,45,9,15,False,11,4,1,22,2,0.8,0.8,9,14,24
0,0,0,0,14,3,2,0,580,19,10,13,1.6,1.6,0.9,20,0,346,449,77.1,41,298,26,27,12,6079,2218,163,185,88.1,139,168,82.7,34,61,55.7,0.7,8,35,8,3,6,8,10,1,6,12,50.0,6,7,6,29,27,1,51,157,266,168,24,580,44.4,12,44.4,1879,1122,13,4,20,6,342,39,3,12,True,18,6,2,32,4,2.5,1.7,15,6,24
2,1,1,1,18,6,3,0,602,18,11,11,2.5,1.7,1.4,32,4,369,464,79.5,35,294,23,15,6,6507,2395,166,180,92.2,165,194,85.1,35,71,49.3,1.6,15,24,6,1,11,8,7,3,12,24,50.0,12,3,8,29,26,4,63,195,266,147,31,601,40.0,6,40.0,1555,700,13,10,22,13,366,35,12,3,False,14,3,0,20,0,1.6,1.6,8,8,24
1,0,0,0,15,6,0,0,708,16,4,6,1.8,1.8,0.7,28,1,483,578,83.6,48,328,19,34,17,8171,2985,211,237,89.0,234,261,89.7,27,55,49.1,0.7,9,46,6,2,8,4,9,3,8,15,53.3,7,3,3,20,18,0,75,225,335,157,26,708,50.0,15,44.1,2157,1006,20,7,25,19,478,48,10,17,True,9,4,2,15,3,0.9,0.9,6,5,24
2,0,0,0,9,4,3,0,569,34,10,13,0.9,0.9,0.3,15,3,327,430,76.0,19,259,13,18,7,6508,2497,99,122,81.1,162,188,86.2,47,86,54.7,0.3,6,23,5,4,17,21,9,4,15,32,46.9,17,3,10,44,28,0,73,223,247,104,16,569,38.9,8,44.4,1250,563,10,4,17,8,323,19,17,10,False,15,6,1,28,1,1.8,1.8,9,6,24
2,1,0,0,8,5,2,0,418,25,15,12,1.7,1.7,1.0,14,3,214,284,75.4,21,214,13,17,7,3512,1221,105,114,92.1,75,90,83.3,19,48,39.6,0.7,3,11,3,0,14,15,10,0,13,21,61.9,8,5,7,40,34,0,64,191,166,72,9,418,41.2,8,47.1,1137,538,8,1,12,5,212,20,20,2,True,10,3,0,18,0,0.4,0.4,8,3,24
0,0,0,0,10,3,3,0,698,13,3,4,0.4,0.4,0.4,18,0,511,598,85.5,43,350,22,28,8,7871,2356,263,285,92.3,216,245,88.2,20,38,52.6,0.6,8,44,3,1,8,6,6,1,8,15,53.3,7,0,4,16,15,3,57,145,390,166,18,698,28.6,13,46.4,2169,1144,11,5,14,12,502,42,2,20,False,8,5,2,14,3,1.7,1.7,3,3,24
0,0,0,0,17,2,3,0,720,15,12,8,1.1,1.1,1.0,29,0,484,608,79.6,64,452,18,17,5,7780,2452,247,281,87.9,186,225,82.7,35,69,50.7,1.5,12,41,15,3,10,5,6,4,5,9,55.6,4,1,7,27,20,0,61,213,301,209,53,720,29.4,11,64.7,2003,1005,8,13,10,10,481,63,14,7,True,11,3,2,18,3,2.6,2.6,9,4,24
2,1,0,0,11,3,1,0,450,21,12,16,2.6,2.6,1.7,18,3,204,315,64.8,20,153,8,10,4,3199,1280,96,126,76.2,82,112,73.2,13,52,25.0,1.4,9,12,4,1,10,15,4,2,11,16,68.8,5,8,8,33,45,0,88,191,173,92,21,450,40.0,5,50.0,685,241,7,2,9,10,203,20,7,14,False,17,2,0,29,0,1.1,1.1,12,15,24
