goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,9,5,4,0,423,8,5,15,0.6,0.6,0.6,14,0,221,325,68.0,24,195,7,11,4,4020,1680,86,112,76.8,107,132,81.1,24,66,36.4,0.5,6,17,3,1,6,6,1,1,0,8,0.0,8,5,10,13,27,0,76,192,154,82,7,423,36.4,7,63.6,1239,560,8,2,11,6,219,24,7,12,True,16,4,1,31,2,1.4,1.4,16,8,7
1,1,0,0,16,4,2,0,778,13,13,4,1.4,1.4,1.4,31,2,584,691,84.5,54,448,20,9,8,10190,3431,258,283,91.2,260,286,90.9,50,85,58.8,1.5,16,46,8,0,6,5,7,1,7,11,63.6,4,0,4,26,15,0,69,217,368,199,26,778,88.9,0,0.0,2420,1222,12,10,16,8,578,54,12,7,False,9,5,0,14,0,0.6,0.6,6,3,7
5,3,1,1,18,11,2,0,538,16,6,13,4.2,3.5,2.4,33,9,308,410,75.1,35,247,17,16,5,6102,2632,135,160,84.4,135,169,79.9,37,67,55.2,1.9,14,26,9,4,8,6,7,3,9,11,81.8,2,4,9,22,31,0,83,223,166,153,42,537,31.3,8,50.0,1420,655,10,9,15,9,306,35,4,20,True,17,6,3,31,6,1.1,1.1,14,12,7
3,3,0,0,17,6,3,0,626,17,5,6,1.1,1.1,1.0,31,6,394,514,76.7,40,331,13,14,2,6763,2220,191,220,86.8,162,187,86.6,32,79,40.5,0.9,14,35,12,4,15,8,5,4,8,13,61.5,5,2,4,22,24,1,90,189,270,168,31,626,14.3,9,64.3,1787,866,14,6,11,7,389,39,20,4,False,18,11,5,33,9,4.2,3.5,14,9,7
1,1,0,0,6,2,4,0,537,14,7,17,0.8,0.8,0.8,12,2,306,404,75.7,20,279,19,20,6,5608,2666,134,150,89.3,116,139,83.5,40,77,51.9,0.4,5,19,3,1,10,8,5,1,4,13,30.8,9,6,11,21,40,0,92,260,206,73,11,537,30.0,11,55.0,1541,747,6,4,19,11,302,20,11,3,True,19,2,0,35,0,2.2,2.2,17,9,7
0,0,0,0,19,2,1,0,607,22,6,9,2.2,2.2,1.9,35,0,385,494,77.9,61,365,20,17,9,6838,2666,167,188,88.8,180,218,82.6,32,63,50.8,1.6,17,38,9,3,14,9,6,7,11,17,64.7,6,0,9,28,20,0,48,156,255,204,33,607,52.9,4,23.5,2272,1222,15,4,17,10,382,59,3,11,False,6,2,1,12,2,0.8,0.8,5,3,7
3,2,0,0,20,7,2,0,770,10,4,11,1.6,1.6,1.3,32,5,592,663,89.3,58,506,31,28,11,9069,2539,300,324,92.6,246,270,91.1,27,35,77.1,1.3,14,42,10,2,7,4,3,3,6,11,54.5,5,4,7,14,20,1,41,120,378,278,39,770,39.3,13,46.4,2724,1480,16,9,11,10,585,56,13,9,True,11,4,2,21,4,2.6,2.6,11,6,7
2,2,0,0,11,4,1,0,598,23,7,19,2.6,2.6,2.6,21,4,410,486,84.4,34,401,19,12,5,6845,2176,208,230,90.4,152,172,88.4,40,59,67.8,2.1,11,41,6,2,9,14,7,2,13,24,54.2,11,6,13,30,22,1,76,221,219,163,24,598,41.7,6,50.0,1685,839,20,6,11,4,410,34,9,13,False,20,7,3,32,5,1.6,1.6,14,10,7
4,1,0,0,23,12,0,0,643,19,8,14,3.9,3.9,2.1,36,5,452,528,85.6,36,364,19,17,8,8209,2825,196,218,89.9,205,226,90.7,42,69,60.9,1.7,15,32,7,2,11,12,6,1,6,17,35.3,11,3,11,27,17,0,71,269,267,112,27,643,47.1,8,47.1,1704,866,6,10,17,7,451,36,19,10,True,9,2,1,16,0,0.6,0.6,8,6,7
1,0,0,0,9,2,1,0,568,15,6,8,0.6,0.6,0.6,16,0,393,479,82.0,35,400,21,18,11,6555,2371,202,220,91.8,150,178,84.3,33,54,61.1,0.6,8,35,6,1,11,4,9,2,8,16,50.0,8,5,3,21,14,2,65,166,281,123,14,568,61.1,6,33.3,2113,1106,13,1,20,13,391,35,10,19,False,23,12,4,36,5,3.9,3.9,15,7,7
