goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,0,0,0,18,4,1,0,562,27,8,6,2.3,2.3,1.7,31,2,383,462,82.9,34,288,21,21,5,6986,2519,171,189,90.5,176,209,84.2,33,50,66.0,1.9,14,31,10,2,15,7,13,7,14,18,77.8,4,4,2,35,11,1,54,183,242,146,40,562,23.8,9,42.9,1712,985,10,8,11,6,377,34,2,17,True,4,0,0,8,0,0.3,0.3,3,5,15
0,0,0,0,4,0,3,0,635,15,12,16,0.3,0.3,0.2,8,0,456,524,87.0,32,345,22,27,4,7615,2022,238,256,93.0,181,197,91.9,33,58,56.9,0.5,3,24,5,0,5,2,11,2,9,14,64.3,5,9,7,27,17,2,88,208,285,148,23,635,14.8,14,51.9,1915,1043,16,7,8,13,446,31,17,2,False,18,4,1,31,2,2.3,2.3,14,10,15
2,2,0,0,12,3,1,0,471,18,6,15,1.3,1.3,1.0,17,4,276,364,75.8,24,284,13,11,6,4813,1735,128,139,92.1,109,133,82.0,29,66,43.9,0.8,7,16,5,1,9,11,7,0,6,11,54.5,5,4,11,24,24,0,67,206,175,96,14,471,54.5,3,27.3,1402,661,14,2,7,11,275,24,7,13,True,12,4,2,23,4,1.5,1.5,10,8,15
2,2,0,0,12,4,2,1,854,14,7,15,1.5,1.5,1.3,23,4,665,762,87.3,57,594,21,12,5,11132,2948,316,345,91.6,306,336,91.1,35,57,61.4,1.9,10,50,8,2,7,4,7,3,3,9,33.3,6,8,7,21,18,1,53,203,388,266,34,854,41.7,6,50.0,3383,1811,27,7,14,12,663,56,13,7,False,12,3,2,17,4,1.3,1.3,7,5,15
4,3,0,0,11,7,3,0,542,24,4,9,1.2,1.2,0.9,17,6,331,427,77.5,44,293,19,16,9,5705,2469,159,183,86.9,125,143,87.4,32,68,47.1,0.8,8,42,6,1,15,12,5,7,12,26,46.2,14,2,7,28,29,1,80,192,212,143,25,542,56.3,7,43.8,1440,792,14,12,16,5,329,44,4,15,True,16,3,2,31,4,1.5,1.5,12,8,15
2,2,0,0,16,3,0,0,666,12,3,8,1.5,1.5,1.2,31,4,462,555,83.2,49,414,31,26,14,7640,2752,219,242,90.5,216,241,89.6,23,55,41.8,1.4,12,32,8,2,5,5,4,3,7,16,43.8,9,2,6,15,24,2,59,209,273,190,37,666,53.8,12,46.2,2314,1153,24,11,13,12,460,49,15,4,False,11,7,4,17,6,1.2,1.2,8,6,15
2,1,0,0,17,7,0,0,732,13,9,8,1.7,1.7,0.8,33,3,548,642,85.4,61,466,25,15,7,8357,2402,292,317,92.1,213,246,86.6,22,47,46.8,0.8,12,40,7,1,10,2,4,7,8,16,50.0,8,4,4,22,5,2,42,190,320,228,29,732,46.7,6,40.0,2647,1597,20,11,14,10,535,61,14,16,True,11,3,3,19,4,0.8,0.8,9,2,15
3,3,0,0,11,3,2,0,371,16,8,11,0.8,0.8,0.7,19,4,172,263,65.4,13,142,8,16,8,2935,1409,85,108,78.7,60,82,73.2,18,51,35.3,1.1,9,13,2,1,8,12,3,1,6,13,46.2,7,5,6,24,32,0,64,151,122,104,16,371,50.0,8,50.0,736,367,6,4,12,5,170,13,16,14,False,17,7,2,33,3,1.7,1.7,12,7,15
2,1,0,0,10,3,1,0,655,15,6,13,1.3,1.3,0.9,17,3,472,570,82.8,29,426,9,22,12,7807,2504,219,234,93.6,218,252,86.5,28,59,47.5,1.2,7,26,7,4,7,9,5,1,5,16,31.3,11,3,10,21,11,2,80,260,282,114,18,655,54.5,9,40.9,1843,754,5,3,11,10,467,29,11,5,True,16,7,2,28,4,1.5,1.5,13,4,15
2,1,0,0,16,7,2,0,573,19,6,16,1.5,1.5,1.2,28,4,381,457,83.4,31,385,24,18,11,6653,2119,178,194,91.8,169,190,88.9,31,56,55.4,0.7,13,25,4,2,14,3,10,6,9,21,42.9,12,5,11,25,23,1,70,202,261,118,21,573,61.1,5,27.8,2136,1119,9,5,10,10,376,31,5,11,False,10,3,2,17,3,1.3,1.3,7,7,15
1,1,0,0,18,5,2,0,516,19,5,13,1.3,1.3,1.2,35,2,268,377,71.1,20,208,15,16,8,4816,2441,128,148,86.5,95,130,73.1,33,66,50.0,1.5,14,19,5,1,12,9,8,2,9,20,45.0,11,7,6,24,30,4,86,213,196,114,28,516,50.0,7,43.8,1319,628,7,7,22,16,266,20,10,3,True,22,6,2,36,2,3.4,3.4,16,10,15
2,1,0,0,22,6,1,0,632,23,10,17,3.4,3.4,2.6,36,2,379,488,77.7,63,398,29,21,11,7272,2658,155,182,85.2,181,205,88.3,39,81,48.1,1.2,16,49,10,2,15,8,11,4,7,15,46.7,8,7,10,33,28,1,64,171,255,216,36,632,52.4,9,42.9,2277,1125,21,13,19,10,377,62,3,10,False,18,5,1,35,2,1.3,1.3,14,5,15
1,1,0,0,2,2,4,0,425,27,9,10,0.2,0.2,0.2,3,2,233,328,71.0,11,198,11,8,5,4475,1970,104,131,79.4,99,122,81.1,29,68,42.6,0.3,2,10,0,0,16,18,9,0,14,22,63.6,8,0,10,36,24,0,97,235,156,40,3,425,62.5,3,37.5,1331,577,8,2,9,6,233,11,9,1,True,12,4,1,22,1,2.0,2.0,9,16,15
1,1,0,0,12,4,2,0,744,9,6,7,2.0,2.0,1.9,22,1,556,650,85.5,71,419,29,25,8,8841,2587,296,315,94.0,211,240,87.9,34,62,54.8,1.3,9,46,16,1,6,1,5,3,3,8,37.5,5,0,7,15,11,0,26,105,399,244,35,744,32.0,14,56.0,2409,1293,13,7,12,13,552,69,1,9,False,2,2,1,3,2,0.2,0.2,2,0,15
3,3,0,0,13,5,2,0,455,19,4,13,2.8,2.8,2.8,23,6,286,355,80.6,27,290,17,13,8,4719,2070,141,157,89.8,117,139,84.2,18,35,51.4,1.5,11,22,7,2,14,8,9,2,11,21,52.4,10,5,8,23,19,0,77,193,165,101,24,455,61.5,3,23.1,1542,660,5,7,11,15,284,27,18,6,True,15,6,4,32,7,2.8,1.3,13,14,15
