goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,0,1,1,4,1,3,0,335,17,5,17,1.1,0.3,0.3,10,2,144,220,65.5,12,133,7,17,7,2943,1317,54,68,79.4,62,78,79.5,20,54,37.0,0.5,4,12,3,1,11,8,7,2,13,22,59.1,9,6,11,22,32,1,64,153,98,85,13,334,41.2,10,58.8,676,326,2,2,11,12,144,12,8,1,True,14,4,1,25,1,1.8,1.8,10,9,31
1,1,0,0,14,4,1,0,621,22,3,5,1.8,1.8,1.3,25,1,415,495,83.8,43,325,21,27,9,7213,2116,185,196,94.4,203,222,91.4,25,52,48.1,0.9,10,22,9,1,9,11,8,3,10,17,58.8,7,1,4,25,31,0,61,188,276,163,41,621,33.3,13,48.1,2021,1087,15,9,15,4,410,43,1,8,False,4,1,1,10,2,1.1,0.3,4,3,31
2,2,0,0,8,3,4,2,488,24,9,5,0.6,0.6,0.5,13,4,266,359,74.1,18,226,17,17,5,4801,1817,116,129,89.9,119,145,82.1,26,66,39.4,0.4,7,16,2,0,17,13,10,1,9,17,52.9,8,3,2,33,36,0,79,244,179,66,12,488,29.4,10,58.8,1221,547,8,7,10,11,260,18,7,5,True,11,5,1,18,2,1.0,1.0,9,10,31
1,1,0,0,11,5,3,1,706,21,6,12,1.0,1.0,0.8,18,2,490,592,82.8,43,456,19,19,8,8389,2596,226,249,90.8,219,254,86.2,40,72,55.6,0.9,9,42,10,3,11,8,5,8,10,15,66.7,5,4,8,27,20,0,56,192,328,195,20,706,42.1,9,47.4,2278,1223,11,2,13,15,485,43,5,7,False,8,3,2,13,4,0.6,0.6,7,2,31
1,1,0,0,6,2,2,0,481,12,4,13,0.8,0.8,0.7,10,2,266,367,72.5,28,153,3,14,4,5254,2252,97,113,85.8,127,158,80.4,37,75,49.3,0.7,4,18,8,1,6,9,2,1,6,15,40.0,9,7,6,16,34,0,78,184,211,89,15,481,28.6,8,57.1,824,379,6,1,18,5,265,27,10,20,True,22,6,2,40,4,2.7,2.7,16,13,31
2,1,0,0,22,6,2,0,586,13,5,9,2.7,2.7,2.2,40,4,368,455,80.9,31,359,24,16,9,6103,2252,178,197,90.4,139,164,84.8,34,63,54.0,2.1,16,22,13,5,7,2,10,1,8,12,66.7,4,2,7,18,32,1,39,163,278,155,38,586,56.3,6,37.5,1720,813,16,5,25,6,367,31,20,10,False,6,2,1,10,2,0.8,0.8,4,8,31
2,2,0,0,9,3,2,0,644,11,7,6,0.7,0.7,0.6,16,4,409,526,77.8,36,404,16,21,11,6651,2457,216,247,87.4,152,179,84.9,30,68,44.1,0.5,7,28,9,3,10,7,3,1,7,11,63.6,4,3,3,18,32,1,85,234,284,129,16,644,52.4,9,42.9,1929,850,12,3,16,13,406,36,19,3,True,11,4,2,20,3,2.1,2.1,9,6,31
2,1,0,0,11,4,2,0,516,22,7,11,2.1,2.1,1.4,20,3,290,410,70.7,32,274,25,12,4,5083,2052,132,170,77.6,115,141,81.6,31,68,45.6,0.9,9,22,6,2,10,8,11,3,9,20,45.0,11,1,10,29,29,0,61,167,239,114,21,516,33.3,7,58.3,1976,1080,15,7,10,4,286,31,3,19,False,9,3,2,16,4,0.7,0.7,7,9,31
2,2,0,0,17,8,2,0,564,14,5,5,3.0,3.0,3.0,30,4,385,462,83.3,49,353,25,24,9,6984,2654,161,178,90.4,176,192,91.7,38,74,51.4,1.3,14,37,7,1,7,5,5,4,6,11,54.5,5,2,3,19,14,1,81,175,245,151,25,564,37.5,10,41.7,2278,1194,12,9,20,11,364,49,2,16,True,19,3,1,37,2,1.5,1.5,17,9,31
1,1,0,0,19,3,2,0,534,21,9,10,1.5,1.5,1.1,37,2,341,424,80.4,39,245,26,15,5,5863,2010,142,160,88.8,163,185,88.1,23,56,41.1,0.6,17,38,9,3,12,13,6,2,10,19,52.6,9,3,7,30,19,1,65,168,245,127,22,534,33.3,6,40.0,1586,984,13,10,9,8,341,39,16,2,False,17,8,2,30,4,3.0,3.0,14,7,31
3,1,0,0,12,6,3,0,521,25,8,10,0.7,0.7,0.5,17,5,274,367,74.7,20,273,15,16,7,5196,1951,113,133,85.0,121,135,89.6,33,73,45.2,0.8,7,17,3,1,19,14,6,5,13,17,76.5,4,3,7,33,45,2,74,223,196,107,21,521,43.8,7,43.8,1327,648,10,7,24,9,272,20,9,12,True,14,6,2,24,3,1.5,1.5,11,8,31
2,2,0,0,14,6,0,0,735,16,7,12,1.5,1.5,1.1,24,3,502,612,82.0,46,391,27,21,4,8112,2470,239,265,90.2,224,264,84.8,27,59,45.8,0.8,11,34,8,2,7,4,9,3,7,14,50.0,7,2,10,23,22,4,54,203,363,176,26,735,19.0,13,61.9,2015,1026,15,6,20,12,497,46,12,9,False,12,6,3,17,5,0.7,0.7,7,3,31
0,0,0,0,9,2,1,0,489,23,9,14,1.2,1.2,1.0,16,0,273,375,72.8,26,230,13,13,6,5384,2248,120,138,87.0,112,143,78.3,39,78,50.0,1.8,7,25,7,2,11,13,6,4,11,16,68.8,5,7,7,32,20,0,92,222,168,106,25,489,46.2,4,30.8,1345,724,13,7,19,7,266,24,4,6,True,21,5,0,39,0,1.2,1.2,18,10,31
0,0,0,0,21,5,3,0,635,11,11,7,1.2,1.2,1.0,39,0,425,519,81.9,51,384,19,22,5,7668,2718,187,204,91.7,190,220,86.4,41,77,53.2,0.7,18,41,10,0,8,5,2,4,4,10,40.0,6,1,6,22,26,1,74,208,277,154,28,635,22.7,11,50.0,1739,911,10,9,11,12,423,51,6,4,False,9,2,0,16,0,1.2,1.2,7,7,31
3,2,1,1,12,7,1,0,629,16,9,14,2.1,1.3,1.3,26,6,451,520,86.7,48,446,13,27,9,7727,2783,183,199,92.0,215,234,91.9,36,59,61.0,1.1,12,41,8,1,10,5,7,4,5,15,33.3,10,6,8,25,13,0,66,239,256,138,22,628,33.3,15,55.6,2111,896,4,5,10,15,450,48,18,17,True,12,4,1,20,2,1.0,1.0,9,8,31
1,1,0,0,12,4,1,0,608,30,7,7,1.0,1.0,1.0,20,2,429,497,86.3,41,356,26,19,10,7083,2046,206,215,95.8,189,216,87.5,26,49,53.1,0.5,9,30,8,1,19,15,11,4,15,24,62.5,9,3,4,37,19,2,58,191,264,159,23,608,52.6,5,26.3,1972,1070,15,7,15,11,425,41,17,18,False,12,7,3,26,6,2.1,1.3,12,8,31
0,0,0,0,13,2,3,0,541,32,15,7,0.9,0.9,0.5,25,0,347,423,82.0,30,364,19,12,6,5766,1819,162,180,90.0,154,174,88.5,25,55,45.5,1.3,8,18,9,2,16,19,10,3,14,19,73.7,5,1,6,47,18,0,69,210,212,126,26,541,50.0,3,25.0,1661,804,14,10,12,18,345,30,14,13,True,9,5,0,16,0,0.5,0.5,5,5,31
0,0,0,0,9,5,2,0,706,21,8,10,0.5,0.5,0.2,16,0,519,596,87.1,36,450,19,20,5,8381,2450,283,318,89.0,212,224,94.6,23,44,52.3,0.5,5,53,5,0,13,8,9,4,3,9,33.3,6,6,4,29,21,1,73,196,351,166,14,706,25.0,14,70.0,2533,1445,26,1,14,18,512,35,13,14,False,13,2,0,25,0,0.9,0.9,8,9,31
0,0,0,0,7,2,2,0,691,16,15,6,0.5,0.5,0.4,10,0,482,602,80.1,37,412,14,17,9,8168,2682,229,249,92.0,205,232,88.4,36,82,43.9,0.6,6,37,9,3,10,8,5,3,10,18,55.6,8,3,3,31,12,3,61,220,333,147,16,691,52.9,7,41.2,2252,1031,13,5,19,12,476,36,11,15,True,16,5,3,22,4,3.3,3.3,7,7,31
3,1,0,0,16,5,0,0,575,19,7,10,3.3,3.3,1.0,22,4,352,443,79.5,33,339,18,19,8,6182,2243,152,182,83.5,151,179,84.4,36,58,62.1,0.8,7,21,7,0,14,6,9,4,7,16,43.8,9,1,9,26,35,1,58,232,239,112,21,575,42.1,10,52.6,1677,939,13,4,13,6,350,33,15,11,False,7,2,0,10,0,0.5,0.5,6,9,31
