goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,1,5,2,1,1,616,21,11,15,1.1,0.3,0.3,10,0,439,505,86.9,22,349,21,20,4,6902,2174,207,227,91.2,193,212,91.0,21,41,51.2,0.3,4,27,3,0,14,7,12,2,7,21,33.3,14,7,8,32,16,0,71,247,269,105,15,615,20.0,13,65.0,1736,947,8,9,11,9,436,22,17,14,True,20,10,3,39,6,2.7,2.7,17,15,4
3,3,0,0,20,10,4,0,744,22,12,8,2.7,2.7,2.6,39,6,576,640,90.0,54,466,27,25,14,9585,2992,283,308,91.9,264,279,94.6,27,44,61.4,2.2,17,41,15,1,13,8,10,4,13,17,76.5,4,2,6,34,12,0,56,203,374,174,34,744,56.0,7,28.0,2277,1169,13,8,10,14,569,54,14,17,False,5,2,0,10,0,1.1,0.3,4,3,4
2,1,0,0,18,7,3,0,671,12,5,8,2.1,2.1,2.0,32,2,507,581,87.3,55,341,25,14,3,8423,2436,270,293,92.2,192,209,91.9,38,53,71.7,1.5,16,35,19,0,5,5,3,4,6,9,66.7,3,1,7,17,13,3,47,151,195,329,51,671,21.4,8,57.1,2101,1111,22,14,16,12,495,54,13,4,True,8,5,1,15,2,1.0,1.0,6,11,4
1,0,0,0,8,5,1,0,605,20,9,13,1.0,1.0,0.6,15,2,414,492,84.1,22,337,12,11,3,7716,2800,170,192,88.5,200,216,92.6,42,72,58.3,0.8,6,19,11,3,15,13,5,2,8,11,72.7,3,4,9,29,24,1,127,318,191,100,19,605,27.3,6,54.5,1544,654,8,2,15,6,411,22,4,13,False,18,7,2,32,2,2.1,2.1,16,19,4
0,0,0,0,14,5,4,0,760,12,11,5,0.9,0.9,0.9,27,0,542,654,82.9,63,465,27,20,6,8827,3188,282,311,90.7,203,240,84.6,39,68,57.4,1.4,13,51,9,3,8,2,8,2,5,11,45.5,6,0,5,23,16,0,35,159,407,199,31,760,30.0,13,65.0,2422,1306,16,11,14,9,537,62,12,16,True,5,3,1,10,2,0.4,0.4,5,3,4
1,1,0,0,5,3,4,0,421,22,11,11,0.4,0.4,0.4,10,2,197,304,64.8,21,195,10,14,6,3484,1818,109,132,82.6,66,93,71.0,18,61,29.5,0.2,5,20,3,0,15,13,7,2,13,19,68.4,6,3,8,33,32,2,70,154,179,97,5,421,42.9,5,35.7,1086,509,4,2,19,7,196,21,16,12,False,14,5,0,27,0,0.9,0.9,13,9,4
2,1,1,1,19,3,0,0,766,24,8,10,2.5,1.8,1.4,37,3,533,652,81.7,66,503,20,10,4,9619,3471,239,270,88.5,229,262,87.4,58,84,69.0,1.5,14,46,14,3,15,8,11,5,6,17,35.3,11,1,9,32,13,2,56,216,341,215,37,765,40.0,5,50.0,2407,1191,17,6,12,14,530,65,7,11,True,9,4,2,16,3,1.2,1.2,9,6,4
2,2,0,0,9,4,3,0,460,19,8,26,1.2,1.2,1.2,16,3,229,333,68.8,16,200,9,19,11,4085,1848,102,130,78.5,92,111,82.9,27,68,39.7,1.1,9,14,6,0,8,11,5,3,5,9,55.6,4,10,16,27,22,0,74,190,202,77,14,460,57.9,6,31.6,1256,563,8,2,13,18,228,15,11,7,False,19,3,2,37,3,2.5,1.8,14,14,4
1,1,0,0,21,5,2,0,592,30,13,14,1.5,1.5,1.2,35,2,351,451,77.8,37,335,22,29,12,6501,2325,139,157,88.5,164,197,83.2,38,67,56.7,1.6,16,24,13,5,19,13,12,5,6,15,40.0,9,3,11,43,23,0,77,197,232,172,29,592,41.4,9,31.0,1562,886,13,4,12,9,349,37,9,19,True,11,3,1,21,2,0.8,0.8,9,5,4
1,1,0,0,11,3,3,0,503,18,10,16,0.8,0.8,0.7,21,2,283,379,74.7,31,234,12,24,9,5050,1796,133,155,85.8,112,134,83.6,32,66,48.5,0.3,9,27,5,3,10,7,8,3,9,21,42.9,12,6,10,28,24,0,63,176,211,122,12,503,37.5,6,25.0,1255,595,11,0,12,24,281,31,19,9,False,21,5,1,35,2,1.5,1.5,16,13,4
