goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,1,0,0,11,1,5,0,740,14,6,15,0.8,0.8,0.7,18,2,518,615,84.2,55,511,35,20,6,8199,2974,263,294,89.5,209,230,90.9,28,55,50.9,1.0,10,57,10,2,10,8,4,2,5,20,25.0,15,6,9,20,26,1,69,188,376,184,24,740,30.0,11,55.0,2562,1339,15,6,16,8,509,55,11,16,True,20,5,3,29,4,1.7,1.7,10,5,9
3,1,0,0,20,5,3,0,464,19,10,10,1.7,1.7,0.8,29,4,240,338,71.0,31,200,19,24,15,4348,2030,127,147,86.4,76,97,78.4,33,73,45.2,0.4,10,24,5,1,11,11,5,3,11,17,64.7,6,3,7,29,28,1,58,159,159,151,29,464,62.5,5,20.8,1160,626,11,11,12,9,238,31,16,11,False,11,1,1,18,2,0.8,0.8,10,10,9
2,2,0,0,19,6,3,0,637,17,9,15,1.3,1.3,1.0,27,3,417,500,83.4,50,366,21,24,11,7676,2516,186,207,89.9,178,197,90.4,49,81,60.5,0.9,12,23,14,3,10,6,8,3,9,21,42.9,12,5,10,26,22,1,82,185,272,192,32,637,45.8,12,50.0,1939,1214,25,8,20,12,411,49,5,20,True,14,7,2,26,3,1.4,1.4,12,4,9
2,1,0,0,14,7,3,0,601,24,9,18,1.4,1.4,1.3,26,3,388,480,80.8,32,333,16,24,12,7060,2362,173,190,91.1,163,186,87.6,44,78,56.4,0.8,12,25,4,1,12,14,6,4,12,23,52.2,11,8,10,33,30,3,84,232,281,97,28,601,50.0,9,37.5,1870,921,8,8,12,8,386,32,20,5,False,19,6,2,27,3,1.3,1.3,12,14,9
1,1,0,0,22,7,1,0,735,12,10,6,2.9,2.9,2.8,40,2,595,660,90.2,65,526,38,12,9,9155,2147,317,333,95.2,233,250,93.2,28,47,59.6,2.7,19,48,22,3,7,2,6,4,9,15,60.0,6,1,5,22,14,0,30,84,237,418,52,735,75.0,2,16.7,2460,1383,20,16,3,12,592,63,13,17,True,5,2,0,10,0,0.2,0.2,5,4,9
0,0,0,0,5,2,3,0,600,14,6,16,0.2,0.2,0.2,10,0,454,503,90.3,21,406,15,17,6,7201,2391,231,245,94.3,180,194,92.8,28,43,65.1,0.3,5,9,4,0,9,10,3,1,2,11,18.2,9,8,8,20,30,1,140,336,206,61,14,600,35.3,9,52.9,1925,943,10,5,8,3,450,21,17,13,False,22,7,1,40,2,2.9,2.9,19,22,9
4,3,1,1,19,8,0,0,718,8,4,7,4.1,3.3,3.2,38,8,499,612,81.5,64,427,18,16,5,9470,3164,186,213,87.3,272,310,87.7,41,71,57.7,1.9,17,35,10,4,6,3,3,2,3,6,50.0,3,0,7,12,33,2,86,262,314,147,30,717,31.3,9,56.3,2333,1190,10,6,11,4,492,64,4,10,True,11,5,3,16,5,1.3,1.3,8,7,9
3,3,0,0,11,5,3,1,455,13,12,13,1.3,1.3,0.8,16,5,220,328,67.1,23,191,12,6,3,4290,1739,82,99,82.8,107,141,75.9,28,73,38.4,0.6,8,27,7,2,9,6,5,2,9,14,64.3,5,6,7,25,36,0,83,179,149,132,20,455,50.0,3,50.0,1089,530,6,4,19,5,217,23,10,4,False,19,8,4,38,8,4.1,3.3,17,10,9
1,1,0,0,18,8,7,0,562,11,11,7,1.8,1.8,1.3,33,2,383,475,80.6,37,362,18,13,6,6914,2859,163,186,87.6,181,206,87.9,32,65,49.2,1.7,13,29,11,2,5,3,4,4,6,11,54.5,5,3,4,22,17,0,68,206,205,153,33,562,46.2,5,38.5,1657,808,9,6,6,12,370,37,2,3,True,10,3,1,20,2,0.3,0.3,8,7,9
1,1,0,0,10,3,6,0,484,17,11,13,0.3,0.3,0.3,20,2,288,365,78.9,34,280,18,13,5,5430,2337,141,154,91.6,107,129,82.9,37,68,54.4,0.4,8,25,7,2,10,4,12,1,5,11,45.5,6,5,8,28,20,0,59,153,217,121,17,484,38.5,6,46.2,1649,891,14,5,19,5,287,34,3,2,False,18,8,1,33,2,1.8,1.8,13,11,9
