goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,1,0,0,9,2,0,0,836,19,6,10,0.7,0.7,0.7,18,2,645,724,89.1,53,530,27,26,9,10382,2812,338,361,93.6,239,264,90.5,52,68,76.5,0.7,8,58,14,1,10,5,11,3,11,19,57.9,8,2,8,25,18,1,60,185,409,248,35,836,34.6,12,46.2,2831,1445,20,11,17,16,639,53,13,20,True,6,0,0,8,0,0.4,0.4,2,4,35
0,0,0,0,6,0,0,0,546,28,6,13,0.4,0.4,0.1,8,0,342,417,82.0,21,319,10,21,8,5513,1775,151,165,91.5,150,164,91.5,24,54,44.4,0.2,2,16,4,2,18,19,8,1,12,21,57.1,9,2,11,34,21,0,86,264,213,74,13,546,38.1,11,52.4,1382,701,5,3,17,8,340,21,20,13,False,9,2,1,18,2,0.7,0.7,8,14,35
1,1,0,0,10,3,0,0,571,12,3,6,1.0,1.0,1.0,20,2,402,470,85.5,40,332,20,24,9,7593,2709,161,176,91.5,189,209,90.4,47,69,68.1,1.1,10,36,7,1,6,8,3,1,8,15,53.3,7,3,3,15,29,2,67,189,271,118,16,571,37.5,8,33.3,1723,867,6,5,11,16,395,40,2,9,True,11,3,0,20,0,0.9,0.9,10,10,35
0,0,0,0,11,3,5,0,547,24,7,9,0.9,0.9,0.8,20,0,375,439,85.4,32,265,14,16,7,7205,2394,147,158,93.0,183,204,89.7,44,69,63.8,0.9,10,38,10,6,13,10,8,6,8,17,47.1,9,2,7,31,20,0,66,170,226,155,23,547,43.8,8,50.0,1565,867,14,1,16,4,371,31,9,2,False,10,3,1,20,2,1.0,1.0,10,7,35
2,1,0,0,14,4,1,0,583,13,12,14,1.4,1.4,1.2,25,3,417,480,86.9,24,329,20,12,5,7166,2223,183,191,95.8,204,222,91.9,22,47,46.8,0.4,11,18,2,1,7,4,5,4,8,12,66.7,4,5,9,25,21,0,61,215,264,107,18,583,41.7,5,41.7,1779,869,9,7,7,8,415,23,11,17,True,8,2,0,15,0,0.5,0.5,8,7,35
0,0,0,0,8,2,3,0,585,13,5,12,0.5,0.5,0.5,15,0,419,493,85.0,26,375,11,16,4,7361,2148,176,192,91.7,190,207,91.8,40,67,59.7,0.6,8,22,7,2,10,6,6,1,5,10,50.0,5,6,6,18,19,0,55,187,282,120,19,585,25.0,8,50.0,1991,900,9,1,11,5,416,26,17,11,False,14,4,2,25,3,1.4,1.4,11,2,35
2,2,0,0,8,3,4,0,626,18,7,9,0.6,0.6,0.5,16,4,448,536,83.6,48,420,13,13,5,7934,2532,202,222,91.0,202,224,90.2,36,71,50.7,0.7,5,39,7,4,10,9,7,2,9,16,56.3,7,2,7,25,15,0,44,129,309,193,21,626,38.5,6,46.2,1815,917,14,2,15,9,443,46,8,10,True,12,5,2,17,4,0.8,0.8,8,2,35
2,1,0,0,12,5,4,0,495,15,4,3,0.8,0.8,0.5,17,4,323,390,82.8,16,213,13,19,7,6301,2197,103,113,91.2,186,206,90.3,31,58,53.4,0.4,8,27,2,1,13,10,5,0,6,11,54.5,5,1,2,19,34,0,78,239,188,74,16,495,36.8,9,47.4,1522,793,6,4,13,9,319,15,10,8,False,8,3,2,16,4,0.6,0.6,5,7,35
1,1,0,0,13,4,0,0,554,12,8,11,1.4,1.4,0.9,23,2,380,457,83.2,40,332,22,19,10,6020,2099,195,211,92.4,158,179,88.3,16,41,39.0,1.1,8,25,9,0,9,6,4,2,6,13,46.2,7,2,9,20,16,1,49,182,243,136,28,554,52.6,8,42.1,1835,1005,13,8,18,4,378,39,1,3,True,9,2,2,15,2,1.0,1.0,8,6,35
2,1,0,0,9,2,2,0,541,12,9,8,1.0,1.0,0.8,15,2,365,447,81.7,24,305,14,15,7,6739,2410,149,164,90.9,170,188,90.4,41,77,53.2,0.7,8,20,6,3,6,6,2,4,8,18,44.4,10,4,4,21,17,1,65,178,271,98,9,541,46.7,6,40.0,2024,1041,17,2,13,6,362,24,3,1,False,13,4,1,23,2,1.4,1.4,8,9,35
