goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,1,0,1,23,4,1,0,789,16,1,7,2.3,1.2,1.0,41,2,615,689,89.3,69,517,30,24,13,9779,2943,334,358,93.3,245,267,91.8,32,50,64.0,2.3,16,54,19,3,8,7,7,2,9,16,56.3,7,2,5,17,13,1,39,129,394,270,47,788,54.2,8,33.3,3099,1724,34,9,15,9,605,68,13,8,True,8,3,1,16,2,0.7,0.7,6,3,18
1,0,0,0,8,3,4,0,479,17,7,13,0.7,0.7,0.4,16,2,281,354,79.4,17,196,13,19,7,5612,2196,122,132,92.4,119,132,90.2,40,78,51.3,0.3,6,24,3,1,14,12,4,1,8,21,38.1,13,10,3,24,37,0,98,247,157,81,14,479,36.8,9,47.4,1151,641,7,4,14,7,278,17,8,13,False,23,4,1,41,2,2.3,1.2,16,19,18
0,0,0,0,18,5,1,0,622,15,10,18,1.4,1.4,1.4,33,0,429,519,82.7,50,330,22,19,8,8131,3042,182,206,88.3,191,209,91.4,50,84,59.5,1.5,17,40,15,8,8,4,7,4,6,14,42.9,8,5,13,25,14,0,55,181,274,170,30,622,42.1,10,52.6,1850,930,10,7,11,9,428,50,17,19,True,16,2,1,27,1,1.8,1.8,12,5,18
1,1,0,0,16,2,2,0,544,19,6,12,1.8,1.8,1.5,27,1,345,437,78.9,19,302,15,14,8,6264,2265,140,161,87.0,154,174,88.5,38,70,54.3,0.7,12,17,5,1,13,10,7,2,10,18,55.6,8,4,8,25,23,0,93,234,217,97,23,544,57.1,6,42.9,1692,886,10,7,10,9,340,19,19,17,False,18,5,0,33,0,1.4,1.4,17,15,18
3,2,0,0,22,7,2,0,679,11,8,5,2.8,2.8,1.7,36,4,520,585,88.9,66,425,27,9,6,8685,2529,255,270,94.4,215,238,90.3,38,55,69.1,2.5,14,46,19,2,8,4,5,2,4,14,28.6,10,1,4,19,25,0,46,149,310,225,44,679,66.7,2,22.2,2285,1397,22,11,8,13,517,66,15,2,True,4,1,0,7,0,0.4,0.4,1,3,18
0,0,0,0,4,1,1,1,436,15,5,10,0.4,0.4,0.2,7,0,267,353,75.6,18,200,11,17,10,4786,1811,119,133,89.5,122,146,83.6,23,55,41.8,0.4,1,14,3,1,7,4,9,2,2,8,25.0,6,8,2,20,18,4,86,194,162,83,9,436,58.8,4,23.5,1127,599,6,0,10,7,267,18,2,15,False,22,7,3,36,4,2.8,2.8,14,19,18
1,1,0,0,10,3,3,0,418,21,10,19,1.1,1.1,0.5,18,2,202,287,70.4,24,195,15,16,9,3524,1655,104,129,80.6,59,78,75.6,27,58,46.6,0.6,5,14,6,0,13,16,3,2,10,20,50.0,10,5,14,31,31,0,72,180,141,100,17,418,56.3,4,25.0,994,592,9,3,21,7,199,24,16,18,True,13,4,0,22,0,0.9,0.9,11,12,18
0,0,0,0,13,4,4,1,768,11,7,6,0.9,0.9,0.8,22,0,567,662,85.6,62,520,27,22,10,8888,2999,268,291,92.1,247,274,90.1,26,52,50.0,0.7,11,62,12,1,4,6,4,1,4,13,30.8,9,2,4,18,3,1,51,170,365,242,28,768,45.5,10,45.5,3074,1552,19,8,24,11,559,59,18,16,False,10,3,1,18,2,1.1,1.1,5,6,18
0,0,0,0,18,3,2,0,649,22,6,18,1.5,1.5,1.3,31,0,405,512,79.1,50,366,20,16,4,7603,2568,158,183,86.3,188,222,84.7,52,83,62.7,0.7,15,47,10,2,16,7,14,1,11,21,52.4,10,4,14,28,22,1,45,151,311,195,31,649,25.0,11,68.8,1992,1089,14,4,23,16,403,50,3,7,True,10,4,0,18,0,0.4,0.4,9,10,18
0,0,0,0,10,4,2,0,611,27,8,16,0.4,0.4,0.4,18,0,362,465,77.8,40,300,12,21,10,6900,2840,146,169,86.4,176,204,86.3,39,78,50.0,0.6,9,30,10,4,15,17,8,2,11,15,73.3,4,5,11,35,29,0,78,245,254,123,17,611,47.6,11,52.4,1560,619,12,1,23,11,361,40,7,3,False,18,3,0,31,0,1.5,1.5,15,10,18
