goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
3,3,0,0,22,7,1,0,650,25,5,9,1.9,1.9,1.7,37,5,443,527,84.1,62,433,22,26,7,7522,2425,201,228,88.2,198,222,89.2,33,54,61.1,1.6,19,48,14,2,16,10,10,5,15,30,50.0,15,4,5,30,16,0,52,197,236,225,41,650,26.9,18,69.2,2398,1206,18,5,12,15,438,62,18,19,True,11,3,1,20,2,0.8,0.8,8,6,8
1,0,0,0,11,3,3,1,530,33,11,10,0.8,0.8,0.7,20,2,317,400,79.3,29,247,16,33,15,6046,2202,129,148,87.2,132,156,84.6,50,79,63.3,0.9,8,23,6,2,25,19,9,5,18,25,72.0,7,6,4,44,28,1,80,209,209,123,20,530,45.5,15,45.5,1250,657,11,3,13,10,315,29,19,18,False,22,7,3,37,5,1.9,1.9,19,14,8
1,1,0,1,9,3,3,1,590,18,14,8,1.8,1.0,1.0,19,2,398,483,82.4,37,366,20,12,3,7526,2569,161,177,91.0,191,212,90.1,43,75,57.3,1.3,8,34,9,5,11,9,7,2,6,14,42.9,8,4,4,32,21,1,72,200,249,147,24,589,25.0,3,25.0,1762,849,18,4,9,8,394,37,9,2,True,14,5,2,27,4,1.7,1.7,11,11,8
2,2,0,0,14,5,5,1,549,11,14,9,1.7,1.7,1.4,27,4,374,444,84.2,41,281,20,17,8,6197,2243,186,204,91.2,151,168,89.9,29,54,53.7,0.9,11,31,11,0,5,7,4,0,3,6,50.0,3,1,8,25,23,0,58,166,249,138,23,549,47.1,6,35.3,1683,954,12,4,15,12,367,40,2,9,False,9,3,1,19,2,1.8,1.0,8,9,8
0,0,0,0,13,2,1,0,647,13,9,12,1.3,1.3,1.1,25,0,449,539,83.3,48,359,12,19,7,7678,2548,208,226,92.0,203,229,88.6,33,67,49.3,0.8,11,31,8,3,9,9,3,1,6,15,40.0,9,0,12,22,17,3,56,193,302,155,22,647,36.8,11,57.9,2035,1072,16,5,12,7,446,48,10,8,True,11,8,2,21,4,1.7,1.7,7,10,8
2,1,0,0,11,8,1,0,538,18,6,7,1.7,1.7,0.8,21,4,336,435,77.2,32,298,23,15,9,6189,2173,154,172,89.5,126,154,81.8,49,87,56.3,0.7,7,23,10,1,12,10,7,1,11,18,61.1,7,3,4,24,33,0,76,233,199,112,24,538,60.0,6,40.0,1589,756,9,8,12,7,334,32,8,10,False,13,2,0,25,0,1.3,1.3,11,8,8
2,1,0,0,14,7,5,1,530,21,9,11,2.2,2.2,1.6,24,4,317,398,79.6,30,235,13,19,6,5616,2230,151,169,89.3,131,149,87.9,31,64,48.4,1.3,12,22,5,1,16,14,6,1,13,20,65.0,7,4,7,30,34,0,72,219,192,124,27,530,31.6,12,63.2,1176,611,7,7,16,18,315,30,17,11,True,17,3,3,35,5,3.2,2.4,17,15,8
3,2,1,1,17,3,3,0,669,30,5,6,3.2,2.4,2.4,35,5,452,546,82.8,55,338,22,20,7,7867,2763,200,225,88.9,190,213,89.2,46,71,64.8,1.5,17,51,15,2,17,11,12,7,12,18,66.7,6,2,4,35,23,0,58,156,301,214,38,668,35.0,13,65.0,1834,957,11,7,6,8,447,55,11,17,False,14,7,2,24,4,2.2,2.2,12,5,8
2,2,0,0,23,11,2,0,640,25,8,5,1.3,1.3,1.3,42,4,435,530,82.1,46,351,25,12,5,7200,2753,227,250,90.8,160,180,88.9,36,73,49.3,1.0,20,41,11,3,16,13,6,6,12,24,50.0,12,1,4,33,25,0,48,177,308,164,33,640,41.7,7,58.3,1802,986,11,11,14,8,429,45,14,4,True,8,2,1,15,2,0.9,0.9,6,4,8
1,1,0,0,8,2,2,0,652,15,10,14,0.9,0.9,0.7,15,2,435,522,83.3,32,442,17,24,12,7301,2487,218,239,91.2,172,202,85.1,34,59,57.6,0.7,6,35,4,2,11,6,7,2,7,12,58.3,5,6,8,25,30,0,94,235,297,128,15,652,50.0,12,50.0,2427,1218,15,2,19,13,426,31,4,14,False,23,11,2,42,4,1.3,1.3,20,11,8
