goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,9,2,2,0,670,18,9,6,0.5,0.5,0.4,18,0,456,563,81.0,26,314,13,17,9,8471,3022,178,203,87.7,213,244,87.3,54,84,64.3,0.5,7,35,5,3,11,7,7,4,5,9,55.6,4,6,0,27,26,1,82,255,286,134,13,670,52.9,6,35.3,1341,626,10,2,16,9,447,26,10,7,True,13,3,1,23,2,1.6,1.6,9,10,14
1,1,0,0,13,3,4,0,570,15,4,10,1.6,1.6,1.4,23,2,371,474,78.3,40,290,16,10,4,7050,2445,143,163,87.7,196,222,88.3,32,87,36.8,0.8,9,30,10,0,9,4,9,2,6,15,40.0,9,3,7,19,26,0,58,200,242,131,22,570,40.0,5,50.0,1576,648,7,6,11,13,366,37,7,10,False,9,2,0,18,0,0.5,0.5,7,5,14
3,3,0,0,8,6,2,0,552,35,12,22,1.7,1.7,1.6,15,6,304,409,74.3,20,319,20,13,6,5166,2040,142,164,86.6,118,142,83.1,33,74,44.6,0.8,7,22,2,1,24,15,18,2,20,40,50.0,20,13,9,47,34,1,113,253,234,77,20,552,46.2,5,38.5,1537,767,9,10,13,8,301,20,11,19,True,31,8,1,52,2,3.1,3.1,25,19,14
1,1,0,0,31,8,2,0,783,13,8,10,3.1,3.1,2.7,52,2,544,649,83.8,74,369,22,45,20,9523,3176,255,291,87.6,237,269,88.1,49,69,71.0,2.8,25,55,19,5,8,5,6,2,5,11,45.5,6,0,10,21,12,2,55,171,353,269,54,783,44.4,20,44.4,1863,1046,12,7,17,15,542,74,19,11,False,8,6,3,15,6,1.7,1.7,7,2,14
3,3,0,0,17,6,2,0,510,14,5,12,2.1,2.1,1.6,28,6,307,402,76.4,24,282,20,31,12,5041,1973,149,170,87.6,118,142,83.1,25,54,46.3,0.8,13,21,4,1,10,7,7,0,9,16,56.3,7,6,6,19,17,1,50,148,236,129,19,510,38.7,9,29.0,1604,814,11,8,9,14,303,23,15,12,True,16,5,3,30,6,2.0,2.0,10,8,14
3,3,0,0,16,5,5,0,677,23,10,13,2.0,2.0,1.2,30,6,473,553,85.5,42,480,17,17,7,7074,2296,269,283,95.1,170,201,84.6,23,47,48.9,1.1,10,28,8,2,13,10,9,4,9,21,42.9,12,4,9,33,23,3,75,232,302,148,31,677,41.2,9,52.9,2580,1340,19,8,21,5,468,41,12,15,False,17,6,3,28,6,2.1,2.1,13,4,14
2,0,0,0,13,4,2,0,535,20,13,9,1.0,1.0,0.6,21,3,317,407,77.9,21,224,14,25,11,5991,2448,150,167,89.8,113,129,87.6,50,90,55.6,0.3,7,31,6,0,11,9,8,3,11,21,52.4,10,2,7,33,31,0,52,190,209,143,15,535,44.0,14,56.0,1262,598,9,5,8,16,315,21,8,20,True,6,2,0,12,0,0.8,0.8,5,3,14
0,0,0,0,6,2,0,0,632,30,6,12,0.8,0.8,0.8,12,0,415,521,79.7,36,328,16,23,10,6985,2385,197,219,90.0,159,183,86.9,38,84,45.2,0.7,5,20,3,0,20,16,13,1,14,25,56.0,11,4,8,36,13,0,57,208,307,122,15,632,43.5,11,47.8,1729,784,11,7,19,9,413,36,20,8,False,13,4,2,21,3,1.0,1.0,7,6,14
3,3,0,0,17,6,2,0,714,16,5,9,2.4,2.4,2.3,28,5,545,620,87.9,53,454,37,27,13,8901,2704,276,299,92.3,228,252,90.5,33,50,66.0,1.4,15,43,8,2,11,4,8,4,5,10,50.0,5,2,7,21,15,2,70,187,318,220,38,714,48.1,9,33.3,3155,1766,25,16,11,15,526,51,13,16,True,12,3,0,19,0,1.0,1.0,9,7,14
0,0,0,0,12,3,4,0,427,24,14,10,1.0,1.0,0.6,19,0,245,318,77.0,22,221,17,13,5,3880,1461,131,146,89.7,80,99,80.8,20,49,40.8,0.8,9,22,7,2,16,13,10,1,9,22,40.9,13,3,7,38,19,0,66,148,168,121,15,427,38.5,5,38.5,1303,710,16,1,12,11,242,22,16,13,False,17,6,3,28,5,2.4,2.4,15,8,14
1,1,0,0,6,4,1,1,552,12,6,7,1.6,1.6,1.3,12,2,402,467,86.1,28,305,17,29,14,6955,2243,167,177,94.4,199,212,93.9,24,49,49.0,1.0,5,16,9,1,10,10,1,1,6,10,60.0,4,6,1,18,23,2,103,267,189,103,20,552,48.3,12,41.4,1844,997,10,4,9,3,394,28,17,6,True,26,11,5,46,8,5.5,5.5,17,16,14
5,5,0,0,26,11,0,0,652,15,8,10,5.5,5.5,3.8,46,8,508,560,90.7,49,385,23,12,4,8232,2688,255,273,93.4,220,235,93.6,26,41,63.4,2.2,17,52,16,1,10,8,6,1,12,26,46.2,14,2,8,23,14,1,54,149,302,204,46,652,33.3,6,50.0,1605,987,14,12,6,6,503,48,6,17,False,6,4,1,12,2,1.6,1.6,5,9,14
