goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
2,2,0,0,17,4,1,0,621,15,3,9,2.4,2.4,2.0,28,3,454,528,86.0,50,348,33,16,8,7483,2208,208,225,92.4,208,226,92.0,25,51,49.0,1.3,11,37,10,4,7,4,10,1,10,17,58.8,7,2,7,18,15,2,33,143,302,186,37,621,50.0,8,50.0,2276,1308,16,12,14,8,446,50,1,9,True,9,3,1,15,2,1.0,1.0,7,2,30
1,1,0,0,9,3,2,0,597,16,4,10,1.0,1.0,0.8,15,2,424,500,84.8,26,349,14,17,7,7668,2557,184,204,90.2,207,226,91.6,31,57,54.4,1.0,7,49,2,0,13,11,5,0,8,16,50.0,8,7,3,20,28,3,86,232,236,136,15,597,41.2,10,58.8,2049,862,9,4,9,5,422,26,9,1,False,17,4,2,28,3,2.4,2.4,11,10,30
1,0,0,0,9,2,4,0,589,23,12,11,1.2,1.2,1.1,15,0,359,447,80.3,21,300,14,21,8,5562,1740,178,194,91.8,137,160,85.6,19,48,39.6,0.6,7,20,5,0,13,9,11,3,11,13,84.6,2,2,9,35,35,1,54,178,281,137,14,589,38.1,11,52.4,1657,706,15,2,19,16,357,21,20,19,True,10,1,0,16,0,1.3,1.3,6,7,30
0,0,0,0,10,1,2,0,734,27,13,9,1.3,1.3,1.0,16,0,518,614,84.4,35,362,8,16,2,8698,2646,258,284,90.8,231,253,91.3,28,62,45.2,0.9,6,33,7,3,18,11,12,4,11,19,57.9,8,1,8,40,27,0,65,245,360,132,18,734,12.5,11,68.8,1553,752,13,1,12,12,514,33,19,20,False,9,2,1,15,0,1.2,1.2,7,5,30
1,1,0,0,8,2,1,0,483,16,6,17,0.5,0.5,0.5,10,0,241,336,71.7,24,163,13,26,15,4326,1897,116,137,84.7,92,115,80.0,23,62,37.1,0.7,7,29,4,2,7,9,4,3,12,23,52.2,11,9,8,22,48,1,83,168,185,137,15,483,57.7,10,38.5,1170,602,5,4,18,9,239,24,16,14,True,23,5,0,41,0,1.6,1.6,19,18,30
0,0,0,0,23,5,3,0,825,19,3,9,1.6,1.6,1.1,41,0,587,707,83.0,66,572,37,24,11,9378,2859,287,321,89.4,252,291,86.6,33,60,55.0,1.5,19,41,18,6,15,9,7,3,10,25,40.0,15,2,7,22,20,0,43,205,380,247,39,825,45.8,12,50.0,3096,2011,21,6,20,4,582,66,14,16,False,8,2,1,10,0,0.5,0.5,7,4,30
2,2,0,0,21,4,1,0,574,21,7,15,1.3,1.3,1.1,40,4,336,444,75.7,37,233,21,13,10,5685,2059,168,188,89.4,137,173,79.2,26,62,41.9,1.2,16,29,9,3,18,9,7,5,15,24,62.5,9,6,9,28,32,0,67,205,225,151,31,574,76.9,3,23.1,1442,893,13,8,12,8,335,37,15,4,True,11,2,1,22,2,1.6,0.8,8,6,30
1,0,1,1,11,2,1,0,581,11,7,15,1.6,0.8,0.6,22,2,344,459,74.9,29,294,12,27,9,7020,2807,140,165,84.8,154,183,84.2,49,97,50.5,0.7,8,35,6,2,6,4,3,4,3,13,23.1,10,7,8,18,19,5,78,198,252,135,36,580,33.3,15,55.6,1217,551,6,8,23,6,339,29,4,15,False,21,4,2,40,4,1.3,1.3,16,9,30
2,1,0,0,18,5,1,0,911,9,3,4,2.2,2.2,1.6,33,4,749,810,92.5,54,671,29,22,12,12125,3042,384,403,95.3,324,344,94.2,39,49,79.6,2.1,13,67,17,1,6,1,4,4,5,9,55.6,4,0,4,12,16,0,25,118,438,360,44,911,54.5,9,40.9,3388,1612,32,10,22,10,744,54,13,11,True,2,0,0,4,0,0.1,0.1,2,2,30
0,0,0,0,2,0,4,0,410,19,6,12,0.1,0.1,0.1,4,0,253,320,79.1,18,190,4,11,4,4598,1681,110,125,88.0,109,123,88.6,28,56,50.0,0.1,2,12,2,1,9,14,4,1,9,21,42.9,12,8,4,25,24,1,86,220,147,47,4,410,36.4,5,45.5,985,444,3,0,13,4,251,18,11,13,False,18,5,2,33,4,2.2,2.2,13,17,30
1,1,0,0,8,2,2,0,544,14,9,7,0.7,0.7,0.5,11,2,327,424,77.1,29,307,15,20,10,6143,2313,125,150,83.3,137,157,87.3,48,81,59.3,0.6,6,25,6,4,4,5,9,0,5,10,50.0,5,1,6,23,30,1,59,183,253,115,21,544,50.0,9,45.0,1344,587,15,3,20,9,324,29,17,7,True,9,3,1,16,2,0.7,0.7,7,9,30
1,1,0,0,9,3,1,0,683,18,7,11,0.7,0.7,0.6,16,2,462,562,82.2,40,411,15,12,5,7701,2591,212,240,88.3,227,257,88.3,18,44,40.9,0.6,7,46,9,1,13,10,7,1,9,19,47.4,10,3,8,25,30,1,48,211,328,146,21,683,41.7,5,41.7,1963,928,9,2,19,9,458,40,7,17,False,8,2,1,11,2,0.7,0.7,6,6,30
1,0,0,0,24,6,1,0,705,16,9,15,2.0,2.0,0.7,40,1,453,581,78.0,54,392,30,13,4,8091,2716,200,232,86.2,194,226,85.8,50,102,49.0,0.7,14,64,12,5,12,3,8,5,7,15,46.7,8,2,13,25,21,1,35,166,326,219,28,705,30.8,9,69.2,2301,1335,13,5,17,5,450,54,3,10,True,10,2,2,18,4,1.2,1.2,9,2,30
2,2,0,0,10,2,2,0,484,14,6,14,1.2,1.2,1.1,18,4,226,336,67.3,19,227,14,15,8,3920,1977,117,147,79.6,78,101,77.2,24,60,40.0,0.5,9,16,2,0,10,6,7,1,9,13,69.2,4,8,6,20,56,1,94,253,171,67,15,484,53.3,7,46.7,1232,568,6,4,17,9,223,18,10,3,False,24,6,1,40,1,2.0,2.0,14,12,30
0,0,0,0,11,4,2,0,622,16,7,7,0.9,0.9,0.6,21,0,429,517,83.0,44,324,16,24,6,7538,2310,195,217,89.9,194,215,90.2,32,59,54.2,0.8,8,35,12,3,11,5,3,8,6,11,54.5,5,0,7,23,13,0,47,169,264,194,26,622,25.0,16,66.7,1810,959,10,5,15,10,426,43,5,2,True,8,5,3,15,6,1.2,1.2,7,3,30
3,3,0,0,8,5,3,0,540,26,7,10,1.2,1.2,1.2,15,6,333,405,82.2,19,278,13,17,5,6153,2136,147,156,94.2,154,176,87.5,30,59,50.8,0.7,7,21,3,2,15,16,6,4,16,22,72.7,6,2,8,33,36,0,85,263,205,78,16,540,29.4,6,35.3,1338,627,6,6,20,10,324,18,2,5,False,11,4,0,21,0,0.9,0.9,8,12,30
1,1,0,0,17,3,2,0,770,14,8,7,1.5,1.5,1.2,31,2,563,670,84.0,72,456,23,19,10,9694,3343,254,280,90.7,243,270,90.0,51,89,57.3,1.1,13,75,7,0,5,2,5,7,6,9,66.7,3,3,4,22,21,0,53,154,355,267,33,770,52.6,8,42.1,2326,1195,17,12,17,9,557,71,12,8,True,5,0,0,10,0,0.9,0.9,4,2,30
0,0,0,0,5,0,2,0,389,17,12,22,0.9,0.9,0.9,10,0,143,242,59.1,9,148,13,11,3,2992,1372,49,63,77.8,64,88,72.7,26,70,37.1,0.2,4,8,2,0,12,10,6,1,8,18,44.4,10,9,13,29,47,0,94,191,117,88,17,389,27.3,6,54.5,963,571,7,2,12,8,143,9,8,12,False,17,3,1,31,2,1.5,1.5,13,7,30
1,1,0,0,11,5,5,0,586,16,2,9,1.0,1.0,0.8,19,2,396,486,81.5,37,300,18,23,6,7132,2106,175,195,89.7,172,192,89.6,40,78,51.3,0.7,7,42,13,4,15,6,5,5,6,13,46.2,7,3,6,18,27,2,67,185,218,191,32,586,26.1,8,34.8,1514,715,10,7,13,8,395,37,6,18,True,8,2,0,13,0,0.9,0.9,4,6,30
0,0,0,0,8,2,5,0,577,16,9,7,0.9,0.9,0.5,13,0,401,475,84.4,39,355,21,14,7,6470,2270,193,203,95.1,162,187,86.6,28,51,54.9,0.8,4,31,6,2,8,11,3,2,8,14,57.1,6,2,5,25,29,0,82,233,228,120,22,577,50.0,6,42.9,2081,1218,14,8,17,10,400,39,18,6,False,11,5,1,19,2,1.0,1.0,7,13,30
