goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
1,0,1,1,10,3,4,0,463,15,10,12,1.6,0.8,0.8,21,2,285,368,77.4,30,271,14,12,8,5019,2088,152,178,85.4,100,116,86.2,32,66,48.5,0.7,9,26,10,3,7,10,4,1,7,20,35.0,13,6,6,25,23,1,77,179,167,122,24,462,66.7,2,16.7,1408,642,5,7,9,13,284,30,15,13,True,16,6,1,31,2,0.9,0.9,13,12,6
1,1,0,0,16,6,4,0,705,15,7,8,0.9,0.9,0.8,31,2,511,598,85.5,40,493,31,24,13,7944,2334,291,315,92.4,181,201,90.0,28,60,46.7,1.4,13,31,12,0,11,2,12,1,2,10,20.0,8,3,5,22,21,0,70,200,272,240,38,705,54.2,7,29.2,2605,1395,22,12,15,8,506,40,13,15,False,10,3,1,21,2,1.6,0.8,9,10,6
1,1,0,0,8,3,2,0,700,25,10,12,0.4,0.4,0.2,15,2,448,578,77.5,37,402,18,16,4,7843,2607,211,244,86.5,189,227,83.3,44,86,51.2,0.8,4,43,9,3,15,10,5,10,8,18,44.4,10,5,7,35,19,0,89,233,279,192,22,700,25.0,9,56.3,2181,1062,10,3,17,8,440,36,4,19,True,19,3,1,32,1,1.0,1.0,14,11,6
1,1,0,0,19,3,3,0,578,17,10,13,1.0,1.0,0.9,32,1,338,439,77.0,39,281,18,18,10,6033,2355,166,190,87.4,129,159,81.1,41,77,53.2,0.9,14,32,11,2,7,10,5,2,9,13,69.2,4,3,10,27,38,1,74,190,213,183,35,578,55.6,8,44.4,1343,631,14,11,15,17,335,39,19,4,False,8,3,1,15,2,0.4,0.4,4,9,6
2,1,0,0,8,2,2,0,509,14,16,11,0.9,0.9,0.8,15,4,287,399,71.9,37,248,7,17,8,5420,2543,124,149,83.2,110,141,78.0,40,80,50.0,0.9,7,23,8,1,5,3,11,0,2,7,28.6,5,7,4,30,24,0,65,155,207,154,16,509,47.1,9,52.9,1272,610,9,0,11,16,286,37,8,7,True,17,4,1,29,2,0.9,0.9,12,10,6
1,1,0,0,17,4,0,0,684,25,8,9,0.9,0.9,0.8,29,2,458,581,78.8,51,383,17,7,5,8574,3063,181,216,83.8,241,278,86.7,35,77,45.5,0.8,12,35,10,1,17,16,9,0,9,17,52.9,8,2,7,33,25,0,59,246,302,140,28,684,71.4,2,28.6,1713,927,12,4,14,12,455,51,7,8,False,8,2,2,15,4,0.9,0.9,7,8,6
3,2,0,0,35,16,2,0,837,19,4,6,4.8,4.8,2.3,58,5,620,723,85.8,91,485,39,33,18,10367,2747,311,342,90.9,268,297,90.2,35,62,56.5,2.5,25,45,23,3,12,2,11,6,11,15,73.3,4,1,5,23,8,0,24,97,315,432,70,837,54.5,10,30.3,2565,1420,22,15,15,14,617,89,1,11,True,5,3,2,9,4,0.3,0.3,5,5,6
2,2,0,0,5,3,4,0,419,24,6,18,0.3,0.3,0.3,9,4,192,257,74.7,13,172,4,17,4,3330,1635,95,107,88.8,66,85,77.6,20,42,47.6,0.2,5,8,5,1,14,19,4,1,10,28,35.7,18,9,9,30,63,2,131,261,130,32,11,419,23.5,11,64.7,785,391,2,1,12,8,192,13,11,1,False,35,16,3,58,5,4.8,4.8,25,23,6
4,2,1,1,14,5,3,0,536,22,7,15,4.2,3.4,3.3,24,6,312,414,75.4,20,260,14,27,15,5492,2165,117,137,85.4,152,177,85.9,25,58,43.1,1.7,12,16,7,0,13,15,6,1,14,25,56.0,11,5,10,29,20,2,95,306,152,83,24,535,55.6,12,44.4,1326,694,2,9,11,4,310,20,6,5,True,15,5,2,24,1,1.1,1.1,8,11,6
2,1,0,0,15,5,2,0,724,16,12,14,1.1,1.1,0.5,24,1,501,593,84.5,54,455,16,28,11,8352,3141,242,269,90.0,224,243,92.2,29,52,55.8,0.6,8,47,11,3,8,4,7,5,12,27,44.4,15,4,10,28,12,4,67,219,331,183,26,724,39.3,14,50.0,2344,1081,19,5,20,8,494,53,5,6,False,14,5,4,24,6,4.2,3.4,12,7,6
