goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,8,3,4,0,525,11,13,12,0.5,0.5,0.5,15,0,333,429,77.6,32,338,27,13,5,5342,1963,176,198,88.9,129,159,81.1,20,54,37.0,0.6,6,22,8,2,5,8,3,0,4,13,30.8,9,5,7,24,29,0,70,183,196,152,21,525,38.5,5,38.5,1831,915,16,3,12,5,327,32,11,4,True,14,6,4,26,7,1.5,1.5,12,17,26
4,3,0,0,14,6,0,0,572,10,9,6,1.5,1.5,1.4,26,7,379,460,82.4,41,288,16,14,9,6876,2812,181,203,89.2,141,160,88.1,46,73,63.0,1.7,12,35,17,6,9,2,6,2,5,10,50.0,5,2,4,19,38,0,83,194,230,154,35,572,64.3,4,28.6,1630,821,8,7,13,7,370,40,4,11,False,8,3,0,15,0,0.5,0.5,6,8,26
2,1,0,0,9,8,4,0,475,24,9,8,1.9,1.9,1.1,14,2,256,355,72.1,27,239,9,18,6,5178,2136,99,126,78.6,109,125,87.2,42,81,51.9,0.9,7,21,11,5,18,10,9,5,11,18,61.1,7,3,5,33,35,0,64,166,184,131,22,475,33.3,12,66.7,1168,504,8,2,5,12,256,27,8,14,True,9,3,2,15,3,0.4,0.4,4,8,26
2,0,0,0,9,3,1,0,711,24,13,7,0.4,0.4,0.2,15,3,479,575,83.3,38,417,22,18,7,7833,2383,235,260,90.4,210,240,87.5,26,62,41.9,0.5,4,30,8,2,15,12,10,2,12,18,66.7,6,1,6,37,36,0,70,261,299,159,19,711,38.9,11,61.1,2119,1098,18,3,13,13,476,38,14,8,False,9,8,2,14,2,1.9,1.9,7,11,26
0,0,0,0,10,0,1,0,701,15,8,8,0.2,0.2,0.1,18,0,471,588,80.1,61,408,10,15,3,9283,2946,157,186,84.4,259,288,89.9,52,89,58.4,0.4,6,42,9,1,5,2,9,4,5,14,35.7,9,2,6,23,17,0,61,191,359,152,20,701,20.0,12,80.0,1855,1089,8,2,10,13,461,61,9,7,True,10,5,1,19,2,1.3,1.3,7,6,26
1,1,0,0,10,5,3,0,508,25,10,13,1.3,1.3,1.2,19,2,267,363,73.6,21,230,9,16,9,4784,2044,130,150,86.7,101,126,80.2,28,64,43.8,0.5,7,19,6,0,11,10,10,5,12,15,80.0,3,4,9,35,39,0,66,187,230,101,15,508,56.3,5,31.3,1236,725,9,0,19,10,266,20,7,9,False,10,0,0,18,0,0.2,0.2,6,9,26
0,0,0,0,8,3,3,1,546,13,12,9,0.9,0.9,0.8,13,0,298,412,72.3,34,253,21,32,11,5756,2149,96,113,85.0,150,187,80.2,43,85,50.6,0.6,6,43,10,2,5,0,11,2,3,12,25.0,9,3,6,25,27,2,56,149,263,143,23,546,34.4,16,50.0,1560,822,12,6,30,14,295,34,3,20,True,13,5,1,23,2,2.0,2.0,9,6,26
1,1,0,0,13,5,3,0,635,30,10,10,2.0,2.0,1.7,23,2,381,490,77.8,28,342,16,15,9,6091,2551,179,209,85.6,164,187,87.7,22,60,36.7,0.7,9,20,6,1,15,14,15,1,16,27,59.3,11,3,7,40,41,3,91,233,315,94,16,635,60.0,3,20.0,1553,768,10,4,19,10,374,28,20,3,False,8,3,0,13,0,0.9,0.9,6,10,26
1,1,0,0,17,5,2,0,489,23,10,7,1.2,1.2,1.0,31,2,312,391,79.8,34,282,20,15,5,5916,2222,133,151,88.1,150,172,87.2,27,52,51.9,0.6,14,29,7,3,12,6,13,4,12,17,70.6,5,3,4,33,10,0,41,161,193,144,26,489,33.3,9,60.0,1722,813,8,10,10,8,310,34,10,18,True,10,6,4,17,7,1.7,1.7,9,5,26
4,4,0,0,10,6,1,0,653,17,6,14,1.7,1.7,1.5,17,7,473,549,86.2,30,455,15,20,5,8098,2443,187,210,89.0,237,253,93.7,34,57,59.6,0.5,9,25,5,0,9,8,9,0,9,14,64.3,5,6,8,23,17,2,70,282,277,101,21,653,25.0,12,60.0,2327,948,9,7,17,11,467,30,18,10,False,17,5,1,31,2,1.2,1.2,14,7,26
