goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
2,2,0,0,11,6,3,0,533,22,4,7,1.7,1.7,1.2,20,4,383,451,84.9,21,247,14,11,6,6535,2082,150,159,94.3,191,209,91.4,26,50,52.0,0.9,9,16,7,0,12,16,4,2,9,17,52.9,8,1,6,26,16,1,85,232,228,79,16,533,54.5,3,27.3,1398,748,7,2,8,3,382,20,2,13,True,12,6,1,23,1,1.0,1.0,11,5,17
1,0,0,0,12,6,3,0,651,6,5,11,1.0,1.0,0.7,23,1,513,566,90.6,47,459,28,20,8,8350,2129,273,285,95.8,208,226,92.0,29,44,65.9,0.7,11,51,5,1,4,3,1,2,3,9,33.3,6,2,9,11,15,1,45,122,338,194,20,651,40.0,9,45.0,2848,1553,18,9,8,13,505,47,13,2,False,11,6,2,20,4,1.7,1.7,9,7,17
0,0,0,0,10,2,2,0,540,10,4,5,0.7,0.7,0.5,16,0,374,462,81.0,34,343,16,13,4,6406,2407,183,198,92.4,153,172,89.0,33,67,49.3,0.5,9,32,2,1,5,4,3,3,4,15,26.7,11,1,4,14,14,2,66,202,221,125,19,540,30.8,8,61.5,1784,827,15,8,14,7,369,34,10,15,True,15,7,4,27,6,2.3,2.3,13,15,17
4,3,0,0,15,7,0,0,739,15,6,12,2.3,2.3,2.2,27,6,564,649,86.9,38,486,20,16,11,9420,3021,276,296,93.2,244,266,91.7,35,67,52.2,2.1,13,27,15,2,10,6,6,3,8,12,66.7,4,4,8,21,18,0,94,351,284,115,34,739,68.8,4,25.0,2160,996,7,6,11,6,559,37,15,10,False,10,2,0,16,0,0.7,0.7,9,2,17
0,0,0,0,7,3,3,0,688,17,13,3,0.7,0.7,0.5,12,0,472,589,80.1,70,436,32,25,11,8442,2893,198,228,86.8,233,273,85.3,39,73,53.4,1.0,4,42,15,3,11,5,8,4,10,14,71.4,4,1,2,30,17,1,53,163,305,223,36,688,44.0,10,40.0,2707,1576,21,10,19,10,464,69,4,16,True,10,6,2,18,2,0.9,0.9,8,4,17
2,1,0,0,10,6,4,0,487,20,18,12,0.9,0.9,0.7,18,2,245,336,72.9,29,221,22,19,4,4187,1788,126,145,86.9,84,105,80.0,27,64,42.2,0.6,8,24,4,1,9,14,5,1,10,21,47.6,11,2,10,38,50,2,83,200,179,111,16,487,21.1,10,52.6,1261,686,7,6,12,7,244,29,16,4,False,7,3,0,12,0,0.7,0.7,4,15,17
1,0,0,0,11,4,2,0,543,26,7,9,1.3,1.3,0.7,15,1,311,418,74.4,24,255,9,22,6,6175,2353,111,138,80.4,160,177,90.4,39,87,44.8,0.7,5,17,4,0,15,15,9,2,12,21,57.1,9,4,5,33,31,0,94,252,209,86,25,543,27.3,13,59.1,1433,687,5,4,14,5,309,23,19,5,True,12,6,1,21,1,1.0,1.0,10,13,17
1,0,0,0,12,6,2,0,610,18,9,14,1.0,1.0,0.7,21,1,393,478,82.2,52,336,33,22,9,6962,2557,187,213,87.8,150,177,84.7,45,70,64.3,1.0,10,41,13,3,10,7,7,4,13,19,68.4,6,4,10,27,23,1,76,198,261,163,52,610,40.9,12,54.5,2026,1159,16,14,16,14,386,51,5,19,False,11,4,1,15,1,1.3,1.3,5,4,17
1,1,0,0,15,6,2,0,528,25,3,13,1.6,1.6,1.2,24,2,336,422,79.6,20,293,12,9,4,5977,1907,152,175,86.9,160,180,88.9,23,53,43.4,0.7,12,22,7,3,11,17,4,4,14,22,63.6,8,4,9,28,27,0,64,213,217,105,18,528,44.4,3,33.3,1457,737,13,2,11,11,336,20,7,1,True,14,6,5,24,8,3.0,3.0,11,8,17
5,4,0,0,14,6,2,0,710,14,11,10,3.0,3.0,2.0,24,8,509,593,85.8,30,376,19,25,8,8718,2408,236,258,91.5,234,255,91.8,34,58,58.6,1.2,11,28,8,4,10,4,9,1,3,7,42.9,4,3,7,25,16,3,64,212,336,166,31,710,32.0,14,56.0,1982,929,12,5,17,11,504,29,1,7,False,15,6,1,24,2,1.6,1.6,12,7,17
0,0,0,0,23,7,1,0,651,19,4,9,2.3,2.3,1.9,42,0,426,537,79.3,31,390,13,24,9,6806,2685,226,256,88.3,144,173,83.2,36,68,52.9,1.8,18,36,16,2,12,7,11,1,9,16,56.3,7,2,7,23,10,1,57,210,239,211,41,651,37.5,15,62.5,1750,794,10,4,17,10,422,31,14,3,True,9,4,3,19,6,1.6,0.8,8,5,17
3,2,1,1,9,4,3,0,510,25,11,16,1.6,0.8,0.7,19,6,267,365,73.2,29,259,16,20,7,4767,1935,120,150,80.0,111,135,82.2,27,59,45.8,0.6,8,26,5,0,17,16,5,4,15,24,62.5,9,6,10,36,32,2,75,173,231,113,15,509,35.0,9,45.0,1424,825,15,2,16,10,266,29,3,14,False,23,7,0,42,0,2.3,2.3,18,16,17
0,0,0,0,9,4,2,0,686,18,9,12,0.8,0.8,0.7,17,0,500,595,84.0,36,459,17,26,8,8245,2872,255,276,92.4,210,246,85.4,28,50,56.0,0.9,8,46,7,2,8,6,12,0,9,11,81.8,2,1,11,27,8,1,40,155,391,146,17,686,30.8,13,50.0,2159,1220,11,2,9,7,498,36,11,20,True,8,4,3,16,6,1.1,1.1,7,6,17
3,3,0,0,8,4,0,0,610,20,7,11,1.1,1.1,1.1,16,6,419,505,83.0,25,315,12,15,2,6986,2370,213,234,91.0,157,178,88.2,38,67,56.7,0.4,7,23,6,2,12,11,7,2,13,21,61.9,8,3,8,27,22,1,80,262,276,77,10,610,13.3,9,60.0,1556,721,7,0,12,9,415,25,20,11,False,9,4,0,17,0,0.8,0.8,8,7,17
0,0,0,0,5,4,4,0,344,30,10,9,1.0,1.0,0.7,5,0,163,231,70.6,10,157,7,19,5,3180,1450,68,80,85.0,64,73,87.7,24,61,39.3,0.1,2,18,2,1,11,17,11,2,18,35,51.4,17,5,4,40,23,0,63,153,125,68,7,344,26.3,11,57.9,951,345,5,2,10,12,162,10,8,6,True,12,4,0,20,0,1.3,1.3,7,4,17
