goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
2,2,0,0,14,4,1,0,616,17,7,13,2.1,2.1,2.0,27,4,435,514,84.6,46,369,24,24,10,7745,2737,195,219,89.0,188,210,89.5,40,60,66.7,2.3,12,34,10,2,12,9,7,1,9,19,47.4,10,2,11,24,11,0,81,229,246,146,33,616,41.7,14,58.3,2176,1256,12,8,12,5,433,46,5,14,True,11,3,1,21,2,1.4,1.4,11,7,2
1,1,0,0,11,3,2,0,643,19,12,12,1.4,1.4,1.4,21,2,470,552,85.1,34,433,15,22,10,8021,3065,214,238,89.9,214,231,92.6,34,53,64.2,1.3,11,28,7,2,11,13,3,3,14,24,58.3,10,4,8,31,9,0,87,290,247,110,26,643,45.5,9,40.9,2146,1069,14,7,7,8,466,33,14,5,False,14,4,2,27,4,2.1,2.1,12,10,2
4,2,1,1,13,4,2,0,884,14,6,8,3.3,2.6,2.3,28,8,726,796,91.2,60,501,27,20,11,11491,2774,390,418,93.3,281,300,93.7,42,49,85.7,1.9,11,61,18,4,6,5,4,5,6,8,75.0,2,0,8,20,9,0,33,126,363,401,47,883,55.0,7,35.0,2654,1510,27,11,16,10,718,60,13,10,True,1,1,1,2,2,0.3,0.3,1,1,2
1,1,0,0,1,1,3,0,387,17,10,16,0.3,0.3,0.3,2,2,211,266,79.3,9,210,3,8,2,3269,1169,129,139,92.8,68,77,88.3,13,40,32.5,0.3,1,11,1,1,8,13,3,1,7,18,38.9,11,3,13,27,41,2,94,232,116,42,5,387,25.0,6,75.0,852,304,5,0,14,8,210,9,10,13,False,13,4,4,28,8,3.3,2.6,11,18,2
0,0,0,0,5,1,3,0,800,18,2,15,0.1,0.1,0.1,9,0,618,691,89.4,49,481,29,22,7,9663,2830,306,325,94.2,279,307,90.9,19,37,51.4,0.4,4,31,9,2,12,12,5,1,11,18,61.1,7,6,9,20,19,2,70,240,387,175,20,800,31.8,12,54.5,2902,1650,25,5,13,12,609,49,17,16,True,23,8,1,37,1,2.4,2.4,17,7,2
1,0,0,0,23,8,3,0,503,24,11,8,2.4,2.4,1.9,37,1,306,383,79.9,29,280,23,20,7,5229,1881,157,174,90.2,106,124,85.5,34,63,54.0,1.0,17,24,7,2,15,12,10,2,12,19,63.2,7,3,5,35,23,0,44,131,225,156,33,503,35.0,11,55.0,1792,873,18,13,9,7,303,29,16,17,False,5,1,0,9,0,0.1,0.1,4,9,2
4,3,0,0,13,7,0,0,765,22,4,10,2.4,2.4,1.4,21,4,574,658,87.2,52,525,22,24,7,8899,2733,294,324,90.7,218,240,90.8,36,56,64.3,1.1,11,33,12,3,16,10,11,1,16,21,76.2,5,5,5,26,14,1,63,248,325,197,30,765,29.2,13,54.2,2789,1510,16,6,13,16,566,51,18,8,True,10,1,0,17,0,1.0,1.0,8,5,2
0,0,0,0,10,1,0,0,401,29,15,8,1.0,1.0,0.9,17,0,211,287,73.5,22,209,10,22,5,4422,1978,84,99,84.8,90,108,83.3,36,63,57.1,0.9,8,16,5,2,19,16,9,4,13,20,65.0,7,1,7,44,16,1,61,164,153,90,23,401,22.7,16,72.7,1008,417,7,4,9,6,209,22,8,18,False,13,7,4,21,4,2.4,2.4,11,12,2
2,2,0,0,18,6,2,0,689,14,8,7,1.8,1.8,1.7,34,4,489,582,84.0,58,404,16,19,4,8889,2964,206,226,91.2,222,251,88.4,50,75,66.7,1.2,17,44,12,1,10,4,3,7,7,14,50.0,7,2,5,22,8,0,51,153,327,213,30,689,21.1,9,47.4,2021,940,13,6,21,12,486,57,9,11,True,10,4,1,16,2,0.6,0.6,6,1,2
1,1,0,0,10,4,2,0,606,21,7,20,0.6,0.6,0.4,16,2,402,489,82.2,22,337,8,18,7,6986,2369,187,209,89.5,182,209,87.1,32,59,54.2,0.4,6,18,1,1,14,10,9,2,9,13,69.2,4,5,15,28,30,1,99,326,229,59,9,606,38.9,7,38.9,1571,738,4,2,12,7,398,22,11,9,False,18,6,2,34,4,1.8,1.8,17,12,2
