goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,team_id,opponent_team_id,was_home,shots_against,shots_on_target_against,goals_conceded,sca_against,gca_against,xGC,npxGC,key_passes_against,passes_into_penalty_area_against,gw
0,0,0,0,15,7,5,0,640,16,8,9,0.9,0.9,0.5,27,0,463,542,85.4,61,422,30,24,9,7723,2705,233,252,92.5,199,217,91.7,28,53,52.8,0.9,9,50,10,1,6,6,6,4,5,11,45.5,6,3,6,24,9,0,66,166,299,180,34,640,37.5,11,45.8,2446,1239,16,10,8,8,460,61,19,6,True,12,5,3,22,6,2.2,2.2,12,4,5
3,3,0,0,12,5,2,0,598,19,8,9,2.2,2.2,2.2,22,6,410,479,85.6,22,376,24,19,6,7176,2725,182,195,93.3,184,203,90.6,33,58,56.9,1.3,12,24,4,1,9,14,5,0,11,20,55.0,9,5,4,27,35,1,107,296,202,105,31,598,31.6,5,26.3,1893,1077,8,14,9,11,409,22,6,19,False,15,7,0,27,0,0.9,0.9,9,10,5
3,2,0,0,23,9,3,0,621,18,17,7,3.7,3.7,1.8,38,5,381,485,78.6,56,367,34,22,11,6354,2559,179,211,84.8,159,178,89.3,31,55,56.4,1.9,15,36,16,1,11,7,5,6,8,16,50.0,8,0,7,35,19,1,48,149,227,251,56,621,50.0,11,50.0,1886,973,17,21,16,16,375,56,18,4,True,6,6,1,9,2,0.8,0.8,6,5,5
1,1,0,0,6,6,1,0,654,27,11,27,0.8,0.8,0.8,9,2,411,523,78.6,26,322,10,17,8,7426,2653,187,209,89.5,157,187,84.0,53,99,53.5,0.8,6,20,5,1,16,17,8,2,11,22,50.0,11,10,17,38,27,3,137,355,186,116,17,654,47.1,8,47.1,1539,663,9,1,10,10,407,25,4,18,False,23,9,3,38,5,3.7,3.7,15,16,5
3,3,0,0,9,3,3,0,584,15,5,11,1.7,1.7,1.6,15,5,412,480,85.8,54,374,23,24,9,6613,2226,205,222,92.3,179,198,90.4,21,37,56.8,1.7,7,39,12,2,10,7,6,2,8,15,53.3,7,5,6,20,15,1,40,123,277,186,28,584,37.5,11,45.8,1842,1000,17,8,14,12,406,53,2,20,True,10,4,1,16,0,0.5,0.5,7,4,5
1,0,0,0,10,4,6,0,532,23,10,13,0.5,0.5,0.4,16,0,364,432,84.3,16,288,15,16,7,6273,1902,167,182,91.8,149,163,91.4,35,57,61.4,0.5,7,15,4,2,9,12,10,1,11,20,55.0,9,4,9,33,21,0,68,198,230,110,17,532,43.8,8,50.0,1543,781,12,4,9,7,359,15,20,2,False,9,3,3,15,5,1.7,1.7,7,12,5
3,3,0,0,22,11,6,0,484,19,6,6,2.3,2.3,2.0,36,4,305,379,80.5,30,293,27,17,4,5096,1850,157,173,90.8,121,136,89.0,20,55,36.4,1.2,17,29,9,3,9,9,7,3,5,12,41.7,7,3,3,25,21,1,58,149,170,169,37,484,23.5,7,41.2,1539,904,16,10,16,2,300,30,9,15,True,16,5,1,30,2,1.5,1.5,12,7,5
1,1,0,0,16,5,0,0,702,9,10,6,1.5,1.5,0.9,30,2,537,605,88.8,46,465,15,15,7,8977,3070,260,280,92.9,232,247,93.9,36,57,63.2,0.8,12,33,7,3,5,6,2,1,7,11,63.6,4,2,4,19,15,3,81,288,269,148,18,702,46.7,5,33.3,2334,957,13,6,17,14,531,46,15,9,False,22,11,3,36,4,2.3,2.3,17,9,5
1,1,0,0,11,3,4,0,622,16,15,8,2.5,2.5,2.4,19,2,439,517,84.9,25,310,14,16,10,7273,2115,213,235,90.6,195,217,89.9,26,50,52.0,0.8,8,25,7,0,7,5,10,1,8,16,50.0,8,3,5,31,34,0,68,226,300,97,19,622,62.5,5,31.3,1630,777,9,4,3,12,436,24,17,10,True,13,6,1,22,1,1.7,1.7,12,10,5
1,0,0,0,13,6,4,0,552,17,13,5,1.7,1.7,1.6,22,1,371,452,82.1,41,305,13,17,8,6314,2508,178,207,86.0,160,183,87.4,29,47,61.7,1.1,12,30,10,3,8,4,11,2,5,15,33.3,10,2,3,30,15,0,41,151,250,154,24,552,47.1,8,47.1,1496,731,12,5,14,8,368,40,10,17,False,11,3,1,19,2,2.5,2.5,8,7,5
