player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xG,npxG,xAG,shot_creating_actions,goal_creating_actions,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,progressive_passes,carries,progressive_carries,attempted_takeons,successful_takeons,gw
58.0,2,18,True,Ollie Watkins,11,eng ENG,FW,29-137,85,0,1,0,0,3,2,0,0,17,0,0,0,0.2,0.2,0.3,2,1,9,13,69.2,0,7,0,0,0,37
725.0,2,18,True,Donyell Malen,17,nl NED,FW,26-127,5,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0,37
48.0,2,18,True,John McGinn,7,sct SCO,LW,30-210,89,0,0,0,0,3,0,0,0,41,2,0,1,0.1,0.1,0.1,8,1,28,34,82.4,4,21,1,2,2,37
28.0,2,18,True,Leon Bailey,31,jm JAM,RW,27-280,1,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,1,0,0,37
54.0,2,18,True,Morgan Rogers,27,eng ENG,"RW,LW",22-294,90,0,1,0,0,2,1,0,0,38,1,0,0,0.4,0.4,0.1,3,1,24,33,72.7,5,27,6,0,0,37
762.0,2,18,True,Marco Asensio,21,es ESP,AM,29-115,90,0,0,0,0,4,1,0,0,62,0,0,3,0.2,0.2,0.1,6,0,35,53,66.0,6,45,3,4,4,37
233.0,2,18,True,Amadou Onana,24,be BEL,DM,23-273,87,0,0,0,0,0,0,0,0,53,4,1,0,0.0,0.0,0.3,2,0,42,46,91.3,9,37,2,1,1,37
29.0,2,18,True,Ross Barkley,6,eng ENG,DM,31-162,3,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,1,1,37
42.0,2,18,True,Boubacar Kamara,44,fr FRA,DM,25-174,90,1,0,0,0,1,1,0,0,59,1,0,1,0.0,0.0,0.0,2,0,45,52,86.5,6,42,1,1,0,37
45.0,2,18,True,Ian Maatsen,22,nl NED,LB,23-067,90,0,0,0,0,2,0,0,0,83,2,0,2,0.1,0.1,0.0,3,0,60,72,83.3,8,57,3,3,2,37
52.0,2,18,True,Pau Torres,14,es ESP,CB,28-120,90,0,0,0,0,0,0,0,0,127,1,0,0,0.0,0.0,0.0,1,0,114,122,93.4,19,105,7,0,0,37
44.0,2,18,True,Ezri Konsa,4,eng ENG,CB,27-205,90,1,0,0,0,2,2,0,0,97,2,1,0,0.3,0.3,0.1,1,0,88,90,97.8,13,76,7,0,0,37
32.0,2,18,True,Matty Cash,2,pl POL,RB,27-282,90,0,0,0,0,1,0,1,0,75,2,1,1,0.1,0.1,0.0,1,1,53,65,81.5,2,44,0,2,2,37
47.0,2,18,True,Emiliano Martínez,23,ar ARG,GK,32-256,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,31,32,96.9,0,24,0,0,0,37
768.0,18,2,False,Mathys Tel,11,fr FRA,"FW,LW,AM",20-019,90,0,0,0,0,0,0,1,0,28,1,1,0,0.0,0.0,0.4,1,0,13,16,81.3,0,15,2,5,1,37
503.0,18,2,False,Son Heung-min,7,kr KOR,LW,32-312,73,0,0,0,0,1,0,0,0,32,0,0,1,0.1,0.1,0.0,1,0,21,27,77.8,3,23,7,1,0,37
82.0,18,2,False,Dominic Solanke,19,eng ENG,FW,27-244,17,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,2,5,1,1,1,37
610.0,18,2,False,Mikey Moore,47,eng ENG,RW,17-278,86,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,1,0,7,10,70.0,1,13,1,3,0,37
491.0,18,2,False,Brennan Johnson,22,wls WAL,AM,23-358,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,3,1,0,0,37
612.0,18,2,False,Wilson Odobert,28,fr FRA,AM,20-169,86,0,0,0,0,1,1,0,0,24,1,1,0,0.4,0.4,0.1,2,0,12,14,85.7,3,12,1,1,0,37
497.0,18,2,False,Richarlison,9,br BRA,FW,28-006,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,1,0,0,0,37
499.0,18,2,False,Pape Matar Sarr,29,sn SEN,DM,22-244,52,0,0,0,0,0,0,0,0,18,1,2,1,0.0,0.0,0.0,0,0,10,13,76.9,1,9,0,0,0,37
